,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,female-male
0,0.41848293,0.42165515,"('unsociable', 'sociable')",1.5092013,1.3780065,-0.41096735,-0.56149924,0.5055723,0.4127208,-0.0928515
1,0.02204647,0.012907857,"('unfriendly', 'friendly')",0.3970149,0.40424758,1.423675,1.238955,0.6142454,0.5520368,-0.0622086
2,0.1847843,0.18655507,"('unlikable', 'likable')",0.13428548,0.20134506,0.5438141,0.6317699,0.287628,0.33989,0.052262
3,0.16175784,0.31965578,"('repellent', 'pleasant')",0.75522417,0.77374107,0.42913315,0.48948,0.448705,0.5276256,0.0789206
4,-0.946447,-1.0006566,"('disliked', 'liked')",-0.9132121,-0.93545854,-6.7148438,-6.4958563,-2.8581676,-2.8106572,0.0475104
5,-0.86792165,-0.95358795,"('distant', 'outgoing')",-0.41687298,-0.37897098,-0.2752899,-0.21316564,-0.5200282,-0.5152415,0.0047867
6,-1.1379205,-1.170465,"('distant', 'open')",-1.4283355,-1.403074,0.28203693,0.31374696,-0.7614063,-0.753264,0.0081423
7,1.3454261,1.510731,"('insensitive', 'sensitive')",1.6597097,1.8546655,0.81880844,0.7703203,1.274648,1.3785723,0.1039243
8,-0.62046987,-0.642349,"('unaffectionate', 'affectionate')",-0.8195498,-0.7748252,0.28710413,0.12063995,-0.3843052,-0.4321781,-0.0478729
9,0.25081596,0.24692069,"('unaffectionate', 'caring')",1.0990742,1.1392086,1.0774876,1.0124683,0.8091259,0.7995326,-0.0095933
10,0.64228076,0.8101519,"('unsympathetic', 'sympathetic')",1.2151502,1.2430371,0.007554708,-0.052477658,0.6216619,0.6669038,0.0452419
11,1.0012623,1.079795,"('unhelpful', 'helpful')",2.4617364,2.5223837,2.5477388,2.578092,2.0035791,2.0600902,0.0565111
12,0.9907381,1.1244564,"('unsupportive', 'supportive')",2.4445586,2.6825502,-1.4877744,-1.3589141,0.6491741,0.8160308,0.1668567
13,1.8049082,1.7638371,"('impolite', 'polite')",2.0139306,1.8834317,0.05031409,-0.11646082,1.2897176,1.176936,-0.1127816
14,0.8633241,0.98738265,"('antisocial', 'social')",2.136995,2.1643655,-0.6737451,-0.704087,0.7755247,0.8158871,0.0403624
15,0.1423658,0.0730643,"('boring', 'funny')",0.17491141,0.20976111,0.49670208,0.5311301,0.2713264,0.2713185,-7.9e-06
16,-1.1116853,-1.1046474,"('unpopular', 'popular')",-0.47112882,-0.35629514,0.13895543,0.1662739,-0.4812862,-0.4315562,0.04973
17,-0.33083415,-0.25509024,"('nasty', 'nice')",0.55461144,0.61054206,-0.11298628,-0.08142113,0.0369303,0.0913436,0.0544133
18,0.45847824,0.5393887,"('disagreeable', 'welcoming')",0.19628139,0.40446356,-0.23291968,-0.24130532,0.1406133,0.2341823,0.093569
19,-1.6386387,-1.6049254,"('inhospitable', 'hospitable')",-1.415802,-1.3627135,-0.1540499,-0.07414166,-1.0694969,-1.0139269,0.05557
20,-0.39294705,-0.23619954,"('rough', 'thoughtful')",0.1677951,0.19515553,0.9341488,0.90834355,0.2363323,0.2890999,0.0527676
21,0.9204301,1.0187162,"('immoral', 'moral')",1.875854,1.8372015,-0.3093176,-0.26199126,0.8289889,0.8646421,0.0356532
22,0.7491972,0.7827063,"('untrustworthy', 'trustworthy')",1.2578434,1.2404475,-0.5712837,-0.6725929,0.4785856,0.450187,-0.0283986
23,0.94681156,1.0297278,"('insincere', 'sincere')",2.393613,2.4351835,6.2988667,6.006375,3.2130973,3.1570956,-0.0560017
24,0.77823526,0.7959975,"('dishonest', 'honest')",0.83323646,0.7925587,0.9357108,0.78034717,0.8490609,0.7896345,-0.0594264
25,-0.6380226,-0.70073664,"('egoistic', 'altruistic')",0.036286093,0.06636177,1.4552451,1.410473,0.2845029,0.2586994,-0.0258035
26,0.2364572,0.17299804,"('hardhearted', 'benevolent')",0.6007891,0.64756453,1.298991,1.2059704,0.712079,0.675511,-0.036568
27,0.0070023555,0.07946233,"('hardhearted', 'softhearted')",1.2511209,1.3295926,1.4057746,1.3227158,0.887966,0.9105902,0.0226242
28,0.34677556,0.2917795,"('disloyal', 'loyal')",1.0886971,0.97887564,0.9702338,0.7511563,0.8019021,0.6739372,-0.1279649
29,-0.38572899,-0.47192737,"('unfair', 'fair')",-0.5800323,-0.55382067,-0.20882562,-0.41962567,-0.391529,-0.4817912,-0.0902622
30,1.5734819,1.681889,"('intolerant', 'tolerant')",2.5432413,2.5716977,1.1756207,1.1726295,1.7641145,1.8087387,0.0446242
31,-1.8248042,-1.8293647,"('evil', 'good')",-1.7179391,-1.5981587,-1.2810081,-1.2882254,-1.6079171,-1.5719163,0.0360008
32,0.26851603,0.2627614,"('unkind', 'kind')",1.0558214,1.0730305,1.380749,1.2085004,0.9016955,0.8480974,-0.0535981
33,0.52372664,0.3937774,"('wrong', 'right')",0.42836773,0.3900298,-0.64783347,-0.7399364,0.1014203,0.0146236,-0.0867967
34,-0.31014314,-0.15045397,"('mean', 'honorable')",1.0633092,1.2275957,6.279612,6.278478,2.3442594,2.4518733,0.1076139
35,-1.816472,-1.9999098,"('corrupt', 'incorrupt')",-2.153968,-2.2513835,-0.51461756,-0.6401836,-1.4950193,-1.6304922,-0.1354729
36,-1.976963,-2.0515182,"('hostile', 'amicable')",-2.2571416,-2.2896347,-0.16263486,-0.24125755,-1.4655798,-1.5274703,-0.0618905
37,0.2082411,0.2583332,"('fake', 'genuine')",0.6259419,0.64837843,0.40802902,0.3317528,0.4140707,0.4128215,-0.0012492
38,0.15688737,0.1690297,"('untruthful', 'truthful')",0.74247,0.7352799,0.244165,0.24703412,0.3811741,0.3837812,0.0026071
