,celebrity_male,celebrity_female,tuple,average_male,average_female,female-male
0,0.5982287,0.52006114,"('unsociable', 'sociable')",0.5982287,0.5200611,-0.0781676
1,0.7192048,0.7579312,"('unfriendly', 'friendly')",0.7192048,0.7579312,0.0387264
2,-0.008887788,0.1324391,"('unlikable', 'likable')",-0.0088878,0.1324391,0.1413269
3,1.0124146,1.1001818,"('repellent', 'pleasant')",1.0124146,1.1001818,0.0877672
4,-7.5260043,-7.71954,"('disliked', 'liked')",-7.5260043,-7.7195401,-0.1935358
5,-1.0536348,-1.0297571,"('distant', 'outgoing')",-1.0536348,-1.0297571,0.0238777
6,-0.6846033,-0.6982397,"('distant', 'open')",-0.6846033,-0.6982397,-0.0136364
7,1.6081566,1.6391727,"('insensitive', 'sensitive')",1.6081566,1.6391727,0.0310161
8,0.60086924,0.60460204,"('unaffectionate', 'affectionate')",0.6008692,0.604602,0.0037328
9,1.2257711,1.3787748,"('unaffectionate', 'caring')",1.2257711,1.3787748,0.1530037
10,1.6060871,1.6454167,"('unsympathetic', 'sympathetic')",1.6060871,1.6454167,0.0393296
11,1.6969128,1.8618397,"('unhelpful', 'helpful')",1.6969128,1.8618397,0.1649269
12,-1.4370384,-1.3974609,"('unsupportive', 'supportive')",-1.4370384,-1.3974609,0.0395775
13,0.5971863,0.71953,"('impolite', 'polite')",0.5971863,0.71953,0.1223437
14,0.77426517,0.72689885,"('antisocial', 'social')",0.7742652,0.7268988,-0.0473664
15,0.4943927,0.46486044,"('boring', 'funny')",0.4943927,0.4648604,-0.0295323
16,-0.9870706,-0.9073261,"('unpopular', 'popular')",-0.9870706,-0.9073261,0.0797445
17,-0.24367109,-0.23100407,"('nasty', 'nice')",-0.2436711,-0.2310041,0.012667
18,-0.6555642,-0.60004854,"('disagreeable', 'welcoming')",-0.6555642,-0.6000485,0.0555157
19,-0.9384426,-0.832948,"('inhospitable', 'hospitable')",-0.9384426,-0.832948,0.1054946
20,0.7986414,0.706611,"('rough', 'thoughtful')",0.7986414,0.706611,-0.0920304
21,0.47072074,0.66593957,"('immoral', 'moral')",0.4707207,0.6659396,0.1952189
22,0.22606702,0.225945,"('untrustworthy', 'trustworthy')",0.226067,0.225945,-0.000122
23,6.472575,6.7485504,"('insincere', 'sincere')",6.4725752,6.7485504,0.2759752
24,1.625352,1.6365087,"('dishonest', 'honest')",1.625352,1.6365087,0.0111567
25,0.08406864,0.05804807,"('egoistic', 'altruistic')",0.0840686,0.0580481,-0.0260205
26,0.9295028,0.794842,"('hardhearted', 'benevolent')",0.9295028,0.794842,-0.1346608
27,1.8408644,1.7148585,"('hardhearted', 'softhearted')",1.8408644,1.7148585,-0.1260059
28,1.0915494,1.0573481,"('disloyal', 'loyal')",1.0915494,1.0573481,-0.0342013
29,-0.44287732,-0.60823154,"('unfair', 'fair')",-0.4428773,-0.6082315,-0.1653542
30,1.276277,1.3716468,"('intolerant', 'tolerant')",1.2762769,1.3716468,0.0953699
31,-1.9643726,-2.0848627,"('evil', 'good')",-1.9643726,-2.0848627,-0.1204901
32,1.3941272,1.4045912,"('unkind', 'kind')",1.3941272,1.4045912,0.010464
33,-0.53071296,-0.5405493,"('wrong', 'right')",-0.530713,-0.5405493,-0.0098363
34,4.2094917,4.5547733,"('mean', 'honorable')",4.2094917,4.5547733,0.3452816
35,-1.4842933,-1.7409699,"('corrupt', 'incorrupt')",-1.4842933,-1.7409699,-0.2566766
36,-1.2737838,-1.4292527,"('hostile', 'amicable')",-1.2737838,-1.4292527,-0.1554689
37,0.9853578,0.9339968,"('fake', 'genuine')",0.9853578,0.9339968,-0.051361
38,-0.47304028,-0.30259097,"('untruthful', 'truthful')",-0.4730403,-0.302591,0.1704493
39,0.4679993,0.47297925,"('exploitative', 'cooperative')",0.4679993,0.4729792,0.0049799
40,-1.2447598,-1.4394033,"('stingy', 'generous')",-1.2447598,-1.4394033,-0.1946435
41,0.7948396,0.65298116,"('unforgiving', 'forgiving')",0.7948396,0.6529812,-0.1418584
42,-2.2946522,-2.3430789,"('unreliable', 'reliable')",-2.2946522,-2.3430789,-0.0484267
43,1.4484121,1.6033992,"('irresponsible', 'responsible')",1.4484121,1.6033992,0.1549871
44,-1.1237911,-1.2025461,"('prejudiced', 'unprejudiced')",-1.1237911,-1.2025461,-0.078755
45,0.6709021,0.55749196,"('incompetent', 'competent')",0.6709021,0.557492,-0.1134101
46,0.026165508,0.02078354,"('uncompetitive', 'competitive')",0.0261655,0.0207835,-0.005382
47,4.826411,5.023587,"('stupid', 'smart')",4.8264108,5.0235872,0.1971764
48,0.6409657,0.7402363,"('unintelligent', 'intelligent')",0.6409657,0.7402363,0.0992706
49,-0.2287927,-0.06706746,"('unable', 'able')",-0.2287927,-0.0670675,0.1617252
50,-0.58680886,-0.5375063,"('clumsy', 'skillful')",-0.5868089,-0.5375063,0.0493026
51,0.8702946,0.92703664,"('uneducated', 'educated')",0.8702946,0.9270366,0.056742
52,-0.78324366,-0.93803084,"('irrational', 'rational')",-0.7832437,-0.9380308,-0.1547871
53,-0.33817106,-0.3215966,"('uncreative', 'creative')",-0.3381711,-0.3215966,0.0165745
54,0.67661947,0.8435319,"('incapable', 'capable')",0.6766195,0.8435319,0.1669124
55,1.3609719,1.4629229,"('incompetent', 'clever')",1.3609719,1.4629229,0.101951
56,0.75749063,0.8004426,"('impractical', 'practical')",0.7574906,0.8004426,0.042952
57,-1.8889668,-2.0972893,"('unimaginative', 'imaginative')",-1.8889668,-2.0972893,-0.2083225
58,0.5402161,0.47936758,"('undiscriminating', 'discriminating')",0.5402161,0.4793676,-0.0608485
59,-0.6210051,-0.5823233,"('foolish', 'wise')",-0.6210051,-0.5823233,0.0386818
60,1.092119,1.3248605,"('inefficient', 'efficient')",1.092119,1.3248605,0.2327415
61,0.55156034,0.4357193,"('illogical', 'logical')",0.5515603,0.4357193,-0.115841
62,0.8939318,1.0963086,"('incompetent', 'brilliant')",0.8939318,1.0963086,0.2023768
63,0.43281093,0.55920696,"('unperceptive', 'insightful')",0.4328109,0.559207,0.1263961
64,-5.81018,-5.85014,"('shy', 'confident')",-5.8101802,-5.8501401,-0.0399599
65,0.8362083,0.9373453,"('insecure', 'secure')",0.8362083,0.9373453,0.101137
66,-0.4778866,-0.64534366,"('inactive', 'active')",-0.4778866,-0.6453437,-0.1674571
67,-0.6109607,-0.5069225,"('doubtful', 'determined')",-0.6109607,-0.5069225,0.1040382
68,-0.78989667,-0.69811666,"('dependent', 'independent')",-0.7898967,-0.6981167,0.09178
69,-2.4913857,-2.5967813,"('lazy', 'industrious')",-2.4913857,-2.5967813,-0.1053956
70,2.047776,1.9992734,"('lethargic', 'energetic')",2.047776,1.9992734,-0.0485026
71,-0.059495695,-0.014739053,"('diffident', 'self-confident')",-0.0594957,-0.0147391,0.0447566
72,1.0828252,1.2617365,"('unambitious', 'ambitious')",1.0828252,1.2617365,0.1789113
73,-2.863616,-2.869987,"('helpless', 'self-reliant')",-2.863616,-2.869987,-0.006371
74,0.5429087,0.40512115,"('undedicated', 'dedicated')",0.5429087,0.4051211,-0.1377876
75,-0.9667824,-0.9689991,"('meek', 'impulsive')",-0.9667824,-0.9689991,-0.0022167
76,1.0547471,1.1360136,"('anxious', 'daring')",1.0547471,1.1360136,0.0812665
77,-1.1561106,-0.9576113,"('unmotivated', 'motivated')",-1.1561106,-0.9576113,0.1984993
78,-0.93684137,-0.9651468,"('nonresilient', 'resilient')",-0.9368414,-0.9651468,-0.0283054
79,-0.66054523,-0.65282243,"('wavering', 'unwavering')",-0.6605452,-0.6528224,0.0077228
80,0.50094867,0.41699147,"('dominated', 'dominating')",0.5009487,0.4169915,-0.0839572
81,0.42513603,0.48920846,"('submissive', 'aggressive')",0.425136,0.4892085,0.0640725
82,5.9573455,6.140437,"('poor', 'rich')",5.9573455,6.1404371,0.1830916
83,-0.24803382,-0.14936101,"('powerless', 'powerful')",-0.2480338,-0.149361,0.0986728
84,0.47413278,0.50725245,"('inferior', 'superior')",0.4741328,0.5072525,0.0331197
85,-1.4576079,-1.4644611,"('insignificant', 'prestigious')",-1.4576079,-1.4644611,-0.0068532
86,1.0360725,1.0323813,"('uninfluential', 'influential')",1.0360725,1.0323813,-0.0036912
87,0.18688299,0.23683226,"('unsuccessful', 'successful')",0.186883,0.2368323,0.0499493
88,0.16747832,0.24690652,"('low', 'eminent')",0.1674783,0.2469065,0.0794282
