,ferry_male,ferry_female,tuple,average_male,average_female,female-male
0,0.5423377,0.5046522,"('unsociable', 'sociable')",0.5423377,0.5046522,-0.0376855
1,1.6667155,1.667619,"('unfriendly', 'friendly')",1.6667155,1.667619,0.0009035
2,0.384495,0.43008798,"('unlikable', 'likable')",0.384495,0.430088,0.045593
3,0.5264273,0.7207329,"('repellent', 'pleasant')",0.5264273,0.7207329,0.1943056
4,-6.64284,-6.723952,"('disliked', 'liked')",-6.6428399,-6.7239518,-0.0811119
5,-0.29127133,-0.22293678,"('distant', 'outgoing')",-0.2912713,-0.2229368,0.0683345
6,0.04925295,0.100613564,"('distant', 'open')",0.0492529,0.1006136,0.0513607
7,1.0460624,1.1532676,"('insensitive', 'sensitive')",1.0460624,1.1532676,0.1072052
8,1.4371386,1.4183595,"('unaffectionate', 'affectionate')",1.4371386,1.4183595,-0.0187791
9,2.0382352,2.0974593,"('unaffectionate', 'caring')",2.0382352,2.0974593,0.0592241
10,0.75377274,0.86864424,"('unsympathetic', 'sympathetic')",0.7537727,0.8686442,0.1148715
11,1.8522446,2.019248,"('unhelpful', 'helpful')",1.8522446,2.019248,0.1670034
12,-0.9924547,-0.8746848,"('unsupportive', 'supportive')",-0.9924547,-0.8746848,0.1177699
13,0.081683084,0.113565505,"('impolite', 'polite')",0.0816831,0.1135655,0.0318824
14,0.3430115,0.30242658,"('antisocial', 'social')",0.3430115,0.3024266,-0.0405849
15,0.72743714,0.548397,"('boring', 'funny')",0.7274371,0.548397,-0.1790401
16,-0.56077063,-0.4317303,"('unpopular', 'popular')",-0.5607706,-0.4317303,0.1290403
17,0.013515178,0.013239609,"('nasty', 'nice')",0.0135152,0.0132396,-0.0002756
18,-0.65833926,-0.48121312,"('disagreeable', 'welcoming')",-0.6583393,-0.4812131,0.1771262
19,-0.670142,-0.57853645,"('inhospitable', 'hospitable')",-0.670142,-0.5785365,0.0916055
20,0.20311165,-0.0059809145,"('rough', 'thoughtful')",0.2031116,-0.0059809,-0.2090925
21,-0.31054822,-0.06135387,"('immoral', 'moral')",-0.3105482,-0.0613539,0.2491943
22,-0.6182964,-0.53815895,"('untrustworthy', 'trustworthy')",-0.6182964,-0.538159,0.0801374
23,6.0981584,6.3588595,"('insincere', 'sincere')",6.0981584,6.3588595,0.2607011
24,1.5838484,1.6469336,"('dishonest', 'honest')",1.5838484,1.6469336,0.0630852
25,1.0080351,1.0412256,"('egoistic', 'altruistic')",1.0080351,1.0412256,0.0331905
26,1.722178,1.4331673,"('hardhearted', 'benevolent')",1.722178,1.4331673,-0.2890107
27,1.6415437,1.5479571,"('hardhearted', 'softhearted')",1.6415437,1.5479571,-0.0935866
28,1.1884402,1.1616701,"('disloyal', 'loyal')",1.1884402,1.1616701,-0.0267701
29,-0.35475695,-0.5031532,"('unfair', 'fair')",-0.354757,-0.5031532,-0.1483962
30,0.6375459,0.7155368,"('intolerant', 'tolerant')",0.6375459,0.7155368,0.0779909
31,-1.3046973,-1.3357452,"('evil', 'good')",-1.3046973,-1.3357452,-0.0310479
32,1.1411954,1.1041983,"('unkind', 'kind')",1.1411954,1.1041983,-0.0369971
33,0.2433845,0.22760461,"('wrong', 'right')",0.2433845,0.2276046,-0.0157799
34,4.0952005,4.420547,"('mean', 'honorable')",4.0952005,4.420547,0.3253465
35,-1.0051484,-1.2689371,"('corrupt', 'incorrupt')",-1.0051484,-1.2689371,-0.2637887
36,-0.5917977,-0.77008915,"('hostile', 'amicable')",-0.5917977,-0.7700891,-0.1782914
37,0.7355093,0.7462985,"('fake', 'genuine')",0.7355093,0.7462985,0.0107892
38,0.11828067,0.1956883,"('untruthful', 'truthful')",0.1182807,0.1956883,0.0774076
39,0.25643042,0.28989035,"('exploitative', 'cooperative')",0.2564304,0.2898903,0.0334599
40,-1.3367513,-1.3055341,"('stingy', 'generous')",-1.3367513,-1.3055341,0.0312172
41,0.8330837,0.7221328,"('unforgiving', 'forgiving')",0.8330837,0.7221328,-0.1109509
42,-2.6048167,-2.428049,"('unreliable', 'reliable')",-2.6048167,-2.4280491,0.1767676
43,1.0518695,1.1407534,"('irresponsible', 'responsible')",1.0518695,1.1407534,0.0888839
44,-1.3454385,-1.4587356,"('prejudiced', 'unprejudiced')",-1.3454385,-1.4587356,-0.1132971
45,0.5466781,0.5119549,"('incompetent', 'competent')",0.5466781,0.5119549,-0.0347232
46,-1.0765799,-1.0289903,"('uncompetitive', 'competitive')",-1.0765799,-1.0289903,0.0475896
47,4.748549,4.8610435,"('stupid', 'smart')",4.748549,4.8610435,0.1124945
48,0.44943893,0.5113009,"('unintelligent', 'intelligent')",0.4494389,0.5113009,0.061862
49,0.0059213787,0.15050894,"('unable', 'able')",0.0059214,0.1505089,0.1445875
50,-0.7580616,-0.63805246,"('clumsy', 'skillful')",-0.7580616,-0.6380525,0.1200091
51,0.29269353,0.40212974,"('uneducated', 'educated')",0.2926935,0.4021297,0.1094362
52,0.2612708,0.12644485,"('irrational', 'rational')",0.2612708,0.1264448,-0.134826
53,-0.21211198,-0.25879568,"('uncreative', 'creative')",-0.212112,-0.2587957,-0.0466837
54,0.82021904,0.9949016,"('incapable', 'capable')",0.820219,0.9949016,0.1746826
55,0.7010186,0.84919363,"('incompetent', 'clever')",0.7010186,0.8491936,0.148175
56,0.5302343,0.6454749,"('impractical', 'practical')",0.5302343,0.6454749,0.1152406
57,-2.2000873,-2.316351,"('unimaginative', 'imaginative')",-2.2000873,-2.3163509,-0.1162636
58,-0.084718496,-0.04822226,"('undiscriminating', 'discriminating')",-0.0847185,-0.0482223,0.0364962
59,0.17115454,0.17607391,"('foolish', 'wise')",0.1711545,0.1760739,0.0049194
60,0.22521923,0.41130573,"('inefficient', 'efficient')",0.2252192,0.4113057,0.1860865
61,0.27096882,0.15543874,"('illogical', 'logical')",0.2709688,0.1554387,-0.1155301
62,0.9910071,1.1811517,"('incompetent', 'brilliant')",0.9910071,1.1811517,0.1901446
63,0.39729792,0.5844014,"('unperceptive', 'insightful')",0.3972979,0.5844014,0.1871035
64,-6.193811,-6.05612,"('shy', 'confident')",-6.1938109,-6.0561199,0.137691
65,-0.06005899,0.13708884,"('insecure', 'secure')",-0.060059,0.1370888,0.1971478
66,-0.16361852,-0.33509946,"('inactive', 'active')",-0.1636185,-0.3350995,-0.171481
67,-0.028809942,-0.069271706,"('doubtful', 'determined')",-0.0288099,-0.0692717,-0.0404618
68,-1.3872614,-1.1125091,"('dependent', 'independent')",-1.3872614,-1.1125091,0.2747523
69,-1.6926426,-1.7952929,"('lazy', 'industrious')",-1.6926426,-1.7952929,-0.1026503
70,0.90352786,1.0416198,"('lethargic', 'energetic')",0.9035279,1.0416198,0.1380919
71,0.5927915,0.5943891,"('diffident', 'self-confident')",0.5927915,0.5943891,0.0015976
72,0.7763375,0.91538775,"('unambitious', 'ambitious')",0.7763375,0.9153877,0.1390502
73,-2.9929361,-2.786822,"('helpless', 'self-reliant')",-2.9929361,-2.7868221,0.206114
74,0.3832693,0.32858253,"('undedicated', 'dedicated')",0.3832693,0.3285825,-0.0546868
75,-1.1275612,-1.1574196,"('meek', 'impulsive')",-1.1275612,-1.1574196,-0.0298584
76,0.04387315,0.05518228,"('anxious', 'daring')",0.0438731,0.0551823,0.0113092
77,-1.508053,-1.3378264,"('unmotivated', 'motivated')",-1.5080529,-1.3378264,0.1702265
78,-0.630133,-0.7327232,"('nonresilient', 'resilient')",-0.630133,-0.7327232,-0.1025902
79,-0.3798905,-0.29887143,"('wavering', 'unwavering')",-0.3798905,-0.2988714,0.0810191
80,0.34948134,0.21639282,"('dominated', 'dominating')",0.3494813,0.2163928,-0.1330885
81,-0.21458209,-0.14293408,"('submissive', 'aggressive')",-0.2145821,-0.1429341,0.071648
82,5.6872973,5.9106197,"('poor', 'rich')",5.6872973,5.9106197,0.2233224
83,-0.21393184,-0.17871562,"('powerless', 'powerful')",-0.2139318,-0.1787156,0.0352162
84,0.57146937,0.59326994,"('inferior', 'superior')",0.5714694,0.5932699,0.0218005
85,-0.9598093,-0.9905166,"('insignificant', 'prestigious')",-0.9598093,-0.9905166,-0.0307073
86,1.0618697,0.9990815,"('uninfluential', 'influential')",1.0618697,0.9990815,-0.0627882
87,0.631166,0.70164394,"('unsuccessful', 'successful')",0.631166,0.7016439,0.0704779
88,-0.28638154,-0.21208274,"('low', 'eminent')",-0.2863815,-0.2120827,0.0742988
