,garden_male,garden_female,tuple,average_male,average_female,female-male
0,0.16701986,0.027599908,"('unsociable', 'sociable')",0.1670199,0.0275999,-0.13942
1,1.6651839,1.7546387,"('unfriendly', 'friendly')",1.6651839,1.7546387,0.0894548
2,0.35099795,0.49756822,"('unlikable', 'likable')",0.350998,0.4975682,0.1465702
3,0.6796522,0.727803,"('repellent', 'pleasant')",0.6796522,0.727803,0.0481508
4,-6.906173,-6.946475,"('disliked', 'liked')",-6.9061732,-6.946475,-0.0403018
5,0.059899807,0.22912905,"('distant', 'outgoing')",0.0598998,0.229129,0.1692292
6,0.43711287,0.578867,"('distant', 'open')",0.4371129,0.578867,0.1417541
7,0.96213835,0.942473,"('insensitive', 'sensitive')",0.9621384,0.942473,-0.0196654
8,1.3538061,1.4554038,"('unaffectionate', 'affectionate')",1.3538061,1.4554038,0.1015977
9,1.6830053,1.9089144,"('unaffectionate', 'caring')",1.6830053,1.9089144,0.2259091
10,0.7799872,0.7956705,"('unsympathetic', 'sympathetic')",0.7799872,0.7956705,0.0156833
11,1.8318149,1.9613737,"('unhelpful', 'helpful')",1.8318149,1.9613737,0.1295588
12,-1.2890172,-1.1249214,"('unsupportive', 'supportive')",-1.2890172,-1.1249214,0.1640958
13,0.09738655,0.037287563,"('impolite', 'polite')",0.0973865,0.0372876,-0.0600989
14,0.17592351,0.00090182386,"('antisocial', 'social')",0.1759235,0.0009018,-0.1750217
15,0.77202195,0.6778433,"('boring', 'funny')",0.7720219,0.6778433,-0.0941786
16,-0.55170983,-0.40014026,"('unpopular', 'popular')",-0.5517098,-0.4001403,0.1515695
17,0.010387592,0.0808728,"('nasty', 'nice')",0.0103876,0.0808728,0.0704852
18,-0.40623093,-0.26645833,"('disagreeable', 'welcoming')",-0.4062309,-0.2664583,0.1397726
19,0.019466713,0.21140575,"('inhospitable', 'hospitable')",0.0194667,0.2114058,0.1919391
20,0.3863923,0.12598416,"('rough', 'thoughtful')",0.3863923,0.1259842,-0.2604081
21,-0.41253382,-0.26474297,"('immoral', 'moral')",-0.4125338,-0.264743,0.1477908
