,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,female-male
0,1.2127053,1.0805392,"('unsociable', 'sociable')",-1.2477897,-1.5545496,-0.37992254,-0.559241,-0.1383357,-0.3444171,-0.2060814
1,0.29101777,0.2925481,"('unfriendly', 'friendly')",-1.2635416,-1.3844078,0.67327344,0.5010329,-0.0997501,-0.1969423,-0.0971922
2,0.96339136,1.0569862,"('unlikable', 'likable')",0.23455887,0.20658767,0.6323356,0.661105,0.6100953,0.6415596,0.0314643
3,0.106945686,0.22445506,"('repellent', 'pleasant')",-1.483788,-1.3705789,0.67493975,0.6493127,-0.2339675,-0.1656037,0.0683638
4,-1.1948748,-1.2735634,"('disliked', 'liked')",0.679113,0.6769767,-6.036254,-6.102705,-2.1840053,-2.2330972,-0.0490919
5,-0.4599686,-0.44760516,"('distant', 'outgoing')",0.71756625,0.73724777,-0.9064823,-0.80997676,-0.2162949,-0.1734447,0.0428502
6,-1.1339182,-1.0358148,"('distant', 'open')",0.6347441,0.74846846,-0.96740574,-0.9418673,-0.4888599,-0.4097379,0.079122
7,0.6122552,0.7470048,"('insensitive', 'sensitive')",-1.3953751,-1.3787975,-0.14880817,-0.1465765,-0.3106427,-0.2594564,0.0511863
8,0.5459072,0.46191645,"('unaffectionate', 'affectionate')",-0.365079,-0.41102633,0.4823716,0.41016838,0.2210666,0.1536862,-0.0673804
9,1.6174725,1.6586719,"('unaffectionate', 'caring')",-0.6490962,-0.6541931,0.805692,0.7999625,0.5913561,0.6014804,0.0101243
10,0.66663444,0.7007755,"('unsympathetic', 'sympathetic')",-2.6176445,-2.721465,-0.84416723,-0.9688058,-0.9317258,-0.9964984,-0.0647726
11,0.2556041,0.35247105,"('unhelpful', 'helpful')",-1.2210716,-1.2776177,1.1691339,1.2121516,0.0678888,0.0956683,0.0277795
12,1.3742507,1.6434753,"('unsupportive', 'supportive')",-0.35137522,-0.22225277,-2.1163356,-2.0855465,-0.3644867,-0.2214413,0.1430454
13,-0.17504403,-0.31998235,"('impolite', 'polite')",-1.5788267,-1.7639548,-1.1416104,-1.162058,-0.9651604,-1.0819983,-0.1168379
14,1.0868437,1.2031018,"('antisocial', 'social')",-0.66967195,-0.6683029,0.17196687,0.056106586,0.1963795,0.1969685,0.000589
15,-0.022365931,-0.07575769,"('boring', 'funny')",0.7692325,0.6617838,0.047430977,0.11732628,0.2647659,0.2344508,-0.0303151
16,-0.75508344,-0.877853,"('unpopular', 'popular')",-0.10205481,-0.10812989,0.33354405,0.2865843,-0.1745314,-0.2331329,-0.0586015
17,0.027774561,0.03900129,"('nasty', 'nice')",-0.5925159,-0.5410652,-0.60558754,-0.5092746,-0.3901096,-0.3371128,0.0529968
18,0.53990287,0.6615065,"('disagreeable', 'welcoming')",0.5809409,0.6722804,-0.49803695,-0.5899258,0.2076023,0.2479537,0.0403514
19,-0.5329511,-0.55167115,"('inhospitable', 'hospitable')",0.28367847,0.2142534,-0.8348943,-0.7546241,-0.361389,-0.364014,-0.002625
20,1.87595,1.854724,"('rough', 'thoughtful')",0.229841,0.26485282,1.4060231,1.3303798,1.1706047,1.1499856,-0.0206191
21,0.6686445,0.7630406,"('immoral', 'moral')",-1.192622,-1.3207293,-0.69842887,-0.74014914,-0.4074688,-0.4326126,-0.0251438
22,0.02525212,0.16530782,"('untrustworthy', 'trustworthy')",-0.7698189,-0.65758574,-0.66002274,-0.73265743,-0.4681965,-0.4083118,0.0598847
23,1.1581225,1.2203643,"('insincere', 'sincere')",-1.8448592,-1.9321632,4.5967336,4.4914956,1.3033323,1.2598989,-0.0434334
