,lkq_male,lkq_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.57438093,-0.8218486,"('unsociable', 'sociable')",-0.1770285,-0.33184552,-0.3757047,-0.5768471,-0.2011424
1,-1.4674037,-1.5485533,"('unfriendly', 'friendly')",1.3084396,1.1144736,-0.079482,-0.2170399,-0.1375579
2,1.117599,1.1136863,"('unlikable', 'likable')",0.7536973,0.7766587,0.9356481,0.9451725,0.0095244
3,-0.055478476,0.03654978,"('repellent', 'pleasant')",0.81874317,0.8762195,0.3816324,0.4563847,0.0747523
4,-0.036682304,-0.0035280325,"('disliked', 'liked')",-6.3075,-6.425226,-3.172091,-3.2143772,-0.0422862
5,-0.82325304,-0.7676956,"('distant', 'outgoing')",-0.54137325,-0.5818787,-0.6823131,-0.6747872,0.0075259
6,-1.0829914,-0.977229,"('distant', 'open')",-0.38356003,-0.43839538,-0.7332757,-0.7078122,0.0254635
7,-0.388871,-0.35791823,"('insensitive', 'sensitive')",0.40779787,0.43784323,0.0094634,0.0399625,0.0304991
8,-0.8368954,-0.8815842,"('unaffectionate', 'affectionate')",0.6058256,0.51338774,-0.1155349,-0.1840982,-0.0685633
9,-1.0376797,-1.0905609,"('unaffectionate', 'caring')",0.8990223,0.8220343,-0.0693287,-0.1342633,-0.0649346
10,-0.5496039,-0.6262016,"('unsympathetic', 'sympathetic')",-0.9355364,-0.9516344,-0.7425702,-0.788918,-0.0463478
11,-0.22633526,-0.27695492,"('unhelpful', 'helpful')",1.1640126,1.2586771,0.4688386,0.4908611,0.0220225
12,-0.27818003,-0.20395714,"('unsupportive', 'supportive')",-2.2127497,-2.2359529,-1.2454649,-1.219955,0.0255099
13,-0.4330025,-0.50704664,"('impolite', 'polite')",-1.0677418,-1.0018115,-0.7503721,-0.7544291,-0.004057
14,0.66074705,0.6018884,"('antisocial', 'social')",0.21730015,0.1281905,0.4390236,0.3650395,-0.0739841
15,0.35259458,0.23828842,"('boring', 'funny')",0.12844566,0.09857103,0.2405201,0.1684297,-0.0720904
16,-0.29252264,-0.29693848,"('unpopular', 'popular')",0.6097732,0.52453214,0.1586253,0.1137968,-0.0448285
17,-0.3239562,-0.25917712,"('nasty', 'nice')",-0.6071597,-0.54934967,-0.4655579,-0.4042634,0.0612945
18,-0.44367293,-0.3896398,"('disagreeable', 'welcoming')",-0.60318196,-0.7144731,-0.5234274,-0.5520564,-0.028629
19,-0.91685843,-0.81256074,"('inhospitable', 'hospitable')",-0.7641216,-0.6882274,-0.84049,-0.7503941,0.0900959
20,0.06231616,0.03418006,"('rough', 'thoughtful')",0.9476968,0.9199115,0.5050065,0.4770458,-0.0279607
21,0.14193064,0.112945095,"('immoral', 'moral')",-0.5361147,-0.50122994,-0.197092,-0.1941424,0.0029496
22,0.21980391,0.20641564,"('untrustworthy', 'trustworthy')",-0.9558346,-1.0281558,-0.3680153,-0.4108701,-0.0428548
23,-0.5841724,-0.64013684,"('insincere', 'sincere')",5.3149343,5.2756433,2.365381,2.3177533,-0.0476277
24,-0.44793108,-0.5091541,"('dishonest', 'honest')",0.30675587,0.31177288,-0.0705876,-0.0986906,-0.028103
25,-0.779203,-0.8056772,"('egoistic', 'altruistic')",1.2171569,1.1521972,0.2189769,0.17326,-0.0457169
26,0.0671885,-0.025504388,"('hardhearted', 'benevolent')",1.9654974,1.8698668,1.0163429,0.9221812,-0.0941617
27,-0.3458098,-0.33706206,"('hardhearted', 'softhearted')",1.02093,0.9432495,0.3375601,0.3030937,-0.0344664
28,-0.8091496,-0.8978881,"('disloyal', 'loyal')",1.0889876,0.9935226,0.139919,0.0478172,-0.0921018
29,-0.1798447,-0.2278984,"('unfair', 'fair')",-0.4547512,-0.5892935,-0.3172979,-0.4085959,-0.091298
30,0.61010367,0.5395164,"('intolerant', 'tolerant')",0.93879545,0.9110332,0.7744496,0.7252748,-0.0491748
31,-1.2009273,-1.045364,"('evil', 'good')",-0.5907814,-0.749822,-0.8958544,-0.897593,-0.0017386
32,-0.26081455,-0.39225116,"('unkind', 'kind')",0.3810378,0.20576835,0.0601116,-0.0932414,-0.153353
33,-0.29180378,-0.34020275,"('wrong', 'right')",-0.544727,-0.62587214,-0.4182654,-0.4830374,-0.064772
34,-0.5055668,-0.32023087,"('mean', 'honorable')",5.219721,5.449332,2.3570771,2.5645506,0.2074735
35,-0.55198514,-0.6032051,"('corrupt', 'incorrupt')",-0.20018592,-0.32023758,-0.3760855,-0.4617213,-0.0856358
36,-1.0213953,-0.9843019,"('hostile', 'amicable')",0.2332111,0.044005387,-0.3940921,-0.4701483,-0.0760562
37,-0.10633368,-0.09421344,"('fake', 'genuine')",-0.07808595,-0.08692716,-0.0922098,-0.0905703,0.0016395
38,-0.9189433,-0.9154537,"('untruthful', 'truthful')",-0.379267,-0.3131171,-0.6491051,-0.6142853,0.0348198
39,1.0299251,1.0309741,"('exploitative', 'cooperative')",0.21104687,0.2524322,0.620486,0.6417032,0.0212172
40,-0.045459926,-0.09847369,"('stingy', 'generous')",-1.6856984,-1.843226,-0.8655791,-0.9708498,-0.1052707
41,-0.19640191,-0.18525743,"('unforgiving', 'forgiving')",0.032111257,-0.11115147,-0.0821453,-0.1482044,-0.0660591
42,0.92338324,1.0616755,"('unreliable', 'reliable')",-3.0936098,-3.0679708,-1.0851133,-1.0031476,0.0819657
43,0.1664582,0.22901683,"('irresponsible', 'responsible')",0.35847887,0.38340688,0.2624685,0.3062119,0.0437434
44,0.7301838,0.76944244,"('prejudiced', 'unprejudiced')",-1.2148088,-1.1845976,-0.2423125,-0.2075776,0.0347349
45,0.35851794,0.38509798,"('incompetent', 'competent')",0.21563545,0.16431692,0.2870767,0.2747074,-0.0123693
46,0.00073999166,0.031076178,"('uncompetitive', 'competitive')",-0.9186398,-0.88261336,-0.4589499,-0.4257686,0.0331813
47,0.18750086,0.19879545,"('stupid', 'smart')",5.21795,5.333948,2.7027254,2.7663717,0.0636463
48,-0.59815705,-0.6340537,"('unintelligent', 'intelligent')",0.52395487,0.5532921,-0.0371011,-0.0403808,-0.0032797
49,-0.14412382,0.048840657,"('unable', 'able')",-0.33952552,-0.26637632,-0.2418247,-0.1087678,0.1330569
50,0.24518609,0.30077615,"('clumsy', 'skillful')",-0.0041769966,-0.09693439,0.1205045,0.1019209,-0.0185836
51,-0.7433437,-0.8740235,"('uneducated', 'educated')",-0.1779832,-0.19812144,-0.4606634,-0.5360725,-0.0754091
52,-0.17377158,-0.3567274,"('irrational', 'rational')",0.3206158,0.1522634,0.0734221,-0.102232,-0.1756541
53,-1.0111756,-1.0055301,"('uncreative', 'creative')",0.5777441,0.5094206,-0.2167158,-0.2480548,-0.031339
54,-0.3031535,-0.36690542,"('incapable', 'capable')",0.669421,0.69223535,0.1831338,0.162665,-0.0204688
55,0.73038036,0.7429639,"('incompetent', 'clever')",0.20014465,0.24481383,0.4652625,0.4938889,0.0286264
56,0.50402147,0.48968843,"('impractical', 'practical')",-0.51270545,-0.50167584,-0.004342,-0.0059937,-0.0016517
57,-0.5224403,-0.58775204,"('unimaginative', 'imaginative')",-2.9775743,-3.00035,-1.7500074,-1.7940511,-0.0440437
58,-0.013196366,-0.06483188,"('undiscriminating', 'discriminating')",0.40773815,0.33919904,0.1972709,0.1371836,-0.0600873
59,0.77851343,0.752881,"('foolish', 'wise')",0.3255773,0.29952273,0.5520453,0.5262018,-0.0258435
60,0.67749995,0.7115041,"('inefficient', 'efficient')",-0.5900215,-0.41736072,0.0437392,0.1470717,0.1033325
61,-0.33914834,-0.4737224,"('illogical', 'logical')",0.5787594,0.44936588,0.1198055,-0.0121783,-0.1319838
62,0.9299357,1.0101048,"('incompetent', 'brilliant')",0.41393617,0.5565707,0.6719359,0.7833377,0.1114018
63,0.12115831,0.21384473,"('unperceptive', 'insightful')",0.37636915,0.4396291,0.2487637,0.3267369,0.0779732
64,0.5392074,0.48034054,"('shy', 'confident')",-6.391905,-6.4226465,-2.9263487,-2.971153,-0.0448043
65,0.44122088,0.3223699,"('insecure', 'secure')",-0.44193327,-0.35795712,-0.0003562,-0.0177936,-0.0174374
66,-0.7488744,-0.7969923,"('inactive', 'active')",0.37612787,0.3688273,-0.1863733,-0.2140825,-0.0277092
67,0.8768426,0.7953719,"('doubtful', 'determined')",-0.4513446,-0.46255887,0.212749,0.1664065,-0.0463425
68,-0.2706045,-0.3374896,"('dependent', 'independent')",-0.9823821,-0.9842711,-0.6264933,-0.6608803,-0.034387
69,-0.040266506,-0.014348373,"('lazy', 'industrious')",-0.40779525,-0.47648782,-0.2240309,-0.2454181,-0.0213872
70,0.11006115,0.17418712,"('lethargic', 'energetic')",0.21852644,0.30719146,0.1642938,0.2406893,0.0763955
71,-0.40204638,-0.34075835,"('diffident', 'self-confident')",0.48887423,0.4140007,0.0434139,0.0366212,-0.0067927
72,-0.3761111,-0.38517532,"('unambitious', 'ambitious')",-0.7005273,-0.6799881,-0.5383192,-0.5325817,0.0057375
73,1.075957,1.0604566,"('helpless', 'self-reliant')",-2.953584,-2.9638324,-0.9388135,-0.9516879,-0.0128744
74,0.39343402,0.4077866,"('undedicated', 'dedicated')",-0.2485241,-0.32789224,0.072455,0.0399472,-0.0325078
75,0.20058802,0.26517108,"('meek', 'impulsive')",-0.46854916,-0.36794907,-0.1339806,-0.051389,0.0825916
76,0.8803217,0.98241365,"('anxious', 'daring')",-0.48434576,-0.3766136,0.197988,0.3029,0.104912
77,-0.54319036,-0.47149873,"('unmotivated', 'motivated')",-1.1223798,-1.0345758,-0.8327851,-0.7530373,0.0797478
78,-0.78275406,-0.6592776,"('nonresilient', 'resilient')",-0.13170525,-0.17979357,-0.4572297,-0.4195356,0.0376941
79,-1.326758,-1.304694,"('wavering', 'unwavering')",-0.69586086,-0.7053857,-1.0113094,-1.0050399,0.0062695
80,0.55686706,0.5043756,"('dominated', 'dominating')",-1.0133708,-0.88119584,-0.2282518,-0.1884101,0.0398417
81,0.3254198,0.14272456,"('submissive', 'aggressive')",-1.0501636,-0.8681315,-0.3623719,-0.3627035,-0.0003316
82,0.06961684,0.068387285,"('poor', 'rich')",6.3401456,6.363904,3.2048812,3.2161458,0.0112646
83,-0.31053677,-0.31436208,"('powerless', 'powerful')",-1.1151909,-1.1264889,-0.7128638,-0.7204255,-0.0075617
84,0.34346792,0.22733474,"('inferior', 'superior')",0.77603745,0.79681325,0.5597527,0.512074,-0.0476787
85,0.008410916,0.074095815,"('insignificant', 'prestigious')",0.35247484,0.24838555,0.1804429,0.1612407,-0.0192022
86,-1.1660749,-1.2690285,"('uninfluential', 'influential')",-0.38961783,-0.46756673,-0.7778463,-0.8682976,-0.0904513
