,emerson_male,emerson_female,tuple,electric_male,electric_female,co_male,co_female,average_male,average_female,female-male
0,-0.6359557,-0.65595865,"('unsociable', 'sociable')",-1.0350907,-1.0389501,0.071908064,-0.120864734,-0.5330461,-0.6052578,-0.0722117
1,0.011136655,-0.15255079,"('unfriendly', 'friendly')",0.43267277,0.3409579,1.355832,1.2110558,0.5998805,0.4664876,-0.1333929
2,0.35699278,0.3761994,"('unlikable', 'likable')",0.16012102,0.2410778,0.8084373,0.8884362,0.4418503,0.5019045,0.0600542
3,-0.61283433,-0.3916057,"('repellent', 'pleasant')",-1.0517294,-0.96880996,0.26334256,0.29256374,-0.4670738,-0.3559507,0.1111231
4,0.5475436,0.4746695,"('disliked', 'liked')",0.67122835,0.60170317,-6.4407406,-6.2523146,-1.7406562,-1.725314,0.0153422
5,0.33746934,0.22454613,"('distant', 'outgoing')",0.99210113,0.8893131,-0.57537776,-0.47224745,0.2513976,0.2138706,-0.037527
6,0.1801171,0.10222916,"('distant', 'open')",0.70987326,0.6210687,-0.36855322,-0.29149082,0.1738124,0.1439357,-0.0298767
7,-0.38124174,-0.27112654,"('insensitive', 'sensitive')",-0.94714713,-0.79705936,0.037082482,-0.051963758,-0.4304355,-0.3733832,0.0570523
8,0.6875211,0.5906037,"('unaffectionate', 'affectionate')",0.1486105,0.0925524,0.35827368,0.22564715,0.3981351,0.3029344,-0.0952007
9,0.7752745,0.7669933,"('unaffectionate', 'caring')",0.07183513,0.014127864,0.86468995,0.72963697,0.5705999,0.5035861,-0.0670138
10,-0.11422683,-0.01795305,"('unsympathetic', 'sympathetic')",-1.9686967,-1.9795684,0.15681112,-0.07598457,-0.6420375,-0.6911686,-0.0491311
11,-0.123877525,-0.10863078,"('unhelpful', 'helpful')",-0.5103593,-0.5177386,2.2592163,2.067641,0.5416598,0.4804239,-0.0612359
12,0.8451265,0.8478771,"('unsupportive', 'supportive')",-0.09487523,-0.03645132,-1.6818335,-1.7015636,-0.3105274,-0.2967126,0.0138148
13,-0.71802026,-0.6792837,"('impolite', 'polite')",-0.6469673,-0.571517,-0.010582197,-0.09333615,-0.4585233,-0.4480456,0.0104777
14,-0.18664148,-0.09544223,"('antisocial', 'social')",-0.030452162,0.050628945,-0.052375667,-0.1264124,-0.0898231,-0.0570752,0.0327479
15,0.52690035,0.3953682,"('boring', 'funny')",0.53018695,0.45123136,0.31869444,0.30130354,0.4585939,0.3826344,-0.0759595
16,-0.45762426,-0.47516567,"('unpopular', 'popular')",-0.05022248,-0.08624023,0.063224666,0.011089936,-0.1482073,-0.1834387,-0.0352314
17,-0.3520431,-0.27315712,"('nasty', 'nice')",-0.709159,-0.69133604,-0.20739906,-0.13192765,-0.422867,-0.3654736,0.0573934
18,0.3595266,0.34134424,"('disagreeable', 'welcoming')",-0.22131497,-0.20978266,-0.9952138,-1.0434879,-0.2856674,-0.3039754,-0.018308
19,0.2935999,0.24383408,"('inhospitable', 'hospitable')",0.27369148,0.22328489,-0.32463247,-0.3250334,0.0808863,0.0473619,-0.0335244
20,0.06087694,0.1519714,"('rough', 'thoughtful')",-0.5215476,-0.42357197,0.2470027,0.28420225,-0.0712227,0.0042006,0.0754233
21,-0.78345275,-0.7109692,"('immoral', 'moral')",-1.0497042,-0.99044937,-0.7987276,-0.78522956,-0.8772949,-0.8288827,0.0484122
22,-0.6800142,-0.5653434,"('untrustworthy', 'trustworthy')",-1.5000426,-1.48738,-1.1024728,-1.0943696,-1.0941765,-1.049031,0.0451455
23,-0.15452245,-0.057924435,"('insincere', 'sincere')",-1.3161026,-1.291398,5.113052,4.7998767,1.2141423,1.1501848,-0.0639575
24,0.9503048,0.92659086,"('dishonest', 'honest')",-0.44747886,-0.36455715,0.53178173,0.44172367,0.3448692,0.3345858,-0.0102834
25,-0.15556821,-0.1347228,"('egoistic', 'altruistic')",0.93035734,0.97694135,1.1379157,1.0835645,0.6375683,0.6419277,0.0043594
26,1.8444831,1.6179608,"('hardhearted', 'benevolent')",2.1650553,2.12243,2.3090587,2.1176748,2.1061991,1.9526885,-0.1535106
27,-0.2573763,-0.22679031,"('hardhearted', 'softhearted')",-0.5824388,-0.5562422,0.6567,0.5771846,-0.0610384,-0.068616,-0.0075776
28,-0.80116487,-0.823329,"('disloyal', 'loyal')",-0.5613852,-0.5726476,0.74977934,0.476381,-0.2042569,-0.3065318,-0.1022749
29,-0.6726261,-0.67384124,"('unfair', 'fair')",-0.5165044,-0.4439035,-1.0532461,-1.1165159,-0.7474589,-0.7447535,0.0027054
30,0.22362784,0.26380694,"('intolerant', 'tolerant')",-0.40422636,-0.4615995,0.56225085,0.51314646,0.1272174,0.105118,-0.0220994
31,-0.38438123,-0.4123987,"('evil', 'good')",0.3912343,0.36437792,-1.2049072,-1.0507739,-0.3993514,-0.3662649,0.0330865
32,0.008370075,-0.07583171,"('unkind', 'kind')",-0.68359804,-0.6938896,0.80184853,0.5086982,0.0422069,-0.0870077,-0.1292146
33,0.41457278,0.2942583,"('wrong', 'right')",1.1365262,1.0731223,-0.57146996,-0.4878757,0.326543,0.2931683,-0.0333747
34,-1.1361219,-1.0475022,"('mean', 'honorable')",-0.6037846,-0.5800764,4.499798,4.4327273,0.9199638,0.9350496,0.0150858
35,0.8177793,0.55604833,"('corrupt', 'incorrupt')",0.4791302,0.38420808,-0.6354285,-0.633908,0.2204937,0.1021161,-0.1183776
36,0.22458625,0.04922464,"('hostile', 'amicable')",0.17118594,-0.020835668,-0.6423264,-0.74034554,-0.0821847,-0.2373189,-0.1551342
37,0.42067972,0.4163174,"('fake', 'genuine')",-0.20447063,-0.073026225,0.014856279,0.0746592,0.0770218,0.1393168,0.062295
38,0.052999854,0.07672096,"('untruthful', 'truthful')",-0.04406303,-0.073533,0.20797114,0.28972548,0.0723027,0.0976378,0.0253351
39,1.0509288,1.170255,"('exploitative', 'cooperative')",-0.5706222,-0.44745556,0.15057203,0.1976658,0.2102929,0.3068217,0.0965288
40,1.0037887,1.0918599,"('stingy', 'generous')",0.19116089,0.25408134,-2.0032568,-1.9400204,-0.2694357,-0.1980264,0.0714093
41,0.6434883,0.68173844,"('unforgiving', 'forgiving')",-0.97031355,-1.0308937,0.24093522,0.12000315,-0.02863,-0.076384,-0.047754
42,-0.13690253,0.00021185167,"('unreliable', 'reliable')",-1.5206867,-1.463851,-2.6836216,-2.5980468,-1.4470703,-1.3538953,0.093175
43,0.36071718,0.47366858,"('irresponsible', 'responsible')",-1.0898752,-0.9804554,0.27337092,0.28611797,-0.151929,-0.0735563,0.0783727
44,-0.9418178,-0.8386684,"('prejudiced', 'unprejudiced')",-1.0236925,-0.8934571,-1.8177528,-1.6669533,-1.2610877,-1.1330263,0.1280614
45,-0.6151364,-0.5299726,"('incompetent', 'competent')",-1.7994823,-1.7303295,-0.42221552,-0.5026957,-0.9456114,-0.9209992,0.0246122
46,-0.42506483,-0.29096404,"('uncompetitive', 'competitive')",-1.4969138,-1.4129196,-0.72474134,-0.76325643,-0.88224,-0.8223801,0.0598599
47,-0.73482865,-0.66311675,"('stupid', 'smart')",-0.3589705,-0.34968132,4.856791,4.7040873,1.2543306,1.2304297,-0.0239009
48,-0.23077719,-0.32246396,"('unintelligent', 'intelligent')",0.06668706,0.03883648,-0.056689367,-0.18050365,-0.0735932,-0.1547104,-0.0811172
49,-1.2928103,-1.2148325,"('unable', 'able')",-0.91081524,-0.86911815,-1.222854,-1.1602694,-1.1421599,-1.0814068,0.0607531
50,0.33551374,0.2549114,"('clumsy', 'skillful')",-0.35491532,-0.46011883,-0.18688525,-0.27996108,-0.0687623,-0.1617228,-0.0929605
51,0.57260513,0.49454784,"('uneducated', 'educated')",-0.012238026,-0.15736152,0.5872055,0.27669004,0.3825242,0.2046254,-0.1778988
52,0.35469702,0.24947396,"('irrational', 'rational')",0.13596782,-0.034772363,-0.6639796,-0.63383865,-0.0577716,-0.1397124,-0.0819408
53,0.3068189,0.34798157,"('uncreative', 'creative')",0.04163101,0.009378649,0.22829057,0.07460281,0.1922468,0.1439877,-0.0482591
54,-0.22480315,-0.30521598,"('incapable', 'capable')",-0.71275973,-0.75873935,0.36021873,0.23224106,-0.1924481,-0.2772381,-0.08479
55,-0.94743186,-0.8495994,"('incompetent', 'clever')",-1.674078,-1.5578659,-0.17135426,-0.2187809,-0.9309547,-0.8754154,0.0555393
56,0.11483468,0.14159721,"('impractical', 'practical')",0.33099276,0.30400765,0.17601362,0.10877946,0.2072804,0.1847948,-0.0224856
57,-0.20172027,-0.15211317,"('unimaginative', 'imaginative')",-0.40383092,-0.4382087,-3.1005688,-3.133098,-1.2353733,-1.2411399,-0.0057666
58,0.3659933,0.44364673,"('undiscriminating', 'discriminating')",-0.0066327825,0.005763907,0.12302016,0.15325285,0.1607936,0.2008878,0.0400942
59,0.7862225,0.75686556,"('foolish', 'wise')",0.8788173,0.8168908,-0.119835265,-0.041505598,0.5150682,0.5107503,-0.0043179
60,-0.79702526,-0.6190626,"('inefficient', 'efficient')",-0.36026248,-0.2148794,-0.12043471,-0.005155489,-0.4259075,-0.2796992,0.1462083
61,-0.52069664,-0.5342954,"('illogical', 'logical')",-0.45851007,-0.53290945,-0.52588123,-0.6655469,-0.501696,-0.5775839,-0.0758879
62,-0.24872679,-0.0855814,"('incompetent', 'brilliant')",-0.62072134,-0.517654,-0.07651183,0.036708437,-0.31532,-0.1888423,0.1264777
63,0.34180373,0.46239278,"('unperceptive', 'insightful')",-0.79265857,-0.8095022,0.37837502,0.3509151,-0.0241599,0.0012686,0.0254285
64,0.09923043,0.11010753,"('shy', 'confident')",-0.6286077,-0.58587575,-5.815012,-5.599363,-2.1147965,-2.0250436,0.0897529
65,-1.3732835,-1.3210953,"('insecure', 'secure')",-1.3826734,-1.3027384,-0.05545015,-0.116096735,-0.9371357,-0.9133101,0.0238256
66,0.30362773,0.30994028,"('inactive', 'active')",-0.07681689,-0.028293967,0.3495838,0.23375268,0.1921316,0.1717997,-0.0203319
67,0.38643903,0.30849886,"('doubtful', 'determined')",0.35796615,0.31867364,0.27558675,0.3069596,0.3399973,0.3113774,-0.0286199
