,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.178758,-0.020784037,"('unsociable', 'sociable')",-0.18158108,-0.3624776,-0.0014115,-0.1916308,-0.1902193
1,-1.3636512,-1.5239607,"('unfriendly', 'friendly')",1.5425764,1.3554853,0.0894626,-0.0842377,-0.1737003
2,0.20080987,0.1501266,"('unlikable', 'likable')",0.5853172,0.55589354,0.3930635,0.3530101,-0.0400534
3,0.1138746,0.2593698,"('repellent', 'pleasant')",0.8833548,0.8734644,0.4986147,0.5664171,0.0678024
4,-0.6164524,-0.6399152,"('disliked', 'liked')",-6.80784,-6.9062366,-3.712146,-3.7730761,-0.0609301
5,-1.6320184,-1.6755524,"('distant', 'outgoing')",-0.42525387,-0.37731132,-1.0286362,-1.0264318,0.0022044
6,-2.2428122,-2.2696433,"('distant', 'open')",-0.360511,-0.34236002,-1.3016616,-1.3060017,-0.0043401
7,0.4287547,0.49685127,"('insensitive', 'sensitive')",0.29484856,0.25994486,0.3618016,0.3783981,0.0165965
8,-0.75235033,-0.8119104,"('unaffectionate', 'affectionate')",0.99255216,0.9255741,0.1201009,0.0568319,-0.063269
9,-0.8831723,-0.9551897,"('unaffectionate', 'caring')",1.2429882,1.198027,0.179908,0.1214187,-0.0584893
10,0.187447,0.14525159,"('unsympathetic', 'sympathetic')",-0.7023964,-0.79842037,-0.2574747,-0.3265844,-0.0691097
11,0.27743378,0.2679022,"('unhelpful', 'helpful')",1.0895202,1.2045952,0.683477,0.7362487,0.0527717
12,-0.31819096,-0.27167505,"('unsupportive', 'supportive')",-2.266204,-2.3420987,-1.2921976,-1.3068869,-0.0146893
13,-0.10150461,-0.19499809,"('impolite', 'polite')",-1.1649438,-1.1088088,-0.6332242,-0.6519034,-0.0186792
14,1.2994118,1.274405,"('antisocial', 'social')",0.17603439,0.027288403,0.7377231,0.6508467,-0.0868764
15,-0.20120797,-0.3845408,"('boring', 'funny')",0.32294658,0.34418723,0.0608693,-0.0201768,-0.0810461
16,-0.9468032,-0.8951282,"('unpopular', 'popular')",0.26451838,0.29309598,-0.3411424,-0.3010161,0.0401263
17,-0.3668058,-0.32956645,"('nasty', 'nice')",-0.5345582,-0.51443547,-0.450682,-0.4220009,0.0286811
18,-0.0868196,-0.11663543,"('disagreeable', 'welcoming')",-0.44771978,-0.5070358,-0.2672697,-0.3118356,-0.0445659
19,-1.9130082,-1.9836175,"('inhospitable', 'hospitable')",-0.6229969,-0.58278424,-1.2680025,-1.2832009,-0.0151984
20,0.44265643,0.45890594,"('rough', 'thoughtful')",0.72152674,0.6871353,0.5820916,0.5730206,-0.009071
21,0.8010694,0.738127,"('immoral', 'moral')",-0.45921037,-0.46218055,0.1709295,0.1379732,-0.0329563
22,0.69921666,0.6335223,"('untrustworthy', 'trustworthy')",-0.96997035,-1.0674975,-0.1353768,-0.2169876,-0.0816108
23,0.5547781,0.50645703,"('insincere', 'sincere')",5.454415,5.496796,3.0045965,3.0016265,-0.00297
24,0.052444894,-0.0673551,"('dishonest', 'honest')",0.27177283,0.2728346,0.1621089,0.1027398,-0.0593691
25,-0.121786654,-0.15041323,"('egoistic', 'altruistic')",1.6650531,1.5821843,0.7716333,0.7158855,-0.0557478
26,-0.2647254,-0.48655844,"('hardhearted', 'benevolent')",1.8663653,1.7153713,0.80082,0.6144064,-0.1864136
27,-0.9086233,-0.8955488,"('hardhearted', 'softhearted')",1.2898412,1.197201,0.1906089,0.1508261,-0.0397828
28,-0.013212515,0.008380033,"('disloyal', 'loyal')",1.0707248,1.013002,0.5287561,0.510691,-0.0180651
29,-0.37514055,-0.36426756,"('unfair', 'fair')",-0.30543062,-0.44927293,-0.3402856,-0.4067702,-0.0664846
30,1.3387227,1.2708278,"('intolerant', 'tolerant')",1.0006596,0.97176147,1.1696911,1.1212946,-0.0483965
31,-2.1015809,-2.0172486,"('evil', 'good')",-0.47639328,-0.60554934,-1.288987,-1.311399,-0.022412
32,0.11550628,-0.055249587,"('unkind', 'kind')",0.5497835,0.3403611,0.3326449,0.1425557,-0.1900892
33,-0.2576423,-0.3646163,"('wrong', 'right')",-0.5275616,-0.574315,-0.392602,-0.4694657,-0.0768637
34,0.04931359,0.12926775,"('mean', 'honorable')",5.310106,5.59397,2.6797097,2.8616188,0.1819091
35,-1.0099691,-1.0876423,"('corrupt', 'incorrupt')",-0.2440371,-0.28840756,-0.6270031,-0.6880249,-0.0610218
36,-1.8683497,-1.8848579,"('hostile', 'amicable')",0.14106663,0.0044457526,-0.8636415,-0.9402061,-0.0765646
37,0.19220315,0.13369218,"('fake', 'genuine')",0.0744765,0.07169647,0.1333398,0.1026943,-0.0306455
38,-1.0047843,-1.04425,"('untruthful', 'truthful')",-0.63628876,-0.55485195,-0.8205366,-0.799551,0.0209856
39,1.2468789,1.2016776,"('exploitative', 'cooperative')",0.22971189,0.21088141,0.7382954,0.7062795,-0.0320159
40,0.2554152,0.22410294,"('stingy', 'generous')",-1.7019775,-1.8527629,-0.7232811,-0.81433,-0.0910489
41,0.2754483,0.26401934,"('unforgiving', 'forgiving')",0.028923374,-0.10364871,0.1521858,0.0801853,-0.0720005
42,0.6608832,0.684919,"('unreliable', 'reliable')",-3.492879,-3.499855,-1.4159979,-1.4074681,0.0085298
43,0.1445744,0.16560636,"('irresponsible', 'responsible')",0.0343051,0.028517947,0.0894397,0.0970622,0.0076225
44,-0.30714726,-0.39232153,"('prejudiced', 'unprejudiced')",-1.57058,-1.6082177,-0.9388636,-1.0002697,-0.0614061
45,0.01647817,0.09397401,"('incompetent', 'competent')",-0.12966135,-0.1907892,-0.0565916,-0.0484076,0.008184
46,0.59154904,0.6334458,"('uncompetitive', 'competitive')",-1.1617894,-1.1710998,-0.2851202,-0.268827,0.0162932
47,0.3079401,0.4002522,"('stupid', 'smart')",4.9895415,5.200075,2.6487408,2.8001637,0.1514229
48,0.68521816,0.69835025,"('unintelligent', 'intelligent')",0.581305,0.60695773,0.6332616,0.652654,0.0193924
49,0.095154844,0.2856277,"('unable', 'able')",-0.39413428,-0.25249743,-0.1494897,0.0165651,0.1660548
50,-0.15231195,-0.085618116,"('clumsy', 'skillful')",-0.12293461,-0.13299136,-0.1376233,-0.1093047,0.0283186
51,0.05078967,-0.098845534,"('uneducated', 'educated')",0.05542157,-0.031031732,0.0531056,-0.0649386,-0.1180442
52,-0.6251344,-0.76943916,"('irrational', 'rational')",0.50612617,0.44792658,-0.0595041,-0.1607563,-0.1012522
53,-0.95250034,-0.9582073,"('uncreative', 'creative')",0.3434227,0.2931541,-0.3045388,-0.3325266,-0.0279878
54,-1.1628989,-1.2800163,"('incapable', 'capable')",0.73296106,0.7376648,-0.2149689,-0.2711757,-0.0562068
55,1.3672771,1.4459634,"('incompetent', 'clever')",0.08960745,0.058039136,0.7284423,0.7520013,0.023559
56,0.87614036,0.8409161,"('impractical', 'practical')",-0.81624967,-0.7990695,0.0299453,0.0209233,-0.009022
57,-0.09294953,-0.13427295,"('unimaginative', 'imaginative')",-2.972452,-3.0786586,-1.5327008,-1.6064658,-0.073765
58,0.3472542,0.4144799,"('undiscriminating', 'discriminating')",0.5184761,0.4995793,0.4328651,0.4570296,0.0241645
59,0.0069247913,0.026695833,"('foolish', 'wise')",0.2785854,0.36868313,0.1427551,0.1976895,0.0549344
60,1.4369997,1.5459508,"('inefficient', 'efficient')",-0.5109954,-0.38379267,0.4630021,0.5810791,0.118077
61,-0.09502066,-0.23693515,"('illogical', 'logical')",0.4975636,0.29821503,0.2012715,0.0306399,-0.1706316
62,1.3468361,1.4380476,"('incompetent', 'brilliant')",0.04830076,0.17501841,0.6975684,0.806533,0.1089646
63,0.38232753,0.4144826,"('unperceptive', 'insightful')",0.20905596,0.26312718,0.2956917,0.3388049,0.0431132
64,0.34589595,0.26115233,"('shy', 'confident')",-6.453206,-6.591907,-3.0536551,-3.1653774,-0.1117223
65,1.2754723,1.2567282,"('insecure', 'secure')",-0.4773741,-0.3937835,0.3990491,0.4314723,0.0324232
66,-1.3222502,-1.4162012,"('inactive', 'active')",0.03252706,0.012129422,-0.6448616,-0.7020359,-0.0571743
67,0.81693745,0.8020074,"('doubtful', 'determined')",-0.51049113,-0.4975994,0.1532232,0.152204,-0.0010192
68,0.022761479,0.056638323,"('dependent', 'independent')",-1.0042032,-0.9457489,-0.4907209,-0.4445553,0.0461656
69,-0.770494,-0.7395814,"('lazy', 'industrious')",-0.52611464,-0.53683686,-0.6483043,-0.6382091,0.0100952
70,0.39527157,0.38282183,"('lethargic', 'energetic')",-0.04507421,-0.08511994,0.1750987,0.1488509,-0.0262478
71,-0.59266883,-0.6237879,"('diffident', 'self-confident')",0.22059657,0.19499485,-0.1860361,-0.2143965,-0.0283604
72,0.23668373,0.25042793,"('unambitious', 'ambitious')",-0.6049271,-0.6128853,-0.1841217,-0.1812287,0.002893
73,0.18220854,0.1386241,"('helpless', 'self-reliant')",-2.8288102,-2.822736,-1.3233008,-1.3420559,-0.0187551
74,0.3072451,0.29553244,"('undedicated', 'dedicated')",-0.22072113,-0.36027494,0.043262,-0.0323713,-0.0756333
75,-1.0053474,-0.98043054,"('meek', 'impulsive')",-0.7488406,-0.64561146,-0.877094,-0.813021,0.064073
76,0.9761454,1.0402734,"('anxious', 'daring')",-0.6298168,-0.48308504,0.1731643,0.2785942,0.1054299
77,0.35054973,0.39343414,"('unmotivated', 'motivated')",-1.3402524,-1.254501,-0.4948514,-0.4305334,0.064318
78,-0.7073803,-0.57035196,"('nonresilient', 'resilient')",-0.12742591,-0.10054603,-0.4174031,-0.335449,0.0819541
79,-1.6051853,-1.6689378,"('wavering', 'unwavering')",-0.5155012,-0.45927283,-1.0603433,-1.0641053,-0.003762
80,0.9286326,0.8862156,"('dominated', 'dominating')",-1.1808512,-1.0967728,-0.1261093,-0.1052786,0.0208307
81,1.292099,1.2039772,"('submissive', 'aggressive')",-0.8791269,-0.7896498,0.206486,0.2071637,0.0006777
82,-0.28004622,-0.25623244,"('poor', 'rich')",5.9762006,6.0614777,2.8480773,2.9026227,0.0545454
83,0.37254858,0.33651558,"('powerless', 'powerful')",-1.0705173,-1.0564271,-0.3489844,-0.3599558,-0.0109714
84,0.7736526,0.8291964,"('inferior', 'superior')",0.73292994,0.82566017,0.7532912,0.8274283,0.0741371
85,-1.1707722,-1.2699453,"('insignificant', 'prestigious')",0.3366241,0.28612742,-0.4170741,-0.4919089,-0.0748348
86,-0.54648787,-0.6972255,"('uninfluential', 'influential')",-0.3806061,-0.5553086,-0.463547,-0.6262671,-0.1627201
