,constellation_male,constellation_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.18246225,-0.20742445,"('unsociable', 'sociable')",-0.30011097,-0.4327487,0.22358245,0.14678283,-0.8469522,-0.9663235,-0.2764857,-0.3649285,-0.0884428
1,-0.097712725,-0.31398663,"('unfriendly', 'friendly')",0.5120608,0.27976745,-0.39176142,-0.56470096,1.8867201,1.853902,0.4773267,0.3137455,-0.1635812
2,0.41874102,0.44801548,"('unlikable', 'likable')",1.2376795,1.2670834,1.5189233,1.5112312,0.62337,0.74651533,0.9496784,0.9932113,0.0435329
3,-0.52313596,-0.35904345,"('repellent', 'pleasant')",-0.62111056,-0.49225202,0.839789,0.9552139,0.23414764,0.25203696,-0.0175775,0.0889888,0.1065663
4,-1.4081001,-1.5880793,"('disliked', 'liked')",0.6796603,0.46681023,-0.13001646,-0.30921802,-6.3975887,-6.5149555,-1.8140112,-1.9863607,-0.1723495
5,-1.0555879,-1.1929442,"('distant', 'outgoing')",0.14947212,0.079541475,-1.4680623,-1.5015352,-0.05504027,0.0070484653,-0.6073046,-0.6519724,-0.0446678
6,-1.511442,-1.666174,"('distant', 'open')",-0.27675244,-0.39620584,-1.6932614,-1.7392081,0.5808745,0.6267136,-0.7251453,-0.7937186,-0.0685733
7,0.7992351,0.9065858,"('insensitive', 'sensitive')",0.87652266,0.9800489,-0.06595354,0.06933653,0.6321852,0.6539041,0.5604974,0.6524688,0.0919714
8,-0.38024062,-0.5432157,"('unaffectionate', 'affectionate')",-0.33816916,-0.5032831,-0.42413473,-0.4915894,0.8194793,0.8066626,-0.0807663,-0.1828564,-0.1020901
9,0.43607032,0.33187783,"('unaffectionate', 'caring')",0.5138015,0.36121094,-0.27249572,-0.31997606,1.1916195,1.1985265,0.4672489,0.3929098,-0.0743391
10,0.6093099,0.76814115,"('unsympathetic', 'sympathetic')",-0.58285373,-0.52882886,-0.51729786,-0.40535262,-0.69014835,-0.7341874,-0.2952475,-0.2250569,0.0701906
