,w_male,w_female,tuple,p_male,p_female,x_male,x_female,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,0.51310426,0.30533653,"('unsociable', 'sociable')",0.388569,0.2347303,-0.12587562,-0.26957363,0.45761234,0.25568002,-0.4963711,-0.6354111,0.1474078,-0.0218476,-0.1692554
1,-1.1087258,-1.022911,"('unfriendly', 'friendly')",-0.5061794,-0.44385776,-1.4187661,-1.2530618,0.29125902,0.09200309,1.2298666,1.1959658,-0.3025091,-0.2863723,0.0161368
2,1.6354678,1.705767,"('unlikable', 'likable')",1.607365,1.723743,1.2976286,1.4891165,1.2158973,1.153425,0.95876646,1.0338855,1.3430251,1.4211875,0.0781624
3,1.0626212,1.1443024,"('repellent', 'pleasant')",0.79147273,0.74034196,0.4419455,0.6849699,0.08536082,0.14804898,0.6051587,0.6157435,0.5973118,0.6666813,0.0693695
4,-0.6371524,-0.7515135,"('disliked', 'liked')",0.6471695,0.5760611,-1.9761517,-2.0329964,0.5001255,0.34341,-5.340562,-5.4714713,-1.3613142,-1.467302,-0.1059878
5,-1.4995896,-1.310563,"('distant', 'outgoing')",-0.34729356,-0.09578913,-1.3555636,-1.1532234,-0.2377432,-0.18215632,-0.49831998,-0.36192343,-0.787702,-0.6207311,0.1669709
6,-2.001257,-1.7182924,"('distant', 'open')",-0.375441,-0.07329045,-1.0870621,-0.80410624,-0.9534621,-0.9122934,-0.5890583,-0.39699924,-1.0012561,-0.7809963,0.2202598
7,0.3117369,0.40069297,"('insensitive', 'sensitive')",-0.46205968,-0.38819903,0.06429967,0.10712932,1.0830259,1.05354,0.92474276,1.0189103,0.3843491,0.4384147,0.0540656
8,-1.5684586,-1.5308781,"('unaffectionate', 'affectionate')",-1.1025151,-1.1367874,-0.3873307,-0.23037796,-0.51851416,-0.650426,0.21853957,0.2554803,-0.6716558,-0.6585978,0.013058
9,-0.26801568,-0.24733001,"('unaffectionate', 'caring')",0.19410832,0.2229286,-0.18406451,-0.009812313,0.5088729,0.40914443,0.7569203,0.76666737,0.2015643,0.2283196,0.0267553
10,1.1136435,1.0929968,"('unsympathetic', 'sympathetic')",-0.52494335,-0.63752615,0.24588917,0.24036004,-0.34638196,-0.4725031,-0.11295675,-0.16396824,0.0750501,0.0118719,-0.0631782
11,1.0595453,0.87173355,"('unhelpful', 'helpful')",0.635839,0.5114406,0.88357735,0.8114314,0.6651743,0.6633114,2.4456606,2.4458666,1.1379593,1.0607567,-0.0772026
12,0.4675102,0.6006451,"('unsupportive', 'supportive')",0.75929326,0.979164,0.18374656,0.40223572,0.6249247,0.63598514,-1.6122488,-1.5145388,0.0846452,0.2206983,0.1360531
13,0.58095133,0.5508531,"('impolite', 'polite')",0.34905747,0.35598463,0.5872194,0.46228763,0.5548658,0.5520834,0.21426205,0.20927621,0.4572712,0.426097,-0.0311742
