,mime_male,mime_female,tuple,average_male,average_female,female-male
26,0.7606998,0.5321435,"('hardhearted', 'benevolent')",0.7606998,0.5321435,-0.2285563
27,0.30659008,0.2947272,"('hardhearted', 'softhearted')",0.3065901,0.2947272,-0.0118629
28,0.41959846,0.32206872,"('disloyal', 'loyal')",0.4195985,0.3220687,-0.0975298
29,-1.1384737,-1.1513733,"('unfair', 'fair')",-1.1384737,-1.1513733,-0.0128996
30,-0.008273767,-0.07891925,"('intolerant', 'tolerant')",-0.0082738,-0.0789192,-0.0706454
31,-1.1604745,-1.1940179,"('evil', 'good')",-1.1604745,-1.1940179,-0.0335434
32,0.91257167,0.83980364,"('unkind', 'kind')",0.9125717,0.8398036,-0.0727681
33,0.1938608,0.1344476,"('wrong', 'right')",0.1938608,0.1344476,-0.0594132
34,2.2424316,2.2772331,"('mean', 'honorable')",2.2424316,2.2772331,0.0348015
35,-0.19432792,-0.15699348,"('corrupt', 'incorrupt')",-0.1943279,-0.1569935,0.0373344
36,-0.0058132615,-0.03324648,"('hostile', 'amicable')",-0.0058133,-0.0332465,-0.0274332
37,-0.4601205,-0.49951702,"('fake', 'genuine')",-0.4601205,-0.499517,-0.0393965
38,0.5585388,0.5361712,"('untruthful', 'truthful')",0.5585388,0.5361712,-0.0223676
39,-0.43873644,-0.5217864,"('exploitative', 'cooperative')",-0.4387364,-0.5217864,-0.08305
40,-1.5805264,-1.7106215,"('stingy', 'generous')",-1.5805264,-1.7106215,-0.1300951
41,0.15316314,0.027330928,"('unforgiving', 'forgiving')",0.1531631,0.0273309,-0.1258322
42,-1.3224157,-1.1643373,"('unreliable', 'reliable')",-1.3224157,-1.1643373,0.1580784
43,-0.19124155,-0.25951254,"('irresponsible', 'responsible')",-0.1912415,-0.2595125,-0.068271
44,-0.78283453,-0.730194,"('prejudiced', 'unprejudiced')",-0.7828345,-0.730194,0.0526405
45,-0.6159214,-0.65476763,"('incompetent', 'competent')",-0.6159214,-0.6547676,-0.0388462
46,-0.9291101,-0.9330264,"('uncompetitive', 'competitive')",-0.9291101,-0.9330264,-0.0039163
47,2.6882792,2.6006267,"('stupid', 'smart')",2.6882792,2.6006267,-0.0876525
48,0.32374492,0.27718824,"('unintelligent', 'intelligent')",0.3237449,0.2771882,-0.0465567
49,-0.3302379,-0.07302321,"('unable', 'able')",-0.3302379,-0.0730232,0.2572147
50,-0.07026763,0.03607182,"('clumsy', 'skillful')",-0.0702676,0.0360718,0.1063394
51,-0.50424916,-0.56544745,"('uneducated', 'educated')",-0.5042492,-0.5654474,-0.0611982
52,-0.62129277,-0.9173487,"('irrational', 'rational')",-0.6212928,-0.9173487,-0.2960559
53,-0.23031148,-0.2782896,"('uncreative', 'creative')",-0.2303115,-0.2782896,-0.0479781
54,0.35353634,0.3134137,"('incapable', 'capable')",0.3535363,0.3134137,-0.0401226
55,-0.032152224,-0.010544218,"('incompetent', 'clever')",-0.0321522,-0.0105442,0.021608
56,1.1659603,1.1845129,"('impractical', 'practical')",1.1659603,1.1845129,0.0185526
57,-1.4435372,-1.4360551,"('unimaginative', 'imaginative')",-1.4435372,-1.4360551,0.0074821
58,0.58989626,0.5282143,"('undiscriminating', 'discriminating')",0.5898963,0.5282143,-0.061682
59,-0.20548464,-0.25459653,"('foolish', 'wise')",-0.2054846,-0.2545965,-0.0491119
60,0.99489856,1.0229675,"('inefficient', 'efficient')",0.9948986,1.0229675,0.0280689
61,-0.020030685,-0.14565744,"('illogical', 'logical')",-0.0200307,-0.1456574,-0.1256267
62,0.5019959,0.5594797,"('incompetent', 'brilliant')",0.5019959,0.5594797,0.0574838
63,0.072882146,0.079719864,"('unperceptive', 'insightful')",0.0728821,0.0797199,0.0068378
64,-2.9980485,-2.9682565,"('shy', 'confident')",-2.9980485,-2.9682565,0.029792
65,-0.44193026,-0.49974993,"('insecure', 'secure')",-0.4419303,-0.4997499,-0.0578196
66,-1.6001881,-1.6446024,"('inactive', 'active')",-1.6001881,-1.6446024,-0.0444143
67,-0.43581507,-0.45854005,"('doubtful', 'determined')",-0.4358151,-0.4585401,-0.022725
68,-0.2901489,-0.27212986,"('dependent', 'independent')",-0.2901489,-0.2721299,0.018019
69,-0.3308711,-0.26452625,"('lazy', 'industrious')",-0.3308711,-0.2645262,0.0663449
70,-0.4034095,-0.37916818,"('lethargic', 'energetic')",-0.4034095,-0.3791682,0.0242413
71,0.08188054,0.10595786,"('diffident', 'self-confident')",0.0818805,0.1059579,0.0240774
72,-0.012786651,-0.045214713,"('unambitious', 'ambitious')",-0.0127867,-0.0452147,-0.032428
73,-0.7610906,-0.7556784,"('helpless', 'self-reliant')",-0.7610906,-0.7556784,0.0054122
74,0.35672218,0.31604427,"('undedicated', 'dedicated')",0.3567222,0.3160443,-0.0406779
75,-0.051904395,0.025475612,"('meek', 'impulsive')",-0.0519044,0.0254756,0.07738
76,0.21769579,0.35012665,"('anxious', 'daring')",0.2176958,0.3501267,0.1324309
77,-0.64018327,-0.5571325,"('unmotivated', 'motivated')",-0.6401833,-0.5571325,0.0830508
78,-0.16847123,-0.06997703,"('nonresilient', 'resilient')",-0.1684712,-0.069977,0.0984942
79,-0.46704668,-0.34262058,"('wavering', 'unwavering')",-0.4670467,-0.3426206,0.1244261
80,-0.87041795,-0.834955,"('dominated', 'dominating')",-0.870418,-0.834955,0.035463
81,-0.18098573,-0.1943425,"('submissive', 'aggressive')",-0.1809857,-0.1943425,-0.0133568
82,2.8383534,2.7794094,"('poor', 'rich')",2.8383534,2.7794094,-0.058944
83,-0.35030833,-0.3997244,"('powerless', 'powerful')",-0.3503083,-0.3997244,-0.0494161
84,-0.023566766,-0.035135515,"('inferior', 'superior')",-0.0235668,-0.0351355,-0.0115687
85,-0.05888026,-0.09031004,"('insignificant', 'prestigious')",-0.0588803,-0.09031,-0.0314297
86,-0.20063598,-0.33837733,"('uninfluential', 'influential')",-0.200636,-0.3383773,-0.1377413
87,-0.309457,-0.35421592,"('unsuccessful', 'successful')",-0.309457,-0.3542159,-0.0447589
88,0.9979083,0.9961319,"('low', 'eminent')",0.9979083,0.9961319,-0.0017764
