,mime_male,mime_female,tuple,average_male,average_female,female-male
0,-0.7908331,-0.97546583,"('unsociable', 'sociable')",-0.7908331,-0.9754658,-0.1846327
1,0.8299331,0.59510285,"('unfriendly', 'friendly')",0.8299331,0.5951028,-0.2348303
2,0.9202228,0.85076195,"('unlikable', 'likable')",0.9202228,0.850762,-0.0694608
3,0.37851623,0.497716,"('repellent', 'pleasant')",0.3785162,0.497716,0.1191998
4,-2.9062228,-2.7833066,"('disliked', 'liked')",-2.9062228,-2.7833066,0.1229162
5,-0.70040566,-0.7458374,"('distant', 'outgoing')",-0.7004057,-0.7458374,-0.0454317
6,-0.8762075,-0.9412383,"('distant', 'open')",-0.8762075,-0.9412383,-0.0650308
7,-0.6155922,-0.5076178,"('insensitive', 'sensitive')",-0.6155922,-0.5076178,0.1079744
8,-0.1352317,-0.3069048,"('unaffectionate', 'affectionate')",-0.1352317,-0.3069048,-0.1716731
9,0.2002137,0.086569645,"('unaffectionate', 'caring')",0.2002137,0.0865696,-0.1136441
10,-0.7045575,-0.68062764,"('unsympathetic', 'sympathetic')",-0.7045575,-0.6806276,0.0239299
11,1.0452566,0.9941789,"('unhelpful', 'helpful')",1.0452566,0.9941789,-0.0510777
12,-0.69373447,-0.67186326,"('unsupportive', 'supportive')",-0.6937345,-0.6718633,0.0218712
13,-0.062012777,-0.124825776,"('impolite', 'polite')",-0.0620128,-0.1248258,-0.062813
14,-0.7181425,-0.76953363,"('antisocial', 'social')",-0.7181425,-0.7695336,-0.0513911
15,0.97745043,0.9590781,"('boring', 'funny')",0.9774504,0.9590781,-0.0183723
16,0.46564975,0.5025928,"('unpopular', 'popular')",0.4656498,0.5025928,0.036943
17,0.058403388,0.18980108,"('nasty', 'nice')",0.0584034,0.1898011,0.1313977
18,-0.55873406,-0.67173713,"('disagreeable', 'welcoming')",-0.5587341,-0.6717371,-0.113003
19,-0.82901824,-0.70813024,"('inhospitable', 'hospitable')",-0.8290182,-0.7081302,0.120888
20,0.4812709,0.51254135,"('rough', 'thoughtful')",0.4812709,0.5125414,0.0312705
21,0.17865232,0.21300443,"('immoral', 'moral')",0.1786523,0.2130044,0.0343521
22,-0.6336211,-0.73816204,"('untrustworthy', 'trustworthy')",-0.6336211,-0.738162,-0.1045409
23,2.6532261,2.5360076,"('insincere', 'sincere')",2.6532261,2.5360076,-0.1172185
24,0.2460869,0.10097061,"('dishonest', 'honest')",0.2460869,0.1009706,-0.1451163
25,0.7073842,0.6144333,"('egoistic', 'altruistic')",0.7073842,0.6144333,-0.0929509
