,scana_male,scana_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.3577632,-0.36309946,"('unsociable', 'sociable')",-0.1252226,-0.33272165,-0.2414929,-0.3479106,-0.1064177
1,-1.6376604,-1.6854401,"('unfriendly', 'friendly')",1.0663289,0.9374612,-0.2856658,-0.3739894,-0.0883236
2,0.18223828,0.19170375,"('unlikable', 'likable')",0.6928083,0.6930143,0.4375233,0.442359,0.0048357
3,0.27116048,0.46542156,"('repellent', 'pleasant')",0.7174717,0.7470508,0.4943161,0.6062362,0.1119201
4,-0.5639548,-0.638827,"('disliked', 'liked')",-5.959627,-6.117628,-3.261791,-3.3782275,-0.1164365
5,-2.200263,-2.2704725,"('distant', 'outgoing')",-0.7053698,-0.71500564,-1.4528164,-1.4927391,-0.0399227
6,-2.0825028,-2.122081,"('distant', 'open')",-0.72583485,-0.7675959,-1.4041688,-1.4448385,-0.0406697
7,0.0144767165,0.16480689,"('insensitive', 'sensitive')",0.026056426,0.020210497,0.0202666,0.0925087,0.0722421
8,-0.83009183,-0.9811108,"('unaffectionate', 'affectionate')",0.429745,0.37199527,-0.2001734,-0.3045578,-0.1043844
9,-1.4266142,-1.5368578,"('unaffectionate', 'caring')",0.5955224,0.53606564,-0.4155459,-0.5003961,-0.0848502
10,-0.6492008,-0.46085256,"('unsympathetic', 'sympathetic')",-0.92259604,-0.98480237,-0.7858984,-0.7228274,0.063071
11,-0.58050084,-0.5173305,"('unhelpful', 'helpful')",1.1255777,1.1578195,0.2725384,0.3202445,0.0477061
12,-0.7204527,-0.5651522,"('unsupportive', 'supportive')",-2.2028124,-2.2689373,-1.4616326,-1.4170448,0.0445878
13,-0.16872287,-0.15581018,"('impolite', 'polite')",-1.1016535,-1.0876758,-0.6351882,-0.621743,0.0134452
14,1.2686768,1.3441502,"('antisocial', 'social')",0.42024916,0.2865583,0.844463,0.8153542,-0.0291088
15,-0.26211965,-0.4831887,"('boring', 'funny')",0.20764412,0.18478061,-0.0272378,-0.149204,-0.1219662
16,-0.7088924,-0.7503054,"('unpopular', 'popular')",0.5685358,0.53593194,-0.0701783,-0.1071867,-0.0370084
17,-0.28763723,-0.23033749,"('nasty', 'nice')",-0.4664753,-0.4310188,-0.3770563,-0.3306781,0.0463782
18,-0.22606872,-0.1438379,"('disagreeable', 'welcoming')",-0.48987216,-0.58607626,-0.3579704,-0.3649571,-0.0069867
19,-1.7886918,-1.8294321,"('inhospitable', 'hospitable')",-0.7922702,-0.74576426,-1.290481,-1.2875981,0.0028829
20,0.8694171,0.930421,"('rough', 'thoughtful')",0.9070886,0.86381894,0.8882529,0.89712,0.0088671
21,0.5444947,0.64983755,"('immoral', 'moral')",-0.33478895,-0.35094938,0.1048529,0.1494441,0.0445912
22,0.32895046,0.4684811,"('untrustworthy', 'trustworthy')",-0.9851152,-1.1057476,-0.3280824,-0.3186333,0.0094491
23,-0.47381517,-0.35282287,"('insincere', 'sincere')",4.8382554,4.839112,2.1822202,2.2431445,0.0609243
24,-0.45179966,-0.42449132,"('dishonest', 'honest')",0.25605133,0.25914034,-0.0978742,-0.0826755,0.0151987
25,-0.41201675,-0.5211656,"('egoistic', 'altruistic')",1.34405,1.3235073,0.4660167,0.4011708,-0.0648459
26,0.097561724,0.02031162,"('hardhearted', 'benevolent')",1.9698223,1.9102541,1.033692,0.9652829,-0.0684091
27,-0.7391433,-0.74321145,"('hardhearted', 'softhearted')",0.90116745,0.79822505,0.0810121,0.0275068,-0.0535053
28,0.14215338,0.09487368,"('disloyal', 'loyal')",1.0732007,0.9852704,0.607677,0.540072,-0.067605
29,-0.42037067,-0.48596278,"('unfair', 'fair')",-0.42555457,-0.5902631,-0.4229626,-0.5381129,-0.1151503
30,0.6593641,0.7288977,"('intolerant', 'tolerant')",1.062511,0.9884517,0.8609375,0.8586747,-0.0022628
31,-1.3086385,-1.2216833,"('evil', 'good')",-0.5139553,-0.55192494,-0.9112968,-0.8868041,0.0244927
32,0.034711346,-0.013938695,"('unkind', 'kind')",0.31385598,0.13420552,0.1742837,0.0601334,-0.1141503
33,-0.31873742,-0.4182763,"('wrong', 'right')",-0.68227196,-0.70065176,-0.5005047,-0.559464,-0.0589593
34,-0.8052818,-0.5843485,"('mean', 'honorable')",4.8980355,5.144476,2.0463769,2.2800636,0.2336867
35,-0.61266655,-0.8137173,"('corrupt', 'incorrupt')",-0.2645966,-0.2598751,-0.4386316,-0.5367962,-0.0981646
36,-1.7119448,-1.778551,"('hostile', 'amicable')",-0.10139072,-0.20126843,-0.9066678,-0.9899097,-0.0832419
37,-0.1629304,-0.09045189,"('fake', 'genuine')",-0.3181098,-0.30361474,-0.2405201,-0.1970333,0.0434868
38,-0.548666,-0.5480605,"('untruthful', 'truthful')",-0.5058938,-0.44583702,-0.5272799,-0.4969487,0.0303312
39,1.2537849,1.2477826,"('exploitative', 'cooperative')",0.3137127,0.32527536,0.7837488,0.7865289,0.0027801
40,-0.28216815,-0.17589614,"('stingy', 'generous')",-1.5703696,-1.7320046,-0.9262689,-0.9539504,-0.0276815
41,0.15108712,0.33966237,"('unforgiving', 'forgiving')",0.10552898,-0.025388649,0.1283081,0.1571369,0.0288288
42,0.16122457,0.31114239,"('unreliable', 'reliable')",-3.1679485,-3.235617,-1.5033619,-1.4622372,0.0411247
43,-0.27732712,-0.11586559,"('irresponsible', 'responsible')",0.019118488,0.025301468,-0.1291043,-0.0452821,0.0838222
44,0.32362056,0.30533406,"('prejudiced', 'unprejudiced')",-1.3442498,-1.3780501,-0.5103146,-0.536358,-0.0260434
