,cloudburst_male,cloudburst_female,tuple,average_male,average_female,female-male
0,-1.8395464,-1.8943548,"('unsociable', 'sociable')",-1.8395464,-1.8943548,-0.0548084
1,-0.25750887,-0.54262984,"('unfriendly', 'friendly')",-0.2575089,-0.5426298,-0.2851209
2,-0.5852761,-0.54455394,"('unlikable', 'likable')",-0.5852761,-0.5445539,0.0407222
3,-0.74985015,-0.6427757,"('repellent', 'pleasant')",-0.7498502,-0.6427757,0.1070745
4,-2.0507195,-2.0877013,"('disliked', 'liked')",-2.0507195,-2.0877013,-0.0369818
5,-0.8969141,-1.034562,"('distant', 'outgoing')",-0.8969141,-1.034562,-0.1376479
6,-0.8698294,-1.0365677,"('distant', 'open')",-0.8698294,-1.0365677,-0.1667383
7,-0.5472127,-0.44977117,"('insensitive', 'sensitive')",-0.5472127,-0.4497712,0.0974415
8,-0.2756387,-0.4970689,"('unaffectionate', 'affectionate')",-0.2756387,-0.4970689,-0.2214302
9,-0.50423527,-0.6648717,"('unaffectionate', 'caring')",-0.5042353,-0.6648717,-0.1606364
10,-1.8008308,-1.6832682,"('unsympathetic', 'sympathetic')",-1.8008308,-1.6832682,0.1175626
11,0.29270935,0.37387747,"('unhelpful', 'helpful')",0.2927094,0.3738775,0.0811681
12,-1.2231611,-1.2168281,"('unsupportive', 'supportive')",-1.2231611,-1.2168281,0.006333
13,-1.1757463,-1.1604018,"('impolite', 'polite')",-1.1757463,-1.1604018,0.0153445
14,-1.1767838,-1.0656627,"('antisocial', 'social')",-1.1767838,-1.0656627,0.1111211
15,0.41270575,0.29307014,"('boring', 'funny')",0.4127057,0.2930701,-0.1196356
16,-0.08448901,-0.07659856,"('unpopular', 'popular')",-0.084489,-0.0765986,0.0078904
17,-0.6756236,-0.6003037,"('nasty', 'nice')",-0.6756236,-0.6003037,0.0753199
18,-0.7759746,-0.7971927,"('disagreeable', 'welcoming')",-0.7759746,-0.7971927,-0.0212181
19,-1.6834383,-1.69278,"('inhospitable', 'hospitable')",-1.6834383,-1.69278,-0.0093417
20,-0.35147288,-0.3426432,"('rough', 'thoughtful')",-0.3514729,-0.3426432,0.0088297
21,-0.9874485,-0.84579766,"('immoral', 'moral')",-0.9874485,-0.8457977,0.1416508
22,-1.1888407,-1.2172667,"('untrustworthy', 'trustworthy')",-1.1888407,-1.2172667,-0.028426
23,1.2049943,1.1430718,"('insincere', 'sincere')",1.2049943,1.1430718,-0.0619225
24,-0.8327796,-0.8956691,"('dishonest', 'honest')",-0.8327796,-0.8956691,-0.0628895
25,0.31817174,0.19364965,"('egoistic', 'altruistic')",0.3181717,0.1936496,-0.1245221
26,0.6105319,0.437592,"('hardhearted', 'benevolent')",0.6105319,0.437592,-0.1729399
27,-0.20464024,-0.25320652,"('hardhearted', 'softhearted')",-0.2046402,-0.2532065,-0.0485663
28,-0.5687479,-0.6837159,"('disloyal', 'loyal')",-0.5687479,-0.6837159,-0.114968
29,-0.10233098,-0.16752966,"('unfair', 'fair')",-0.102331,-0.1675297,-0.0651987
30,-0.16864492,-0.11169837,"('intolerant', 'tolerant')",-0.1686449,-0.1116984,0.0569465
31,-1.3225402,-1.4510823,"('evil', 'good')",-1.3225402,-1.4510823,-0.1285421
32,0.12556864,0.09138434,"('unkind', 'kind')",0.1255686,0.0913843,-0.0341843
33,0.15886647,0.0430697,"('wrong', 'right')",0.1588665,0.0430697,-0.1157968
34,0.8025684,0.874143,"('mean', 'honorable')",0.8025684,0.874143,0.0715746
35,0.77160025,0.6673102,"('corrupt', 'incorrupt')",0.7716002,0.6673102,-0.10429
36,-0.80686885,-1.0369091,"('hostile', 'amicable')",-0.8068689,-1.0369091,-0.2300402
37,-0.84147954,-0.78246015,"('fake', 'genuine')",-0.8414795,-0.7824602,0.0590193
38,-0.24820614,-0.28383523,"('untruthful', 'truthful')",-0.2482061,-0.2838352,-0.0356291
39,0.8588136,0.91492295,"('exploitative', 'cooperative')",0.8588136,0.914923,0.0561094
40,-1.664953,-1.69386,"('stingy', 'generous')",-1.664953,-1.6938601,-0.0289071
41,-0.5261996,-0.5735928,"('unforgiving', 'forgiving')",-0.5261996,-0.5735928,-0.0473932
42,-1.2222612,-1.0646617,"('unreliable', 'reliable')",-1.2222612,-1.0646617,0.1575995
43,-0.88303083,-0.83606315,"('irresponsible', 'responsible')",-0.8830308,-0.8360631,0.0469677
44,-0.2777831,-0.17861521,"('prejudiced', 'unprejudiced')",-0.2777831,-0.1786152,0.0991679
45,-1.516739,-1.4376935,"('incompetent', 'competent')",-1.516739,-1.4376935,0.0790455
46,-0.91018736,-0.7902957,"('uncompetitive', 'competitive')",-0.9101874,-0.7902957,0.1198917
47,1.2106577,1.2711083,"('stupid', 'smart')",1.2106577,1.2711083,0.0604506
48,-0.2232797,-0.2778221,"('unintelligent', 'intelligent')",-0.2232797,-0.2778221,-0.0545424
49,-0.60321796,-0.5330149,"('unable', 'able')",-0.603218,-0.5330149,0.0702031
50,0.17577527,0.18549484,"('clumsy', 'skillful')",0.1757753,0.1854948,0.0097195
51,-1.0664597,-1.0337422,"('uneducated', 'educated')",-1.0664597,-1.0337422,0.0327175
52,-0.3219381,-0.56238353,"('irrational', 'rational')",-0.3219381,-0.5623835,-0.2404454
53,-0.25770402,-0.4193241,"('uncreative', 'creative')",-0.257704,-0.4193241,-0.1616201
54,0.03537515,-0.07043168,"('incapable', 'capable')",0.0353752,-0.0704317,-0.1058069
55,-0.76611906,-0.66580296,"('incompetent', 'clever')",-0.7661191,-0.665803,0.1003161
56,0.30833024,0.37783185,"('impractical', 'practical')",0.3083302,0.3778318,0.0695016
