,flir_male,flir_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.53592706,-0.554587,"('unsociable', 'sociable')",0.32132748,0.26996738,-0.6242205,-0.7268546,-0.2796067,-0.3371581,-0.0575514
1,-1.4231312,-1.467424,"('unfriendly', 'friendly')",0.3597781,0.13355893,2.117903,2.0214174,0.3515166,0.2291841,-0.1223325
2,0.37897253,0.4620842,"('unlikable', 'likable')",0.90645176,1.0435293,0.6934615,0.7971852,0.6596286,0.7675996,0.107971
3,-0.60962975,-0.3149954,"('repellent', 'pleasant')",0.5278756,0.75120497,0.10633896,0.1730381,0.0081949,0.2030826,0.1948877
4,-0.07944323,-0.15673833,"('disliked', 'liked')",-0.67078155,-0.80265987,-5.703515,-5.8196473,-2.1512465,-2.2596819,-0.1084354
5,-0.8460595,-0.8549142,"('distant', 'outgoing')",-1.3613511,-1.4451671,0.25612482,0.2436082,-0.6504286,-0.685491,-0.0350624
6,-1.6159955,-1.6143545,"('distant', 'open')",-1.7370894,-1.8755152,0.8702794,0.87126225,-0.8276019,-0.8728691,-0.0452672
7,0.19288333,0.29444423,"('insensitive', 'sensitive')",0.5233184,0.6680057,0.32392436,0.43681622,0.3467087,0.466422,0.1197133
8,-0.63131374,-0.7489962,"('unaffectionate', 'affectionate')",-0.74090165,-0.8212803,1.155662,1.0974798,-0.0721845,-0.1575989,-0.0854144
9,-0.63908124,-0.73114294,"('unaffectionate', 'caring')",-0.19539963,-0.29234883,1.2991917,1.291965,0.1549036,0.0894911,-0.0654125
10,-0.37468714,-0.2901651,"('unsympathetic', 'sympathetic')",-0.20845896,-0.11861315,-0.8392355,-0.82766294,-0.4741272,-0.412147,0.0619802
11,-0.28200236,-0.20832309,"('unhelpful', 'helpful')",0.6793947,0.78264445,1.0353339,1.1256394,0.4775754,0.5666536,0.0890782
12,-0.33979103,-0.18974228,"('unsupportive', 'supportive')",0.4202399,0.57903004,-1.9160049,-1.8903476,-0.611852,-0.5003533,0.1114987
13,-0.2050264,-0.18008524,"('impolite', 'polite')",0.0554497,0.16785844,-0.68269765,-0.67238545,-0.2774248,-0.2282041,0.0492207
14,0.9932199,1.1199248,"('antisocial', 'social')",1.2375107,1.3907535,-0.9058614,-0.9337254,0.4416231,0.525651,0.0840279
15,0.51678866,0.31810698,"('boring', 'funny')",-0.55809265,-0.67594004,0.571823,0.51184505,0.1768397,0.0513373,-0.1255024
16,-0.5950058,-0.64378864,"('unpopular', 'popular')",-0.53211766,-0.49870157,0.7887595,0.85201037,-0.112788,-0.0968266,0.0159614
17,-0.17366078,-0.17514855,"('nasty', 'nice')",-0.6372944,-0.56357265,-0.48879445,-0.46153998,-0.4332499,-0.400087,0.0331629
18,-0.6161832,-0.52827084,"('disagreeable', 'welcoming')",-0.16625875,-0.06265907,-0.30765498,-0.2924817,-0.3633657,-0.2944705,0.0688952
19,-1.1961335,-1.2057303,"('inhospitable', 'hospitable')",-1.3545353,-1.3626852,0.16516612,0.3170925,-0.7951675,-0.7504411,0.0447264
20,0.46433425,0.53347164,"('rough', 'thoughtful')",1.223936,1.2826467,1.2829005,1.2072203,0.9903902,1.0077795,0.0173893
21,0.28931314,0.36759016,"('immoral', 'moral')",0.95311743,0.9674223,-0.95962924,-0.91800064,0.0942671,0.1390039,0.0447368
22,0.3936475,0.4691227,"('untrustworthy', 'trustworthy')",0.6537684,0.6115497,-0.9379103,-0.99779403,0.0365019,0.0276261,-0.0088758
23,-0.22280772,-0.14002855,"('insincere', 'sincere')",0.80352676,0.89599407,4.7617564,4.7599673,1.7808251,1.8386443,0.0578192
24,-0.055350967,-0.0416292,"('dishonest', 'honest')",-0.9510395,-0.92298573,0.5169074,0.47522917,-0.163161,-0.1631286,3.24e-05
25,-0.25682724,-0.26711792,"('egoistic', 'altruistic')",0.71665925,0.682893,1.6774836,1.6451547,0.7124385,0.6869766,-0.0254619
26,0.4449826,0.32947758,"('hardhearted', 'benevolent')",0.75355005,0.6851612,1.8164734,1.7037405,1.005002,0.9061264,-0.0988756
27,-0.024951464,0.0051879417,"('hardhearted', 'softhearted')",0.16094184,0.25183982,1.5803654,1.5314071,0.5721186,0.596145,0.0240264
28,0.0015633646,-0.12039116,"('disloyal', 'loyal')",0.54588217,0.45491844,1.0126839,0.94263893,0.5200431,0.4257221,-0.094321
29,0.5364653,0.40826997,"('unfair', 'fair')",-0.23245387,-0.29972407,-0.13067296,-0.25194964,0.0577795,-0.0478012,-0.1055807
30,1.0378469,1.0749794,"('intolerant', 'tolerant')",1.5300016,1.533398,0.85290134,0.81058455,1.14025,1.139654,-0.000596
31,-1.0986207,-1.0647429,"('evil', 'good')",-0.92772746,-1.0007501,-0.1930939,-0.28393102,-0.739814,-0.7831414,-0.0433274
32,-0.26413453,-0.21503791,"('unkind', 'kind')",-0.07162893,-0.035891738,0.48980674,0.38054243,0.0513478,0.0432043,-0.0081435
33,0.71360147,0.5532377,"('wrong', 'right')",0.1319388,0.05275745,0.013069242,-0.121825546,0.2862032,0.1613899,-0.1248133
34,-0.9568276,-0.75442827,"('mean', 'honorable')",-0.021601154,0.17348647,5.4626765,5.7335277,1.4947492,1.7175287,0.2227795
35,0.4723988,0.22799297,"('corrupt', 'incorrupt')",-0.95200676,-1.194962,0.6822789,0.5061061,0.067557,-0.153621,-0.221178
36,-1.2095007,-1.3130158,"('hostile', 'amicable')",-1.4994471,-1.7468586,1.0236597,0.8262434,-0.5617627,-0.7445437,-0.182781
37,0.21812911,0.27012363,"('fake', 'genuine')",0.25663182,0.31211695,0.43379432,0.488142,0.3028518,0.3567942,0.0539424
38,-1.0222839,-1.0278841,"('untruthful', 'truthful')",-0.5616084,-0.5749891,-0.29328838,-0.25622466,-0.6257269,-0.6196993,0.0060276
39,1.2806376,1.2480758,"('exploitative', 'cooperative')",1.6243252,1.6576251,0.100760564,0.06043588,1.0019077,0.9887122,-0.0131955
40,-0.18191935,-0.14508498,"('stingy', 'generous')",0.48462272,0.47895813,-1.0362413,-1.148604,-0.2445126,-0.271577,-0.0270644
41,-0.40453666,-0.35626686,"('unforgiving', 'forgiving')",-0.12471452,-0.0661713,0.3171473,0.18802068,-0.0707013,-0.0781392,-0.0074379
42,0.33141345,0.5300532,"('unreliable', 'reliable')",-0.6861485,-0.40916237,-3.036324,-2.9360716,-1.1303531,-0.9383936,0.1919595
43,-0.4875447,-0.34806713,"('irresponsible', 'responsible')",-0.056791738,0.11086847,-0.053578645,-0.012951754,-0.199305,-0.0833835,0.1159215
44,0.39735547,0.38970405,"('prejudiced', 'unprejudiced')",-0.61406994,-0.5836676,-1.2569557,-1.245737,-0.4912234,-0.4799002,0.0113232
45,-0.28538266,-0.08878325,"('incompetent', 'competent')",0.4299733,0.48977154,-0.08908518,-0.12685847,0.0185018,0.0913766,0.0728748
46,-0.519171,-0.33357537,"('uncompetitive', 'competitive')",0.8785497,1.0006933,-1.0750206,-1.0654833,-0.2385473,-0.1327885,0.1057588
47,0.50663793,0.6342067,"('stupid', 'smart')",0.9911735,1.0994269,5.3051286,5.487957,2.2676466,2.4071968,0.1395502
48,-0.49333525,-0.5054983,"('unintelligent', 'intelligent')",0.590488,0.5981684,0.49359065,0.49958736,0.1969145,0.1974191,0.0005046
49,-0.39022338,-0.2850352,"('unable', 'able')",0.111264765,0.2941025,-0.017845634,0.1669254,-0.0989347,0.0586642,0.1575989
50,-0.12858544,-0.052332733,"('clumsy', 'skillful')",-0.12047106,-0.054146428,0.16295952,0.15597655,-0.028699,0.0164991,0.0451981
51,-0.59981954,-0.65347564,"('uneducated', 'educated')",-0.18333943,-0.3069513,-0.19247788,-0.20828512,-0.3252123,-0.3895707,-0.0643584
52,-0.46587753,-0.8386411,"('irrational', 'rational')",-0.07916814,-0.38645718,0.77305853,0.5812773,0.0760043,-0.214607,-0.2906113
53,-1.2437257,-1.2442341,"('uncreative', 'creative')",0.36223128,0.33640772,1.1281018,1.1487457,0.0822025,0.0803064,-0.0018961
54,-0.4147748,-0.532549,"('incapable', 'capable')",-0.41424736,-0.53078145,1.1728715,1.2790853,0.1146164,0.0719183,-0.0426981
55,0.30655682,0.46099222,"('incompetent', 'clever')",0.71360105,0.79209495,-0.2796961,-0.25850642,0.2468206,0.3315269,0.0847063
56,0.84134847,0.9630616,"('impractical', 'practical')",0.7377002,0.85708654,-0.58670163,-0.5530575,0.3307823,0.4223635,0.0915812
57,-0.2583858,-0.25564167,"('unimaginative', 'imaginative')",0.07671954,0.0056350976,-2.2174015,-2.2704647,-0.7996893,-0.840157,-0.0404677
58,0.041848723,0.051421978,"('undiscriminating', 'discriminating')",0.89335865,0.8554853,0.05632955,0.024610285,0.3305123,0.3105059,-0.0200064
59,0.40598232,0.26515114,"('foolish', 'wise')",-0.057141013,-0.15864466,0.64724475,0.6552366,0.3320287,0.2539144,-0.0781143
60,0.4325909,0.6931794,"('inefficient', 'efficient')",1.6216502,1.9402944,-0.8252516,-0.694618,0.4096632,0.6462853,0.2366221
61,-0.16121656,-0.32356173,"('illogical', 'logical')",0.95194834,0.80852854,0.34505764,0.16061547,0.3785965,0.2151941,-0.1634024
62,0.41894206,0.59021753,"('incompetent', 'brilliant')",1.1928468,1.3679203,-0.42987263,-0.28983605,0.3939721,0.5561006,0.1621285
63,-1.1046044,-0.9087271,"('unperceptive', 'insightful')",0.7635751,0.9118016,0.44353694,0.5868259,0.0341692,0.1966335,0.1624643
64,0.4207961,0.4431082,"('shy', 'confident')",0.5637675,0.5621632,-6.42163,-6.518236,-1.8123554,-1.8376549,-0.0252995
65,0.4958777,0.47101516,"('insecure', 'secure')",0.90659493,0.9419939,-0.8207001,-0.79491174,0.1939242,0.2060324,0.0121082
66,-1.1192381,-1.1592426,"('inactive', 'active')",-1.243616,-1.2616333,1.1851132,1.2171272,-0.3925803,-0.4012496,-0.0086693
67,0.62123466,0.64042646,"('doubtful', 'determined')",0.3666675,0.46632817,-0.57890755,-0.49651995,0.1363315,0.2034116,0.0670801
68,-0.18651736,-0.23855175,"('dependent', 'independent')",0.1215241,0.1278909,-0.39784703,-0.35506144,-0.1542801,-0.1552408,-0.0009607
69,0.3099701,0.28033435,"('lazy', 'industrious')",0.34633464,0.40480858,-0.021544322,0.029018756,0.2115868,0.2380539,0.0264671
70,0.1301583,0.31873447,"('lethargic', 'energetic')",0.08464771,0.25590223,0.102256596,0.22374803,0.1056875,0.2661282,0.1604407
71,-0.0154681355,0.012828417,"('diffident', 'self-confident')",0.70030564,0.7210479,0.71853703,0.7259182,0.4677915,0.4865982,0.0188067
72,-0.46826318,-0.50046885,"('unambitious', 'ambitious')",-0.8235131,-0.8244571,-1.0672778,-1.0548483,-0.7863514,-0.793258,-0.0069066
73,0.9666918,0.9003217,"('helpless', 'self-reliant')",0.24953437,0.15143092,-2.5725482,-2.6188567,-0.4521074,-0.522368,-0.0702606
74,0.08283113,0.1443724,"('undedicated', 'dedicated')",0.80800563,0.8732212,0.11691887,0.14982568,0.3359185,0.3891398,0.0532213
75,-0.16758361,-0.18814155,"('meek', 'impulsive')",-1.2668169,-1.3809587,-0.05494593,-0.0056517683,-0.4964488,-0.5249173,-0.0284685
76,0.21244201,0.36344606,"('anxious', 'daring')",-0.035372965,0.14493467,-0.17381436,-0.04343367,0.0010849,0.1549823,0.1538974
77,-0.08638272,-0.04376643,"('unmotivated', 'motivated')",0.49231958,0.55199265,-1.3956838,-1.3001095,-0.3299156,-0.2639611,0.0659545
78,-1.3270291,-1.1958665,"('nonresilient', 'resilient')",0.791547,0.94458103,0.058882166,0.1698882,-0.1588666,-0.0271324,0.1317342
79,-1.2483994,-1.3202033,"('wavering', 'unwavering')",-1.9880843,-2.0844376,0.20348206,0.23312776,-1.0110005,-1.057171,-0.0461705
80,-0.039298728,-0.02987086,"('dominated', 'dominating')",0.39849743,0.53977937,-1.6229632,-1.5408461,-0.4212548,-0.3436459,0.0776089
