,residence_male,residence_female,tuple,average_male,average_female,female-male
0,0.43511134,0.316264,"('unsociable', 'sociable')",0.4351113,0.316264,-0.1188473
1,1.1073502,1.0345836,"('unfriendly', 'friendly')",1.1073502,1.0345836,-0.0727666
2,0.13321142,0.24375114,"('unlikable', 'likable')",0.1332114,0.2437511,0.1105397
3,0.6035784,0.60377973,"('repellent', 'pleasant')",0.6035784,0.6037797,0.0002013
4,-7.0786924,-7.0311747,"('disliked', 'liked')",-7.0786924,-7.0311747,0.0475177
5,-0.9931819,-0.9482919,"('distant', 'outgoing')",-0.9931819,-0.9482919,0.04489
6,-0.46693102,-0.48606616,"('distant', 'open')",-0.466931,-0.4860662,-0.0191352
7,1.1682572,1.2127895,"('insensitive', 'sensitive')",1.1682572,1.2127895,0.0445323
8,1.1388447,0.96371937,"('unaffectionate', 'affectionate')",1.1388447,0.9637194,-0.1751253
9,1.4263053,1.3660636,"('unaffectionate', 'caring')",1.4263053,1.3660636,-0.0602417
10,0.6885679,0.6452738,"('unsympathetic', 'sympathetic')",0.6885679,0.6452738,-0.0432941
11,1.4371374,1.5131456,"('unhelpful', 'helpful')",1.4371374,1.5131456,0.0760082
12,-1.8216414,-1.7741266,"('unsupportive', 'supportive')",-1.8216414,-1.7741266,0.0475148
13,-0.1761029,-0.17552203,"('impolite', 'polite')",-0.1761029,-0.175522,0.0005809
14,0.72943765,0.76635677,"('antisocial', 'social')",0.7294376,0.7663568,0.0369192
15,-0.16823232,-0.17674407,"('boring', 'funny')",-0.1682323,-0.1767441,-0.0085118
16,0.06430623,0.028929055,"('unpopular', 'popular')",0.0643062,0.0289291,-0.0353771
17,0.045724407,0.10576426,"('nasty', 'nice')",0.0457244,0.1057643,0.0600399
18,-0.31047454,-0.32760808,"('disagreeable', 'welcoming')",-0.3104745,-0.3276081,-0.0171336
19,-0.7941676,-0.7758118,"('inhospitable', 'hospitable')",-0.7941676,-0.7758118,0.0183558
20,0.77486503,0.7408095,"('rough', 'thoughtful')",0.774865,0.7408095,-0.0340555
21,-0.5391682,-0.40521276,"('immoral', 'moral')",-0.5391682,-0.4052128,0.1339554
22,-0.317396,-0.2957155,"('untrustworthy', 'trustworthy')",-0.317396,-0.2957155,0.0216805
23,6.0984974,6.1178603,"('insincere', 'sincere')",6.0984974,6.1178603,0.0193629
24,1.2600042,1.1126065,"('dishonest', 'honest')",1.2600042,1.1126065,-0.1473977
25,0.72689736,0.6062887,"('egoistic', 'altruistic')",0.7268974,0.6062887,-0.1206087
26,1.4807161,1.5118192,"('hardhearted', 'benevolent')",1.4807161,1.5118192,0.0311031
27,1.3576746,1.0508204,"('hardhearted', 'softhearted')",1.3576746,1.0508204,-0.3068542
28,1.2702886,1.2278076,"('disloyal', 'loyal')",1.2702886,1.2278076,-0.042481
29,-0.8910557,-1.0243413,"('unfair', 'fair')",-0.8910557,-1.0243413,-0.1332856
30,1.0810467,1.1397663,"('intolerant', 'tolerant')",1.0810467,1.1397663,0.0587196
31,-1.2077821,-1.2181077,"('evil', 'good')",-1.2077821,-1.2181077,-0.0103256
32,1.354453,1.2062438,"('unkind', 'kind')",1.354453,1.2062438,-0.1482092
33,-0.6271486,-0.6016415,"('wrong', 'right')",-0.6271486,-0.6016415,0.0255071
34,4.9134254,4.98436,"('mean', 'honorable')",4.9134254,4.9843602,0.0709348
35,-0.7368051,-0.9111287,"('corrupt', 'incorrupt')",-0.7368051,-0.9111287,-0.1743236
36,-0.6107337,-0.69029343,"('hostile', 'amicable')",-0.6107337,-0.6902934,-0.0795597
37,0.9484013,0.9175456,"('fake', 'genuine')",0.9484013,0.9175456,-0.0308557
38,-0.12961133,-0.12500195,"('untruthful', 'truthful')",-0.1296113,-0.125002,0.0046093
39,0.26012886,0.34631106,"('exploitative', 'cooperative')",0.2601289,0.3463111,0.0861822
40,-1.8159853,-1.917652,"('stingy', 'generous')",-1.8159853,-1.917652,-0.1016667
41,0.0394976,0.08248147,"('unforgiving', 'forgiving')",0.0394976,0.0824815,0.0429839
42,-2.511026,-2.4010336,"('unreliable', 'reliable')",-2.5110259,-2.4010336,0.1099923
43,1.017158,1.1070508,"('irresponsible', 'responsible')",1.017158,1.1070508,0.0898928
44,-1.4089847,-1.3692453,"('prejudiced', 'unprejudiced')",-1.4089847,-1.3692453,0.0397394
45,0.35250488,0.34784758,"('incompetent', 'competent')",0.3525049,0.3478476,-0.0046573
46,-0.5989965,-0.6346607,"('uncompetitive', 'competitive')",-0.5989965,-0.6346607,-0.0356642
47,5.4911857,5.5994244,"('stupid', 'smart')",5.4911857,5.5994244,0.1082387
48,0.43637785,0.4214041,"('unintelligent', 'intelligent')",0.4363779,0.4214041,-0.0149738
49,-0.5169818,-0.439555,"('unable', 'able')",-0.5169818,-0.439555,0.0774268
50,-0.26620144,-0.2613098,"('clumsy', 'skillful')",-0.2662014,-0.2613098,0.0048916
51,0.18861106,0.10625261,"('uneducated', 'educated')",0.1886111,0.1062526,-0.0823585
52,-0.42274424,-0.62593293,"('irrational', 'rational')",-0.4227442,-0.6259329,-0.2031887
53,0.14679539,0.05958286,"('uncreative', 'creative')",0.1467954,0.0595829,-0.0872125
54,1.072845,1.0673983,"('incapable', 'capable')",1.072845,1.0673983,-0.0054467
55,0.85367036,0.8937026,"('incompetent', 'clever')",0.8536704,0.8937026,0.0400322
56,0.3875651,0.43923888,"('impractical', 'practical')",0.3875651,0.4392389,0.0516738
57,-2.4284475,-2.3849149,"('unimaginative', 'imaginative')",-2.4284475,-2.3849149,0.0435326
58,0.21025616,0.26614603,"('undiscriminating', 'discriminating')",0.2102562,0.266146,0.0558898
59,-0.19869794,-0.15508927,"('foolish', 'wise')",-0.1986979,-0.1550893,0.0436086
60,0.28344622,0.37208024,"('inefficient', 'efficient')",0.2834462,0.3720802,0.088634
61,0.5313166,0.31683898,"('illogical', 'logical')",0.5313166,0.316839,-0.2144776
62,0.29009596,0.42777637,"('incompetent', 'brilliant')",0.290096,0.4277764,0.1376804
