,expertise_male,expertise_female,tuple,average_male,average_female,female-male
0,0.8422834,0.55935496,"('unsociable', 'sociable')",0.8422834,0.559355,-0.2829284
1,1.3875269,1.3887095,"('unfriendly', 'friendly')",1.3875269,1.3887095,0.0011826
2,-0.1296817,-0.019153273,"('unlikable', 'likable')",-0.1296817,-0.0191533,0.1105284
3,1.3023032,1.2932606,"('repellent', 'pleasant')",1.3023032,1.2932606,-0.0090426
4,-7.127505,-7.173807,"('disliked', 'liked')",-7.1275048,-7.1738071,-0.0463023
5,-0.8738905,-0.7228388,"('distant', 'outgoing')",-0.8738905,-0.7228388,0.1510517
6,-0.4457859,-0.28551987,"('distant', 'open')",-0.4457859,-0.2855199,0.160266
7,1.8068794,1.821925,"('insensitive', 'sensitive')",1.8068794,1.821925,0.0150456
8,0.69403416,0.7355903,"('unaffectionate', 'affectionate')",0.6940342,0.7355903,0.0415561
9,1.9430779,2.0461178,"('unaffectionate', 'caring')",1.9430779,2.0461178,0.1030399
10,1.9295158,2.0147228,"('unsympathetic', 'sympathetic')",1.9295158,2.0147228,0.085207
11,2.8448465,2.7929683,"('unhelpful', 'helpful')",2.8448465,2.7929683,-0.0518782
12,-0.46355057,-0.314593,"('unsupportive', 'supportive')",-0.4635506,-0.314593,0.1489576
13,0.81398857,0.6349537,"('impolite', 'polite')",0.8139886,0.6349537,-0.1790349
14,0.6421831,0.5083717,"('antisocial', 'social')",0.6421831,0.5083717,-0.1338114
15,0.42563817,0.44578332,"('boring', 'funny')",0.4256382,0.4457833,0.0201451
16,-0.69556004,-0.62157094,"('unpopular', 'popular')",-0.69556,-0.6215709,0.0739891
17,-0.5048701,-0.45517784,"('nasty', 'nice')",-0.5048701,-0.4551778,0.0496923
18,-0.21285604,-0.17288546,"('disagreeable', 'welcoming')",-0.212856,-0.1728855,0.0399705
19,-0.722474,-0.44981325,"('inhospitable', 'hospitable')",-0.722474,-0.4498132,0.2726608
20,0.7779912,0.5602224,"('rough', 'thoughtful')",0.7779912,0.5602224,-0.2177688
