,mosaic_male,mosaic_female,tuple,company_male,company_female,average_male,average_female,female-male
0,0.72891676,0.7005944,"('unsociable', 'sociable')",0.86805093,0.70730066,0.7984838,0.7039475,-0.0945363
1,1.1153629,0.91843855,"('unfriendly', 'friendly')",1.0972908,0.9670701,1.1063268,0.9427543,-0.1635725
2,0.80413866,0.7061448,"('unlikable', 'likable')",0.6915226,0.73299134,0.7478306,0.7195681,-0.0282625
3,-0.8387863,-0.704837,"('repellent', 'pleasant')",0.54700804,0.53278714,-0.1458891,-0.0860249,0.0598642
4,-1.0808785,-1.2078192,"('disliked', 'liked')",-6.699313,-6.6455917,-3.8900957,-3.9267054,-0.0366097
5,0.21083266,0.030227095,"('distant', 'outgoing')",-1.7467735,-1.5237759,-0.7679704,-0.7467744,0.021196
6,0.47883552,0.28035274,"('distant', 'open')",-1.6614827,-1.5101941,-0.5913236,-0.6149207,-0.0235971
7,0.6887616,0.81726944,"('insensitive', 'sensitive')",0.8530042,0.87647575,0.7708829,0.8468726,0.0759897
8,0.7992375,0.6148489,"('unaffectionate', 'affectionate')",0.14240268,0.060703054,0.4708201,0.337776,-0.1330441
9,1.3543231,1.2663383,"('unaffectionate', 'caring')",0.8611004,0.8757766,1.1077118,1.0710574,-0.0366544
10,-0.07379494,0.06881069,"('unsympathetic', 'sympathetic')",1.072059,0.95268226,0.499132,0.5107465,0.0116145
11,-0.15541723,-0.04927073,"('unhelpful', 'helpful')",3.0581777,2.9957688,1.4513803,1.4732491,0.0218688
12,1.3087115,1.3702374,"('unsupportive', 'supportive')",-0.970636,-0.8850085,0.1690378,0.2426144,0.0735766
13,0.38887006,0.44033083,"('impolite', 'polite')",0.79922915,0.7494997,0.5940496,0.5949153,0.0008657
14,1.2474778,1.3847125,"('antisocial', 'social')",0.8102195,0.73596793,1.0288486,1.0603402,0.0314916
15,1.066988,0.9047077,"('boring', 'funny')",0.2972699,0.3035552,0.682129,0.6041315,-0.0779975
16,-1.3646469,-1.4245076,"('unpopular', 'popular')",-0.030374669,0.08958395,-0.6975108,-0.6674618,0.030049
17,-0.49935406,-0.5150192,"('nasty', 'nice')",-0.45827454,-0.39908436,-0.4788143,-0.4570518,0.0217625
18,0.25076494,0.17269239,"('disagreeable', 'welcoming')",-0.68176347,-0.6834807,-0.2154993,-0.2553942,-0.0398949
19,-0.84567946,-1.0311534,"('inhospitable', 'hospitable')",-0.79449546,-0.7680695,-0.8200874,-0.8996115,-0.0795241
20,-0.087450214,0.050718002,"('rough', 'thoughtful')",0.41146109,0.38141575,0.1620054,0.2160669,0.0540615
21,0.47583884,0.54329234,"('immoral', 'moral')",1.1160877,1.068557,0.7959633,0.8059247,0.0099614
22,-0.10760286,-0.058998734,"('untrustworthy', 'trustworthy')",0.19915542,0.15717404,0.0457763,0.0490877,0.0033114
23,1.2747959,1.3041731,"('insincere', 'sincere')",6.541012,6.446413,3.9079039,3.875293,-0.0326109
24,0.7333129,0.7364462,"('dishonest', 'honest')",1.5431029,1.3980744,1.1382079,1.0672603,-0.0709476
25,0.8398541,0.73419523,"('egoistic', 'altruistic')",0.50615686,0.47122014,0.6730055,0.6027077,-0.0702978
26,1.4395918,1.2365385,"('hardhearted', 'benevolent')",1.1776505,1.0278441,1.3086212,1.1321913,-0.1764299
27,0.5145786,0.5280307,"('hardhearted', 'softhearted')",0.7018928,0.7036716,0.6082357,0.6158512,0.0076155
28,1.005297,0.9112135,"('disloyal', 'loyal')",1.2111964,1.0356579,1.1082467,0.9734357,-0.134811
29,-0.8221212,-0.7607172,"('unfair', 'fair')",-1.1400859,-1.2035465,-0.9811035,-0.9821318,-0.0010283
30,1.7206588,1.7382964,"('intolerant', 'tolerant')",1.5322917,1.4710555,1.6264752,1.604676,-0.0217992
31,-1.1777774,-1.291142,"('evil', 'good')",-2.3403647,-2.262526,-1.7590711,-1.776834,-0.0177629
32,0.5648149,0.48352066,"('unkind', 'kind')",1.8284465,1.6078292,1.1966307,1.0456749,-0.1509558
33,0.53505236,0.43175358,"('wrong', 'right')",-0.53966045,-0.56486976,-0.002304,-0.0665581,-0.0642541
34,0.27818877,0.2989528,"('mean', 'honorable')",5.0296726,5.164542,2.6539307,2.7317474,0.0778167
35,-1.2347418,-1.3878624,"('corrupt', 'incorrupt')",-1.638745,-1.6903611,-1.4367434,-1.5391119,-0.1023685
36,-0.803726,-1.0151038,"('hostile', 'amicable')",-1.6594863,-1.7529142,-1.2316061,-1.384009,-0.1524029
37,-0.36507124,-0.35792205,"('fake', 'genuine')",0.3690431,0.28950232,0.0019859,-0.0342099,-0.0361958
38,0.59579664,0.54056,"('untruthful', 'truthful')",0.67103374,0.67260677,0.6334152,0.6065834,-0.0268318
39,1.6233743,1.7049029,"('exploitative', 'cooperative')",0.32730722,0.31303278,0.9753408,1.0089679,0.0336271
40,0.7278326,0.705722,"('stingy', 'generous')",-2.170977,-2.1156955,-0.7215723,-0.7049868,0.0165855
41,0.35819453,0.341814,"('unforgiving', 'forgiving')",0.6537235,0.55963594,0.505959,0.450725,-0.055234
42,0.6577383,0.6420421,"('unreliable', 'reliable')",-2.5474074,-2.5177386,-0.9448345,-0.9378482,0.0069863
43,0.56204736,0.5947817,"('irresponsible', 'responsible')",1.5508051,1.5020468,1.0564263,1.0484142,-0.0080121
44,-2.205452,-2.1412523,"('prejudiced', 'unprejudiced')",-1.3259922,-1.3351297,-1.765722,-1.738191,0.027531
45,-0.520756,-0.35383013,"('incompetent', 'competent')",0.79198104,0.81424284,0.1356125,0.2302064,0.0945939
46,-0.35667732,-0.19648322,"('uncompetitive', 'competitive')",0.5155189,0.4991378,0.0794208,0.1513273,0.0719065
47,0.51104206,0.53648955,"('stupid', 'smart')",5.4155607,5.5870953,2.9633014,3.0617924,0.098491
48,0.74932235,0.83130807,"('unintelligent', 'intelligent')",1.0878593,1.0136352,0.9185908,0.9224716,0.0038808
49,-0.30313483,-0.27435374,"('unable', 'able')",-0.11883755,0.037093878,-0.2109862,-0.1186299,0.0923563
50,-0.7504915,-0.79774576,"('clumsy', 'skillful')",-0.6513503,-0.6473333,-0.7009209,-0.7225395,-0.0216186
51,-0.25600538,-0.27624196,"('uneducated', 'educated')",1.518255,1.4160303,0.6311248,0.5698942,-0.0612306
52,0.25760543,0.0035669263,"('irrational', 'rational')",-0.83465093,-0.80930614,-0.2885228,-0.4028696,-0.1143468
53,0.53359896,0.35807067,"('uncreative', 'creative')",0.15036565,0.09821578,0.3419823,0.2281432,-0.1138391
54,0.19913766,0.04273996,"('incapable', 'capable')",0.69746757,0.6958342,0.4483026,0.3692871,-0.0790155
55,0.538844,0.7729632,"('incompetent', 'clever')",1.571524,1.4898689,1.055184,1.1314161,0.0762321
56,1.6613618,1.7401214,"('impractical', 'practical')",1.3327501,1.3104384,1.497056,1.5252799,0.0282239
57,0.28766197,0.30026647,"('unimaginative', 'imaginative')",-2.5547538,-2.559163,-1.1335459,-1.1294483,0.0040976
58,0.39012432,0.35722163,"('undiscriminating', 'discriminating')",0.16011745,0.1568378,0.2751209,0.2570297,-0.0180912
59,0.2570627,0.087213084,"('foolish', 'wise')",-0.7208955,-0.5531559,-0.2319164,-0.2329714,-0.001055
60,1.3281126,1.6009386,"('inefficient', 'efficient')",1.564359,1.5640247,1.4462358,1.5824816,0.1362458
61,0.45440087,0.46650177,"('illogical', 'logical')",0.09853249,-0.032162007,0.2764667,0.2171699,-0.0592968
62,0.7607926,0.9157,"('incompetent', 'brilliant')",1.1768912,1.383976,0.9688419,1.149838,0.1809961
63,0.4656937,0.5439759,"('unperceptive', 'insightful')",1.1946225,1.3146659,0.8301581,0.9293209,0.0991628
64,-0.66747904,-0.6122848,"('shy', 'confident')",-5.092367,-5.0206137,-2.8799231,-2.8164492,0.0634739
65,0.30901197,0.42819756,"('insecure', 'secure')",0.7117604,0.6646945,0.5103862,0.546446,0.0360598
66,-0.7024166,-0.8748078,"('inactive', 'active')",-0.33831775,-0.33803546,-0.5203671,-0.6064216,-0.0860545
67,0.34482783,0.2373173,"('doubtful', 'determined')",-0.13784105,-0.18524005,0.1034934,0.0260386,-0.0774548
68,-0.6790805,-0.62465566,"('dependent', 'independent')",-0.8250919,-0.69307643,-0.7520862,-0.658866,0.0932202
69,-0.37247932,-0.5116621,"('lazy', 'industrious')",-1.8047692,-1.6056428,-1.0886242,-1.0586524,0.0299718
70,0.1307582,0.23871474,"('lethargic', 'energetic')",1.1159202,1.0912538,0.6233392,0.6649842,0.041645
71,1.3037637,1.2655466,"('diffident', 'self-confident')",-0.26728317,-0.21010324,0.5182403,0.5277216,0.0094813
72,1.3784658,1.3725146,"('unambitious', 'ambitious')",0.010841492,0.0376814,0.6946536,0.705098,0.0104444
73,0.271391,0.23424113,"('helpless', 'self-reliant')",-3.485493,-3.3808367,-1.607051,-1.5732977,0.0337533
74,1.1368922,1.1697185,"('undedicated', 'dedicated')",0.24783412,0.16410172,0.6923631,0.6669101,-0.025453
75,-0.9600511,-0.99360317,"('meek', 'impulsive')",-1.0493883,-0.9064305,-1.0047197,-0.9500169,0.0547028
76,0.614843,0.7057574,"('anxious', 'daring')",0.8835775,0.80225515,0.7492102,0.7540063,0.0047961
77,-0.20388807,-0.08095347,"('unmotivated', 'motivated')",-0.8155372,-0.68619466,-0.5097126,-0.3835741,0.1261385
78,0.23597471,0.39871648,"('nonresilient', 'resilient')",-0.38047194,-0.1404686,-0.0722486,0.1291239,0.2013725
79,-0.12074667,-0.29405794,"('wavering', 'unwavering')",-1.1112983,-1.0480123,-0.6160225,-0.6710351,-0.0550126
80,-0.35317472,-0.2701464,"('dominated', 'dominating')",0.1992437,0.23750505,-0.0769655,-0.0163207,0.0606448
81,-0.25954553,-0.15311113,"('submissive', 'aggressive')",0.70641685,0.73600936,0.2234357,0.2914491,0.0680134
82,-0.4284688,-0.44049513,"('poor', 'rich')",6.2505736,6.2565837,2.9110525,2.9080443,-0.0030082
