,hologic_male,hologic_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.24928464,-0.33454838,"('unsociable', 'sociable')",-0.31583458,-0.50302815,-0.2825596,-0.4187883,-0.1362287
1,-0.5564505,-0.7036198,"('unfriendly', 'friendly')",1.7769291,1.5938077,0.6102393,0.445094,-0.1651453
2,0.06545363,0.09447258,"('unlikable', 'likable')",0.8185977,0.86450595,0.4420257,0.4794893,0.0374636
3,-0.36374882,-0.2718058,"('repellent', 'pleasant')",0.3150601,0.32661396,-0.0243444,0.0274041,0.0517485
4,-0.49341893,-0.60004383,"('disliked', 'liked')",-6.083068,-6.227469,-3.2882433,-3.4137564,-0.1255131
5,-0.8734578,-0.86250895,"('distant', 'outgoing')",-0.14135353,-0.18777578,-0.5074056,-0.5251424,-0.0177368
6,-1.1516771,-1.1843717,"('distant', 'open')",0.30699575,0.25424868,-0.4223407,-0.4650615,-0.0427208
7,-0.24949588,-0.17482574,"('insensitive', 'sensitive')",0.18579404,0.24745585,-0.0318509,0.0363151,0.068166
8,-0.70687866,-0.75920755,"('unaffectionate', 'affectionate')",0.9012534,0.7989871,0.0971874,0.0198898,-0.0772976
9,-0.906569,-0.93287826,"('unaffectionate', 'caring')",0.86073697,0.81860024,-0.022916,-0.057139,-0.034223
10,-1.1936303,-1.1717423,"('unsympathetic', 'sympathetic')",-0.7453408,-0.7459425,-0.9694856,-0.9588424,0.0106432
11,0.23034683,0.31156144,"('unhelpful', 'helpful')",1.2931528,1.3966694,0.7617498,0.8541154,0.0923656
12,0.3612402,0.48943546,"('unsupportive', 'supportive')",-1.8217698,-1.82944,-0.7302648,-0.6700023,0.0602625
13,-0.18670431,-0.17726888,"('impolite', 'polite')",-0.75938433,-0.7347186,-0.4730443,-0.4559937,0.0170506
14,0.464409,0.45189166,"('antisocial', 'social')",-0.4988063,-0.6125066,-0.0171987,-0.0803075,-0.0631088
15,0.359874,0.26543468,"('boring', 'funny')",0.493631,0.4305331,0.4267525,0.3479839,-0.0787686
16,-0.53905183,-0.62055194,"('unpopular', 'popular')",0.6462532,0.6200689,0.0536007,-0.0002415,-0.0538422
17,-0.4306421,-0.37286505,"('nasty', 'nice')",-0.65420663,-0.60411084,-0.5424244,-0.488488,0.0539364
18,-0.08013968,-0.119531654,"('disagreeable', 'welcoming')",-0.25550494,-0.3580931,-0.1678223,-0.2388124,-0.0709901
19,-1.2966427,-1.2720835,"('inhospitable', 'hospitable')",-0.008535942,0.12287766,-0.6525893,-0.574603,0.0779863
20,0.8748293,0.84644216,"('rough', 'thoughtful')",1.4969265,1.4063203,1.1858779,1.1263813,-0.0594966
21,0.7666984,0.70892566,"('immoral', 'moral')",-0.33602202,-0.34959614,0.2153382,0.1796648,-0.0356734
