,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9300864,-1.0373509,"('unsociable', 'sociable')",-0.8290732,-0.8990639,-0.48219174,-0.7078978,-0.7471171,-0.8814375,-0.1343204
1,0.8362257,0.6199984,"('unfriendly', 'friendly')",2.1882715,1.9170539,2.1872833,1.9540088,1.7372602,1.4970204,-0.2402398
2,0.83808416,0.88868886,"('unlikable', 'likable')",0.73841506,0.8248211,0.71175903,0.7578217,0.7627528,0.8237772,0.0610244
3,-1.439947,-1.2872634,"('repellent', 'pleasant')",-1.6588544,-1.5204291,0.02304956,0.049020737,-1.0252506,-0.9195573,0.1056933
4,-0.11839754,-0.19992247,"('disliked', 'liked')",0.44616637,0.3141115,-6.0308642,-6.193595,-1.9010318,-2.0264686,-0.1254368
5,0.13329877,0.09815219,"('distant', 'outgoing')",1.1534364,1.1703701,0.04710815,0.040350392,0.4446145,0.4362909,-0.0083236
6,0.27479956,0.23267773,"('distant', 'open')",1.3714415,1.404245,0.57039076,0.5691071,0.7388773,0.7353433,-0.003534
7,0.50928205,0.44296882,"('insensitive', 'sensitive')",-0.6377402,-0.63883996,0.68821234,0.66349685,0.1865847,0.1558752,-0.0307095
8,0.80598253,0.752567,"('unaffectionate', 'affectionate')",1.431766,1.4509625,0.75893813,0.68335223,0.9988956,0.9622939,-0.0366017
9,1.2562307,1.2233685,"('unaffectionate', 'caring')",1.369812,1.3584794,1.1366038,1.0541975,1.2542156,1.2120152,-0.0422004
10,-1.3053427,-1.3662909,"('unsympathetic', 'sympathetic')",-2.1555228,-2.1134403,-0.51554835,-0.6204363,-1.3254712,-1.3667224,-0.0412512
11,-0.931971,-0.88584894,"('unhelpful', 'helpful')",-1.4581827,-1.368658,1.5395993,1.5903407,-0.2835181,-0.2213887,0.0621294
12,0.12237644,0.11259974,"('unsupportive', 'supportive')",0.19368395,0.2877945,-1.5024737,-1.5707847,-0.3954711,-0.3901302,0.0053409
13,-0.2112495,-0.29966614,"('impolite', 'polite')",-2.0505342,-2.1900234,-0.44274285,-0.44167957,-0.9015089,-0.977123,-0.0756141
14,0.5344064,0.5196533,"('antisocial', 'social')",-1.0625268,-1.1148378,-0.5850059,-0.61949706,-0.3710421,-0.4048938,-0.0338517
15,1.4267907,1.3578466,"('boring', 'funny')",1.8363949,1.6771924,0.6436076,0.6222275,1.3022644,1.2190888,-0.0831756
16,-0.42056832,-0.50790834,"('unpopular', 'popular')",-0.459695,-0.43166316,0.24886873,0.24056582,-0.2104649,-0.2330019,-0.022537
