,steamroller_male,steamroller_female,tuple,average_male,average_female,female-male
0,-0.07910836,-0.03461536,"('unsociable', 'sociable')",-0.0791084,-0.0346154,0.044493
1,0.31587097,0.23750573,"('unfriendly', 'friendly')",0.315871,0.2375057,-0.0783653
2,-0.042117953,-0.035125777,"('unlikable', 'likable')",-0.042118,-0.0351258,0.0069922
3,-0.5463311,-0.31999663,"('repellent', 'pleasant')",-0.5463311,-0.3199966,0.2263345
4,-3.392631,-3.419923,"('disliked', 'liked')",-3.3926311,-3.4199231,-0.027292
5,-0.56603205,-0.6764947,"('distant', 'outgoing')",-0.5660321,-0.6764947,-0.1104626
6,-0.6614301,-0.75446296,"('distant', 'open')",-0.6614301,-0.754463,-0.0930329
7,0.7238379,0.86145467,"('insensitive', 'sensitive')",0.7238379,0.8614547,0.1376168
8,0.2138384,0.08844647,"('unaffectionate', 'affectionate')",0.2138384,0.0884465,-0.1253919
9,0.26394773,0.20349456,"('unaffectionate', 'caring')",0.2639477,0.2034946,-0.0604531
10,-0.21030545,-0.046361607,"('unsympathetic', 'sympathetic')",-0.2103055,-0.0463616,0.1639439
11,0.4349044,0.52148247,"('unhelpful', 'helpful')",0.4349044,0.5214825,0.0865781
12,-0.96057504,-0.8064369,"('unsupportive', 'supportive')",-0.960575,-0.8064369,0.1541381
13,0.078176886,0.14463508,"('impolite', 'polite')",0.0781769,0.1446351,0.0664582
14,0.17238778,0.2655558,"('antisocial', 'social')",0.1723878,0.2655558,0.093168
15,0.1906406,0.033204515,"('boring', 'funny')",0.1906406,0.0332045,-0.1574361
16,-0.5532897,-0.5232386,"('unpopular', 'popular')",-0.5532897,-0.5232386,0.0300511
17,-0.035384633,0.015655406,"('nasty', 'nice')",-0.0353846,0.0156554,0.05104
18,-1.1209635,-1.0646281,"('disagreeable', 'welcoming')",-1.1209635,-1.0646281,0.0563354
19,-1.1293011,-1.1358861,"('inhospitable', 'hospitable')",-1.1293011,-1.1358861,-0.006585
20,0.017242838,0.063787684,"('rough', 'thoughtful')",0.0172428,0.0637877,0.0465449
21,-0.3416764,-0.15207863,"('immoral', 'moral')",-0.3416764,-0.1520786,0.1895978
22,-0.46059662,-0.39588106,"('untrustworthy', 'trustworthy')",-0.4605966,-0.3958811,0.0647155
23,2.6881795,2.8038225,"('insincere', 'sincere')",2.6881795,2.8038225,0.115643
24,0.007542126,-0.04423191,"('dishonest', 'honest')",0.0075421,-0.0442319,-0.051774
25,0.5699281,0.4752217,"('egoistic', 'altruistic')",0.5699281,0.4752217,-0.0947064
26,1.9498113,1.9166176,"('hardhearted', 'benevolent')",1.9498113,1.9166176,-0.0331937
27,0.85542214,0.73585147,"('hardhearted', 'softhearted')",0.8554221,0.7358515,-0.1195706
28,0.10968519,0.052472025,"('disloyal', 'loyal')",0.1096852,0.052472,-0.0572132
29,-0.3321694,-0.4029871,"('unfair', 'fair')",-0.3321694,-0.4029871,-0.0708177
30,0.5350904,0.5510697,"('intolerant', 'tolerant')",0.5350904,0.5510697,0.0159793
31,-1.2781993,-1.329885,"('evil', 'good')",-1.2781993,-1.329885,-0.0516857
32,0.55330414,0.5096779,"('unkind', 'kind')",0.5533041,0.5096779,-0.0436262
33,-0.07724253,-0.15871625,"('wrong', 'right')",-0.0772425,-0.1587162,-0.0814737
34,1.6830695,1.8431793,"('mean', 'honorable')",1.6830695,1.8431793,0.1601098
35,-0.21953833,-0.45418012,"('corrupt', 'incorrupt')",-0.2195383,-0.4541801,-0.2346418
36,-0.73716915,-0.88944036,"('hostile', 'amicable')",-0.7371691,-0.8894404,-0.1522713
37,0.74815416,0.7571301,"('fake', 'genuine')",0.7481542,0.7571301,0.0089759
38,-0.4690191,-0.48244628,"('untruthful', 'truthful')",-0.4690191,-0.4824463,-0.0134272
39,-0.111838564,-0.058936168,"('exploitative', 'cooperative')",-0.1118386,-0.0589362,0.0529024
40,-0.99068475,-1.0295864,"('stingy', 'generous')",-0.9906847,-1.0295864,-0.0389017
41,0.024296079,0.036279254,"('unforgiving', 'forgiving')",0.0242961,0.0362793,0.0119832
42,-1.1787486,-0.98617965,"('unreliable', 'reliable')",-1.1787486,-0.9861796,0.192569
43,0.39858228,0.50482756,"('irresponsible', 'responsible')",0.3985823,0.5048276,0.1062453
44,-0.81478655,-0.8133395,"('prejudiced', 'unprejudiced')",-0.8147866,-0.8133395,0.0014471
45,-0.3098427,-0.120603964,"('incompetent', 'competent')",-0.3098427,-0.120604,0.1892387
46,-0.29516074,-0.08912471,"('uncompetitive', 'competitive')",-0.2951607,-0.0891247,0.206036
47,3.2141328,3.3444433,"('stupid', 'smart')",3.2141328,3.3444433,0.1303105
