,airgas_male,airgas_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.30808046,-0.4289811,"('unsociable', 'sociable')",-0.25279924,-0.4062283,-0.2804399,-0.4176047,-0.1371648
1,-0.34616366,-0.46289212,"('unfriendly', 'friendly')",1.958768,1.8611364,0.8063022,0.6991222,-0.10718
2,0.44328824,0.5032203,"('unlikable', 'likable')",0.67225933,0.6659778,0.5577738,0.584599,0.0268252
3,-0.40637413,-0.34319234,"('repellent', 'pleasant')",0.3199608,0.34427238,-0.0432067,0.00054,0.0437467
4,0.16424072,0.08504784,"('disliked', 'liked')",-6.275047,-6.317071,-3.055403,-3.1160116,-0.0606086
5,-0.53655696,-0.5075485,"('distant', 'outgoing')",-0.29473722,-0.2921253,-0.4156471,-0.3998369,0.0158102
6,-0.74695945,-0.742676,"('distant', 'open')",-0.01570857,-0.023160787,-0.381334,-0.3829184,-0.0015844
7,0.26659024,0.32446894,"('insensitive', 'sensitive')",0.87392724,0.9462076,0.5702587,0.6353382,0.0650795
8,-0.6094807,-0.6162318,"('unaffectionate', 'affectionate')",0.79981375,0.72731763,0.0951665,0.0555429,-0.0396236
9,-0.32806435,-0.31912783,"('unaffectionate', 'caring')",0.9869933,0.9606149,0.3294645,0.3207436,-0.0087209
10,-0.80640024,-0.8032832,"('unsympathetic', 'sympathetic')",-0.18988772,-0.17728709,-0.498144,-0.4902852,0.0078588
11,-0.23515494,-0.12334378,"('unhelpful', 'helpful')",1.7326999,1.8829583,0.7487724,0.8798072,0.1310348
12,-0.04622122,0.083158806,"('unsupportive', 'supportive')",-1.8043574,-1.7553363,-0.9252893,-0.8360887,0.0892006
13,0.11562734,0.048425768,"('impolite', 'polite')",-0.2987156,-0.33638698,-0.0915441,-0.1439806,-0.0524365
14,-0.23362741,-0.22996733,"('antisocial', 'social')",-0.20851362,-0.2704064,-0.2210705,-0.2501869,-0.0291164
15,0.107279375,-0.0050814375,"('boring', 'funny')",0.5580606,0.53872424,0.33267,0.2668214,-0.0658486
16,-0.29120624,-0.31476313,"('unpopular', 'popular')",0.37971503,0.43940315,0.0442544,0.06232,0.0180656
17,-0.28529575,-0.22413637,"('nasty', 'nice')",-0.41378415,-0.3055545,-0.3495399,-0.2648454,0.0846945
18,-0.57472885,-0.520313,"('disagreeable', 'welcoming')",-0.48045456,-0.4862154,-0.5275917,-0.5032642,0.0243275
19,-1.2462451,-1.2694991,"('inhospitable', 'hospitable')",0.025386754,0.060896195,-0.6104292,-0.6043015,0.0061277
20,-0.74256045,-0.68214005,"('rough', 'thoughtful')",1.0716562,1.055793,0.1645479,0.1868265,0.0222786
21,0.041353673,-0.0033754054,"('immoral', 'moral')",-0.28255045,-0.23569126,-0.1205984,-0.1195333,0.0010651
22,-0.48192525,-0.54244256,"('untrustworthy', 'trustworthy')",-0.7045972,-0.7,-0.5932612,-0.6212213,-0.0279601
23,-0.15303682,-0.18652813,"('insincere', 'sincere')",5.939824,5.9563665,2.8933938,2.8849192,-0.0084746
24,0.45186025,0.45191494,"('dishonest', 'honest')",1.0662374,1.0235809,0.7590488,0.7377479,-0.0213009
