,jelly_male,jelly_female,tuple,average_male,average_female,female-male
0,0.19276059,0.117960766,"('unsociable', 'sociable')",0.1927606,0.1179608,-0.0747998
1,0.99010754,0.8771231,"('unfriendly', 'friendly')",0.9901075,0.8771231,-0.1129844
2,0.20762207,0.400514,"('unlikable', 'likable')",0.2076221,0.400514,0.1928919
3,0.9332102,1.0423639,"('repellent', 'pleasant')",0.9332102,1.0423639,0.1091537
4,-7.0636687,-7.2552013,"('disliked', 'liked')",-7.0636687,-7.2552013,-0.1915326
5,-0.69822776,-0.7007552,"('distant', 'outgoing')",-0.6982278,-0.7007552,-0.0025274
6,-0.1415445,-0.23811434,"('distant', 'open')",-0.1415445,-0.2381143,-0.0965698
7,1.101254,1.0930959,"('insensitive', 'sensitive')",1.101254,1.0930959,-0.0081581
8,0.82460153,0.6570922,"('unaffectionate', 'affectionate')",0.8246015,0.6570922,-0.1675093
9,1.282495,1.2685045,"('unaffectionate', 'caring')",1.282495,1.2685045,-0.0139905
10,1.3262254,1.3684201,"('unsympathetic', 'sympathetic')",1.3262254,1.3684201,0.0421947
11,1.6203908,1.6766915,"('unhelpful', 'helpful')",1.6203908,1.6766915,0.0563007
12,-1.6268426,-1.646608,"('unsupportive', 'supportive')",-1.6268426,-1.646608,-0.0197654
13,0.19932792,0.29089898,"('impolite', 'polite')",0.1993279,0.290899,0.0915711
14,0.3417243,0.23993763,"('antisocial', 'social')",0.3417243,0.2399376,-0.1017867
15,0.18610442,0.08740862,"('boring', 'funny')",0.1861044,0.0874086,-0.0986958
16,-0.36194053,-0.37005943,"('unpopular', 'popular')",-0.3619405,-0.3700594,-0.0081189
17,-0.16978054,-0.13151944,"('nasty', 'nice')",-0.1697805,-0.1315194,0.0382611
18,-0.3959582,-0.3779228,"('disagreeable', 'welcoming')",-0.3959582,-0.3779228,0.0180354
19,-0.94007915,-0.97268736,"('inhospitable', 'hospitable')",-0.9400792,-0.9726874,-0.0326082
20,1.1194568,1.0528529,"('rough', 'thoughtful')",1.1194568,1.0528529,-0.0666039
21,0.23156282,0.41200635,"('immoral', 'moral')",0.2315628,0.4120063,0.1804435
22,0.008185184,0.005658446,"('untrustworthy', 'trustworthy')",0.0081852,0.0056584,-0.0025268
23,5.6860676,5.8160005,"('insincere', 'sincere')",5.6860676,5.8160005,0.1299329
24,1.6652685,1.6174971,"('dishonest', 'honest')",1.6652685,1.6174971,-0.0477714
25,0.4835871,0.46552822,"('egoistic', 'altruistic')",0.4835871,0.4655282,-0.0180589
26,0.8026705,0.5075596,"('hardhearted', 'benevolent')",0.8026705,0.5075596,-0.2951109
27,1.7075738,1.5152436,"('hardhearted', 'softhearted')",1.7075738,1.5152436,-0.1923302
28,1.0883362,1.0169584,"('disloyal', 'loyal')",1.0883362,1.0169584,-0.0713778
29,-0.5248902,-0.66318256,"('unfair', 'fair')",-0.5248902,-0.6631826,-0.1382924
30,0.70614564,0.77629554,"('intolerant', 'tolerant')",0.7061456,0.7762955,0.0701499
31,-1.5736189,-1.7045934,"('evil', 'good')",-1.5736189,-1.7045934,-0.1309745
32,1.2090373,1.1312318,"('unkind', 'kind')",1.2090373,1.1312318,-0.0778055
33,-0.5986015,-0.60830414,"('wrong', 'right')",-0.5986015,-0.6083041,-0.0097026
34,4.0240936,4.2372785,"('mean', 'honorable')",4.0240936,4.2372785,0.2131849
35,-1.0613697,-1.3980124,"('corrupt', 'incorrupt')",-1.0613697,-1.3980124,-0.3366427
36,-0.9444665,-1.0895013,"('hostile', 'amicable')",-0.9444665,-1.0895013,-0.1450348
37,0.94392097,0.92648816,"('fake', 'genuine')",0.943921,0.9264882,-0.0174328
38,-0.6137125,-0.5065098,"('untruthful', 'truthful')",-0.6137125,-0.5065098,0.1072027
39,0.3557148,0.37395182,"('exploitative', 'cooperative')",0.3557148,0.3739518,0.018237
40,-1.1395453,-1.3327571,"('stingy', 'generous')",-1.1395453,-1.3327571,-0.1932118
41,0.25792557,0.20233254,"('unforgiving', 'forgiving')",0.2579256,0.2023325,-0.0555931
42,-1.580631,-1.5861491,"('unreliable', 'reliable')",-1.580631,-1.5861491,-0.0055181
43,1.0852765,1.2045192,"('irresponsible', 'responsible')",1.0852765,1.2045192,0.1192427
44,-0.6648234,-0.6234975,"('prejudiced', 'unprejudiced')",-0.6648234,-0.6234975,0.0413259
45,0.3806128,0.25157446,"('incompetent', 'competent')",0.3806128,0.2515745,-0.1290383
46,-0.0036917087,0.050906476,"('uncompetitive', 'competitive')",-0.0036917,0.0509065,0.0545982
47,4.5997143,4.7922964,"('stupid', 'smart')",4.5997143,4.7922964,0.1925821
48,0.46244013,0.45358434,"('unintelligent', 'intelligent')",0.4624401,0.4535843,-0.0088558
49,-0.20792821,-0.046572424,"('unable', 'able')",-0.2079282,-0.0465724,0.1613558
50,-0.35054913,-0.35756457,"('clumsy', 'skillful')",-0.3505491,-0.3575646,-0.0070155
51,0.13966367,0.116634704,"('uneducated', 'educated')",0.1396637,0.1166347,-0.023029
52,-0.53878397,-0.7394269,"('irrational', 'rational')",-0.538784,-0.7394269,-0.2006429
53,-0.06739448,-0.14599122,"('uncreative', 'creative')",-0.0673945,-0.1459912,-0.0785967
54,0.5773168,0.7131267,"('incapable', 'capable')",0.5773168,0.7131267,0.1358099
55,1.0069879,1.0639204,"('incompetent', 'clever')",1.0069879,1.0639204,0.0569325
56,0.54868615,0.5713743,"('impractical', 'practical')",0.5486861,0.5713743,0.0226882
57,-2.2183123,-2.2685478,"('unimaginative', 'imaginative')",-2.2183123,-2.2685478,-0.0502355
58,0.21142212,0.0849042,"('undiscriminating', 'discriminating')",0.2114221,0.0849042,-0.1265179
59,-0.32869786,-0.3506742,"('foolish', 'wise')",-0.3286979,-0.3506742,-0.0219763
60,0.7501658,1.0505539,"('inefficient', 'efficient')",0.7501658,1.0505539,0.3003881
61,0.3333968,0.15933017,"('illogical', 'logical')",0.3333968,0.1593302,-0.1740666
62,0.8526169,1.0164655,"('incompetent', 'brilliant')",0.8526169,1.0164655,0.1638486
63,0.26406464,0.32951614,"('unperceptive', 'insightful')",0.2640646,0.3295161,0.0654515
64,-5.633075,-5.5427055,"('shy', 'confident')",-5.6330752,-5.5427055,0.0903697
65,0.70607466,0.86414814,"('insecure', 'secure')",0.7060747,0.8641481,0.1580734
66,-0.010072276,-0.19438124,"('inactive', 'active')",-0.0100723,-0.1943812,-0.1843089
67,-0.70530534,-0.5960093,"('doubtful', 'determined')",-0.7053053,-0.5960093,0.109296
68,-0.75094336,-0.6623936,"('dependent', 'independent')",-0.7509434,-0.6623936,0.0885498
69,-2.0851634,-2.1281035,"('lazy', 'industrious')",-2.0851634,-2.1281035,-0.0429401
70,1.6524893,1.6538689,"('lethargic', 'energetic')",1.6524893,1.6538689,0.0013796
71,0.42831147,0.35725224,"('diffident', 'self-confident')",0.4283115,0.3572522,-0.0710593
72,0.8976195,1.0358539,"('unambitious', 'ambitious')",0.8976195,1.0358539,0.1382344
73,-2.839239,-2.8253446,"('helpless', 'self-reliant')",-2.8392389,-2.8253446,0.0138943
74,0.13428184,-0.017766347,"('undedicated', 'dedicated')",0.1342818,-0.0177663,-0.1520481
75,-0.9024645,-0.7873966,"('meek', 'impulsive')",-0.9024645,-0.7873966,0.1150679
76,0.89805037,0.9477142,"('anxious', 'daring')",0.8980504,0.9477142,0.0496638
77,-1.2816253,-1.0723985,"('unmotivated', 'motivated')",-1.2816253,-1.0723985,0.2092268
78,-0.71133244,-0.7373423,"('nonresilient', 'resilient')",-0.7113324,-0.7373423,-0.0260099
79,-0.72656804,-0.7749631,"('wavering', 'unwavering')",-0.726568,-0.7749631,-0.0483951
80,0.18143058,0.06938918,"('dominated', 'dominating')",0.1814306,0.0693892,-0.1120414
81,0.31434023,0.47270423,"('submissive', 'aggressive')",0.3143402,0.4727042,0.158364
82,6.0281186,6.1589265,"('poor', 'rich')",6.0281186,6.1589265,0.1308079
83,-0.3078796,-0.2763363,"('powerless', 'powerful')",-0.3078796,-0.2763363,0.0315433
84,0.21877705,0.18803245,"('inferior', 'superior')",0.218777,0.1880324,-0.0307446
85,-1.0859593,-1.2804168,"('insignificant', 'prestigious')",-1.0859593,-1.2804168,-0.1944575
86,0.3994358,0.3397254,"('uninfluential', 'influential')",0.3994358,0.3397254,-0.0597104
87,-0.25259385,-0.3126621,"('unsuccessful', 'successful')",-0.2525938,-0.3126621,-0.0600683
88,0.017270822,0.037798427,"('low', 'eminent')",0.0172708,0.0377984,0.0205276
