,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.06977165,-0.3361978,"('unsociable', 'sociable')",-1.432016,-1.6920764,-0.7508938,-1.0141371,-0.2632433
1,-0.0117509365,-0.025712363,"('unfriendly', 'friendly')",-0.6757489,-0.66819865,-0.3437499,-0.3469555,-0.0032056
2,1.4594654,1.4938459,"('unlikable', 'likable')",1.5514315,1.625291,1.5054485,1.5595684,0.0541199
3,-0.32713577,-0.35735315,"('repellent', 'pleasant')",-1.391877,-1.4253135,-0.8595064,-0.8913333,-0.0318269
4,0.0994963,0.0652632,"('disliked', 'liked')",0.26941007,0.27495846,0.1844532,0.1701108,-0.0143424
5,-0.3394481,-0.17785639,"('distant', 'outgoing')",0.57031316,0.78638726,0.1154325,0.3042654,0.1888329
6,-0.22292876,-0.0014997823,"('distant', 'open')",0.7272711,1.0644466,0.2521712,0.5314734,0.2793022
7,0.13660082,0.030072268,"('insensitive', 'sensitive')",-0.9405747,-0.98122734,-0.401987,-0.4755775,-0.0735905
8,-0.54070014,-0.47134864,"('unaffectionate', 'affectionate')",-0.5411376,-0.34275118,-0.5409188,-0.4070499,0.1338689
9,0.4209759,0.46810928,"('unaffectionate', 'caring')",-0.93149567,-0.81030095,-0.2552599,-0.1710958,0.0841641
10,-0.6991297,-0.8275794,"('unsympathetic', 'sympathetic')",-1.7163802,-1.8469766,-1.207755,-1.337278,-0.129523
11,0.21739842,0.036382806,"('unhelpful', 'helpful')",-1.2029634,-1.2888749,-0.4927825,-0.626246,-0.1334635
12,0.53795254,0.4999599,"('unsupportive', 'supportive')",-0.8496099,-0.6958331,-0.1558287,-0.0979366,0.0578921
13,-0.36282256,-0.55344945,"('impolite', 'polite')",-1.5826151,-1.6704769,-0.9727188,-1.1119632,-0.1392444
14,1.1488509,0.8445027,"('antisocial', 'social')",-0.42525047,-0.6729144,0.3618002,0.0857942,-0.276006
15,1.6442115,1.4753035,"('boring', 'funny')",1.4960495,1.3449762,1.5701306,1.4101398,-0.1599908
16,-0.2174822,-0.17346153,"('unpopular', 'popular')",0.12596618,0.14577767,-0.045758,-0.0138419,0.0319161
17,-0.6182425,-0.6252603,"('nasty', 'nice')",-0.5989334,-0.49380308,-0.608588,-0.5595317,0.0490563
18,-1.5308656,-1.4835125,"('disagreeable', 'welcoming')",-0.03580302,0.20192906,-0.7833343,-0.6407917,0.1425426
19,-0.20007633,-0.052282438,"('inhospitable', 'hospitable')",-0.19666927,-0.020404903,-0.1983728,-0.0363437,0.1620291
20,0.056754228,0.03131199,"('rough', 'thoughtful')",-0.30232018,-0.25510693,-0.122783,-0.1118975,0.0108855
21,1.0441927,0.9230861,"('immoral', 'moral')",0.09089678,-0.009600129,0.5675447,0.456743,-0.1108017
22,0.26539856,0.13198526,"('untrustworthy', 'trustworthy')",-0.05915591,-0.124307714,0.1031213,0.0038388,-0.0992825
23,0.33639398,0.23628499,"('insincere', 'sincere')",-1.6719936,-1.7918811,-0.6677998,-0.7777981,-0.1099983
24,-0.02704038,-0.062687606,"('dishonest', 'honest')",-0.7969208,-0.7655783,-0.4119806,-0.414133,-0.0021524
25,0.09110099,0.1638264,"('egoistic', 'altruistic')",0.0930513,0.087868124,0.0920761,0.1258473,0.0337712
26,1.0054133,0.869097,"('hardhearted', 'benevolent')",1.1345197,1.0723667,1.0699666,0.9707319,-0.0992347
27,-0.0067749787,0.088994175,"('hardhearted', 'softhearted')",-1.7318859,-1.5924224,-0.8693305,-0.7517141,0.1176164
28,-0.37938014,-0.5587182,"('disloyal', 'loyal')",-1.1518581,-1.2602528,-0.7656191,-0.9094855,-0.1438664
29,0.97470975,0.95024496,"('unfair', 'fair')",0.042390227,0.0017888509,0.50855,0.4760169,-0.0325331
30,0.89152324,0.6829031,"('intolerant', 'tolerant')",-0.58300436,-0.7578697,0.1542594,-0.0374833,-0.1917427
31,-0.8182972,-0.6443116,"('evil', 'good')",0.43897653,0.673679,-0.1896603,0.0146837,0.204344
32,0.51557153,0.4679017,"('unkind', 'kind')",-0.14338672,-0.12095879,0.1860924,0.1734715,-0.0126209
33,0.65354544,0.6987972,"('wrong', 'right')",0.5125409,0.59663516,0.5830432,0.6477162,0.064673
34,-0.46799043,-0.36437368,"('mean', 'honorable')",-0.41947195,-0.37165016,-0.4437312,-0.3680119,0.0757193
35,-1.2658517,-1.320491,"('corrupt', 'incorrupt')",0.84248996,0.7789851,-0.2116809,-0.2707529,-0.059072
36,-0.6149262,-0.49300882,"('hostile', 'amicable')",-0.2931334,-0.36049464,-0.4540298,-0.4267517,0.0272781
37,0.025448427,0.05830905,"('fake', 'genuine')",-0.4360869,-0.3635364,-0.2053192,-0.1526137,0.0527055
38,-1.2393169,-1.2331706,"('untruthful', 'truthful')",-0.998228,-0.9922947,-1.1187725,-1.1127326,0.0060399
39,1.4897915,1.4873745,"('exploitative', 'cooperative')",-0.18470414,-0.17569695,0.6525437,0.6558388,0.0032951
