,smith_male,smith_female,tuple,a_male,a_female,o_male,o_female,corp_male,corp_female,average_male,average_female,female-male
0,1.5091383,1.1143805,"('unsociable', 'sociable')",1.3429157,1.1000074,0.7582058,0.51359266,0.13774797,-0.031109769,0.937002,0.6742177,-0.2627843
1,-0.86711365,-0.82895327,"('unfriendly', 'friendly')",-1.391544,-1.3840444,-1.0531119,-0.90082973,1.5738515,1.4740515,-0.4344795,-0.409944,0.0245355
2,1.7385603,1.7486751,"('unlikable', 'likable')",1.6043785,1.7351041,1.5182837,1.5671619,0.7005332,0.59404385,1.390439,1.4112462,0.0208072
3,1.4045413,1.5710233,"('repellent', 'pleasant')",1.1771464,1.3532646,1.5855154,1.6765267,1.4001155,1.4703434,1.3918296,1.5177894,0.1259598
4,-1.5101548,-1.6358926,"('disliked', 'liked')",-0.1451415,-0.31845507,-0.2433976,-0.29306734,-6.8640475,-6.9692965,-2.1906853,-2.3041778,-0.1134925
5,-2.3698971,-2.3560104,"('distant', 'outgoing')",-1.4409175,-1.4817367,-0.79004496,-0.5576375,-0.16140382,-0.13203879,-1.1905658,-1.1318558,0.05871
6,-2.3268945,-2.2287302,"('distant', 'open')",-1.2687147,-1.1267475,-0.37639174,-0.04493203,-0.1954778,-0.16429979,-1.0418696,-0.8911774,0.1506922
7,1.6712034,1.640457,"('insensitive', 'sensitive')",0.13241507,0.25345087,0.3648284,0.44195506,0.6250074,0.6314535,0.6983635,0.7418291,0.0434656
8,-1.013144,-1.2071663,"('unaffectionate', 'affectionate')",-0.6119269,-0.60728604,-0.5920746,-0.49927962,1.0849888,1.0586731,-0.2830392,-0.3137648,-0.0307256
9,-0.23488548,-0.32701173,"('unaffectionate', 'caring')",-0.2214254,-0.213625,0.15018223,0.24605066,1.6635065,1.6832286,0.3393445,0.3471606,0.0078161
10,1.8461974,1.5610512,"('unsympathetic', 'sympathetic')",1.1031415,1.0449114,0.1389816,-0.014974818,-0.26443473,-0.37853432,0.7059714,0.5531134,-0.152858
11,0.37031075,0.1770585,"('unhelpful', 'helpful')",0.4737215,0.41198492,0.4414889,0.45851555,1.8710737,1.9945333,0.7891487,0.7605231,-0.0286256
12,1.2971565,1.2661606,"('unsupportive', 'supportive')",1.0148829,1.2177383,0.18876873,0.37663263,-1.6774032,-1.6679244,0.2058512,0.2981518,0.0923006
13,1.8171709,1.6061624,"('impolite', 'polite')",1.1978686,1.1016585,1.3564034,1.3668185,-0.42343634,-0.4820319,0.9870016,0.8981519,-0.0888497
14,2.210315,2.0544028,"('antisocial', 'social')",2.123517,2.0448656,0.89079905,0.67624575,0.16520011,0.061330274,1.3474578,1.2092111,-0.1382467
