,brown_male,brown_female,tuple,&_male,&_female,inc_male,inc_female,average_male,average_female,female-male
0,0.8595252,0.6619581,"('unsociable', 'sociable')",0.9931663,0.78781253,-0.41286922,-0.59946305,0.4799408,0.2834359,-0.1965049
1,0.64926517,0.60829157,"('unfriendly', 'friendly')",0.2606603,0.1355242,2.2126894,2.0693443,1.0408716,0.93772,-0.1031516
2,0.16261806,0.23752517,"('unlikable', 'likable')",1.3613734,1.3849226,0.42630324,0.48437673,0.6500982,0.7022748,0.0521766
3,-0.27980596,-0.39196056,"('repellent', 'pleasant')",-0.23927277,-0.2774201,-0.2937579,-0.2765396,-0.2709455,-0.3153067,-0.0443612
4,0.5533418,0.45960188,"('disliked', 'liked')",0.0034202076,0.024860125,-5.4985585,-5.49154,-1.6472654,-1.6690261,-0.0217607
5,0.6212085,0.72551453,"('distant', 'outgoing')",-0.10864445,0.030853912,0.53201795,0.53062135,0.348194,0.4289966,0.0808026
6,1.0310533,1.1658558,"('distant', 'open')",-0.2659359,-0.112241365,0.6868828,0.6748074,0.484,0.5761406,0.0921406
7,0.27297646,0.24372713,"('insensitive', 'sensitive')",-0.18988368,-0.15772557,0.61566705,0.5909563,0.2329199,0.2256526,-0.0072673
8,0.67451596,0.7642988,"('unaffectionate', 'affectionate')",0.69932806,0.72204906,1.2036093,1.0983195,0.8591511,0.8615558,0.0024047
9,1.5301787,1.5527452,"('unaffectionate', 'caring')",0.71509826,0.7078746,1.3611342,1.2674477,1.202137,1.1760225,-0.0261145
10,-0.030596264,-0.24239828,"('unsympathetic', 'sympathetic')",0.13174476,-0.09373955,-0.4939291,-0.6116625,-0.1309269,-0.3159334,-0.1850065
11,-0.564588,-0.5715058,"('unhelpful', 'helpful')",-0.7150753,-0.77178717,1.9647672,1.9341819,0.228368,0.196963,-0.031405
12,1.7687932,1.7902918,"('unsupportive', 'supportive')",1.2927883,1.4020503,-0.8900373,-0.85063237,0.7238481,0.7805699,0.0567218
13,-0.2658664,-0.23649067,"('impolite', 'polite')",0.07655566,0.04750044,-0.5898082,-0.6693778,-0.2597063,-0.2861227,-0.0264164
14,0.39785028,0.29393876,"('antisocial', 'social')",1.3815211,1.263316,-0.8282245,-0.9057919,0.317049,0.2171543,-0.0998947
15,0.33349484,0.46866307,"('boring', 'funny')",0.70040804,0.68758345,0.64537364,0.6119206,0.5597588,0.589389,0.0296302
16,-1.1182371,-1.0669456,"('unpopular', 'popular')",-0.1937461,-0.14160368,0.13288933,0.17069736,-0.3930313,-0.3459506,0.0470807
17,0.31213582,0.36857513,"('nasty', 'nice')",0.4462182,0.57464576,-0.20800585,-0.12046423,0.1834494,0.2742522,0.0908028
18,-0.31923097,-0.32343966,"('disagreeable', 'welcoming')",0.4344316,0.6225397,-0.05983521,-0.16364434,0.0184551,0.0451519,0.0266968
19,0.6032351,0.70891374,"('inhospitable', 'hospitable')",-0.44181335,-0.36922362,0.6528428,0.6972415,0.2714215,0.3456439,0.0742224
20,-1.0776836,-1.106998,"('rough', 'thoughtful')",0.31045452,0.35324433,1.1533679,1.1477282,0.1287129,0.1313248,0.0026119
21,0.19968048,0.11776618,"('immoral', 'moral')",0.96885186,0.89306384,-0.86337346,-0.84217715,0.1017196,0.0562176,-0.045502
22,-0.9205769,-1.125249,"('untrustworthy', 'trustworthy')",0.0133534055,-0.1043574,-1.1564574,-1.2475867,-0.6878936,-0.825731,-0.1378374
23,-0.60248363,-0.71806586,"('insincere', 'sincere')",-0.14618784,-0.1987291,5.4156785,5.2836723,1.555669,1.4556259,-0.1000431
24,0.6230652,0.49443418,"('dishonest', 'honest')",0.24414265,0.22120251,0.6649205,0.5295585,0.5107094,0.4150651,-0.0956443
25,1.1714325,1.3062536,"('egoistic', 'altruistic')",0.35444695,0.38002682,1.3267555,1.36681,0.9508783,1.0176968,0.0668185
26,0.62946254,0.5594956,"('hardhearted', 'benevolent')",2.2232888,2.000341,2.1477547,2.0398085,1.6668353,1.533215,-0.1336203
27,-0.6933804,-0.6091654,"('hardhearted', 'softhearted')",-0.4672341,-0.35208723,1.6307834,1.4982448,0.156723,0.1789974,0.0222744
28,0.5339815,0.32787514,"('disloyal', 'loyal')",0.65856606,0.4556946,0.7971231,0.62740487,0.6632235,0.4703248,-0.1928987
29,0.5148287,0.43773934,"('unfair', 'fair')",-0.4718548,-0.42506072,-0.28115624,-0.40352798,-0.0793941,-0.1302831,-0.050889
