,denbury_male,denbury_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.32759446,-0.546348,"('unsociable', 'sociable')",-0.14631441,-0.2976869,-0.2369544,-0.4220175,-0.1850631
1,-0.9298858,-1.1802573,"('unfriendly', 'friendly')",1.9034308,1.7817322,0.4867725,0.3007374,-0.1860351
2,-0.22351038,-0.086055696,"('unlikable', 'likable')",0.10808074,0.24009673,-0.0577148,0.0770205,0.1347353
3,-0.68710655,-0.54717803,"('repellent', 'pleasant')",0.20357078,0.29290918,-0.2417679,-0.1271344,0.1146335
4,0.8359321,0.6832689,"('disliked', 'liked')",-6.105196,-6.299866,-2.6346319,-2.8082986,-0.1736667
5,-0.17313218,-0.19626465,"('distant', 'outgoing')",0.11711978,0.089024365,-0.0280062,-0.0536201,-0.0256139
6,-0.36669397,-0.34330383,"('distant', 'open')",0.4581763,0.43401372,0.0457412,0.0453549,-0.0003863
7,-0.1350354,-0.124386996,"('insensitive', 'sensitive')",1.1832129,1.1897501,0.5240887,0.5326815,0.0085928
8,-0.28827518,-0.30537295,"('unaffectionate', 'affectionate')",1.3720802,1.2435365,0.5419025,0.4690818,-0.0728207
9,-0.6435757,-0.6770973,"('unaffectionate', 'caring')",1.4277678,1.3461409,0.392096,0.3345218,-0.0575742
10,-0.5818623,-0.6167281,"('unsympathetic', 'sympathetic')",0.084095635,0.054463476,-0.2488833,-0.2811323,-0.032249
11,-0.5986848,-0.5306698,"('unhelpful', 'helpful')",1.7887616,1.8885859,0.5950384,0.6789581,0.0839197
12,-0.04581263,-0.003948763,"('unsupportive', 'supportive')",-1.3653148,-1.370289,-0.7055637,-0.6871189,0.0184448
13,-0.5364856,-0.4986527,"('impolite', 'polite')",-0.61950207,-0.514207,-0.5779939,-0.5064299,0.071564
14,0.034220908,0.08543686,"('antisocial', 'social')",-0.2950296,-0.324475,-0.1304044,-0.1195191,0.0108853
15,0.035357192,-0.037423983,"('boring', 'funny')",0.6872641,0.6256368,0.3613106,0.2941064,-0.0672042
16,-0.9161784,-0.9464337,"('unpopular', 'popular')",-0.26045376,-0.22429095,-0.5883161,-0.5853623,0.0029538
17,0.24672729,0.24925542,"('nasty', 'nice')",-0.2430629,-0.20539153,0.0018322,0.0219319,0.0200997
18,-0.7750878,-0.6793429,"('disagreeable', 'welcoming')",-0.86895376,-0.80749965,-0.8220208,-0.7434213,0.0785995
19,-0.017571064,-0.0048973225,"('inhospitable', 'hospitable')",0.2869993,0.37636045,0.1347141,0.1857316,0.0510175
20,0.08100533,0.1647447,"('rough', 'thoughtful')",1.0033052,0.9316188,0.5421553,0.5481818,0.0060265
21,-0.7320984,-0.64618,"('immoral', 'moral')",-0.8911957,-0.7676074,-0.8116471,-0.7068937,0.1047534
22,0.37323973,0.37814334,"('untrustworthy', 'trustworthy')",-0.6972073,-0.74175376,-0.1619838,-0.1818052,-0.0198214
23,-1.0149689,-1.0678077,"('insincere', 'sincere')",5.4561453,5.499147,2.2205882,2.2156696,-0.0049186
24,-0.26468876,-0.24150126,"('dishonest', 'honest')",0.6988623,0.64079887,0.2170868,0.1996488,-0.017438
25,-0.5601342,-0.61540174,"('egoistic', 'altruistic')",1.2805139,1.2236364,0.3601899,0.3041173,-0.0560726
26,0.34547135,0.20968696,"('hardhearted', 'benevolent')",2.0573363,1.9431021,1.2014039,1.0763946,-0.1250093
27,-0.2061112,-0.10661551,"('hardhearted', 'softhearted')",1.4967321,1.3799589,0.6453105,0.6366717,-0.0086388
28,-0.2751229,-0.43467385,"('disloyal', 'loyal')",1.1182077,0.95342463,0.4215424,0.2593754,-0.162167
29,-0.04167432,-0.11844039,"('unfair', 'fair')",-0.03684257,-0.1983802,-0.0392584,-0.1584103,-0.1191519
30,0.32782775,0.35289526,"('intolerant', 'tolerant')",0.9877721,1.0813973,0.6578,0.7171463,0.0593463
31,-0.32968768,-0.40876335,"('evil', 'good')",-0.80247205,-0.9362221,-0.5660799,-0.6724927,-0.1064128
32,-1.0533373,-1.1527113,"('unkind', 'kind')",0.84283155,0.72142524,-0.1052529,-0.215643,-0.1103901
33,-0.20491952,-0.15652364,"('wrong', 'right')",-0.37530988,-0.4102414,-0.2901147,-0.2833825,0.0067322
34,-0.27762163,-0.22806422,"('mean', 'honorable')",5.4774714,5.721699,2.5999248,2.7468176,0.1468928
35,0.5693433,0.45759672,"('corrupt', 'incorrupt')",-0.07960933,-0.34283805,0.244867,0.0573793,-0.1874877
36,0.2679203,0.043295667,"('hostile', 'amicable')",0.13508706,-0.09902133,0.2015037,-0.0278628,-0.2293665
37,0.1090951,0.19594662,"('fake', 'genuine')",0.7710299,0.7901805,0.4400625,0.4930636,0.0530011
38,-0.7312468,-0.7394011,"('untruthful', 'truthful')",-0.18453747,-0.14085175,-0.4578921,-0.4401264,0.0177657
39,0.028759576,0.1765788,"('exploitative', 'cooperative')",0.21636961,0.22429365,0.1225646,0.2004362,0.0778716
40,-0.039081793,-0.08027855,"('stingy', 'generous')",-1.3630149,-1.4447783,-0.7010484,-0.7625284,-0.06148
41,0.927951,0.8575315,"('unforgiving', 'forgiving')",0.038473263,-0.071901515,0.4832121,0.392815,-0.0903971
42,0.3093055,0.4414971,"('unreliable', 'reliable')",-2.9737515,-2.8638146,-1.3322231,-1.2111588,0.1210643
43,-0.49219683,-0.3875548,"('irresponsible', 'responsible')",0.9135428,0.99488807,0.210673,0.3036667,0.0929937
44,0.12947367,0.24097532,"('prejudiced', 'unprejudiced')",-1.8948134,-1.8193661,-0.8826699,-0.7891954,0.0934745
45,0.43017194,0.29567954,"('incompetent', 'competent')",0.26340517,0.1971863,0.3467886,0.2464329,-0.1003557
46,0.08456215,0.03336741,"('uncompetitive', 'competitive')",-0.35626122,-0.39122993,-0.1358495,-0.1789313,-0.0430818
47,0.07239306,0.26741374,"('stupid', 'smart')",4.837024,5.0239253,2.4547086,2.6456695,0.1909609
48,-0.76325125,-0.8109088,"('unintelligent', 'intelligent')",0.25421077,0.3198595,-0.2545202,-0.2455246,0.0089956
49,-0.6224868,-0.5035567,"('unable', 'able')",-0.21765903,-0.11307685,-0.4200729,-0.3083168,0.1117561
50,-0.633471,-0.59253657,"('clumsy', 'skillful')",-0.12971357,-0.16522664,-0.3815923,-0.3788816,0.0027107
51,-0.5024702,-0.59670556,"('uneducated', 'educated')",0.27837563,0.3141052,-0.1120473,-0.1413002,-0.0292529
52,-0.24028997,-0.36465046,"('irrational', 'rational')",0.19150609,0.056437854,-0.0243919,-0.1541063,-0.1297144
53,-1.0938823,-1.1357249,"('uncreative', 'creative')",0.8960062,0.85752314,-0.098938,-0.1391009,-0.0401629
54,-0.5198959,-0.5689135,"('incapable', 'capable')",1.0470213,1.0772048,0.2635627,0.2541457,-0.009417
55,0.182427,0.22494633,"('incompetent', 'clever')",-0.12404578,-0.06141627,0.0291906,0.081765,0.0525744
56,0.1225619,0.1513584,"('impractical', 'practical')",-0.09123363,-0.010272469,0.0156641,0.070543,0.0548789
57,0.14377609,0.019390177,"('unimaginative', 'imaginative')",-1.5903206,-1.7401283,-0.7232723,-0.860369,-0.1370967
58,0.07804716,0.04549887,"('undiscriminating', 'discriminating')",0.6492091,0.5433545,0.3636281,0.2944267,-0.0692014
59,0.16543174,0.24418445,"('foolish', 'wise')",0.2677498,0.30039603,0.2165908,0.2722902,0.0556994
60,-0.7564825,-0.6145471,"('inefficient', 'efficient')",-0.5850432,-0.29825062,-0.6707628,-0.4563988,0.214364
61,-0.43542525,-0.48757675,"('illogical', 'logical')",0.46552917,0.32177377,0.015052,-0.0829015,-0.0979535
62,-0.49358162,-0.28705084,"('incompetent', 'brilliant')",0.058467336,0.29322946,-0.2175571,0.0030893,0.2206464
63,-0.58293927,-0.6029563,"('unperceptive', 'insightful')",1.0027657,1.11683,0.2099132,0.2569368,0.0470236
64,-0.19827391,-0.15590793,"('shy', 'confident')",-6.7173185,-6.7024536,-3.4577963,-3.4291809,0.0286154
65,-0.9019006,-0.9331011,"('insecure', 'secure')",-0.59179974,-0.50708836,-0.7468501,-0.7200947,0.0267554
66,-0.47568163,-0.51059526,"('inactive', 'active')",0.911303,0.82647085,0.2178107,0.1579378,-0.0598729
67,-0.27106085,-0.18277976,"('doubtful', 'determined')",-0.6855991,-0.6073323,-0.47833,-0.395056,0.083274
68,-0.56336266,-0.59355175,"('dependent', 'independent')",-0.66463923,-0.67647886,-0.6140009,-0.6350153,-0.0210144
69,0.094003916,0.14823338,"('lazy', 'industrious')",-0.65925765,-0.7113726,-0.2826269,-0.2815696,0.0010573
70,0.65000165,0.7414299,"('lethargic', 'energetic')",1.0176193,1.0711524,0.8338104,0.9062912,0.0724808
71,-0.08271749,-0.22684148,"('diffident', 'self-confident')",0.6111671,0.60481787,0.2642248,0.1889882,-0.0752366
72,-0.9672347,-0.9207809,"('unambitious', 'ambitious')",-0.444976,-0.507536,-0.7061054,-0.7141584,-0.008053
73,0.960505,1.0225773,"('helpless', 'self-reliant')",-2.4853811,-2.4903445,-0.7624381,-0.7338836,0.0285545
74,-0.20413473,-0.17587888,"('undedicated', 'dedicated')",0.2704824,0.18102613,0.0331738,0.0025736,-0.0306002
75,0.4048089,0.32523578,"('meek', 'impulsive')",-0.11508773,-0.14265206,0.1448606,0.0912919,-0.0535687
76,-0.36226955,-0.197069,"('anxious', 'daring')",-0.16487928,0.05256073,-0.2635744,-0.0722541,0.1913203
77,-1.4723643,-1.5079821,"('unmotivated', 'motivated')",-1.3295919,-1.2010981,-1.4009781,-1.3545401,0.046438
78,-0.8859246,-0.93125844,"('nonresilient', 'resilient')",0.2638387,0.325073,-0.3110429,-0.3030927,0.0079502
79,-0.34652784,-0.48854145,"('wavering', 'unwavering')",0.33595657,0.29064667,-0.0052856,-0.0989474,-0.0936618
80,0.5132182,0.55332273,"('dominated', 'dominating')",-0.97917986,-1.027194,-0.2329808,-0.2369356,-0.0039548
81,-0.36911348,-0.44661418,"('submissive', 'aggressive')",-0.989202,-0.89637226,-0.6791577,-0.6714932,0.0076645
82,-0.082690775,-0.13594136,"('poor', 'rich')",5.5960584,5.747083,2.7566838,2.8055708,0.048887
83,-0.2409808,-0.25055018,"('powerless', 'powerful')",-0.7585671,-0.8450115,-0.4997739,-0.5477808,-0.0480069
84,0.41669217,0.39629847,"('inferior', 'superior')",0.66034055,0.6086197,0.5385163,0.502459,-0.0360573
85,0.14873183,0.082313724,"('insignificant', 'prestigious')",0.3382408,0.32072145,0.2434863,0.2015176,-0.0419687
86,-0.84692085,-0.99233586,"('uninfluential', 'influential')",0.3591348,0.14784214,-0.243893,-0.4222469,-0.1783539
87,0.38828942,0.2993422,"('unsuccessful', 'successful')",0.99717736,0.9640017,0.6927334,0.631672,-0.0610614
88,-0.75311625,-0.7578925,"('low', 'eminent')",-0.012620809,0.0027091466,-0.3828685,-0.3775917,0.0052768
