,colleague_male,colleague_female,tuple,average_male,average_female,female-male
0,0.68904203,0.5773794,"('unsociable', 'sociable')",0.689042,0.5773794,-0.1116626
1,1.2901868,1.2976326,"('unfriendly', 'friendly')",1.2901868,1.2976326,0.0074458
2,0.63243276,0.8168373,"('unlikable', 'likable')",0.6324328,0.8168373,0.1844045
3,1.3108886,1.4629596,"('repellent', 'pleasant')",1.3108886,1.4629596,0.152071
4,-7.5566754,-7.233987,"('disliked', 'liked')",-7.5566754,-7.2339869,0.3226885
5,-0.5099801,-0.34169346,"('distant', 'outgoing')",-0.5099801,-0.3416935,0.1682866
6,-0.36805853,-0.22049654,"('distant', 'open')",-0.3680585,-0.2204965,0.147562
7,1.8815783,1.8408927,"('insensitive', 'sensitive')",1.8815783,1.8408927,-0.0406856
8,0.6252091,0.65479326,"('unaffectionate', 'affectionate')",0.6252091,0.6547933,0.0295842
9,1.2102714,1.2945361,"('unaffectionate', 'caring')",1.2102714,1.2945361,0.0842647
10,1.951954,1.9516927,"('unsympathetic', 'sympathetic')",1.951954,1.9516927,-0.0002613
11,2.640703,2.5561996,"('unhelpful', 'helpful')",2.640703,2.5561996,-0.0845034
12,-0.8620124,-0.7449817,"('unsupportive', 'supportive')",-0.8620124,-0.7449817,0.1170307
13,0.9983817,0.8193757,"('impolite', 'polite')",0.9983817,0.8193757,-0.179006
14,0.6275937,0.50229114,"('antisocial', 'social')",0.6275937,0.5022911,-0.1253026
15,-0.016511887,0.022807827,"('boring', 'funny')",-0.0165119,0.0228078,0.0393197
16,-0.8315297,-0.6238806,"('unpopular', 'popular')",-0.8315297,-0.6238806,0.2076491
17,-0.22546905,-0.08576295,"('nasty', 'nice')",-0.2254691,-0.0857629,0.1397062
18,-0.49130306,-0.38820097,"('disagreeable', 'welcoming')",-0.4913031,-0.388201,0.1031021
19,-0.579305,-0.4024182,"('inhospitable', 'hospitable')",-0.579305,-0.4024182,0.1768868
20,0.9164362,0.7779082,"('rough', 'thoughtful')",0.9164362,0.7779082,-0.138528
21,0.83580685,0.901937,"('immoral', 'moral')",0.8358068,0.901937,0.0661302
22,0.7132846,0.6150424,"('untrustworthy', 'trustworthy')",0.7132846,0.6150424,-0.0982422
23,7.362373,7.2024035,"('insincere', 'sincere')",7.3623729,7.2024035,-0.1599694
24,2.5249763,2.461369,"('dishonest', 'honest')",2.5249763,2.461369,-0.0636073
25,0.13305467,0.15301114,"('egoistic', 'altruistic')",0.1330547,0.1530111,0.0199564
26,-0.15481213,-0.21014735,"('hardhearted', 'benevolent')",-0.1548121,-0.2101474,-0.0553353
