,transocean_male,transocean_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-1.5343149,-1.530445,"('unsociable', 'sociable')",-0.39532134,-0.48741463,-0.9648181,-1.0089298,-0.0441117
1,-1.5357159,-1.6679153,"('unfriendly', 'friendly')",1.9775144,1.7640635,0.2208992,0.0480741,-0.1728251
2,0.300025,0.35257998,"('unlikable', 'likable')",0.40046266,0.53438157,0.3502438,0.4434808,0.093237
3,-0.5412977,-0.47810614,"('repellent', 'pleasant')",0.68630725,0.7957629,0.0725048,0.1588284,0.0863236
4,0.6495271,0.5264699,"('disliked', 'liked')",-4.220823,-4.30413,-1.7856479,-1.8888301,-0.1031822
5,-0.14552218,-0.18601891,"('distant', 'outgoing')",-0.31929487,-0.4719216,-0.2324085,-0.3289703,-0.0965618
6,-0.14027181,-0.19921657,"('distant', 'open')",0.16191548,-0.01933797,0.0108218,-0.1092773,-0.1200991
7,-0.61223584,-0.5730458,"('insensitive', 'sensitive')",0.4286717,0.5090558,-0.0917821,-0.031995,0.0597871
8,-0.83588,-0.92927647,"('unaffectionate', 'affectionate')",0.67880005,0.48763448,-0.07854,-0.220821,-0.142281
9,-1.2495599,-1.2939705,"('unaffectionate', 'caring')",0.91739637,0.77303314,-0.1660818,-0.2604687,-0.0943869
10,-2.960635,-2.8700562,"('unsympathetic', 'sympathetic')",0.10812932,0.23206438,-1.4262528,-1.3189958,0.107257
11,-1.3980594,-1.2551092,"('unhelpful', 'helpful')",1.2452701,1.3734561,-0.0763946,0.0591735,0.1355681
12,-0.8856427,-0.796512,"('unsupportive', 'supportive')",-1.3948464,-1.3963528,-1.1402446,-1.0964324,0.0438122
13,-1.2487086,-1.1791317,"('impolite', 'polite')",-0.7090372,-0.6921993,-0.9788729,-0.9356655,0.0432074
14,-0.5453237,-0.46466953,"('antisocial', 'social')",0.28322318,0.4184304,-0.1310503,-0.0231196,0.1079307
15,0.49644068,0.42704916,"('boring', 'funny')",0.24717467,0.23843324,0.3718077,0.3327412,-0.0390665
16,0.019198183,0.00046540052,"('unpopular', 'popular')",0.50978225,0.49245724,0.2644902,0.2464613,-0.0180289
17,-0.3588773,-0.3354223,"('nasty', 'nice')",-0.33303332,-0.35273808,-0.3459553,-0.3440802,0.0018751
18,-0.4433892,-0.37004754,"('disagreeable', 'welcoming')",-0.9473362,-0.91986275,-0.6953627,-0.6449552,0.0504075
