,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4486271,-1.5047152,"('unsociable', 'sociable')",-1.0493834,-1.0488529,0.108534105,0.12619632,-0.08022162,-0.2062977,-0.62106186,-0.7173555,-0.618152,-0.670205,-0.052053
1,0.7595674,0.8171104,"('unfriendly', 'friendly')",-0.044777572,0.0030694157,1.3112407,1.1771681,0.08455627,-0.043023393,2.6481917,2.4035735,0.9517557,0.8715796,-0.0801761
2,-0.3741239,-0.31425327,"('unlikable', 'likable')",-0.2635901,-0.10898262,-0.064638525,0.07509816,0.92673004,1.1003236,0.89481604,0.92733467,0.2238387,0.3359041,0.1120654
3,-0.74329823,-0.6752898,"('repellent', 'pleasant')",0.028451405,0.01527543,-0.14692152,-0.09605891,0.7634891,0.75448024,-0.08299479,-0.0036251694,-0.0362548,-0.0010436,0.0352112
4,0.71264684,0.73212445,"('disliked', 'liked')",0.4799808,0.4097755,0.073918894,-0.0025071092,-0.24706984,-0.30671197,-6.8550205,-6.87167,-1.1671087,-1.2077978,-0.0406891
5,1.3271291,1.3899518,"('distant', 'outgoing')",0.37148258,0.48111427,0.29201207,0.33497372,-0.31107515,-0.16965635,0.49694604,0.5154945,0.435299,0.5103756,0.0750766
6,1.1010395,1.1861429,"('distant', 'open')",0.27820122,0.40596652,-0.1079887,-0.08876526,-0.95786184,-0.8193014,1.1248748,1.1521614,0.287653,0.3672408,0.0795878
7,-0.7057997,-0.7029542,"('insensitive', 'sensitive')",-0.18412718,-0.1269723,0.30144346,0.36746755,-0.32736787,-0.28112188,0.7261738,0.64275515,-0.0379355,-0.0201651,0.0177704
8,0.32293352,0.37763342,"('unaffectionate', 'affectionate')",-0.1408573,-0.062783964,0.82369584,0.730931,-0.9563914,-1.0075535,1.4097581,1.2741796,0.2918278,0.2624813,-0.0293465
9,0.78451514,0.82312435,"('unaffectionate', 'caring')",0.24306858,0.3075736,1.5103109,1.4295545,-0.42070082,-0.4446389,1.9094697,1.7735466,0.8053328,0.777832,-0.0275008
10,-1.5554774,-1.568218,"('unsympathetic', 'sympathetic')",-1.0284364,-0.9945141,-0.61981726,-0.5830593,-0.9492312,-0.9119066,-0.6206529,-0.64807445,-0.954723,-0.9411546,0.0135684
11,-1.221255,-1.2669435,"('unhelpful', 'helpful')",0.10653496,0.1257166,0.38541985,0.49173787,-0.06131953,0.04542779,1.9250208,1.9784067,0.2268802,0.2748691,0.0479889
12,0.110692374,0.1503273,"('unsupportive', 'supportive')",0.52523905,0.6475593,1.0875711,1.2682096,-0.62173474,-0.34685394,-2.0585568,-2.0494273,-0.1913578,-0.066037,0.1253208
13,-0.35654724,-0.49615443,"('impolite', 'polite')",-0.73814,-0.82616925,-0.35659152,-0.33651412,-0.091167286,-0.15514801,-0.45406064,-0.4934671,-0.3993013,-0.4614906,-0.0621893
14,-0.78812015,-0.82933867,"('antisocial', 'social')",-0.79136765,-0.77488273,0.3292975,0.48048565,0.34357035,0.38903108,-1.0208457,-1.079595,-0.3854931,-0.3628599,0.0226332
15,0.032985006,0.02897333,"('boring', 'funny')",-0.4138985,-0.49389347,0.016479705,-0.047300443,0.15909955,0.10753672,0.6839885,0.65515953,0.0957309,0.0500951,-0.0456358
16,-0.25750303,-0.23062578,"('unpopular', 'popular')",0.2113107,0.25796306,0.464349,0.46854353,0.26825222,0.3458305,1.1642516,1.1728083,0.3701321,0.4029039,0.0327718
17,0.52226806,0.5893567,"('nasty', 'nice')",-0.14981802,-0.108793594,-0.11980554,-0.002352695,-0.1603234,-0.03920589,-0.7284653,-0.5797549,-0.1272288,-0.0281501,0.0990787
18,0.5846781,0.70948905,"('disagreeable', 'welcoming')",0.2170943,0.43523985,-0.2691602,-0.105504915,-0.8157417,-0.6726754,-0.431358,-0.42809877,-0.1428975,-0.01231,0.1305875
19,-0.45605376,-0.33228725,"('inhospitable', 'hospitable')",-0.8577464,-0.727615,-1.1637285,-1.1141403,-1.5181937,-1.4239628,0.074946046,0.19539051,-0.7841553,-0.680523,0.1036323
20,-0.79043907,-0.75725055,"('rough', 'thoughtful')",-1.1542393,-1.0654781,-0.7036811,-0.6717004,-0.39124516,-0.37575847,0.6697334,0.6770451,-0.4739742,-0.4386285,0.0353457
21,-1.1640077,-1.1758516,"('immoral', 'moral')",-0.8825016,-0.7620976,0.36346176,0.4922281,0.06916203,0.19018112,-1.2841909,-1.1959047,-0.5796153,-0.4902889,0.0893264
22,-0.6349688,-0.64122313,"('untrustworthy', 'trustworthy')",0.36012644,0.3847313,-0.6619576,-0.6651462,0.47535264,0.46807504,-1.2282954,-1.217578,-0.3379486,-0.3342282,0.0037204
23,-0.96402323,-0.95563126,"('insincere', 'sincere')",-0.42054078,-0.36730853,0.7396787,0.82961273,-0.40686455,-0.42685816,6.1450214,6.0391707,1.0186543,1.0237971,0.0051428
24,0.10510844,0.12665632,"('dishonest', 'honest')",-0.31271175,-0.24663275,-0.20364997,-0.06042301,-0.44178224,-0.33268198,1.048479,0.93397915,0.0390887,0.0841795,0.0450908
25,0.7292695,0.7713458,"('egoistic', 'altruistic')",0.092660315,0.07194231,1.1744975,1.1659158,0.65415287,0.6511235,1.7038558,1.6631866,0.8708872,0.8647028,-0.0061844
26,0.5689294,0.5489224,"('hardhearted', 'benevolent')",-0.7182411,-0.80672693,1.2700387,1.1315513,1.6170018,1.4115168,1.7382964,1.5700966,0.895205,0.771072,-0.124133
27,0.19377637,0.25773942,"('hardhearted', 'softhearted')",-0.21384892,-0.09045611,-0.6717854,-0.5478476,-0.78202015,-0.62116253,1.6176963,1.5622444,0.0287636,0.1121035,0.0833399
28,-0.016523255,-0.082667686,"('disloyal', 'loyal')",0.32957253,0.23538704,0.8588054,0.7521747,-0.06495488,-0.19885443,1.4871335,1.2707767,0.5188066,0.3953633,-0.1234433
29,0.39117935,0.3718984,"('unfair', 'fair')",0.5533896,0.5254331,0.117546596,0.12320948,0.019547105,0.065323055,-0.03807184,-0.22570288,0.2087182,0.1720322,-0.036686
30,-0.045561165,-0.059050024,"('intolerant', 'tolerant')",-0.3177337,-0.2992489,0.15382147,0.22899996,0.17432848,0.2870008,0.59989315,0.7112387,0.1129496,0.1737881,0.0608385
31,0.6003839,0.7372273,"('evil', 'good')",-0.1502835,-0.09449962,-0.7659298,-0.814494,-0.1219448,-0.07516501,-0.57955056,-0.67845935,-0.203465,-0.1850781,0.0183869
32,-0.86934096,-0.9139637,"('unkind', 'kind')",-0.7872262,-0.7577317,0.32305753,0.2869474,0.12752745,-0.0033792593,1.1183872,0.82348174,-0.017519,-0.1129291,-0.0954101
33,1.296291,1.2676394,"('wrong', 'right')",0.41330445,0.42047957,1.349053,1.3624139,0.37826473,0.42277396,-0.05372121,-0.11136221,0.6766384,0.6723889,-0.0042495
34,-1.5363984,-1.490344,"('mean', 'honorable')",-0.69439244,-0.5802814,0.055466156,0.21133162,0.08503781,0.22539574,6.593653,6.7625494,0.9006733,1.0257303,0.125057
35,1.2255908,1.210957,"('corrupt', 'incorrupt')",0.39130357,0.3216139,-0.5661048,-0.72620046,-0.4171716,-0.5239187,0.49585265,0.35268342,0.2258941,0.127027,-0.0988671
36,0.45859763,0.51448613,"('hostile', 'amicable')",-0.51038957,-0.5437019,-0.5360244,-0.7503309,-0.4489887,-0.63554,1.3503591,1.2396629,0.0627108,-0.0350848,-0.0977956
37,-0.2539069,-0.23050226,"('fake', 'genuine')",-0.4290834,-0.41501847,-0.6159969,-0.64223754,-0.90687585,-0.88759005,0.31227657,0.19472948,-0.3787173,-0.3961238,-0.0174065
38,-0.27323514,-0.30170605,"('untruthful', 'truthful')",0.27727497,0.23655464,0.17562568,0.1864067,-0.6103758,-0.62879044,0.24031226,0.19839796,-0.0380796,-0.0618274,-0.0237478
39,0.4968004,0.5504568,"('exploitative', 'cooperative')",-0.41322264,-0.26363942,0.03776995,0.26502547,0.33521998,0.570213,-0.015847497,-0.010963114,0.088144,0.2222186,0.1340746
40,0.2735924,0.35773194,"('stingy', 'generous')",0.6093591,0.60557353,0.553368,0.5074419,0.08209503,0.09592264,-1.9483528,-1.9493715,-0.0859877,-0.0765403,0.0094474
41,-0.1859329,-0.21162112,"('unforgiving', 'forgiving')",-0.054198146,-0.042685427,0.12660895,0.17454143,0.20795828,0.2658943,0.040034354,0.0045335777,0.0268941,0.0381325,0.0112384
42,0.13420554,0.21054158,"('unreliable', 'reliable')",0.26650006,0.37807414,0.5492473,0.6776285,0.77144974,1.0155634,-3.1282394,-2.9434698,-0.2813673,-0.1323325,0.1490348
43,-1.4155496,-1.3860831,"('irresponsible', 'responsible')",-0.22621024,-0.09209568,0.84312713,1.0276382,0.21676823,0.34982,0.65441906,0.6106186,0.0145109,0.1019796,0.0874687
44,0.16119581,0.17916596,"('prejudiced', 'unprejudiced')",-0.27012,-0.21148676,-0.89432156,-0.7822841,-0.5599771,-0.4683934,-1.5059539,-1.4689602,-0.6138353,-0.5503917,0.0634436
45,-0.9402525,-0.95688844,"('incompetent', 'competent')",-0.2790703,-0.28900155,0.2218309,0.20492326,0.21571463,0.16953915,-0.29429772,-0.41455653,-0.215215,-0.2571968,-0.0419818
46,-1.5358108,-1.5774188,"('uncompetitive', 'competitive')",0.6022705,0.57072175,0.16915834,0.17822699,0.009418599,-0.026056908,-1.2434552,-1.1397592,-0.3996837,-0.3988572,0.0008265
47,-0.8173425,-0.8106768,"('stupid', 'smart')",-0.43761876,-0.38550895,0.39089948,0.45514157,1.04728,1.0320506,6.277044,6.275561,1.2920524,1.3133135,0.0212611
48,-0.9047141,-0.8966543,"('unintelligent', 'intelligent')",-1.3259841,-1.3319083,-0.4450786,-0.4144051,-0.9945013,-0.95265275,0.24770515,0.3081118,-0.6845146,-0.6575017,0.0270129
49,-1.092978,-0.9967209,"('unable', 'able')",-1.3675392,-1.2327415,-0.7880808,-0.6428141,-1.2087106,-1.0785347,-0.5297805,-0.43980968,-0.9974178,-0.8781242,0.1192936
50,-0.82222944,-0.7436838,"('clumsy', 'skillful')",-0.06539398,-0.018691823,0.26652187,0.24084237,0.3891855,0.3611734,0.614376,0.60601133,0.076492,0.0891303,0.0126383
51,-1.7732238,-1.8481156,"('uneducated', 'educated')",-0.802132,-0.85623014,-1.0602076,-1.123747,-0.5937672,-0.67987174,-0.11583425,-0.117809154,-0.869033,-0.9251547,-0.0561217
52,1.4185036,1.4171495,"('irrational', 'rational')",0.11361402,0.14197262,0.7640768,0.71621466,-0.23443891,-0.26289377,0.8141714,0.7286017,0.5751854,0.548209,-0.0269764
53,0.09352552,0.16414973,"('uncreative', 'creative')",-0.28848797,-0.2504393,2.3131738,2.1437223,0.62125,0.6080555,1.6925105,1.5529312,0.8863943,0.8436839,-0.0427104
54,-0.1316455,-0.12107313,"('incapable', 'capable')",0.036845185,0.08140127,0.27431196,0.28786397,-0.7294085,-0.66401523,1.3274636,1.3126558,0.1555134,0.1793665,0.0238531
55,-1.4729615,-1.3941414,"('incompetent', 'clever')",-0.942321,-0.8938772,-1.0831136,-0.9494227,-0.23609774,-0.119702205,-0.6717174,-0.6038359,-0.8812422,-0.7921959,0.0890463
56,-0.9886044,-1.0332326,"('impractical', 'practical')",-0.5005413,-0.53373355,1.2352638,1.3463279,0.1567178,0.17022446,-0.61157346,-0.6421919,-0.1417475,-0.1385211,0.0032264
