,etsy_male,etsy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.2915527,-0.3959801,"('unsociable', 'sociable')",-0.50762504,-0.6758917,-0.3995889,-0.5359359,-0.136347
1,-0.83047193,-0.91434395,"('unfriendly', 'friendly')",1.9975897,1.8553991,0.5835589,0.4705276,-0.1130313
2,0.4430599,0.47032264,"('unlikable', 'likable')",0.40067112,0.4856993,0.4218655,0.478011,0.0561455
3,-0.3917338,-0.34175724,"('repellent', 'pleasant')",0.33071917,0.37191486,-0.0305073,0.0150788,0.0455861
4,-0.31220677,-0.3427353,"('disliked', 'liked')",-6.370073,-6.454314,-3.3411398,-3.3985248,-0.057385
5,-0.63372976,-0.6489039,"('distant', 'outgoing')",-0.0058230534,0.018349174,-0.3197764,-0.3152774,0.004499
6,-0.7149325,-0.72961485,"('distant', 'open')",0.3965982,0.40424,-0.1591672,-0.1626874,-0.0035202
7,-0.45436782,-0.38831815,"('insensitive', 'sensitive')",0.56370413,0.54838103,0.0546682,0.0800314,0.0253632
8,-0.8648566,-0.90953666,"('unaffectionate', 'affectionate')",1.0537435,0.90990156,0.0944434,0.0001824,-0.094261
9,-0.99129266,-1.0198272,"('unaffectionate', 'caring')",1.098213,1.009539,0.0534602,-0.0051441,-0.0586043
10,-1.5837904,-1.5638735,"('unsympathetic', 'sympathetic')",-1.0099037,-1.0630275,-1.2968471,-1.3134506,-0.0166035
11,-0.12227218,-0.026234401,"('unhelpful', 'helpful')",1.3059175,1.4250335,0.5918227,0.6993995,0.1075768
12,-0.1659767,-0.05142845,"('unsupportive', 'supportive')",-1.8315055,-1.8418123,-0.9987411,-0.9466203,0.0521208
13,-0.78185886,-0.8207056,"('impolite', 'polite')",-0.813594,-0.7379196,-0.7977264,-0.7793126,0.0184138
14,0.8229276,0.8317688,"('antisocial', 'social')",-0.41459528,-0.50830173,0.2041662,0.1617335,-0.0424327
15,0.309173,0.14795518,"('boring', 'funny')",0.91746986,0.8612399,0.6133214,0.5045975,-0.1087239
16,-0.976802,-0.9298794,"('unpopular', 'popular')",0.3845075,0.5041405,-0.2961472,-0.2128695,0.0832777
17,0.039016742,0.084086694,"('nasty', 'nice')",-0.3940936,-0.33792332,-0.1775384,-0.1269183,0.0506201
18,-0.33333784,-0.33511907,"('disagreeable', 'welcoming')",-0.24763499,-0.30716997,-0.2904864,-0.3211445,-0.0306581
19,-1.0497417,-1.0090415,"('inhospitable', 'hospitable')",0.08837482,0.17481197,-0.4806834,-0.4171148,0.0635686
20,0.6666517,0.5911396,"('rough', 'thoughtful')",0.9982295,0.9228507,0.8324406,0.7569952,-0.0754454
21,-0.26270843,-0.27779716,"('immoral', 'moral')",-0.6941224,-0.6603958,-0.4784154,-0.4690965,0.0093189
22,-0.46998274,-0.49516532,"('untrustworthy', 'trustworthy')",-0.908532,-1.01808,-0.6892574,-0.7566227,-0.0673653
23,-0.4322971,-0.3897529,"('insincere', 'sincere')",5.5888324,5.5947247,2.5782676,2.6024859,0.0242183
24,-0.44340816,-0.42765182,"('dishonest', 'honest')",0.5156234,0.44426686,0.0361076,0.0083075,-0.0278001
25,-0.54996896,-0.57519394,"('egoistic', 'altruistic')",1.7531317,1.6898336,0.6015814,0.5573199,-0.0442615
26,0.7513122,0.59563446,"('hardhearted', 'benevolent')",2.0042777,1.8718536,1.377795,1.233744,-0.144051
27,-0.5935223,-0.5883393,"('hardhearted', 'softhearted')",1.2912362,1.188308,0.3488569,0.2999843,-0.0488726
28,-0.5799797,-0.620139,"('disloyal', 'loyal')",0.84354544,0.67792803,0.1317829,0.0288945,-0.1028884
29,-0.2784305,-0.36705628,"('unfair', 'fair')",-0.32637915,-0.49497104,-0.3024048,-0.4310136,-0.1286088
30,0.72869235,0.7013207,"('intolerant', 'tolerant')",1.2065591,1.1708648,0.9676257,0.9360927,-0.031533
31,-1.1108667,-1.0568721,"('evil', 'good')",-0.47725677,-0.5877127,-0.7940617,-0.8222924,-0.0282307
32,-0.17577508,-0.21596998,"('unkind', 'kind')",0.80926675,0.62169594,0.3167458,0.202863,-0.1138828
33,0.0745433,-0.04343123,"('wrong', 'right')",-0.31700742,-0.45380634,-0.1212321,-0.2486188,-0.1273867
34,-0.121916264,0.08929999,"('mean', 'honorable')",5.897075,6.189977,2.8875794,3.1396387,0.2520593
35,-0.39845163,-0.5266863,"('corrupt', 'incorrupt')",0.20736982,0.07382683,-0.0955409,-0.2264297,-0.1308888
36,-0.78156626,-0.8948605,"('hostile', 'amicable')",0.60098827,0.4170913,-0.090289,-0.2388846,-0.1485956
37,0.05554712,0.010673203,"('fake', 'genuine')",0.39689368,0.35094994,0.2262204,0.1808116,-0.0454088
38,-1.1003418,-0.96924555,"('untruthful', 'truthful')",-0.3817602,-0.25949928,-0.741051,-0.6143724,0.1266786
39,0.72307247,0.78526,"('exploitative', 'cooperative')",0.23876233,0.20018801,0.4809174,0.492724,0.0118066
40,-0.23973164,-0.30185425,"('stingy', 'generous')",-1.4342862,-1.5902001,-0.837009,-0.9460272,-0.1090182
41,-0.2736902,-0.2189255,"('unforgiving', 'forgiving')",0.12229733,-0.020029878,-0.0756964,-0.1194777,-0.0437813
42,-0.3035477,-0.21029882,"('unreliable', 'reliable')",-3.6286936,-3.538725,-1.9661206,-1.8745118,0.0916088
43,-0.7239863,-0.6096249,"('irresponsible', 'responsible')",0.36026776,0.35587078,-0.1818593,-0.1268771,0.0549822
44,0.045948893,-0.04822596,"('prejudiced', 'unprejudiced')",-1.64875,-1.629112,-0.8014005,-0.838669,-0.0372685
45,-0.40334228,-0.3454627,"('incompetent', 'competent')",-0.450945,-0.48571697,-0.4271436,-0.4155898,0.0115538
46,-0.7219882,-0.69461894,"('uncompetitive', 'competitive')",-0.8856906,-0.9322788,-0.8038394,-0.8134489,-0.0096095
47,-0.078680664,0.045603357,"('stupid', 'smart')",5.269073,5.4063153,2.5951962,2.7259593,0.1307631
48,-0.11952241,-0.097410165,"('unintelligent', 'intelligent')",0.45676675,0.5070243,0.1686222,0.2048071,0.0361849
49,-0.021725062,0.108147204,"('unable', 'able')",-0.36425546,-0.20601481,-0.1929903,-0.0489338,0.1440565
50,0.018849969,0.05071425,"('clumsy', 'skillful')",-0.050724477,-0.020267852,-0.0159373,0.0152232,0.0311605
51,-0.3611883,-0.45906505,"('uneducated', 'educated')",0.68631405,0.64413494,0.1625629,0.0925349,-0.070028
52,-0.18446961,-0.42840523,"('irrational', 'rational')",0.5155542,0.3747455,0.1655423,-0.0268299,-0.1923722
53,-1.2293947,-1.2510282,"('uncreative', 'creative')",0.73694146,0.71611166,-0.2462266,-0.2674583,-0.0212317
54,-0.3816021,-0.49228764,"('incapable', 'capable')",1.2026016,1.2230737,0.4104997,0.365393,-0.0451067
55,0.159337,0.25388283,"('incompetent', 'clever')",-0.17634822,-0.16954127,-0.0085056,0.0421708,0.0506764
56,0.439033,0.51261795,"('impractical', 'practical')",-0.49321774,-0.45355487,-0.0270924,0.0295315,0.0566239
57,-0.44044855,-0.49124092,"('unimaginative', 'imaginative')",-2.5211039,-2.6193268,-1.4807762,-1.5552839,-0.0745077
58,-0.08984256,-0.13209799,"('undiscriminating', 'discriminating')",0.39420018,0.3051268,0.1521788,0.0865144,-0.0656644
59,-0.00014950149,0.0047850236,"('foolish', 'wise')",0.43973058,0.47404096,0.2197905,0.239413,0.0196225
60,0.39500636,0.6071015,"('inefficient', 'efficient')",-0.6747865,-0.4842316,-0.1398901,0.061435,0.2013251
61,0.18359691,-0.01891041,"('illogical', 'logical')",0.3008452,0.11393374,0.2422211,0.0475117,-0.1947094
