,invesco_male,invesco_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-1.0890589,-1.1462152,"('unsociable', 'sociable')",-0.17810996,-0.22504352,-0.6335844,-0.6856294,-0.052045
1,-1.6342201,-1.7088743,"('unfriendly', 'friendly')",1.9862554,1.8586706,0.1760176,0.0748981,-0.1011195
2,1.0672553,1.0932903,"('unlikable', 'likable')",0.6345955,0.6476285,0.8509254,0.8704594,0.019534
3,0.27866995,0.36093748,"('repellent', 'pleasant')",0.5543398,0.65568185,0.4165049,0.5083097,0.0918048
4,0.051438242,-0.05505996,"('disliked', 'liked')",-5.810263,-5.751261,-2.8794124,-2.9031606,-0.0237482
5,-1.0525329,-1.0285945,"('distant', 'outgoing')",-0.52168536,-0.6286906,-0.7871091,-0.8286425,-0.0415334
6,-1.1670512,-1.1739036,"('distant', 'open')",0.29112536,0.08920063,-0.4379629,-0.5423515,-0.1043886
7,-0.76336485,-0.7243147,"('insensitive', 'sensitive')",0.83087647,0.9162416,0.0337558,0.0959634,0.0622076
8,-1.6793464,-1.7549752,"('unaffectionate', 'affectionate')",1.0000898,0.8234558,-0.3396283,-0.4657597,-0.1261314
9,-1.5178739,-1.5570896,"('unaffectionate', 'caring')",1.3350958,1.197992,-0.0913891,-0.1795488,-0.0881597
10,-0.9370452,-0.8977716,"('unsympathetic', 'sympathetic')",0.36691964,0.5359941,-0.2850628,-0.1808887,0.1041741
11,-0.50105584,-0.437965,"('unhelpful', 'helpful')",1.4887879,1.608422,0.493866,0.5852285,0.0913625
12,-0.9844951,-0.8973325,"('unsupportive', 'supportive')",-1.6613469,-1.6354202,-1.322921,-1.2663764,0.0565446
13,-0.3231111,-0.26563367,"('impolite', 'polite')",-0.662641,-0.57267,-0.4928761,-0.4191518,0.0737243
14,0.5628407,0.5919862,"('antisocial', 'social')",0.20855403,0.36169767,0.3856974,0.4768419,0.0911445
15,0.37836373,0.25465983,"('boring', 'funny')",0.44113228,0.39222187,0.409748,0.3234408,-0.0863072
16,-0.5913611,-0.638088,"('unpopular', 'popular')",0.5511952,0.49475652,-0.020083,-0.0716657,-0.0515827
17,-0.54251885,-0.47588316,"('nasty', 'nice')",-0.449359,-0.38385412,-0.4959389,-0.4298686,0.0660703
18,-0.7836832,-0.7491785,"('disagreeable', 'welcoming')",-0.7790047,-0.87350345,-0.7813439,-0.811341,-0.0299971
19,-1.8056991,-1.7773327,"('inhospitable', 'hospitable')",-0.8151304,-0.86131096,-1.3104148,-1.3193219,-0.0089071
20,0.25497317,0.26958415,"('rough', 'thoughtful')",1.3161033,1.3081932,0.7855383,0.7888887,0.0033504
21,-0.40184307,-0.38693318,"('immoral', 'moral')",-0.7864233,-0.65644234,-0.5941332,-0.5216877,0.0724455
22,-0.44014668,-0.40139383,"('untrustworthy', 'trustworthy')",-0.25608045,-0.18471211,-0.3481136,-0.293053,0.0550606
23,-1.5530485,-1.5315915,"('insincere', 'sincere')",5.512695,5.414861,1.9798231,1.9416349,-0.0381882
24,-0.5109317,-0.49144801,"('dishonest', 'honest')",0.9291869,0.92091954,0.2091276,0.2147358,0.0056082
25,-0.23704836,-0.3025879,"('egoistic', 'altruistic')",0.99572873,0.8180686,0.3793402,0.2577404,-0.1215998
26,0.43656254,0.33471486,"('hardhearted', 'benevolent')",2.6425228,2.596126,1.5395427,1.4654205,-0.0741222
27,-0.68500537,-0.6845008,"('hardhearted', 'softhearted')",0.8834536,0.6497138,0.0992241,-0.0173935,-0.1166176
28,-1.287083,-1.369435,"('disloyal', 'loyal')",1.3665323,1.2682563,0.0397246,-0.0505893,-0.0903139
29,-0.51628065,-0.5137558,"('unfair', 'fair')",-0.64537054,-0.76991725,-0.5808256,-0.6418365,-0.0610109
30,0.31892258,0.32612893,"('intolerant', 'tolerant')",1.1131898,1.2345005,0.7160562,0.7803147,0.0642585
31,-0.6982234,-0.68218017,"('evil', 'good')",-0.5311215,-0.66762966,-0.6146724,-0.6749049,-0.0602325
32,-0.4764105,-0.5139251,"('unkind', 'kind')",0.99786717,0.84768224,0.2607283,0.1668786,-0.0938497
33,0.22395079,0.18285659,"('wrong', 'right')",-0.20953923,-0.39341912,0.0072058,-0.1052813,-0.1124871
34,-0.2669696,-0.14089042,"('mean', 'honorable')",5.0970984,5.250126,2.4150643,2.5546176,0.1395533
35,-0.16385113,-0.30516332,"('corrupt', 'incorrupt')",-0.2553757,-0.56223315,-0.2096134,-0.4336982,-0.2240848
36,-0.24090503,-0.3809828,"('hostile', 'amicable')",0.47118217,0.22249205,0.1151386,-0.0792454,-0.194384
37,-0.33557445,-0.3178436,"('fake', 'genuine')",0.19882385,0.19186592,-0.0683753,-0.0629888,0.0053865
38,-1.0145007,-1.008824,"('untruthful', 'truthful')",0.20709987,0.29288238,-0.4037004,-0.3579708,0.0457296
39,0.19654307,0.26907465,"('exploitative', 'cooperative')",0.19599089,0.22307393,0.196267,0.2460743,0.0498073
40,0.5820975,0.57472223,"('stingy', 'generous')",-1.4551655,-1.4824538,-0.436534,-0.4538658,-0.0173318
41,-0.4847616,-0.47573507,"('unforgiving', 'forgiving')",0.24188104,0.22222637,-0.1214403,-0.1267543,-0.005314
42,0.71219873,0.84317553,"('unreliable', 'reliable')",-2.623355,-2.4465718,-0.9555781,-0.8016981,0.15388
43,-0.92020625,-0.8331867,"('irresponsible', 'responsible')",1.093184,1.2202646,0.0864889,0.1935389,0.10705
44,0.63769865,0.67990506,"('prejudiced', 'unprejudiced')",-2.0034704,-1.9551332,-0.6828859,-0.6376141,0.0452718
45,-0.6868372,-0.690028,"('incompetent', 'competent')",0.87930286,0.9636541,0.0962328,0.136813,0.0405802
46,-0.18915597,-0.0921598,"('uncompetitive', 'competitive')",-0.14547226,0.020748965,-0.1673141,-0.0357054,0.1316087
47,-0.08077045,0.03792648,"('stupid', 'smart')",5.5145116,5.5893407,2.7168705,2.8136337,0.0967632
48,-0.51278,-0.52737015,"('unintelligent', 'intelligent')",0.6386105,0.7260609,0.0629152,0.0993454,0.0364302
49,-0.4898571,-0.34061715,"('unable', 'able')",-0.4941453,-0.4192575,-0.4920012,-0.3799373,0.1120639
50,-0.08654384,-0.0756572,"('clumsy', 'skillful')",-0.45786673,-0.53839254,-0.2722053,-0.3070249,-0.0348196
51,-0.9260911,-0.94347435,"('uneducated', 'educated')",-0.08398064,-0.07885113,-0.5050359,-0.5111628,-0.0061269
52,-0.69809544,-0.909994,"('irrational', 'rational')",-0.2341841,-0.5150732,-0.4661398,-0.7125336,-0.2463938
53,-1.1810539,-1.2213839,"('uncreative', 'creative')",1.0247281,0.9141863,-0.0781629,-0.1535988,-0.0754359
54,-0.9313948,-0.9860049,"('incapable', 'capable')",1.021043,0.9446055,0.0448241,-0.0206997,-0.0655238
55,-0.24428576,-0.20212162,"('incompetent', 'clever')",0.90624,1.0729314,0.3309771,0.4354049,0.1044278
56,0.22822528,0.24457127,"('impractical', 'practical')",0.53835166,0.6801259,0.3832885,0.4623486,0.0790601
57,-0.17183152,-0.20446324,"('unimaginative', 'imaginative')",-1.1059098,-0.9674205,-0.6388707,-0.5859419,0.0529288
58,-0.5655042,-0.58680445,"('undiscriminating', 'discriminating')",0.759264,0.81310076,0.0968799,0.1131482,0.0162683
59,-0.47906,-0.5291081,"('foolish', 'wise')",0.28462183,0.21329504,-0.0972191,-0.1579065,-0.0606874
60,-0.01515393,0.14422289,"('inefficient', 'efficient')",-0.17317235,0.15876615,-0.0941631,0.1514945,0.2456576
61,-0.3825396,-0.47284684,"('illogical', 'logical')",0.7250571,0.5123869,0.1712588,0.01977,-0.1514888
62,0.13617574,0.22210625,"('incompetent', 'brilliant')",0.5794486,0.7521708,0.3578122,0.4871385,0.1293263
63,-1.3633118,-1.2708788,"('unperceptive', 'insightful')",0.70841104,0.86221105,-0.3274504,-0.2043339,0.1231165
64,0.66867965,0.6931857,"('shy', 'confident')",-6.1808643,-6.063374,-2.7560923,-2.6850941,0.0709982
65,0.3279331,0.29629233,"('insecure', 'secure')",0.32859895,0.52777576,0.328266,0.412034,0.083768
66,-0.16015032,-0.22564514,"('inactive', 'active')",1.0176569,0.9153045,0.4287533,0.3448297,-0.0839236
67,0.4669564,0.5075088,"('doubtful', 'determined')",-0.8767043,-0.7953402,-0.2048739,-0.1439157,0.0609582
68,-0.81447774,-0.78395694,"('dependent', 'independent')",-0.99146163,-0.94514096,-0.9029697,-0.8645489,0.0384208
69,0.99323183,0.97957814,"('lazy', 'industrious')",-0.6362652,-0.75329,0.1784833,0.1131441,-0.0653392
70,-0.07167796,-0.024237245,"('lethargic', 'energetic')",1.0144016,1.188699,0.4713618,0.5822309,0.1108691
71,-0.5971361,-0.59488773,"('diffident', 'self-confident')",0.39861715,0.34475198,-0.0992595,-0.1250679,-0.0258084
72,-0.24723437,-0.22795919,"('unambitious', 'ambitious')",0.03805872,0.092691705,-0.1045878,-0.0676337,0.0369541
73,1.2157997,1.169669,"('helpless', 'self-reliant')",-3.0523164,-2.9907637,-0.9182584,-0.9105473,0.0077111
74,-0.2618633,-0.20336989,"('undedicated', 'dedicated')",0.60928106,0.66119367,0.1737089,0.2289119,0.055203
75,0.90004295,0.9487668,"('meek', 'impulsive')",-0.6896441,-0.6433052,0.1051994,0.1527308,0.0475314
76,0.033330914,0.118239075,"('anxious', 'daring')",0.0013390072,0.21081902,0.017335,0.1645291,0.1471941
77,-0.03935319,0.044678405,"('unmotivated', 'motivated')",-0.844513,-0.71602994,-0.4419331,-0.3356758,0.1062573
78,-0.92221874,-0.84556615,"('nonresilient', 'resilient')",-0.16869067,-0.13566074,-0.5454547,-0.4906135,0.0548412
