,fan_male,fan_female,tuple,average_male,average_female,female-male
0,0.08012338,0.14114454,"('unsociable', 'sociable')",0.0801234,0.1411445,0.0610211
1,1.5912519,1.6072038,"('unfriendly', 'friendly')",1.5912519,1.6072038,0.0159519
2,0.47308442,0.67803425,"('unlikable', 'likable')",0.4730844,0.6780342,0.2049498
3,0.9703561,1.1057869,"('repellent', 'pleasant')",0.9703561,1.1057869,0.1354308
4,-7.224696,-7.079329,"('disliked', 'liked')",-7.2246962,-7.079329,0.1453672
5,-0.11142585,0.03646496,"('distant', 'outgoing')",-0.1114258,0.036465,0.1478908
6,0.3727663,0.43742535,"('distant', 'open')",0.3727663,0.4374253,0.064659
7,1.2924615,1.3882548,"('insensitive', 'sensitive')",1.2924615,1.3882548,0.0957933
8,1.5069141,1.3617604,"('unaffectionate', 'affectionate')",1.5069141,1.3617604,-0.1451537
9,1.616429,1.5799913,"('unaffectionate', 'caring')",1.616429,1.5799913,-0.0364377
10,1.307157,1.2615865,"('unsympathetic', 'sympathetic')",1.307157,1.2615865,-0.0455705
11,1.7643329,1.7823604,"('unhelpful', 'helpful')",1.7643329,1.7823604,0.0180275
12,-1.1385325,-1.0014961,"('unsupportive', 'supportive')",-1.1385325,-1.0014961,0.1370364
13,-0.14116398,-0.105576605,"('impolite', 'polite')",-0.141164,-0.1055766,0.0355874
14,-0.02589963,0.02815214,"('antisocial', 'social')",-0.0258996,0.0281521,0.0540517
15,0.33132696,0.36225903,"('boring', 'funny')",0.331327,0.362259,0.030932
16,-0.43934387,-0.27059776,"('unpopular', 'popular')",-0.4393439,-0.2705978,0.1687461
17,0.35530466,0.2962064,"('nasty', 'nice')",0.3553047,0.2962064,-0.0590983
18,-0.298497,-0.20733912,"('disagreeable', 'welcoming')",-0.298497,-0.2073391,0.0911579
19,-0.21969631,-0.17437446,"('inhospitable', 'hospitable')",-0.2196963,-0.1743745,0.0453218
20,0.86342174,0.7510762,"('rough', 'thoughtful')",0.8634217,0.7510762,-0.1123455
21,-0.18003228,0.034867175,"('immoral', 'moral')",-0.1800323,0.0348672,0.2148995
22,0.057573695,0.13620844,"('untrustworthy', 'trustworthy')",0.0575737,0.1362084,0.0786347
23,6.355825,6.4456778,"('insincere', 'sincere')",6.3558249,6.4456778,0.0898529
24,1.7633615,1.8478831,"('dishonest', 'honest')",1.7633615,1.8478831,0.0845216
25,0.45063668,0.43405142,"('egoistic', 'altruistic')",0.4506367,0.4340514,-0.0165853
26,0.49650812,0.30095598,"('hardhearted', 'benevolent')",0.4965081,0.300956,-0.1955521
27,1.9305547,1.7537553,"('hardhearted', 'softhearted')",1.9305547,1.7537553,-0.1767994
28,1.2322434,1.1275616,"('disloyal', 'loyal')",1.2322434,1.1275616,-0.1046818
29,-0.06648016,-0.19930708,"('unfair', 'fair')",-0.0664802,-0.1993071,-0.1328269
30,0.9169959,0.9281135,"('intolerant', 'tolerant')",0.9169959,0.9281135,0.0111176
