,ashram_male,ashram_female,tuple,average_male,average_female,female-male
0,0.3925318,0.2527915,"('unsociable', 'sociable')",0.3925318,0.2527915,-0.1397403
1,0.305986,0.26578146,"('unfriendly', 'friendly')",0.305986,0.2657815,-0.0402045
2,0.27863783,0.36107913,"('unlikable', 'likable')",0.2786378,0.3610791,0.0824413
3,-1.1370703,-1.0498103,"('repellent', 'pleasant')",-1.1370703,-1.0498103,0.08726
4,-1.442705,-1.5066736,"('disliked', 'liked')",-1.442705,-1.5066736,-0.0639686
5,0.68299663,0.6468277,"('distant', 'outgoing')",0.6829966,0.6468277,-0.0361689
6,0.68048525,0.6781612,"('distant', 'open')",0.6804852,0.6781612,-0.002324
7,-0.4862554,-0.5658579,"('insensitive', 'sensitive')",-0.4862554,-0.5658579,-0.0796025
8,0.0751368,0.0022699386,"('unaffectionate', 'affectionate')",0.0751368,0.0022699,-0.0728669
9,0.32145295,0.26980814,"('unaffectionate', 'caring')",0.3214529,0.2698081,-0.0516448
10,-1.6692524,-1.6779995,"('unsympathetic', 'sympathetic')",-1.6692524,-1.6779995,-0.0087471
11,0.2626179,0.24258935,"('unhelpful', 'helpful')",0.2626179,0.2425894,-0.0200285
12,-0.5324709,-0.5733125,"('unsupportive', 'supportive')",-0.5324709,-0.5733125,-0.0408416
13,-1.2309359,-1.3515893,"('impolite', 'polite')",-1.2309359,-1.3515893,-0.1206534
14,-0.8512858,-0.8331136,"('antisocial', 'social')",-0.8512858,-0.8331136,0.0181722
15,1.339658,1.3267212,"('boring', 'funny')",1.339658,1.3267212,-0.0129368
16,0.6858334,0.69300413,"('unpopular', 'popular')",0.6858334,0.6930041,0.0071707
17,0.05322115,0.025051465,"('nasty', 'nice')",0.0532212,0.0250515,-0.0281697
18,0.48094398,0.38214254,"('disagreeable', 'welcoming')",0.480944,0.3821425,-0.0988015
19,0.21907918,0.27828088,"('inhospitable', 'hospitable')",0.2190792,0.2782809,0.0592017
20,-0.15999252,-0.17184047,"('rough', 'thoughtful')",-0.1599925,-0.1718405,-0.011848
21,-0.36009797,-0.41427657,"('immoral', 'moral')",-0.360098,-0.4142766,-0.0541786
22,-0.28920868,-0.3257694,"('untrustworthy', 'trustworthy')",-0.2892087,-0.3257694,-0.0365607
23,1.7090956,1.686125,"('insincere', 'sincere')",1.7090956,1.686125,-0.0229706
24,0.0031965673,-0.0647472,"('dishonest', 'honest')",0.0031966,-0.0647472,-0.0679438
25,0.96652585,0.90784764,"('egoistic', 'altruistic')",0.9665259,0.9078476,-0.0586783
26,1.4472735,1.3701705,"('hardhearted', 'benevolent')",1.4472735,1.3701705,-0.077103
27,-0.33832026,-0.4710776,"('hardhearted', 'softhearted')",-0.3383203,-0.4710776,-0.1327573
28,-0.27033162,-0.41535592,"('disloyal', 'loyal')",-0.2703316,-0.4153559,-0.1450243
29,-0.5044976,-0.5232739,"('unfair', 'fair')",-0.5044976,-0.5232739,-0.0187763
30,0.2706773,0.15115376,"('intolerant', 'tolerant')",0.2706773,0.1511538,-0.1195235
31,-0.59152836,-0.41856453,"('evil', 'good')",-0.5915284,-0.4185645,0.1729639
32,-0.29074544,-0.41907877,"('unkind', 'kind')",-0.2907454,-0.4190788,-0.1283334
33,0.25689805,0.24500671,"('wrong', 'right')",0.256898,0.2450067,-0.0118913
34,2.1170034,2.2783458,"('mean', 'honorable')",2.1170034,2.2783458,0.1613424
35,1.3821037,1.3278798,"('corrupt', 'incorrupt')",1.3821037,1.3278798,-0.0542239
36,-0.0045339502,0.032822102,"('hostile', 'amicable')",-0.004534,0.0328221,0.0373561
37,-0.049429644,-0.033674903,"('fake', 'genuine')",-0.0494296,-0.0336749,0.0157547
38,0.012933783,-0.0022568777,"('untruthful', 'truthful')",0.0129338,-0.0022569,-0.0151907
39,0.2572159,0.27725825,"('exploitative', 'cooperative')",0.2572159,0.2772582,0.0200423
40,-0.6233386,-0.7095369,"('stingy', 'generous')",-0.6233386,-0.7095369,-0.0861983
41,0.67739797,0.632649,"('unforgiving', 'forgiving')",0.677398,0.632649,-0.044749
42,-0.96581906,-1.0275289,"('unreliable', 'reliable')",-0.9658191,-1.0275289,-0.0617098
43,-0.33802205,-0.35833743,"('irresponsible', 'responsible')",-0.3380221,-0.3583374,-0.0203153
44,-0.63376755,-0.6052027,"('prejudiced', 'unprejudiced')",-0.6337675,-0.6052027,0.0285648
45,-0.76818347,-0.7050768,"('incompetent', 'competent')",-0.7681835,-0.7050768,0.0631067
