,badger_male,badger_female,tuple,average_male,average_female,female-male
0,0.19709247,0.2585224,"('unsociable', 'sociable')",0.1970925,0.2585224,0.0614299
1,1.1368127,0.7956195,"('unfriendly', 'friendly')",1.1368127,0.7956195,-0.3411932
2,-0.04758879,0.08571577,"('unlikable', 'likable')",-0.0475888,0.0857158,0.1333046
3,0.55052894,0.7661627,"('repellent', 'pleasant')",0.5505289,0.7661627,0.2156338
4,-6.7049804,-7.0146427,"('disliked', 'liked')",-6.7049804,-7.0146427,-0.3096623
5,-0.16253668,-0.4159424,"('distant', 'outgoing')",-0.1625367,-0.4159424,-0.2534057
6,0.45502713,0.058520995,"('distant', 'open')",0.4550271,0.058521,-0.3965061
7,0.91470975,1.0498649,"('insensitive', 'sensitive')",0.9147097,1.0498649,0.1351552
8,1.3057944,0.96081614,"('unaffectionate', 'affectionate')",1.3057944,0.9608161,-0.3449783
9,1.4269466,1.259563,"('unaffectionate', 'caring')",1.4269466,1.259563,-0.1673836
10,0.5635406,0.86621535,"('unsympathetic', 'sympathetic')",0.5635406,0.8662153,0.3026747
11,1.3134936,1.4493419,"('unhelpful', 'helpful')",1.3134936,1.4493419,0.1358483
12,-1.3578153,-1.364358,"('unsupportive', 'supportive')",-1.3578153,-1.3643579,-0.0065426
13,-0.47481638,-0.078713164,"('impolite', 'polite')",-0.4748164,-0.0787132,0.3961032
14,-0.027477818,0.29284233,"('antisocial', 'social')",-0.0274778,0.2928423,0.3203201
15,0.61631054,0.45295754,"('boring', 'funny')",0.6163105,0.4529575,-0.163353
16,-0.502995,-0.7225701,"('unpopular', 'popular')",-0.502995,-0.7225701,-0.2195751
17,0.21116497,0.2165472,"('nasty', 'nice')",0.211165,0.2165472,0.0053822
18,-0.48304266,-0.4595658,"('disagreeable', 'welcoming')",-0.4830427,-0.4595658,0.0234769
19,-0.38194665,-0.5823341,"('inhospitable', 'hospitable')",-0.3819467,-0.5823341,-0.2003874
20,0.30787095,0.23949541,"('rough', 'thoughtful')",0.307871,0.2394954,-0.0683756
21,-0.58119017,-0.10062079,"('immoral', 'moral')",-0.5811902,-0.1006208,0.4805694
22,-0.24208325,-0.05330512,"('untrustworthy', 'trustworthy')",-0.2420833,-0.0533051,0.1887782
23,5.3041306,5.544362,"('insincere', 'sincere')",5.3041306,5.5443621,0.2402315
24,0.99895704,1.0760312,"('dishonest', 'honest')",0.998957,1.0760312,0.0770742
25,0.9624039,0.7722895,"('egoistic', 'altruistic')",0.9624039,0.7722895,-0.1901144
26,1.2766911,1.0620099,"('hardhearted', 'benevolent')",1.2766911,1.0620099,-0.2146812
27,1.6383812,1.3462988,"('hardhearted', 'softhearted')",1.6383812,1.3462988,-0.2920824
28,1.1363949,0.97140604,"('disloyal', 'loyal')",1.1363949,0.971406,-0.1649889
29,-0.21765535,-0.38489765,"('unfair', 'fair')",-0.2176553,-0.3848976,-0.1672423
30,0.5063777,0.73398757,"('intolerant', 'tolerant')",0.5063777,0.7339876,0.2276099
31,-0.50131786,-0.9465611,"('evil', 'good')",-0.5013179,-0.9465611,-0.4452432
32,0.83575386,0.793075,"('unkind', 'kind')",0.8357539,0.793075,-0.0426789
33,-0.06608772,-0.21728824,"('wrong', 'right')",-0.0660877,-0.2172882,-0.1512005
34,3.7864313,3.9858487,"('mean', 'honorable')",3.7864313,3.9858487,0.1994174
35,-0.3986187,-0.95291096,"('corrupt', 'incorrupt')",-0.3986187,-0.952911,-0.5542923
36,-0.03749282,-0.5777904,"('hostile', 'amicable')",-0.0374928,-0.5777904,-0.5402976
37,0.87200016,0.8688574,"('fake', 'genuine')",0.8720002,0.8688574,-0.0031428
38,-0.5245798,-0.41157386,"('untruthful', 'truthful')",-0.5245798,-0.4115739,0.1130059
39,0.39518297,0.5491109,"('exploitative', 'cooperative')",0.395183,0.5491109,0.1539279
40,-1.1810752,-1.318598,"('stingy', 'generous')",-1.1810752,-1.318598,-0.1375228
41,0.6780008,0.61414176,"('unforgiving', 'forgiving')",0.6780008,0.6141418,-0.063859
42,-2.1063056,-2.0478544,"('unreliable', 'reliable')",-2.1063056,-2.0478544,0.0584512
43,0.4958999,0.78115404,"('irresponsible', 'responsible')",0.4958999,0.781154,0.2852541
44,-0.99969167,-0.94728667,"('prejudiced', 'unprejudiced')",-0.9996917,-0.9472867,0.052405
45,0.20835736,0.16511774,"('incompetent', 'competent')",0.2083574,0.1651177,-0.0432397
46,-0.8810883,-0.66233057,"('uncompetitive', 'competitive')",-0.8810883,-0.6623306,0.2187577
47,4.332515,4.48772,"('stupid', 'smart')",4.3325148,4.48772,0.1552052
48,0.049103625,0.1286873,"('unintelligent', 'intelligent')",0.0491036,0.1286873,0.0795837
49,-0.4041184,-0.37444282,"('unable', 'able')",-0.4041184,-0.3744428,0.0296756
50,-0.34072164,-0.53279555,"('clumsy', 'skillful')",-0.3407216,-0.5327955,-0.1920739
51,0.039580252,0.19666675,"('uneducated', 'educated')",0.0395803,0.1966667,0.1570864
52,0.3768808,-0.04919275,"('irrational', 'rational')",0.3768808,-0.0491927,-0.4260735
53,0.009349399,-0.31805754,"('uncreative', 'creative')",0.0093494,-0.3180575,-0.3274069
54,0.671109,0.6917937,"('incapable', 'capable')",0.671109,0.6917937,0.0206847
55,0.24556883,0.55192786,"('incompetent', 'clever')",0.2455688,0.5519279,0.3063591
56,-0.02738405,0.13550481,"('impractical', 'practical')",-0.0273841,0.1355048,0.1628889
57,-1.5213304,-1.730002,"('unimaginative', 'imaginative')",-1.5213304,-1.730002,-0.2086716
58,0.2658869,0.22874062,"('undiscriminating', 'discriminating')",0.2658869,0.2287406,-0.0371463
59,0.4374705,0.2242439,"('foolish', 'wise')",0.4374705,0.2242439,-0.2132266
60,-0.53681296,0.12646496,"('inefficient', 'efficient')",-0.536813,0.126465,0.663278
61,0.20719352,0.072881654,"('illogical', 'logical')",0.2071935,0.0728817,-0.1343118
62,-0.012744236,0.35882884,"('incompetent', 'brilliant')",-0.0127442,0.3588288,0.371573
63,-0.0032564346,0.10129601,"('unperceptive', 'insightful')",-0.0032564,0.101296,0.1045524
64,-5.918618,-5.551303,"('shy', 'confident')",-5.9186182,-5.5513029,0.3673153
65,-0.15748176,0.33114412,"('insecure', 'secure')",-0.1574818,0.3311441,0.4886259
66,0.3238627,0.027684215,"('inactive', 'active')",0.3238627,0.0276842,-0.2961785
67,-0.76095897,-0.5949116,"('doubtful', 'determined')",-0.760959,-0.5949116,0.1660474
68,-1.2174587,-1.0598584,"('dependent', 'independent')",-1.2174587,-1.0598584,0.1576003
69,-1.2984606,-1.5763347,"('lazy', 'industrious')",-1.2984606,-1.5763347,-0.2778741
70,1.2020755,1.3537595,"('lethargic', 'energetic')",1.2020755,1.3537595,0.151684
71,0.50213915,0.36160752,"('diffident', 'self-confident')",0.5021392,0.3616075,-0.1405317
72,0.6636363,0.9886982,"('unambitious', 'ambitious')",0.6636363,0.9886982,0.3250619
73,-2.4903183,-2.5370543,"('helpless', 'self-reliant')",-2.4903183,-2.5370543,-0.046736
74,0.3399277,0.14363125,"('undedicated', 'dedicated')",0.3399277,0.1436312,-0.1962965
75,-0.4961538,-0.5558772,"('meek', 'impulsive')",-0.4961538,-0.5558772,-0.0597234
76,-0.048142195,0.24492341,"('anxious', 'daring')",-0.0481422,0.2449234,0.2930656
77,-1.5864582,-1.2640499,"('unmotivated', 'motivated')",-1.5864582,-1.2640499,0.3224083
78,-0.8360791,-0.9742367,"('nonresilient', 'resilient')",-0.8360791,-0.9742367,-0.1381576
79,0.23943019,-0.018750302,"('wavering', 'unwavering')",0.2394302,-0.0187503,-0.2581805
80,-0.18295285,-0.0033532716,"('dominated', 'dominating')",-0.1829529,-0.0033533,0.1795996
81,-0.68378425,-0.24651639,"('submissive', 'aggressive')",-0.6837842,-0.2465164,0.4372678
82,5.855577,5.7776365,"('poor', 'rich')",5.855577,5.7776365,-0.0779405
83,-0.34163782,-0.20442824,"('powerless', 'powerful')",-0.3416378,-0.2044282,0.1372096
84,0.38329083,0.30870664,"('inferior', 'superior')",0.3832908,0.3087066,-0.0745842
85,-0.41349944,-0.89683634,"('insignificant', 'prestigious')",-0.4134994,-0.8968363,-0.4833369
86,0.52161264,0.48150557,"('uninfluential', 'influential')",0.5216126,0.4815056,-0.040107
87,-0.091786124,-0.17755806,"('unsuccessful', 'successful')",-0.0917861,-0.1775581,-0.085772
88,-0.06558703,-0.1085801,"('low', 'eminent')",-0.065587,-0.1085801,-0.0429931
