,aquifer_male,aquifer_female,tuple,average_male,average_female,female-male
48,-0.3287103,-0.31636652,"('unintelligent', 'intelligent')",-0.3287103,-0.3163665,0.0123438
49,-0.3190931,-0.16836376,"('unable', 'able')",-0.3190931,-0.1683638,0.1507293
50,-0.07716261,-0.15020049,"('clumsy', 'skillful')",-0.0771626,-0.1502005,-0.0730379
51,-1.0940324,-1.0706573,"('uneducated', 'educated')",-1.0940324,-1.0706573,0.0233751
52,0.1783847,-0.0028187484,"('irrational', 'rational')",0.1783847,-0.0028187,-0.1812034
53,-1.3789296,-1.4629114,"('uncreative', 'creative')",-1.3789296,-1.4629114,-0.0839818
54,-0.23156875,-0.39891267,"('incapable', 'capable')",-0.2315688,-0.3989127,-0.1673439
55,-0.31864893,-0.19319883,"('incompetent', 'clever')",-0.3186489,-0.1931988,0.1254501
56,-0.42987588,-0.36561435,"('impractical', 'practical')",-0.4298759,-0.3656144,0.0642615
57,-1.6327442,-1.75859,"('unimaginative', 'imaginative')",-1.6327442,-1.75859,-0.1258458
58,-0.5708635,-0.5797016,"('undiscriminating', 'discriminating')",-0.5708635,-0.5797016,-0.0088381
59,1.0333121,1.0277684,"('foolish', 'wise')",1.0333121,1.0277684,-0.0055437
60,-0.94782877,-0.7946045,"('inefficient', 'efficient')",-0.9478288,-0.7946045,0.1532243
61,-0.31859282,-0.4158175,"('illogical', 'logical')",-0.3185928,-0.4158175,-0.0972247
62,-0.076237336,0.0791209,"('incompetent', 'brilliant')",-0.0762373,0.0791209,0.1553582
63,-0.7388722,-0.7045891,"('unperceptive', 'insightful')",-0.7388722,-0.7045891,0.0342831
64,-1.2057967,-1.1232196,"('shy', 'confident')",-1.2057967,-1.1232196,0.0825771
65,-0.82214636,-0.78946203,"('insecure', 'secure')",-0.8221464,-0.789462,0.0326844
66,-0.2189807,-0.3486234,"('inactive', 'active')",-0.2189807,-0.3486234,-0.1296427
67,-0.07167646,-0.10226524,"('doubtful', 'determined')",-0.0716765,-0.1022652,-0.0305887
68,-0.6407783,-0.48755434,"('dependent', 'independent')",-0.6407783,-0.4875543,0.153224
69,0.92233145,0.9392459,"('lazy', 'industrious')",0.9223315,0.9392459,0.0169144
70,-0.99419934,-0.9945078,"('lethargic', 'energetic')",-0.9941993,-0.9945078,-0.0003085
71,0.25842562,0.31410867,"('diffident', 'self-confident')",0.2584256,0.3141087,0.0556831
72,-0.39822298,-0.4834338,"('unambitious', 'ambitious')",-0.398223,-0.4834338,-0.0852108
73,0.39165235,0.36746982,"('helpless', 'self-reliant')",0.3916523,0.3674698,-0.0241825
74,-0.25663868,-0.3359322,"('undedicated', 'dedicated')",-0.2566387,-0.3359322,-0.0792935
75,-0.2988349,-0.32227033,"('meek', 'impulsive')",-0.2988349,-0.3222703,-0.0234354
76,-0.11803468,-0.11134312,"('anxious', 'daring')",-0.1180347,-0.1113431,0.0066916
77,-0.9861807,-0.7970973,"('unmotivated', 'motivated')",-0.9861807,-0.7970973,0.1890834
78,-0.83124167,-0.7468688,"('nonresilient', 'resilient')",-0.8312417,-0.7468688,0.0843729
79,-0.5448213,-0.6876887,"('wavering', 'unwavering')",-0.5448213,-0.6876887,-0.1428674
80,0.17938052,0.29117647,"('dominated', 'dominating')",0.1793805,0.2911765,0.111796
81,-0.4616813,-0.40977392,"('submissive', 'aggressive')",-0.4616813,-0.4097739,0.0519074
82,1.1482809,1.1626725,"('poor', 'rich')",1.1482809,1.1626725,0.0143916
83,-0.57222754,-0.6009955,"('powerless', 'powerful')",-0.5722275,-0.6009955,-0.028768
84,0.16048852,0.24204266,"('inferior', 'superior')",0.1604885,0.2420427,0.0815542
85,0.67412853,0.48257634,"('insignificant', 'prestigious')",0.6741285,0.4825763,-0.1915522
86,-1.3382831,-1.4724364,"('uninfluential', 'influential')",-1.3382831,-1.4724364,-0.1341533
87,0.83907175,0.8188197,"('unsuccessful', 'successful')",0.8390718,0.8188197,-0.0202521
88,-0.39390558,-0.53385377,"('low', 'eminent')",-0.3939056,-0.5338538,-0.1399482
