,travel_male,travel_female,tuple,&_male,&_female,leisure_male,leisure_female,co_male,co_female,average_male,average_female,female-male
0,1.0308232,0.8806897,"('unsociable', 'sociable')",0.078958794,0.114405826,1.3171977,1.1963637,0.16907053,0.06997602,0.6490125,0.5653588,-0.0836537
1,1.5234987,1.4683812,"('unfriendly', 'friendly')",0.43034256,0.28874376,1.2971008,1.1787559,1.7558868,1.6654832,1.2517072,1.150341,-0.1013662
2,1.2404661,1.3179337,"('unlikable', 'likable')",1.5124555,1.5811827,1.2720511,1.3578912,0.9389629,1.0981672,1.240984,1.3387938,0.0978098
3,-0.5291669,-0.4499105,"('repellent', 'pleasant')",-0.5968108,-0.44776103,-1.0560851,-0.94836974,0.21199034,0.25586325,-0.4925181,-0.3975445,0.0949736
4,0.6492302,0.6668469,"('disliked', 'liked')",0.77872545,0.6425955,2.0009067,2.0737836,-6.572743,-6.4432635,-0.7859702,-0.7650094,0.0209608
5,0.87891,0.94151473,"('distant', 'outgoing')",0.93182975,0.9909657,1.6663933,1.667395,-0.19700947,-0.10808808,0.8200309,0.8729469,0.052916
6,0.35233313,0.4494205,"('distant', 'open')",0.7772217,0.8358879,0.83559644,0.8491384,-0.03635226,0.0014347732,0.4821997,0.5339704,0.0517707
7,0.14283805,0.18597203,"('insensitive', 'sensitive')",0.74784714,0.7582617,0.018341875,0.020647265,0.0645251,0.13451242,0.2433881,0.2748483,0.0314602
8,0.6124796,0.5401967,"('unaffectionate', 'affectionate')",-0.6545783,-0.7703878,1.4050714,1.2729883,0.7923303,0.58469003,0.5388258,0.4068718,-0.131954
9,1.136418,1.1019766,"('unaffectionate', 'caring')",-0.26960784,-0.40805057,1.4909886,1.417204,1.0799205,1.0172421,0.8594298,0.782093,-0.0773368
10,-0.48842832,-0.47078538,"('unsympathetic', 'sympathetic')",-1.1597834,-1.1299284,-1.2980616,-1.3404841,-0.15059978,-0.1867983,-0.7742183,-0.7819991,-0.0077808
11,0.49586076,0.47279647,"('unhelpful', 'helpful')",0.3803633,0.5145103,1.0586727,1.0611477,2.1490552,2.2495494,1.020988,1.0745009,0.0535129
12,1.0718191,1.2281994,"('unsupportive', 'supportive')",0.6109378,0.7684619,1.4197911,1.5091997,-1.8259194,-1.6882832,0.3191572,0.4543944,0.1352372
13,0.050212815,0.121825114,"('impolite', 'polite')",-0.39565358,-0.2945498,0.23895031,0.25168282,0.079071134,0.11936268,-0.0068548,0.0495802,0.056435
14,1.4252648,1.3728579,"('antisocial', 'social')",0.70776623,0.70241165,1.5429245,1.5345241,0.026299259,-0.012493264,0.9255638,0.8993251,-0.0262387
15,0.1222934,0.03796251,"('boring', 'funny')",0.3659372,0.2576734,0.8675717,0.7937042,0.3374868,0.38206166,0.4233223,0.3678505,-0.0554718
16,0.8241575,0.89168537,"('unpopular', 'popular')",0.081796885,0.0394518,1.9428434,2.0297103,0.02126038,0.094617546,0.7175145,0.7638662,0.0463517
