,bestseller_male,bestseller_female,tuple,average_male,average_female,female-male
0,0.071926706,0.090070724,"('unsociable', 'sociable')",0.0719267,0.0900707,0.018144
1,0.28005323,0.1520359,"('unfriendly', 'friendly')",0.2800532,0.1520359,-0.1280173
2,-0.1511733,-0.10373674,"('unlikable', 'likable')",-0.1511733,-0.1037367,0.0474366
3,1.0417643,1.1087506,"('repellent', 'pleasant')",1.0417643,1.1087506,0.0669863
4,-7.548752,-7.6838207,"('disliked', 'liked')",-7.5487518,-7.6838207,-0.1350689
5,-1.2439518,-1.3281319,"('distant', 'outgoing')",-1.2439518,-1.3281319,-0.0841801
6,-0.75055623,-0.88269496,"('distant', 'open')",-0.7505562,-0.882695,-0.1321388
7,0.94565475,1.0081613,"('insensitive', 'sensitive')",0.9456547,1.0081613,0.0625066
8,0.5271205,0.36530995,"('unaffectionate', 'affectionate')",0.5271205,0.36531,-0.1618105
9,0.8886094,0.860656,"('unaffectionate', 'caring')",0.8886094,0.860656,-0.0279534
10,1.5914186,1.6501918,"('unsympathetic', 'sympathetic')",1.5914186,1.6501918,0.0587732
11,1.1384455,1.1898549,"('unhelpful', 'helpful')",1.1384455,1.1898549,0.0514094
12,-1.7634025,-1.7914077,"('unsupportive', 'supportive')",-1.7634025,-1.7914077,-0.0280052
13,0.034050256,0.0632309,"('impolite', 'polite')",0.0340503,0.0632309,0.0291806
14,0.66270137,0.6839572,"('antisocial', 'social')",0.6627014,0.6839572,0.0212558
15,-0.25380644,-0.36174214,"('boring', 'funny')",-0.2538064,-0.3617421,-0.1079357
16,-0.92217606,-0.89526767,"('unpopular', 'popular')",-0.9221761,-0.8952677,0.0269084
17,-0.710548,-0.64614624,"('nasty', 'nice')",-0.710548,-0.6461462,0.0644018
18,-0.47278172,-0.5796832,"('disagreeable', 'welcoming')",-0.4727817,-0.5796832,-0.1069015
19,-1.1877602,-1.2589428,"('inhospitable', 'hospitable')",-1.1877602,-1.2589428,-0.0711826
20,1.1433231,1.1200086,"('rough', 'thoughtful')",1.1433231,1.1200086,-0.0233145
21,0.18336096,0.3074734,"('immoral', 'moral')",0.183361,0.3074734,0.1241124
22,-0.004268918,0.0028670728,"('untrustworthy', 'trustworthy')",-0.0042689,0.0028671,0.007136
23,6.142437,6.203304,"('insincere', 'sincere')",6.142437,6.2033038,0.0608668
24,1.5212708,1.4175189,"('dishonest', 'honest')",1.5212708,1.4175189,-0.1037519
25,0.40051398,0.28271383,"('egoistic', 'altruistic')",0.400514,0.2827138,-0.1178002
26,0.49730957,0.39094988,"('hardhearted', 'benevolent')",0.4973096,0.3909499,-0.1063597
27,1.378453,1.16333,"('hardhearted', 'softhearted')",1.378453,1.16333,-0.215123
28,0.67202777,0.61300486,"('disloyal', 'loyal')",0.6720278,0.6130049,-0.0590229
29,-0.80378985,-0.8943867,"('unfair', 'fair')",-0.8037899,-0.8943867,-0.0905968
30,1.0740957,1.0890498,"('intolerant', 'tolerant')",1.0740957,1.0890498,0.0149541
31,-2.0951188,-2.1431417,"('evil', 'good')",-2.0951188,-2.1431417,-0.0480229
32,0.816015,0.765923,"('unkind', 'kind')",0.816015,0.765923,-0.050092
33,-0.75355077,-0.78580755,"('wrong', 'right')",-0.7535508,-0.7858075,-0.0322567
34,4.2314134,4.3435936,"('mean', 'honorable')",4.2314134,4.3435936,0.1121802
35,-1.0000674,-1.209346,"('corrupt', 'incorrupt')",-1.0000674,-1.2093461,-0.2092787
36,-1.2902168,-1.41438,"('hostile', 'amicable')",-1.2902168,-1.41438,-0.1241632
37,0.86792576,0.8317563,"('fake', 'genuine')",0.8679258,0.8317563,-0.0361695
38,-0.6975372,-0.6505195,"('untruthful', 'truthful')",-0.6975372,-0.6505195,0.0470177
39,0.6990289,0.69247526,"('exploitative', 'cooperative')",0.6990289,0.6924753,-0.0065536
40,-1.3840678,-1.5667485,"('stingy', 'generous')",-1.3840678,-1.5667485,-0.1826807
41,0.09572578,0.043501217,"('unforgiving', 'forgiving')",0.0957258,0.0435012,-0.0522246
42,-1.9440577,-2.0020409,"('unreliable', 'reliable')",-1.9440577,-2.0020409,-0.0579832
43,1.2099172,1.2346475,"('irresponsible', 'responsible')",1.2099172,1.2346475,0.0247303
44,-0.5497949,-0.53483623,"('prejudiced', 'unprejudiced')",-0.5497949,-0.5348362,0.0149587
45,0.037278254,0.057476684,"('incompetent', 'competent')",0.0372783,0.0574767,0.0201984
46,-0.14917777,-0.13640502,"('uncompetitive', 'competitive')",-0.1491778,-0.136405,0.0127728
47,5.1209764,5.2592416,"('stupid', 'smart')",5.1209764,5.2592416,0.1382652
48,0.32325205,0.31076667,"('unintelligent', 'intelligent')",0.3232521,0.3107667,-0.0124854
49,-0.116098166,-0.12489334,"('unable', 'able')",-0.1160982,-0.1248933,-0.0087951
50,-0.76021564,-0.828513,"('clumsy', 'skillful')",-0.7602156,-0.828513,-0.0682974
51,0.5869561,0.5448354,"('uneducated', 'educated')",0.5869561,0.5448354,-0.0421207
52,-1.0663574,-1.2122742,"('irrational', 'rational')",-1.0663574,-1.2122742,-0.1459168
53,-0.5234958,-0.5841186,"('uncreative', 'creative')",-0.5234958,-0.5841186,-0.0606228
54,0.7760708,0.81266946,"('incapable', 'capable')",0.7760708,0.8126695,0.0365987
55,1.1008413,1.1784003,"('incompetent', 'clever')",1.1008413,1.1784003,0.077559
56,0.677407,0.6984932,"('impractical', 'practical')",0.677407,0.6984932,0.0210862
57,-2.4982781,-2.4799225,"('unimaginative', 'imaginative')",-2.4982781,-2.4799225,0.0183556
58,-0.19760722,-0.23529886,"('undiscriminating', 'discriminating')",-0.1976072,-0.2352989,-0.0376917
59,-0.644964,-0.696865,"('foolish', 'wise')",-0.644964,-0.696865,-0.051901
60,1.0670658,1.2235296,"('inefficient', 'efficient')",1.0670658,1.2235296,0.1564638
61,0.19135912,0.06980415,"('illogical', 'logical')",0.1913591,0.0698041,-0.121555
62,0.61592317,0.7566276,"('incompetent', 'brilliant')",0.6159232,0.7566276,0.1407044
63,0.09186284,0.12836173,"('unperceptive', 'insightful')",0.0918628,0.1283617,0.0364989
64,-5.4752126,-5.436559,"('shy', 'confident')",-5.4752126,-5.4365592,0.0386534
65,0.6452823,0.7331965,"('insecure', 'secure')",0.6452823,0.7331965,0.0879142
66,-0.2581028,-0.32513252,"('inactive', 'active')",-0.2581028,-0.3251325,-0.0670297
67,-0.3010143,-0.2141056,"('doubtful', 'determined')",-0.3010143,-0.2141056,0.0869087
68,-0.6268612,-0.6800739,"('dependent', 'independent')",-0.6268612,-0.6800739,-0.0532127
69,-2.3917546,-2.455121,"('lazy', 'industrious')",-2.3917546,-2.455121,-0.0633664
70,1.6835728,1.7087829,"('lethargic', 'energetic')",1.6835728,1.7087829,0.0252101
71,0.3615743,0.3389322,"('diffident', 'self-confident')",0.3615743,0.3389322,-0.0226421
72,0.87723523,0.99525267,"('unambitious', 'ambitious')",0.8772352,0.9952527,0.1180175
73,-3.0426683,-3.0687146,"('helpless', 'self-reliant')",-3.0426683,-3.0687146,-0.0260463
74,0.048565213,-0.08038065,"('undedicated', 'dedicated')",0.0485652,-0.0803806,-0.1289458
75,-0.99440277,-0.9030998,"('meek', 'impulsive')",-0.9944028,-0.9030998,0.091303
76,1.1391906,1.1856143,"('anxious', 'daring')",1.1391906,1.1856143,0.0464237
77,-1.0724446,-0.86480075,"('unmotivated', 'motivated')",-1.0724446,-0.8648008,0.2076438
78,-0.6305671,-0.6600571,"('nonresilient', 'resilient')",-0.6305671,-0.6600571,-0.02949
79,-0.74768096,-0.7941752,"('wavering', 'unwavering')",-0.747681,-0.7941752,-0.0464942
80,0.27137032,0.27569422,"('dominated', 'dominating')",0.2713703,0.2756942,0.0043239
81,0.5957048,0.73305315,"('submissive', 'aggressive')",0.5957048,0.7330531,0.1373483
82,6.0404115,6.1659317,"('poor', 'rich')",6.0404115,6.1659317,0.1255202
83,-0.210553,-0.18068856,"('powerless', 'powerful')",-0.210553,-0.1806886,0.0298644
84,0.4964665,0.4643565,"('inferior', 'superior')",0.4964665,0.4643565,-0.03211
85,-1.0471156,-1.2058417,"('insignificant', 'prestigious')",-1.0471156,-1.2058417,-0.1587261
86,0.42383862,0.40989673,"('uninfluential', 'influential')",0.4238386,0.4098967,-0.0139419
87,-0.6947391,-0.6223996,"('unsuccessful', 'successful')",-0.6947391,-0.6223996,0.0723395
88,0.40531176,0.39594588,"('low', 'eminent')",0.4053118,0.3959459,-0.0093659
