,plover_male,plover_female,tuple,average_male,average_female,female-male
0,-0.34119704,-0.5502663,"('unsociable', 'sociable')",-0.341197,-0.5502663,-0.2090693
1,-1.554864,-1.6582059,"('unfriendly', 'friendly')",-1.554864,-1.6582059,-0.1033419
2,0.33763528,0.34838682,"('unlikable', 'likable')",0.3376353,0.3483868,0.0107515
3,-0.1262678,-0.06335663,"('repellent', 'pleasant')",-0.1262678,-0.0633566,0.0629112
4,-2.791562,-2.7688656,"('disliked', 'liked')",-2.7915621,-2.7688656,0.0226965
5,-2.0836883,-2.0754783,"('distant', 'outgoing')",-2.0836883,-2.0754783,0.00821
6,-2.1307275,-2.1144645,"('distant', 'open')",-2.1307275,-2.1144645,0.016263
7,-0.055760846,-0.061192736,"('insensitive', 'sensitive')",-0.0557608,-0.0611927,-0.0054319
8,-0.69855225,-0.7468132,"('unaffectionate', 'affectionate')",-0.6985523,-0.7468132,-0.0482609
9,-0.8317903,-0.8586664,"('unaffectionate', 'caring')",-0.8317903,-0.8586664,-0.0268761
10,-0.4461662,-0.4478192,"('unsympathetic', 'sympathetic')",-0.4461662,-0.4478192,-0.001653
11,0.94427866,0.8876293,"('unhelpful', 'helpful')",0.9442787,0.8876293,-0.0566494
12,-1.591122,-1.4924845,"('unsupportive', 'supportive')",-1.591122,-1.4924845,0.0986375
13,0.46705312,0.27481022,"('impolite', 'polite')",0.4670531,0.2748102,-0.1922429
14,0.5973712,0.4881382,"('antisocial', 'social')",0.5973712,0.4881382,-0.109233
15,0.3658663,0.16157411,"('boring', 'funny')",0.3658663,0.1615741,-0.2042922
16,-0.6081276,-0.6955874,"('unpopular', 'popular')",-0.6081276,-0.6955874,-0.0874598
17,-0.35481492,-0.3164197,"('nasty', 'nice')",-0.3548149,-0.3164197,0.0383952
18,-0.6599012,-0.6792477,"('disagreeable', 'welcoming')",-0.6599012,-0.6792477,-0.0193465
19,-1.8168248,-1.8343419,"('inhospitable', 'hospitable')",-1.8168248,-1.8343419,-0.0175171
20,0.23290457,0.28055358,"('rough', 'thoughtful')",0.2329046,0.2805536,0.047649
21,0.44996265,0.4776369,"('immoral', 'moral')",0.4499626,0.4776369,0.0276743
22,0.46138912,0.37064302,"('untrustworthy', 'trustworthy')",0.4613891,0.370643,-0.0907461
23,2.7130792,2.6200776,"('insincere', 'sincere')",2.7130792,2.6200776,-0.0930016
24,0.28285944,0.17980288,"('dishonest', 'honest')",0.2828594,0.1798029,-0.1030565
25,-0.37895045,-0.5301269,"('egoistic', 'altruistic')",-0.3789504,-0.5301269,-0.1511765
26,-0.33619088,-0.49639374,"('hardhearted', 'benevolent')",-0.3361909,-0.4963937,-0.1602028
27,-0.24464822,-0.33896232,"('hardhearted', 'softhearted')",-0.2446482,-0.3389623,-0.0943141
28,0.23726815,0.2580544,"('disloyal', 'loyal')",0.2372681,0.2580544,0.0207863
29,-0.61594564,-0.5611643,"('unfair', 'fair')",-0.6159456,-0.5611643,0.0547813
30,1.4122342,1.2931054,"('intolerant', 'tolerant')",1.4122342,1.2931054,-0.1191288
31,-2.143679,-1.9902805,"('evil', 'good')",-2.1436789,-1.9902805,0.1533984
32,0.29000968,0.05492958,"('unkind', 'kind')",0.2900097,0.0549296,-0.2350801
33,-0.35365412,-0.46919158,"('wrong', 'right')",-0.3536541,-0.4691916,-0.1155375
34,1.3749247,1.5077428,"('mean', 'honorable')",1.3749247,1.5077428,0.1328181
35,-0.6609084,-0.7888292,"('corrupt', 'incorrupt')",-0.6609084,-0.7888292,-0.1279208
36,-1.610473,-1.5508814,"('hostile', 'amicable')",-1.610473,-1.5508814,0.0595916
37,0.3697376,0.40321016,"('fake', 'genuine')",0.3697376,0.4032102,0.0334726
38,-0.044418037,-0.06008193,"('untruthful', 'truthful')",-0.044418,-0.0600819,-0.0156639
39,0.9983211,0.9775917,"('exploitative', 'cooperative')",0.9983211,0.9775917,-0.0207294
40,-1.6280267,-1.6325389,"('stingy', 'generous')",-1.6280267,-1.6325389,-0.0045122
41,0.63396084,0.7688354,"('unforgiving', 'forgiving')",0.6339608,0.7688354,0.1348746
42,-0.67571026,-0.7064119,"('unreliable', 'reliable')",-0.6757103,-0.7064119,-0.0307016
43,-0.15709056,-0.2959273,"('irresponsible', 'responsible')",-0.1570906,-0.2959273,-0.1388367
44,0.2606641,0.16726314,"('prejudiced', 'unprejudiced')",0.2606641,0.1672631,-0.093401
45,-0.10316281,0.048320375,"('incompetent', 'competent')",-0.1031628,0.0483204,0.1514832
46,-0.19197369,-0.16057016,"('uncompetitive', 'competitive')",-0.1919737,-0.1605702,0.0314035
47,1.9979063,2.0391495,"('stupid', 'smart')",1.9979063,2.0391495,0.0412432
48,0.026942275,0.121212795,"('unintelligent', 'intelligent')",0.0269423,0.1212128,0.0942705
49,-0.07668879,0.17249545,"('unable', 'able')",-0.0766888,0.1724955,0.2491843
50,-0.36047843,-0.2885267,"('clumsy', 'skillful')",-0.3604784,-0.2885267,0.0719517
51,-0.0446167,-0.1706711,"('uneducated', 'educated')",-0.0446167,-0.1706711,-0.1260544
52,-1.0567889,-1.1529652,"('irrational', 'rational')",-1.0567889,-1.1529652,-0.0961763
53,-1.4938561,-1.6049697,"('uncreative', 'creative')",-1.4938561,-1.6049697,-0.1111136
54,-0.42829588,-0.5236758,"('incapable', 'capable')",-0.4282959,-0.5236758,-0.0953799
55,0.6622563,0.7065199,"('incompetent', 'clever')",0.6622563,0.7065199,0.0442636
56,1.5054581,1.3808522,"('impractical', 'practical')",1.5054581,1.3808522,-0.1246059
57,-1.428761,-1.5163087,"('unimaginative', 'imaginative')",-1.428761,-1.5163087,-0.0875477
58,-0.58790755,-0.454587,"('undiscriminating', 'discriminating')",-0.5879076,-0.454587,0.1333206
59,-0.31997174,-0.27458397,"('foolish', 'wise')",-0.3199717,-0.274584,0.0453877
60,1.3021443,1.32826,"('inefficient', 'efficient')",1.3021443,1.3282599,0.0261156
61,-0.49162945,-0.61752945,"('illogical', 'logical')",-0.4916295,-0.6175295,-0.1259
62,1.126393,1.2868747,"('incompetent', 'brilliant')",1.126393,1.2868747,0.1604817
63,-0.24743685,-0.1380111,"('unperceptive', 'insightful')",-0.2474369,-0.1380111,0.1094258
64,-2.3289278,-2.3700068,"('shy', 'confident')",-2.3289278,-2.3700068,-0.041079
65,0.88483363,0.75158036,"('insecure', 'secure')",0.8848336,0.7515804,-0.1332532
66,-1.8960063,-1.9432837,"('inactive', 'active')",-1.8960063,-1.9432837,-0.0472774
67,0.53202885,0.5382789,"('doubtful', 'determined')",0.5320289,0.5382789,0.00625
68,-0.35627496,-0.26662594,"('dependent', 'independent')",-0.356275,-0.2666259,0.0896491
69,-1.2837793,-1.3064511,"('lazy', 'industrious')",-1.2837793,-1.3064511,-0.0226718
70,0.11600694,0.06263103,"('lethargic', 'energetic')",0.1160069,0.062631,-0.0533759
71,-0.5842986,-0.64138716,"('diffident', 'self-confident')",-0.5842986,-0.6413872,-0.0570886
72,-0.62492245,-0.5690263,"('unambitious', 'ambitious')",-0.6249225,-0.5690263,0.0558962
73,-1.1766115,-1.2388077,"('helpless', 'self-reliant')",-1.1766115,-1.2388077,-0.0621962
74,-0.2572485,-0.2549527,"('undedicated', 'dedicated')",-0.2572485,-0.2549527,0.0022958
75,-0.6779762,-0.60490894,"('meek', 'impulsive')",-0.6779762,-0.6049089,0.0730673
76,0.73170316,0.7538559,"('anxious', 'daring')",0.7317032,0.7538559,0.0221527
77,-0.85395443,-0.74094266,"('unmotivated', 'motivated')",-0.8539544,-0.7409427,0.1130117
78,-0.96320754,-0.8841961,"('nonresilient', 'resilient')",-0.9632075,-0.8841961,0.0790114
79,-1.4316975,-1.4647014,"('wavering', 'unwavering')",-1.4316975,-1.4647014,-0.0330039
80,0.9156031,0.8355356,"('dominated', 'dominating')",0.9156031,0.8355356,-0.0800675
81,0.6930269,0.6253746,"('submissive', 'aggressive')",0.6930269,0.6253746,-0.0676523
82,2.0386808,1.93641,"('poor', 'rich')",2.0386808,1.93641,-0.1022708
83,-0.34908742,-0.33419782,"('powerless', 'powerful')",-0.3490874,-0.3341978,0.0148896
84,0.014641264,0.068546966,"('inferior', 'superior')",0.0146413,0.068547,0.0539057
85,-1.950022,-2.0121925,"('insignificant', 'prestigious')",-1.950022,-2.0121925,-0.0621705
86,-1.1250983,-1.2112147,"('uninfluential', 'influential')",-1.1250983,-1.2112147,-0.0861164
87,-0.26684585,-0.41105944,"('unsuccessful', 'successful')",-0.2668459,-0.4110594,-0.1442135
88,-0.5845251,-0.7806468,"('low', 'eminent')",-0.5845251,-0.7806468,-0.1961217
