,hewlett_male,hewlett_female,tuple,packard_male,packard_female,enterprise_male,enterprise_female,co_male,co_female,average_male,average_female,female-male
0,-3.8476086,-3.9453425,"('unsociable', 'sociable')",-0.49022484,-0.61492604,0.065649524,-0.06120234,-0.02262324,-0.10703163,-1.0737017,-1.1821257,-0.108424
1,-1.1214924,-1.4115177,"('unfriendly', 'friendly')",1.4850423,1.2141426,-0.34479052,-0.66531587,1.9090483,1.772101,0.481952,0.2273525,-0.2545995
2,0.18788035,0.19576213,"('unlikable', 'likable')",0.3186566,0.35396734,0.91932267,0.97905034,0.5797289,0.7380126,0.5013971,0.5666981,0.065301
3,-1.4598509,-1.5586193,"('repellent', 'pleasant')",-1.7027458,-1.6579833,0.089913435,0.07119377,0.5979043,0.69412154,-0.6186948,-0.6128218,0.005873
4,1.5574632,1.4803739,"('disliked', 'liked')",-0.4793811,-0.52008605,-0.24933344,-0.26446292,-7.06088,-7.0804377,-1.5580329,-1.5961533,-0.0381204
5,2.5670469,2.607965,"('distant', 'outgoing')",0.8106224,0.81898415,-0.16430047,-0.06634833,-0.12664226,-0.00947088,0.7716817,0.8377824,0.0661007
6,2.6579287,2.7091286,"('distant', 'open')",0.81446016,0.82283986,-0.4578144,-0.39682195,0.1465882,0.26894337,0.7902906,0.8510225,0.0607319
7,-2.6902916,-2.8071752,"('insensitive', 'sensitive')",-0.27249038,-0.2801665,0.17649302,0.17429698,0.32660604,0.3146368,-0.6149207,-0.6496021,-0.0346814
8,-0.18822664,-0.18885136,"('unaffectionate', 'affectionate')",1.6504084,1.6009315,0.15395172,0.053234056,1.029506,0.9260908,0.6614099,0.5978513,-0.0635586
9,-1.0463101,-1.1027313,"('unaffectionate', 'caring')",1.3609163,1.2881616,0.48827782,0.41847616,1.446073,1.3642176,0.5622393,0.492031,-0.0702083
10,-5.756036,-5.8152165,"('unsympathetic', 'sympathetic')",-1.221245,-1.2314297,-0.5858763,-0.61793375,-0.27892807,-0.27219808,-1.9605213,-1.9841945,-0.0236732
11,-2.6651201,-2.618938,"('unhelpful', 'helpful')",0.012226826,-0.010660121,0.028043281,0.030912317,1.9952755,2.0142832,-0.1573936,-0.1461006,0.011293
12,-1.8557582,-1.7854081,"('unsupportive', 'supportive')",0.47249293,0.56686866,0.19919108,0.30652732,-1.9126568,-1.8662418,-0.7741827,-0.6945635,0.0796192
13,-3.2502806,-3.2939441,"('impolite', 'polite')",-0.85116976,-0.8888343,0.6010023,0.6716976,-0.21411669,-0.22822121,-0.9286412,-0.9348255,-0.0061843
14,-2.7245939,-2.8352988,"('antisocial', 'social')",-0.033759683,-0.09730297,2.0840166,2.1157784,0.026394613,-0.09178737,-0.1619856,-0.2271526,-0.065167
15,0.74420077,0.70014197,"('boring', 'funny')",0.54940456,0.4065786,0.40117842,0.34617376,0.51555246,0.54498506,0.5525841,0.4994698,-0.0531143
16,0.81225467,0.81238407,"('unpopular', 'popular')",-0.8048255,-0.8889665,-0.7081291,-0.7818388,-0.04609178,-0.05614323,-0.1866979,-0.2286411,-0.0419432
17,0.31072086,0.37995794,"('nasty', 'nice')",-0.8329482,-0.8735188,-0.53557813,-0.4612801,-0.07366969,-0.037307024,-0.2828688,-0.248037,0.0348318
18,0.6334842,0.6424454,"('disagreeable', 'welcoming')",1.220238,1.3026851,-0.08778728,-0.074671656,-0.5209796,-0.48386717,0.3112388,0.3466479,0.0354091
19,1.3369143,1.4471649,"('inhospitable', 'hospitable')",0.9613973,0.9837248,-0.45778206,-0.5007577,0.0042396747,0.093015194,0.4611923,0.5057868,0.0445945
20,-0.8709528,-0.90248334,"('rough', 'thoughtful')",-0.036750652,-0.09745826,0.46611643,0.4713291,0.6285531,0.55151445,0.0467415,0.0057255,-0.041016
21,-3.4013305,-3.5009391,"('immoral', 'moral')",-1.7187293,-1.794221,0.18565568,0.0894679,-0.85998714,-0.80324876,-1.4485979,-1.5022353,-0.0536374
22,-1.6610309,-1.7787824,"('untrustworthy', 'trustworthy')",-0.6407767,-0.7488959,-0.57201046,-0.714245,-0.5674351,-0.62261736,-0.8603133,-0.9661351,-0.1058218
23,-3.0699375,-3.1759527,"('insincere', 'sincere')",0.4472197,0.4136952,-0.795572,-0.8759162,5.779857,5.700117,0.5903918,0.5154858,-0.074906
24,-2.564234,-2.611406,"('dishonest', 'honest')",-0.744089,-0.76911175,-0.53983796,-0.5065503,0.77059555,0.7049592,-0.7693913,-0.7955273,-0.026136
25,1.3212945,1.2236109,"('egoistic', 'altruistic')",1.1749923,1.1007348,0.64955705,0.54449886,1.7836144,1.6908529,1.2323647,1.1399243,-0.0924404
26,0.21296404,0.035219576,"('hardhearted', 'benevolent')",1.3744295,1.2377033,1.6858873,1.5861957,1.8970586,1.7365677,1.2925849,1.1489215,-0.1436634
27,-0.45618385,-0.5355908,"('hardhearted', 'softhearted')",-0.08874111,-0.1401621,-1.1208404,-1.1523774,1.3228476,1.218049,-0.0857294,-0.1525203,-0.0667909
28,-3.033116,-3.1837628,"('disloyal', 'loyal')",-1.0718956,-1.2433019,-0.53060365,-0.6511482,0.9721877,0.76681507,-0.9158569,-1.0778495,-0.1619926
29,0.49383566,0.39970958,"('unfair', 'fair')",0.41460386,0.29096144,-1.7509458,-1.7115597,-0.49098313,-0.61536646,-0.3333724,-0.4090638,-0.0756914
30,-2.9858341,-3.0390677,"('intolerant', 'tolerant')",-0.157655,-0.12361046,0.9166641,0.93628186,0.3668788,0.4273486,-0.4649866,-0.4497619,0.0152247
31,2.333351,2.2685835,"('evil', 'good')",0.4281236,0.3084763,-1.1698415,-1.2236933,-0.6639288,-0.70131594,0.2319261,0.1630126,-0.0689135
32,-2.1041133,-2.1409578,"('unkind', 'kind')",-0.14041357,-0.21244703,-0.0109802745,-0.075565465,1.1374552,0.9457356,-0.279513,-0.3708087,-0.0912957
33,1.6214983,1.6043777,"('wrong', 'right')",1.3220189,1.275739,0.81948966,0.86399513,-0.19086199,-0.2948993,0.8930362,0.8623031,-0.0307331
34,-0.7281602,-0.6411839,"('mean', 'honorable')",-0.19499093,-0.07731655,0.39261183,0.3929052,5.2882304,5.4519553,1.1894228,1.28159,0.0921672
35,4.136889,4.0649633,"('corrupt', 'incorrupt')",0.8419038,0.70142585,-0.73111314,-0.75419855,-0.24097446,-0.36640084,1.0016763,0.9114475,-0.0902288
36,2.6020772,2.488346,"('hostile', 'amicable')",0.65539056,0.536305,-0.28114194,-0.5199576,0.3766404,0.23313911,0.8382415,0.6844581,-0.1537834
37,-1.4201119,-1.331392,"('fake', 'genuine')",0.23518725,0.23839435,0.020338712,0.03980234,0.41803497,0.39120018,-0.1866377,-0.1654988,0.0211389
38,-1.1920414,-1.1913304,"('untruthful', 'truthful')",0.16794798,0.22167188,-0.49956048,-0.4353612,-0.12949999,-0.084856205,-0.4132885,-0.372469,0.0408195
39,-0.047546133,-0.027799334,"('exploitative', 'cooperative')",1.6322378,1.6945109,1.1267203,1.263176,0.890973,0.87238723,0.9005963,0.9505687,0.0499724
40,0.38640863,0.3208044,"('stingy', 'generous')",-0.120009735,-0.14103372,-0.41458243,-0.3601337,-2.1348224,-2.1624885,-0.5707515,-0.5857129,-0.0149614
41,-1.7715936,-1.9211413,"('unforgiving', 'forgiving')",-0.32666025,-0.4295178,-0.7562172,-0.9054601,0.46428478,0.40916348,-0.5975466,-0.7117389,-0.1141923
42,-1.9201956,-1.7077429,"('unreliable', 'reliable')",-1.6090094,-1.4572278,-1.4755272,-1.1936343,-3.3176103,-3.2091138,-2.0805855,-1.8919299,0.1886556
43,-3.7603517,-3.6898477,"('irresponsible', 'responsible')",0.020515732,0.08546692,-1.4115267,-1.2944796,0.24235679,0.3321705,-1.2272514,-1.1416725,0.0855789
