,dominos_male,dominos_female,tuple,pizza_male,pizza_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.65490186,-0.78547573,"('unsociable', 'sociable')",1.5327986,1.4982877,-0.6023324,-0.7241673,0.0918548,-0.0037851,-0.0956399
1,0.65952575,0.51524955,"('unfriendly', 'friendly')",0.97269243,0.8820491,2.5537167,2.4382493,1.3953117,1.278516,-0.1167957
2,0.63824654,0.7214596,"('unlikable', 'likable')",0.48742324,0.56493974,0.70248264,0.7760671,0.6093841,0.6874888,0.0781047
3,-2.2618723,-2.1729863,"('repellent', 'pleasant')",-1.1670859,-1.0434629,-0.2861488,-0.2581371,-1.238369,-1.1581955,0.0801735
4,0.4774348,0.46066034,"('disliked', 'liked')",-0.9402806,-0.9823103,-6.355772,-6.419934,-2.2728726,-2.3138612,-0.0409886
5,1.0748097,0.99630225,"('distant', 'outgoing')",-0.15490699,-0.17704654,0.3310679,0.33324876,0.4169902,0.3841681,-0.0328221
6,0.76427436,0.7537798,"('distant', 'open')",-0.3217816,-0.33140394,0.78608626,0.73348814,0.4095263,0.385288,-0.0242383
7,-1.3686146,-1.2846464,"('insensitive', 'sensitive')",-0.34770375,-0.30299863,0.009339258,0.015804632,-0.5689931,-0.5239468,0.0450463
8,0.15637,0.115862966,"('unaffectionate', 'affectionate')",-0.36119458,-0.431706,0.992647,0.96640843,0.2626075,0.2168551,-0.0457524
9,0.015332123,-0.032898672,"('unaffectionate', 'caring')",0.11435955,0.054357708,1.2700704,1.2694166,0.4665874,0.4302919,-0.0362955
10,-2.1370876,-2.0925236,"('unsympathetic', 'sympathetic')",-0.04542198,-0.12658624,-1.038667,-1.0837346,-1.0737255,-1.1009482,-0.0272227
11,-1.1261356,-1.0862367,"('unhelpful', 'helpful')",0.23523866,0.2913239,1.4706335,1.533297,0.1932455,0.246128,0.0528825
12,-0.40535566,-0.32369578,"('unsupportive', 'supportive')",0.2021974,0.2781371,-1.8092307,-1.8055388,-0.6707963,-0.6170325,0.0537638
13,-0.628183,-0.69735235,"('impolite', 'polite')",0.87280816,0.85069734,-0.6994916,-0.7767203,-0.1516222,-0.2077918,-0.0561696
14,-1.0280236,-0.980413,"('antisocial', 'social')",0.4158244,0.44593605,-1.4673373,-1.4969159,-0.6931788,-0.677131,0.0160478
15,0.82955474,0.78372365,"('boring', 'funny')",0.86709124,0.86198586,0.5446078,0.51386535,0.7470846,0.7198583,-0.0272263
16,-0.5791333,-0.52296096,"('unpopular', 'popular')",-1.152214,-1.1008271,0.4303385,0.43834096,-0.4336696,-0.3951491,0.0385205
17,-0.2231147,-0.14051689,"('nasty', 'nice')",-0.34382427,-0.28597733,-0.39019662,-0.36382788,-0.3190452,-0.2634407,0.0556045
