,infrastructure_male,infrastructure_female,tuple,average_male,average_female,female-male
0,0.023658864,-0.089350894,"('unsociable', 'sociable')",0.0236589,-0.0893509,-0.1130098
1,0.8795091,0.6898016,"('unfriendly', 'friendly')",0.8795091,0.6898016,-0.1897075
2,0.3800052,0.48922968,"('unlikable', 'likable')",0.3800052,0.4892297,0.1092245
3,0.033560805,0.20982265,"('repellent', 'pleasant')",0.0335608,0.2098227,0.1762619
4,-5.845772,-6.2407775,"('disliked', 'liked')",-5.8457718,-6.2407775,-0.3950057
5,-0.5790448,-0.5217268,"('distant', 'outgoing')",-0.5790448,-0.5217268,0.057318
6,-0.5640738,-0.5185063,"('distant', 'open')",-0.5640738,-0.5185063,0.0455675
7,0.69609016,0.76395774,"('insensitive', 'sensitive')",0.6960902,0.7639577,0.0678675
8,0.25737053,0.33577508,"('unaffectionate', 'affectionate')",0.2573705,0.3357751,0.0784046
9,1.0858656,1.1878666,"('unaffectionate', 'caring')",1.0858656,1.1878666,0.102001
10,0.20668991,0.3607117,"('unsympathetic', 'sympathetic')",0.2066899,0.3607117,0.1540218
11,2.9228551,2.8551216,"('unhelpful', 'helpful')",2.9228551,2.8551216,-0.0677335
12,-0.7236568,-0.8212717,"('unsupportive', 'supportive')",-0.7236568,-0.8212717,-0.0976149
13,-0.095164165,-0.015583493,"('impolite', 'polite')",-0.0951642,-0.0155835,0.0795807
14,0.35456187,0.45563123,"('antisocial', 'social')",0.3545619,0.4556312,0.1010693
15,0.4938346,0.3582447,"('boring', 'funny')",0.4938346,0.3582447,-0.1355899
16,0.37766653,0.25636917,"('unpopular', 'popular')",0.3776665,0.2563692,-0.1212973
17,-0.16563657,-0.15654232,"('nasty', 'nice')",-0.1656366,-0.1565423,0.0090943
18,-1.2936385,-1.2481948,"('disagreeable', 'welcoming')",-1.2936385,-1.2481948,0.0454437
19,-0.40382245,-0.46638957,"('inhospitable', 'hospitable')",-0.4038225,-0.4663896,-0.0625671
20,0.33840168,0.26454547,"('rough', 'thoughtful')",0.3384017,0.2645455,-0.0738562
21,-0.069665834,0.007349821,"('immoral', 'moral')",-0.0696658,0.0073498,0.0770156
22,-0.5975971,-0.5046758,"('untrustworthy', 'trustworthy')",-0.5975971,-0.5046758,0.0929213
23,6.1555552,6.2941437,"('insincere', 'sincere')",6.1555552,6.2941437,0.1385885
24,0.8224044,1.03534,"('dishonest', 'honest')",0.8224044,1.03534,0.2129356
25,0.53001547,0.39060855,"('egoistic', 'altruistic')",0.5300155,0.3906085,-0.139407
26,0.92879915,0.7410815,"('hardhearted', 'benevolent')",0.9287992,0.7410815,-0.1877177
27,0.2928874,0.470141,"('hardhearted', 'softhearted')",0.2928874,0.470141,0.1772536
28,0.84423196,0.7447302,"('disloyal', 'loyal')",0.844232,0.7447302,-0.0995018
29,-0.8339585,-0.89716005,"('unfair', 'fair')",-0.8339585,-0.8971601,-0.0632016
30,1.4612174,1.4217359,"('intolerant', 'tolerant')",1.4612174,1.4217359,-0.0394815
31,-1.7504119,-1.8646826,"('evil', 'good')",-1.7504119,-1.8646826,-0.1142707
32,0.9835347,0.957579,"('unkind', 'kind')",0.9835347,0.957579,-0.0259557
33,-0.005233001,-0.17849034,"('wrong', 'right')",-0.005233,-0.1784903,-0.1732573
34,4.655874,4.868776,"('mean', 'honorable')",4.6558738,4.8687758,0.212902
35,-1.1954842,-1.3861163,"('corrupt', 'incorrupt')",-1.1954842,-1.3861163,-0.1906321
36,-0.22159876,-0.58023524,"('hostile', 'amicable')",-0.2215988,-0.5802352,-0.3586364
37,0.34468806,0.36728305,"('fake', 'genuine')",0.3446881,0.367283,0.0225949
38,1.2106258,1.0453928,"('untruthful', 'truthful')",1.2106258,1.0453928,-0.165233
39,-0.09440184,0.028559942,"('exploitative', 'cooperative')",-0.0944018,0.0285599,0.1229617
40,-2.329318,-2.3020003,"('stingy', 'generous')",-2.329318,-2.3020003,0.0273177
41,-0.0065197498,-0.04623729,"('unforgiving', 'forgiving')",-0.0065197,-0.0462373,-0.0397176
42,-2.4354262,-2.3388264,"('unreliable', 'reliable')",-2.4354262,-2.3388264,0.0965998
43,0.89207184,1.0550761,"('irresponsible', 'responsible')",0.8920718,1.0550761,0.1630043
44,-1.0375185,-1.029924,"('prejudiced', 'unprejudiced')",-1.0375185,-1.029924,0.0075945
45,0.18645981,0.15647516,"('incompetent', 'competent')",0.1864598,0.1564752,-0.0299846
46,-0.8285069,-0.8196652,"('uncompetitive', 'competitive')",-0.8285069,-0.8196652,0.0088417
47,4.9952807,5.3888245,"('stupid', 'smart')",4.9952807,5.3888245,0.3935438
48,0.25416785,0.19448414,"('unintelligent', 'intelligent')",0.2541679,0.1944841,-0.0596838
49,-0.46407026,-0.27078417,"('unable', 'able')",-0.4640703,-0.2707842,0.1932861
50,-0.36319876,-0.28515303,"('clumsy', 'skillful')",-0.3631988,-0.285153,0.0780458
51,0.6922841,0.6313288,"('uneducated', 'educated')",0.6922841,0.6313288,-0.0609553
52,-0.42751187,-0.5874449,"('irrational', 'rational')",-0.4275119,-0.5874449,-0.159933
53,0.16556917,0.07845546,"('uncreative', 'creative')",0.1655692,0.0784555,-0.0871137
54,0.66772395,0.6402776,"('incapable', 'capable')",0.667724,0.6402776,-0.0274464
55,0.11076731,0.24601427,"('incompetent', 'clever')",0.1107673,0.2460143,0.135247
56,1.0315492,1.082977,"('impractical', 'practical')",1.0315492,1.0829771,0.0514279
57,-2.2932842,-2.59263,"('unimaginative', 'imaginative')",-2.2932842,-2.5926299,-0.2993457
58,-0.005259596,-0.0804453,"('undiscriminating', 'discriminating')",-0.0052596,-0.0804453,-0.0751857
59,0.16952008,0.20363025,"('foolish', 'wise')",0.1695201,0.2036303,0.0341102
60,0.50333333,0.7370018,"('inefficient', 'efficient')",0.5033333,0.7370018,0.2336685
61,0.111033484,0.026416734,"('illogical', 'logical')",0.1110335,0.0264167,-0.0846168
62,0.9273679,1.0610161,"('incompetent', 'brilliant')",0.9273679,1.0610161,0.1336482
63,1.0059341,0.95874166,"('unperceptive', 'insightful')",1.0059341,0.9587417,-0.0471924
64,-5.2174344,-5.2757936,"('shy', 'confident')",-5.2174344,-5.2757936,-0.0583592
65,-0.32941216,-0.03344702,"('insecure', 'secure')",-0.3294122,-0.033447,0.2959652
66,-0.07974903,-0.19877163,"('inactive', 'active')",-0.079749,-0.1987716,-0.1190226
67,0.19114769,0.1843474,"('doubtful', 'determined')",0.1911477,0.1843474,-0.0068003
68,-1.158149,-1.1625428,"('dependent', 'independent')",-1.158149,-1.1625428,-0.0043938
69,-0.72829485,-0.8641554,"('lazy', 'industrious')",-0.7282948,-0.8641554,-0.1358606
70,0.8910914,0.996935,"('lethargic', 'energetic')",0.8910914,0.996935,0.1058436
71,0.9574312,0.82231086,"('diffident', 'self-confident')",0.9574312,0.8223109,-0.1351203
72,0.4597272,0.52049816,"('unambitious', 'ambitious')",0.4597272,0.5204982,0.060771
73,-3.3293788,-3.3354018,"('helpless', 'self-reliant')",-3.3293788,-3.3354018,-0.006023
74,-0.057596847,-0.01790613,"('undedicated', 'dedicated')",-0.0575968,-0.0179061,0.0396907
75,-0.18924466,-0.28920668,"('meek', 'impulsive')",-0.1892447,-0.2892067,-0.099962
76,-0.21830985,-0.17523949,"('anxious', 'daring')",-0.2183098,-0.1752395,0.0430703
77,-0.62981427,-0.68053067,"('unmotivated', 'motivated')",-0.6298143,-0.6805307,-0.0507164
78,-0.17025359,-0.2015414,"('nonresilient', 'resilient')",-0.1702536,-0.2015414,-0.0312878
79,0.30119386,0.11848393,"('wavering', 'unwavering')",0.3011939,0.1184839,-0.18271
80,-0.012725517,0.062674195,"('dominated', 'dominating')",-0.0127255,0.0626742,0.0753997
81,0.3438537,0.44131076,"('submissive', 'aggressive')",0.3438537,0.4413108,0.0974571
82,5.581337,5.8100486,"('poor', 'rich')",5.581337,5.8100486,0.2287116
83,0.010927603,-0.15257217,"('powerless', 'powerful')",0.0109276,-0.1525722,-0.1634998
84,-0.27275932,-0.2905311,"('inferior', 'superior')",-0.2727593,-0.2905311,-0.0177718
85,0.19277862,-0.24089187,"('insignificant', 'prestigious')",0.1927786,-0.2408919,-0.4336705
86,0.34347406,0.25317973,"('uninfluential', 'influential')",0.3434741,0.2531797,-0.0902944
87,0.21538173,0.2664132,"('unsuccessful', 'successful')",0.2153817,0.2664132,0.0510315
88,1.2500303,0.77849203,"('low', 'eminent')",1.2500303,0.778492,-0.4715383
