,excitement_male,excitement_female,tuple,average_male,average_female,female-male
0,0.1964125,0.082309075,"('unsociable', 'sociable')",0.1964125,0.0823091,-0.1141034
1,0.6707301,0.6697552,"('unfriendly', 'friendly')",0.6707301,0.6697552,-0.0009749
2,0.2344008,0.48257932,"('unlikable', 'likable')",0.2344008,0.4825793,0.2481785
3,1.0481967,1.0917691,"('repellent', 'pleasant')",1.0481967,1.0917691,0.0435724
4,-7.323334,-7.6101394,"('disliked', 'liked')",-7.3233342,-7.6101394,-0.2868052
5,-0.7146118,-0.56898564,"('distant', 'outgoing')",-0.7146118,-0.5689856,0.1456262
6,-0.34402558,-0.2782018,"('distant', 'open')",-0.3440256,-0.2782018,0.0658238
7,1.0105715,0.9538207,"('insensitive', 'sensitive')",1.0105715,0.9538207,-0.0567508
8,0.65614825,0.7009067,"('unaffectionate', 'affectionate')",0.6561483,0.7009067,0.0447584
9,1.1922894,1.3407671,"('unaffectionate', 'caring')",1.1922894,1.3407671,0.1484777
10,1.434696,1.4440305,"('unsympathetic', 'sympathetic')",1.434696,1.4440305,0.0093345
11,1.733947,1.774569,"('unhelpful', 'helpful')",1.733947,1.774569,0.040622
12,-1.5889555,-1.6135803,"('unsupportive', 'supportive')",-1.5889555,-1.6135803,-0.0246248
13,0.37502635,0.43657085,"('impolite', 'polite')",0.3750263,0.4365709,0.0615446
14,0.20508723,-0.005782708,"('antisocial', 'social')",0.2050872,-0.0057827,-0.2108699
15,0.09458399,0.045361057,"('boring', 'funny')",0.094584,0.0453611,-0.0492229
16,-0.48728806,-0.4082127,"('unpopular', 'popular')",-0.4872881,-0.4082127,0.0790754
17,-0.077013455,-0.11002624,"('nasty', 'nice')",-0.0770135,-0.1100262,-0.0330127
18,-0.39697424,-0.40603226,"('disagreeable', 'welcoming')",-0.3969742,-0.4060323,-0.0090581
19,-1.0763601,-0.94266003,"('inhospitable', 'hospitable')",-1.0763601,-0.94266,0.1337001
20,1.0709196,0.94627124,"('rough', 'thoughtful')",1.0709196,0.9462712,-0.1246484
21,0.19160682,0.35883534,"('immoral', 'moral')",0.1916068,0.3588353,0.1672285
22,-0.0014535617,-0.082718946,"('untrustworthy', 'trustworthy')",-0.0014536,-0.0827189,-0.0812653
23,5.8679366,6.087812,"('insincere', 'sincere')",5.8679366,6.0878119,0.2198753
24,1.5459255,1.5525656,"('dishonest', 'honest')",1.5459255,1.5525656,0.0066401
25,0.10687315,0.11898069,"('egoistic', 'altruistic')",0.1068731,0.1189807,0.0121076
26,0.5208899,0.21947432,"('hardhearted', 'benevolent')",0.5208899,0.2194743,-0.3014156
27,1.662437,1.5217136,"('hardhearted', 'softhearted')",1.662437,1.5217136,-0.1407234
28,0.9168222,0.87596077,"('disloyal', 'loyal')",0.9168222,0.8759608,-0.0408614
29,-0.52173156,-0.65366846,"('unfair', 'fair')",-0.5217316,-0.6536685,-0.1319369
30,0.8678554,0.87794054,"('intolerant', 'tolerant')",0.8678554,0.8779405,0.0100851
31,-1.7420787,-1.8360037,"('evil', 'good')",-1.7420787,-1.8360037,-0.093925
32,1.1776733,1.165086,"('unkind', 'kind')",1.1776733,1.165086,-0.0125873
33,-0.56133807,-0.5471409,"('wrong', 'right')",-0.5613381,-0.5471409,0.0141972
34,4.1277347,4.4667654,"('mean', 'honorable')",4.1277347,4.4667654,0.3390307
35,-1.259559,-1.4360802,"('corrupt', 'incorrupt')",-1.259559,-1.4360802,-0.1765212
36,-1.147054,-1.1985638,"('hostile', 'amicable')",-1.147054,-1.1985638,-0.0515098
37,0.9176027,0.94902,"('fake', 'genuine')",0.9176027,0.94902,0.0314173
38,-0.6705735,-0.54958457,"('untruthful', 'truthful')",-0.6705735,-0.5495846,0.1209889
39,0.20041665,0.17925869,"('exploitative', 'cooperative')",0.2004167,0.1792587,-0.021158
40,-1.2583563,-1.5835882,"('stingy', 'generous')",-1.2583563,-1.5835882,-0.3252319
41,0.333144,0.20350191,"('unforgiving', 'forgiving')",0.333144,0.2035019,-0.1296421
42,-1.4903591,-1.6491009,"('unreliable', 'reliable')",-1.4903591,-1.6491009,-0.1587418
43,1.2521162,1.3681678,"('irresponsible', 'responsible')",1.2521162,1.3681678,0.1160516
44,-0.6218123,-0.6499868,"('prejudiced', 'unprejudiced')",-0.6218123,-0.6499868,-0.0281745
45,0.4724491,0.3045737,"('incompetent', 'competent')",0.4724491,0.3045737,-0.1678754
46,0.017491926,0.005449798,"('uncompetitive', 'competitive')",0.0174919,0.0054498,-0.0120421
47,4.770964,5.087028,"('stupid', 'smart')",4.7709641,5.087028,0.3160639
48,0.54488397,0.5646549,"('unintelligent', 'intelligent')",0.544884,0.5646549,0.0197709
49,-0.2282899,0.08514589,"('unable', 'able')",-0.2282899,0.0851459,0.3134358
50,-0.24415675,-0.18670459,"('clumsy', 'skillful')",-0.2441567,-0.1867046,0.0574521
51,0.31457937,0.2784016,"('uneducated', 'educated')",0.3145794,0.2784016,-0.0361778
52,-0.73599267,-0.845621,"('irrational', 'rational')",-0.7359927,-0.845621,-0.1096283
53,-0.22347668,-0.21372087,"('uncreative', 'creative')",-0.2234767,-0.2137209,0.0097558
54,0.75807655,1.0246174,"('incapable', 'capable')",0.7580765,1.0246174,0.2665409
55,0.94962764,0.9136764,"('incompetent', 'clever')",0.9496276,0.9136764,-0.0359512
56,0.76867294,0.7036072,"('impractical', 'practical')",0.7686729,0.7036072,-0.0650657
57,-2.0652864,-2.2328928,"('unimaginative', 'imaginative')",-2.0652864,-2.2328928,-0.1676064
58,0.18812546,0.03335442,"('undiscriminating', 'discriminating')",0.1881255,0.0333544,-0.1547711
59,-0.31946552,-0.30099523,"('foolish', 'wise')",-0.3194655,-0.3009952,0.0184703
60,1.033494,1.225901,"('inefficient', 'efficient')",1.033494,1.225901,0.192407
61,0.25041518,0.103395715,"('illogical', 'logical')",0.2504152,0.1033957,-0.1470195
62,1.090841,1.2450519,"('incompetent', 'brilliant')",1.0908411,1.2450519,0.1542108
63,0.23121767,0.31098863,"('unperceptive', 'insightful')",0.2312177,0.3109886,0.0797709
64,-5.329713,-5.494512,"('shy', 'confident')",-5.3297129,-5.4945121,-0.1647992
65,0.9565712,0.93200225,"('insecure', 'secure')",0.9565712,0.9320022,-0.024569
66,-0.07492272,-0.2680217,"('inactive', 'active')",-0.0749227,-0.2680217,-0.193099
67,-0.56720704,-0.4949404,"('doubtful', 'determined')",-0.567207,-0.4949404,0.0722666
68,-0.5916636,-0.46934953,"('dependent', 'independent')",-0.5916636,-0.4693495,0.1223141
69,-2.1982155,-2.2195325,"('lazy', 'industrious')",-2.1982155,-2.2195325,-0.021317
70,1.8407927,1.7109945,"('lethargic', 'energetic')",1.8407927,1.7109945,-0.1297982
71,0.31073284,0.29440486,"('diffident', 'self-confident')",0.3107328,0.2944049,-0.0163279
72,1.1811466,1.2952238,"('unambitious', 'ambitious')",1.1811466,1.2952238,0.1140772
73,-2.8945794,-2.9441984,"('helpless', 'self-reliant')",-2.8945794,-2.9441984,-0.049619
74,0.06535812,-0.11731659,"('undedicated', 'dedicated')",0.0653581,-0.1173166,-0.1826747
75,-0.73860437,-0.60677177,"('meek', 'impulsive')",-0.7386044,-0.6067718,0.1318326
76,0.9258425,0.9065189,"('anxious', 'daring')",0.9258425,0.9065189,-0.0193236
77,-1.1966051,-1.0221127,"('unmotivated', 'motivated')",-1.1966051,-1.0221127,0.1744924
78,-0.7575036,-0.69871885,"('nonresilient', 'resilient')",-0.7575036,-0.6987188,0.0587848
79,-0.6979842,-0.6302653,"('wavering', 'unwavering')",-0.6979842,-0.6302653,0.0677189
80,0.13025178,-0.07456298,"('dominated', 'dominating')",0.1302518,-0.074563,-0.2048148
81,0.4524938,0.4853038,"('submissive', 'aggressive')",0.4524938,0.4853038,0.03281
82,6.129072,6.5065513,"('poor', 'rich')",6.1290722,6.5065513,0.3774791
