,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.00795,-0.85739404,"('unsociable', 'sociable')",-0.3134963,-0.41390514,-0.6607231,-0.6356496,0.0250735
1,-0.10612094,-0.2589679,"('unfriendly', 'friendly')",2.0679696,1.9197948,0.9809243,0.8304135,-0.1505108
2,0.46414056,0.5596013,"('unlikable', 'likable')",0.39757204,0.52852786,0.4308563,0.5440646,0.1132083
3,-0.5369865,-0.29684904,"('repellent', 'pleasant')",0.32346085,0.35423684,-0.1067628,0.0286939,0.1354567
4,0.14384156,-0.0035889,"('disliked', 'liked')",-6.5449452,-6.7054873,-3.2005517,-3.354538,-0.1539863
5,0.10518719,-0.057956304,"('distant', 'outgoing')",-0.08629152,-0.1494697,0.0094478,-0.103713,-0.1131608
6,-0.12396366,-0.28319037,"('distant', 'open')",0.51746047,0.41297233,0.1967484,0.064891,-0.1318574
7,-0.473155,-0.26210538,"('insensitive', 'sensitive')",0.7057918,0.7583388,0.1163184,0.2481167,0.1317983
8,0.20810637,0.015554033,"('unaffectionate', 'affectionate')",0.927554,0.84660286,0.5678302,0.4310784,-0.1367518
9,0.34233534,0.253026,"('unaffectionate', 'caring')",1.1056021,1.0782423,0.7239687,0.6656342,-0.0583345
10,-1.268047,-0.98280275,"('unsympathetic', 'sympathetic')",-0.5884408,-0.561715,-0.9282439,-0.7722589,0.155985
11,-0.20811135,-0.044767767,"('unhelpful', 'helpful')",1.1548482,1.3124896,0.4733684,0.6338609,0.1604925
12,-0.16827016,-0.004561848,"('unsupportive', 'supportive')",-1.8339934,-1.8400383,-1.0011318,-0.9223001,0.0788317
13,-0.83862543,-0.6029494,"('impolite', 'polite')",-0.8207817,-0.75921184,-0.8297036,-0.6810806,0.148623
14,-0.38671437,-0.25085896,"('antisocial', 'social')",-0.5966003,-0.6251603,-0.4916573,-0.4380096,0.0536477
15,0.43513057,0.23914269,"('boring', 'funny')",0.5607103,0.5120827,0.4979205,0.3756127,-0.1223078
16,-0.10805175,-0.13937348,"('unpopular', 'popular')",0.69783026,0.71988934,0.2948893,0.2902579,-0.0046314
17,-0.18494616,-0.11624908,"('nasty', 'nice')",-0.537931,-0.46581757,-0.3614386,-0.2910333,0.0704053
18,-0.9681694,-0.95428807,"('disagreeable', 'welcoming')",-0.5183861,-0.5884778,-0.7432778,-0.7713829,-0.0281051
19,-0.41163847,-0.48895612,"('inhospitable', 'hospitable')",-0.00079359487,0.12298896,-0.206216,-0.1829836,0.0232324
20,-0.94125503,-0.89626133,"('rough', 'thoughtful')",1.3526543,1.2691491,0.2056997,0.1864439,-0.0192558
21,-0.2713759,-0.073686376,"('immoral', 'moral')",-0.78094584,-0.7174958,-0.5261608,-0.3955911,0.1305697
22,-1.3124976,-1.2278433,"('untrustworthy', 'trustworthy')",-1.1379303,-1.20261,-1.225214,-1.2152267,0.0099873
23,-0.40101975,-0.2707564,"('insincere', 'sincere')",5.618721,5.6051693,2.6088507,2.6672065,0.0583558
24,0.3445384,0.38012767,"('dishonest', 'honest')",0.83530056,0.79429024,0.5899194,0.587209,-0.0027104
25,0.38924497,0.2907933,"('egoistic', 'altruistic')",1.450957,1.3991778,0.9201009,0.8449855,-0.0751154
26,0.42591268,0.29493338,"('hardhearted', 'benevolent')",1.788336,1.7030138,1.1071243,0.9989736,-0.1081507
27,0.4126299,0.41889757,"('hardhearted', 'softhearted')",1.5489683,1.4280922,0.9807991,0.9234949,-0.0573042
28,-0.40491623,-0.46439186,"('disloyal', 'loyal')",0.87896436,0.7891847,0.2370241,0.1623964,-0.0746277
29,-0.24794789,-0.326615,"('unfair', 'fair')",-0.10791298,-0.2648195,-0.1779304,-0.2957172,-0.1177868
30,0.07547396,0.21651685,"('intolerant', 'tolerant')",0.8300746,0.84429467,0.4527743,0.5304058,0.0776315
31,-0.6083966,-0.7323893,"('evil', 'good')",-0.6479931,-0.77072,-0.6281948,-0.7515546,-0.1233598
32,-0.24851462,-0.19345525,"('unkind', 'kind')",0.69987684,0.5867326,0.2256811,0.1966387,-0.0290424
33,0.32994425,0.20268188,"('wrong', 'right')",-0.35914695,-0.4124069,-0.0146013,-0.1048625,-0.0902612
34,0.048430808,0.27878287,"('mean', 'honorable')",5.7604756,6.014106,2.9044533,3.1464443,0.241991
35,0.3749407,-0.003646548,"('corrupt', 'incorrupt')",0.1618583,-0.026371235,0.2683995,-0.0150089,-0.2834084
36,0.12733091,-0.18597038,"('hostile', 'amicable')",0.5116826,0.2605459,0.3195068,0.0372878,-0.282219
37,0.0871229,0.12301783,"('fake', 'genuine')",0.6218163,0.63828945,0.3544696,0.3806536,0.026184
38,-0.79594505,-0.75075066,"('untruthful', 'truthful')",-0.28775233,-0.22887275,-0.5418487,-0.4898117,0.052037
39,0.7437354,0.8552311,"('exploitative', 'cooperative')",0.054218356,0.11424206,0.3989769,0.4847366,0.0857597
40,0.028773166,0.019284215,"('stingy', 'generous')",-1.2725623,-1.4337223,-0.6218945,-0.707219,-0.0853245
41,-0.48087293,-0.3703337,"('unforgiving', 'forgiving')",0.08360139,-0.0750468,-0.1986358,-0.2226903,-0.0240545
42,-0.4518176,-0.31636283,"('unreliable', 'reliable')",-3.2649057,-3.1585965,-1.8583616,-1.7374797,0.1208819
43,-0.182311,0.06323353,"('irresponsible', 'responsible')",0.58614105,0.64799756,0.201915,0.3556156,0.1537006
44,0.19864257,0.22088483,"('prejudiced', 'unprejudiced')",-1.6005785,-1.526815,-0.700968,-0.6529651,0.0480029
45,-0.7397866,-0.56114614,"('incompetent', 'competent')",0.014490433,-0.051914636,-0.3626481,-0.3065304,0.0561177
46,-0.31779337,-0.078032024,"('uncompetitive', 'competitive')",-0.7657231,-0.75836694,-0.5417582,-0.4181995,0.1235587
47,-0.09100263,0.06928857,"('stupid', 'smart')",5.310359,5.4577713,2.6096783,2.76353,0.1538517
48,-0.046925627,0.075626,"('unintelligent', 'intelligent')",0.65502924,0.706733,0.3040518,0.3911795,0.0871277
