,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.384859,-0.7073023,"('unsociable', 'sociable')",-2.3446958,-2.6493402,0.08514339,-0.10067755,-0.8814705,-1.15244,-0.2709695
1,-1.3030837,-1.3681946,"('unfriendly', 'friendly')",-0.6930439,-0.5977224,-1.0827894,-1.2125909,-1.0263057,-1.0595026,-0.0331969
2,1.7776896,1.8196876,"('unlikable', 'likable')",1.4991989,1.5265489,1.8368422,1.8619112,1.7045768,1.7360492,0.0314724
3,0.12978348,0.06714294,"('repellent', 'pleasant')",-1.3691943,-1.3332645,-0.23706016,-0.22801983,-0.492157,-0.4980471,-0.0058901
4,-0.06397337,-0.11448979,"('disliked', 'liked')",0.59641135,0.7114263,0.75978655,0.7707246,0.4307415,0.455887,0.0251455
5,0.10323562,0.3553383,"('distant', 'outgoing')",0.9366525,1.1910398,0.21866691,0.38245547,0.4195184,0.6429445,0.2234261
6,0.56753945,0.869642,"('distant', 'open')",1.2192339,1.5939937,-0.027315035,0.15879583,0.5864861,0.8741438,0.2876577
7,-0.19487119,-0.2914543,"('insensitive', 'sensitive')",-1.5926282,-1.7476927,-0.599696,-0.6606191,-0.7957318,-0.899922,-0.1041902
8,-0.6109411,-0.6080915,"('unaffectionate', 'affectionate')",0.07048848,0.23323785,-0.71180654,-0.76952076,-0.4174197,-0.3814581,0.0359616
9,0.085526034,0.0365673,"('unaffectionate', 'caring')",-0.3863637,-0.33881643,-0.1362569,-0.2572962,-0.1456982,-0.1865151,-0.0408169
10,-0.79224694,-1.0589371,"('unsympathetic', 'sympathetic')",-2.2096677,-2.4510953,-1.0302426,-1.1963735,-1.3440523,-1.5688019,-0.2247496
11,0.2685319,0.17673504,"('unhelpful', 'helpful')",-1.6771891,-1.9848423,-0.256526,-0.37605122,-0.5550611,-0.7280529,-0.1729918
12,0.38057327,0.38775674,"('unsupportive', 'supportive')",-0.8052625,-0.79469913,0.5576082,0.56441724,0.0443063,0.0524916,0.0081853
13,-0.33891585,-0.49696076,"('impolite', 'polite')",-1.432244,-1.7377397,0.72110313,0.62038213,-0.3500189,-0.5381061,-0.1880872
14,0.25495,0.021374218,"('antisocial', 'social')",-0.9865552,-1.2661124,0.3363888,0.25891107,-0.1317388,-0.328609,-0.1968702
15,1.1442562,1.121087,"('boring', 'funny')",1.1947527,1.121038,0.026218608,-0.022776917,0.7884092,0.7397827,-0.0486265
16,0.5022841,0.5345304,"('unpopular', 'popular')",0.7633622,0.9854537,0.23385492,0.31185162,0.4998337,0.6106119,0.1107782
17,-0.19416782,-0.08725737,"('nasty', 'nice')",-0.08953464,0.04955665,0.71446055,0.8276063,0.143586,0.2633019,0.1197159
18,-0.71261466,-0.59770834,"('disagreeable', 'welcoming')",0.534614,0.68334216,-0.40461057,-0.39444375,-0.1942037,-0.1029366,0.0912671
19,-0.10820102,0.04289621,"('inhospitable', 'hospitable')",0.2928886,0.5035532,-0.3928613,-0.320387,-0.0693912,0.0753541,0.1447453
20,-0.70273113,-0.69424564,"('rough', 'thoughtful')",-0.9093758,-0.8864555,-0.17105177,-0.1416478,-0.5943862,-0.5741163,0.0202699
21,0.5172877,0.32796052,"('immoral', 'moral')",-0.44465142,-0.6998422,-0.008308835,-0.092872396,0.0214425,-0.154918,-0.1763605
22,-0.5176252,-0.5639931,"('untrustworthy', 'trustworthy')",-0.22684088,-0.3298963,-0.7366832,-0.7250129,-0.4937164,-0.5396341,-0.0459177
23,-0.91106534,-1.0053337,"('insincere', 'sincere')",-2.0355163,-2.2988622,-0.35374779,-0.5422549,-1.1001098,-1.2821503,-0.1820405
24,-0.18242961,-0.20219122,"('dishonest', 'honest')",-0.7474292,-0.89341456,-0.49763203,-0.57158613,-0.4758303,-0.5557306,-0.0799003
25,-0.4809639,-0.5533473,"('egoistic', 'altruistic')",-0.011078894,0.09808488,0.14079566,0.08128329,-0.1170824,-0.1246597,-0.0075773
26,-0.44835392,-0.5013548,"('hardhearted', 'benevolent')",1.3411162,1.3791566,-0.4893208,-0.55452186,0.1344805,0.10776,-0.0267205
27,-0.41893,-0.30277056,"('hardhearted', 'softhearted')",-1.5246246,-1.3313369,-0.6586628,-0.5755339,-0.8674058,-0.7365471,0.1308587
28,-0.87093776,-1.1606063,"('disloyal', 'loyal')",-1.0840671,-1.2645516,-1.2118992,-1.4227192,-1.0556347,-1.2826258,-0.2269911
