,ihs_male,ihs_female,tuple,markit_male,markit_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.16431268,-0.2587975,"('unsociable', 'sociable')",0.8076234,0.7203588,0.57673246,0.53343725,0.4066811,0.3316662,-0.0750149
1,-1.1757758,-1.213255,"('unfriendly', 'friendly')",-1.840907,-2.0394168,1.2891623,1.0229954,-0.5758401,-0.7432254,-0.1673853
2,1.3179452,1.3535625,"('unlikable', 'likable')",0.62209857,0.68679416,0.34181195,0.4237029,0.7606186,0.8213532,0.0607346
3,0.14679527,0.2515308,"('repellent', 'pleasant')",0.31504944,0.49949342,0.51804876,0.6621,0.3266311,0.4710414,0.1444103
4,0.47347495,0.4112153,"('disliked', 'liked')",-0.36586922,-0.44026512,-4.7175717,-4.65115,-1.5366553,-1.5600667,-0.0234114
5,-0.87226987,-0.83482313,"('distant', 'outgoing')",-1.9135871,-2.009408,-0.5805697,-0.7218577,-1.1221422,-1.1886963,-0.0665541
6,-1.1563689,-1.1081291,"('distant', 'open')",-2.239408,-2.3248267,-0.154207,-0.36979133,-1.1833279,-1.2675823,-0.0842544
7,0.23119386,0.3597593,"('insensitive', 'sensitive')",0.6251648,0.7570617,0.86810744,0.96633637,0.574822,0.6943858,0.1195638
8,-1.3151419,-1.308343,"('unaffectionate', 'affectionate')",-2.0720217,-2.1976974,0.43826,0.13175833,-0.9829679,-1.1247608,-0.1417929
9,-0.78637594,-0.83828735,"('unaffectionate', 'caring')",-1.8532634,-1.9631052,0.98778826,0.81132,-0.5506171,-0.6633575,-0.1127404
10,-0.8079832,-0.7631807,"('unsympathetic', 'sympathetic')",0.0863444,0.23007041,0.90889025,0.93457377,0.0624171,0.1338212,0.0714041
11,0.41981694,0.4492138,"('unhelpful', 'helpful')",0.38328648,0.45459145,2.337374,2.418389,1.0468258,1.1073981,0.0605723
12,0.37566623,0.42494866,"('unsupportive', 'supportive')",0.11638704,0.1950104,-0.8760433,-0.81862235,-0.1279967,-0.0662211,0.0617756
13,0.21454528,0.23438457,"('impolite', 'polite')",0.6491655,0.75010103,0.36083543,0.51095915,0.4081821,0.4984816,0.0902995
14,1.0113856,1.0744983,"('antisocial', 'social')",1.9643108,2.1017587,0.3589495,0.6324227,1.1115486,1.2695599,0.1580113
15,0.8988733,0.76961386,"('boring', 'funny')",0.70640695,0.55510455,0.55758446,0.5630843,0.7209549,0.6292676,-0.0916873
16,0.009027638,-0.056172118,"('unpopular', 'popular')",-1.2478019,-1.265133,0.5556853,0.5555197,-0.2276963,-0.2552618,-0.0275655
17,-0.21827853,-0.16767651,"('nasty', 'nice')",-0.3712011,-0.37080482,-0.3807367,-0.40816662,-0.3234054,-0.3155493,0.0078561
18,-0.25933695,-0.10273832,"('disagreeable', 'welcoming')",-0.6399696,-0.55415595,-0.9583352,-0.97492516,-0.6192139,-0.5439398,0.0752741
19,-0.59820014,-0.59171623,"('inhospitable', 'hospitable')",-1.2881666,-1.3968319,-0.9559114,-1.1162516,-0.9474261,-1.0349332,-0.0875071
20,0.01572658,0.11978295,"('rough', 'thoughtful')",0.72681606,0.81641054,1.1213807,1.1097459,0.6213078,0.6819798,0.060672
21,0.09412332,0.08840416,"('immoral', 'moral')",0.6684556,0.7842882,-0.42175284,-0.32810143,0.1136087,0.1815303,0.0679216
22,0.149007,0.20697722,"('untrustworthy', 'trustworthy')",1.0782101,1.1443418,-0.25956887,-0.15902977,0.3225494,0.3974298,0.0748804
23,0.03639949,0.12712817,"('insincere', 'sincere')",0.5485879,0.6406033,5.463824,5.426268,2.0162703,2.0646666,0.0483963
24,-0.2658848,-0.19754891,"('dishonest', 'honest')",-0.051015284,-0.02694868,0.6421533,0.6502282,0.1084177,0.1419102,0.0334925
25,-0.47919595,-0.49788502,"('egoistic', 'altruistic')",-0.9115025,-1.027823,0.2563935,0.09689795,-0.3781017,-0.47627,-0.0981683
26,-0.11497878,-0.17453709,"('hardhearted', 'benevolent')",-0.045142055,-0.2031473,1.724839,1.570952,0.5215727,0.3977559,-0.1238168
27,-0.911752,-0.72182965,"('hardhearted', 'softhearted')",-1.2548709,-1.2219806,0.34805447,0.21528271,-0.6061895,-0.5761758,0.0300137
28,-0.8631075,-0.87813014,"('disloyal', 'loyal')",-0.8083515,-0.8112503,0.95949876,0.85027575,-0.2373201,-0.2797016,-0.0423815
29,-0.061440215,-0.058764562,"('unfair', 'fair')",-0.258132,-0.2611605,-0.95845103,-1.0028491,-0.4260077,-0.4409247,-0.014917
30,0.8320113,0.9222196,"('intolerant', 'tolerant')",1.7129537,1.7562687,1.9024916,2.0391273,1.4824855,1.5725385,0.090053
31,-0.7112104,-0.84902513,"('evil', 'good')",-2.0277326,-2.1293168,-1.0892236,-1.2758406,-1.2760556,-1.4180609,-0.1420053
32,0.17580993,0.08477792,"('unkind', 'kind')",0.3895123,0.35222656,1.2448694,1.1954105,0.6033972,0.5441383,-0.0592589
33,-0.2642738,-0.29349047,"('wrong', 'right')",-0.4859707,-0.5536229,-0.8938301,-1.0495781,-0.5480249,-0.6322305,-0.0842056
34,0.5271283,0.68966484,"('mean', 'honorable')",-0.26316953,-0.15742025,5.3321533,5.391153,1.8653708,1.9744658,0.109095
