,block_male,block_female,tuple,h_male,h_female,&_male,&_female,r_male,r_female,inc_male,inc_female,average_male,average_female,female-male
0,0.38093412,0.18682754,"('unsociable', 'sociable')",-0.59753513,-0.8051593,0.2100502,0.028079273,1.4107859,1.1605508,0.18864202,0.039566122,0.3185754,0.1219729,-0.1966025
1,-1.0497181,-1.1437298,"('unfriendly', 'friendly')",-1.8213665,-1.9082252,-1.0808164,-1.1383607,-0.92888075,-0.96726227,1.4082065,1.2928745,-0.694515,-0.7729407,-0.0784257
2,0.83612144,0.8376076,"('unlikable', 'likable')",0.600486,0.65070313,1.2243459,1.2912993,1.8662871,1.968362,0.52425575,0.5837732,1.0102992,1.066349,0.0560498
3,0.75793123,0.92705876,"('repellent', 'pleasant')",-0.28105456,-0.22970004,-0.3842789,-0.319624,2.0491364,2.0508156,0.54828846,0.65973145,0.5380045,0.6176563,0.0796518
4,-0.9614763,-1.0806863,"('disliked', 'liked')",0.7333034,0.68017465,-0.2332961,-0.40068007,-0.42008317,-0.5788098,-6.410407,-6.494782,-1.4583919,-1.5749567,-0.1165648
5,-2.0843196,-2.1003168,"('distant', 'outgoing')",0.38858837,0.33886033,-0.04527232,0.03496944,-0.26700366,-0.17256342,-0.30623335,-0.3893566,-0.4628481,-0.4576814,0.0051667
6,-2.2836275,-2.265462,"('distant', 'open')",0.36374262,0.29893824,0.3244978,0.49537474,-0.9078299,-0.80525607,0.047029536,0.0072661582,-0.4912375,-0.4538278,0.0374097
7,1.6545494,1.8162725,"('insensitive', 'sensitive')",-0.22142835,-0.16367741,-0.3261245,-0.3430075,1.1460361,1.1142875,1.1419789,1.2079638,0.6790023,0.7263678,0.0473655
8,-0.24908291,-0.26229876,"('unaffectionate', 'affectionate')",-0.93264997,-0.8616892,-1.1782227,-1.1593237,-1.0294383,-0.97171134,0.6615827,0.5710379,-0.5455622,-0.536797,0.0087652
9,0.0034180842,0.056885064,"('unaffectionate', 'caring')",-1.0877044,-1.0175585,-0.9070795,-0.928393,0.56484914,0.6215089,1.4034282,1.3756279,-0.0046177,0.0216141,0.0262318
10,1.3073633,1.3963916,"('unsympathetic', 'sympathetic')",-0.7299149,-0.81278133,-0.50501215,-0.5892424,2.0683696,1.8416948,0.30679008,0.3223378,0.4895192,0.4316801,-0.0578391
11,1.2160863,1.3763736,"('unhelpful', 'helpful')",-0.07669807,-0.030361574,-0.7221256,-0.8110173,1.8212298,1.7678441,2.4271264,2.4350111,0.9331238,0.94757,0.0144462
12,1.1408105,1.4095753,"('unsupportive', 'supportive')",0.11049507,0.22930804,-0.1457925,-0.067346655,0.5684682,0.5274615,-1.3212465,-1.2401272,0.070547,0.1717742,0.1012272
13,0.18362129,0.17511524,"('impolite', 'polite')",-0.82549536,-0.8806159,-0.26562917,-0.20497303,1.364937,1.3308151,-0.06101703,-0.07213354,0.0792833,0.0696416,-0.0096417
14,1.4387932,1.3842195,"('antisocial', 'social')",0.46664694,0.26733324,0.11792194,-0.04448866,1.1436914,0.9874357,-0.13707863,-0.2216961,0.6059949,0.4745607,-0.1314342
15,0.15228577,0.00058447197,"('boring', 'funny')",0.538481,0.45354933,0.6548952,0.554537,-0.114952855,-0.041476212,0.43981573,0.33002043,0.334105,0.259443,-0.074662
16,-1.7388839,-1.7074771,"('unpopular', 'popular')",0.039281715,0.099918,0.21781993,0.26562884,0.58825684,0.5640458,0.43629837,0.48847017,-0.0914454,-0.0578829,0.0335625
17,-0.53126603,-0.4002874,"('nasty', 'nice')",-0.6477234,-0.5922186,-0.1382578,-0.085991904,-0.2049544,-0.10141134,-0.5773319,-0.5472708,-0.4199067,-0.345436,0.0744707
18,-1.2181572,-0.944025,"('disagreeable', 'welcoming')",-1.5443934,-1.3680396,0.012629561,0.28787017,-0.8259916,-0.8012921,-0.6559916,-0.68688357,-0.8463809,-0.702474,0.1439069
19,-1.0500804,-0.982367,"('inhospitable', 'hospitable')",-0.5534942,-0.566234,-0.90271485,-0.7975207,-0.3483504,-0.22141835,-0.4203165,-0.38759136,-0.6549913,-0.5910263,0.063965
20,0.09013832,0.1505509,"('rough', 'thoughtful')",-1.2583909,-1.2180104,-0.37906218,-0.32185084,-0.3672847,-0.35606265,0.8102375,0.8589256,-0.2208724,-0.1772895,0.0435829
21,1.0338221,1.2238458,"('immoral', 'moral')",0.005308006,0.02126294,0.32114753,0.36486042,1.7332368,1.6670364,-0.395414,-0.22348425,0.5396201,0.6107043,0.0710842
22,0.9180807,0.9765949,"('untrustworthy', 'trustworthy')",-0.22656438,-0.2382415,0.7018389,0.79688126,0.40426677,0.4037981,-0.507586,-0.53295416,0.2580072,0.2812157,0.0232085
23,1.0286808,1.1514813,"('insincere', 'sincere')",-1.6817033,-1.6280313,-0.6122451,-0.6490993,2.0532453,1.9822354,6.4167266,6.29532,1.4409409,1.4303812,-0.0105597
24,0.19984047,0.27290505,"('dishonest', 'honest')",-0.6705969,-0.6765018,-0.38886687,-0.29998693,0.99140114,0.924443,1.0534542,1.0211916,0.2370464,0.2484102,0.0113638
25,-1.1588656,-1.1610439,"('egoistic', 'altruistic')",-1.1260465,-1.0431569,-0.39075083,-0.30508947,-0.41086543,-0.28400972,1.0011696,1.0144417,-0.4170717,-0.3557716,0.0613001
26,0.23964839,0.27549407,"('hardhearted', 'benevolent')",-0.0668808,-0.12232511,1.2185144,1.0338616,-1.1287451,-1.2902722,1.6258956,1.5468142,0.3776865,0.2887145,-0.088972
27,-0.003059769,0.18966965,"('hardhearted', 'softhearted')",-0.24562621,-0.17690256,-1.4233103,-1.248218,-0.49141586,-0.38996178,1.1069642,1.042755,-0.2112896,-0.1165315,0.0947581
28,-0.35002708,-0.3952208,"('disloyal', 'loyal')",-0.7801422,-0.85056865,-0.7026182,-0.87402046,-0.9102105,-1.0754254,0.9335231,0.78759485,-0.361895,-0.4815281,-0.1196331
29,-0.9440888,-0.9949576,"('unfair', 'fair')",0.24177283,0.11389634,0.028678045,0.07391827,0.1363006,0.14921091,-0.91627043,-1.0468228,-0.2907216,-0.340951,-0.0502294
30,0.5094842,0.50083673,"('intolerant', 'tolerant')",-0.7492228,-0.7950428,-0.46160808,-0.55402297,1.5992916,1.5345429,1.6240271,1.5498872,0.5043944,0.4472402,-0.0571542
31,-2.0605354,-2.0480402,"('evil', 'good')",-1.1149344,-1.1014173,-0.61522114,-0.54401034,-1.956353,-1.8799399,-1.2936685,-1.4641412,-1.4081425,-1.4075098,0.0006327
