,pentair_male,pentair_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.6705398,-0.7596404,"('unsociable', 'sociable')",-0.1667622,-0.2643536,-0.418651,-0.511997,-0.093346
1,-0.50630647,-0.68485194,"('unfriendly', 'friendly')",2.500386,2.2531466,0.9970398,0.7841474,-0.2128924
2,0.0017649829,-0.05076375,"('unlikable', 'likable')",0.37204373,0.45959714,0.1869044,0.2044167,0.0175123
3,-0.46250254,-0.35345092,"('repellent', 'pleasant')",-0.12111791,-0.05215303,-0.2918102,-0.202802,0.0890082
4,1.0105685,0.9928294,"('disliked', 'liked')",-4.733002,-4.592141,-1.8612168,-1.7996559,0.0615609
5,-0.11405475,-0.17190862,"('distant', 'outgoing')",0.39174876,0.29261997,0.138847,0.0603557,-0.0784913
6,-0.12103825,-0.16113958,"('distant', 'open')",0.42345858,0.29901615,0.1512102,0.0689383,-0.0822719
7,-0.04628621,-0.08247933,"('insensitive', 'sensitive')",0.9233294,0.93307894,0.4385216,0.4252998,-0.0132218
8,-0.16608,-0.28734288,"('unaffectionate', 'affectionate')",1.2398427,0.95129055,0.5368813,0.3319739,-0.2049074
9,-0.55585384,-0.65505517,"('unaffectionate', 'caring')",1.5765239,1.3245101,0.510335,0.3347275,-0.1756075
10,-0.9943724,-0.99808115,"('unsympathetic', 'sympathetic')",-0.19342722,-0.18178672,-0.5938998,-0.5899339,0.0039659
11,-0.9753996,-0.9238897,"('unhelpful', 'helpful')",1.489089,1.389148,0.2568447,0.2326292,-0.0242155
12,-0.26645675,-0.21013871,"('unsupportive', 'supportive')",-0.87086165,-0.7967174,-0.5686592,-0.503428,0.0652312
13,-0.6464655,-0.71097744,"('impolite', 'polite')",-0.49469137,-0.4949792,-0.5705785,-0.6029783,-0.0323998
14,-0.19508961,-0.12613474,"('antisocial', 'social')",0.48036638,0.64191055,0.1426384,0.2578879,0.1152495
15,0.23169266,0.16629677,"('boring', 'funny')",-0.017451026,-0.04196867,0.1071208,0.062164,-0.0449568
16,-0.26786667,-0.26504388,"('unpopular', 'popular')",-0.08422986,-0.11823781,-0.1760483,-0.1916409,-0.0155926
17,0.31065518,0.353478,"('nasty', 'nice')",-0.92124337,-0.99112386,-0.3052941,-0.3188229,-0.0135288
18,-0.8275257,-0.7827661,"('disagreeable', 'welcoming')",-0.81066835,-0.85375994,-0.819097,-0.8182631,0.0008339
19,-0.8586573,-0.9017734,"('inhospitable', 'hospitable')",-0.3499723,-0.5146413,-0.6043148,-0.7082074,-0.1038926
20,-0.2935989,-0.26960766,"('rough', 'thoughtful')",1.1641711,1.1442959,0.4352861,0.4373441,0.002058
21,-1.0291308,-1.031896,"('immoral', 'moral')",-1.2425727,-1.0817848,-1.1358517,-1.0568404,0.0790113
22,0.46112585,0.3573421,"('untrustworthy', 'trustworthy')",-0.33972278,-0.39961326,0.0607015,-0.0211356,-0.0818371
23,-0.8290089,-0.8920948,"('insincere', 'sincere')",4.924084,4.584667,2.0475376,1.8462862,-0.2012514
24,-0.6220179,-0.72272563,"('dishonest', 'honest')",0.79526013,0.6892673,0.0866211,-0.0167292,-0.1033503
25,0.2660993,0.25237077,"('egoistic', 'altruistic')",1.3271177,1.1820977,0.7966085,0.7172343,-0.0793742
26,0.12686226,-0.069057904,"('hardhearted', 'benevolent')",2.7944863,2.642978,1.4606743,1.28696,-0.1737143
27,-0.07040124,-0.08732079,"('hardhearted', 'softhearted')",0.80418986,0.5590098,0.3668943,0.2358445,-0.1310498
28,-0.11419578,-0.15477559,"('disloyal', 'loyal')",1.1973125,0.9378,0.5415583,0.3915122,-0.1500461
29,0.23032168,0.18160602,"('unfair', 'fair')",-0.16348255,-0.37269908,0.0334196,-0.0955465,-0.1289661
30,0.08441556,0.113659,"('intolerant', 'tolerant')",0.72878397,0.8326786,0.4065998,0.4731688,0.066569
31,-0.06791939,-0.06425289,"('evil', 'good')",-0.17873433,-0.29359043,-0.1233269,-0.1789217,-0.0555948
32,-0.5831655,-0.78932285,"('unkind', 'kind')",0.71360016,0.46109295,0.0652173,-0.164115,-0.2293323
33,0.6299548,0.5992748,"('wrong', 'right')",0.25282997,0.08593622,0.4413924,0.3426055,-0.0987869
34,-0.6850592,-0.696843,"('mean', 'honorable')",4.345385,4.3673515,1.830163,1.8352542,0.0050912
35,0.85314465,0.85533893,"('corrupt', 'incorrupt')",-0.5552399,-0.760932,0.1489524,0.0472035,-0.1017489
36,0.13762337,0.058214992,"('hostile', 'amicable')",0.7695875,0.50960267,0.4536054,0.2839088,-0.1696966
37,0.4003774,0.38952214,"('fake', 'genuine')",0.823739,0.76011723,0.6120582,0.5748197,-0.0372385
38,-0.4685662,-0.53296244,"('untruthful', 'truthful')",0.5547092,0.5137676,0.0430715,-0.0095974,-0.0526689
39,-0.15343882,-0.15890923,"('exploitative', 'cooperative')",0.42559537,0.37732095,0.1360783,0.1092059,-0.0268724
40,0.5552808,0.6476973,"('stingy', 'generous')",-1.314846,-1.317037,-0.3797826,-0.3346698,0.0451128
41,-0.04483842,-0.030072235,"('unforgiving', 'forgiving')",0.60580647,0.630763,0.280484,0.3003454,0.0198614
42,0.6630597,0.75209755,"('unreliable', 'reliable')",-2.1141167,-1.9984739,-0.7255285,-0.6231881,0.1023404
43,-0.7110364,-0.75044215,"('irresponsible', 'responsible')",1.3945714,1.3816799,0.3417675,0.3156189,-0.0261486
44,-0.007660141,0.08095374,"('prejudiced', 'unprejudiced')",-1.6393951,-1.5959743,-0.8235276,-0.7575103,0.0660173
45,0.19765905,0.114801414,"('incompetent', 'competent')",1.3138945,1.4205679,0.7557768,0.7676846,0.0119078
46,-0.38030237,-0.43449676,"('uncompetitive', 'competitive')",-0.24858004,-0.14885575,-0.3144412,-0.2916763,0.0227649
47,-0.2356098,-0.21717192,"('stupid', 'smart')",4.9258556,4.8744154,2.3451228,2.3286216,-0.0165012
48,-0.77478474,-0.68715894,"('unintelligent', 'intelligent')",0.05185368,0.18811598,-0.3614655,-0.2495215,0.111944
49,-1.0836363,-0.9599794,"('unable', 'able')",-0.4083545,-0.27415735,-0.7459954,-0.6170684,0.128927
