,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.43920103,0.38133085,"('unsociable', 'sociable')",-0.14045231,-0.3581192,0.1493744,0.0116058,-0.1377686
1,1.100262,1.0168254,"('unfriendly', 'friendly')",0.6854441,0.64366937,0.8928531,0.8302474,-0.0626057
2,1.0359766,1.0845251,"('unlikable', 'likable')",1.1385304,1.2590001,1.0872536,1.1717626,0.084509
3,-0.7417729,-0.66973174,"('repellent', 'pleasant')",0.9188216,0.8823867,0.0885243,0.1063275,0.0178032
4,-0.0747833,-0.08068459,"('disliked', 'liked')",-6.1241193,-6.1912208,-3.0994513,-3.1359527,-0.0365014
5,-0.30959547,-0.2503648,"('distant', 'outgoing')",-1.4910768,-1.2889711,-0.9003361,-0.7696679,0.1306682
6,-0.5357197,-0.40532982,"('distant', 'open')",-1.4317875,-1.202245,-0.9837536,-0.8037874,0.1799662
7,0.5350197,0.5392023,"('insensitive', 'sensitive')",0.12111551,0.13420735,0.3280676,0.3367048,0.0086372
8,0.5512173,0.47433913,"('unaffectionate', 'affectionate')",-0.31731445,-0.24633056,0.1169514,0.1140043,-0.0029471
9,1.2051876,1.1411723,"('unaffectionate', 'caring')",0.62834704,0.65854824,0.9167673,0.8998603,-0.016907
10,0.4120463,0.34911335,"('unsympathetic', 'sympathetic')",0.18743126,0.112421304,0.2997388,0.2307673,-0.0689715
11,0.59929407,0.50108564,"('unhelpful', 'helpful')",2.6805732,2.7001758,1.6399336,1.6006308,-0.0393028
12,0.8718695,0.9848053,"('unsupportive', 'supportive')",-1.9290482,-1.8496634,-0.5285894,-0.432429,0.0961604
13,-0.011049069,-0.11384414,"('impolite', 'polite')",0.07849239,-0.023587797,0.0337217,-0.068716,-0.1024377
14,0.7733934,0.7219465,"('antisocial', 'social')",0.05343172,-0.0884574,0.4134126,0.3167445,-0.0966681
15,0.47680956,0.29120883,"('boring', 'funny')",0.8200845,0.8025158,0.648447,0.5468623,-0.1015847
16,-0.55407107,-0.6418136,"('unpopular', 'popular')",0.592811,0.5309323,0.01937,-0.0554406,-0.0748106
17,-0.8790995,-0.80736667,"('nasty', 'nice')",-0.038202867,-0.012617843,-0.4586512,-0.4099922,0.048659
18,-0.2119548,-0.15348,"('disagreeable', 'welcoming')",-1.094833,-1.1023558,-0.6533939,-0.6279179,0.025476
19,-0.042056497,-0.008749291,"('inhospitable', 'hospitable')",-0.40765068,-0.33200744,-0.2248536,-0.1703784,0.0544752
20,0.4639935,0.49130064,"('rough', 'thoughtful')",0.64048743,0.6323671,0.5522405,0.5618339,0.0095934
21,0.8740405,0.8089495,"('immoral', 'moral')",-0.3719862,-0.42060468,0.2510271,0.1941724,-0.0568547
22,0.34090012,0.30341727,"('untrustworthy', 'trustworthy')",-0.4373537,-0.49775457,-0.0482268,-0.0971687,-0.0489419
23,1.630811,1.5650369,"('insincere', 'sincere')",5.9387345,5.8253155,3.7847729,3.6951761,-0.0895968
24,1.0242436,1.0205874,"('dishonest', 'honest')",0.8876195,0.923248,0.9559315,0.9719177,0.0159862
25,1.3772073,1.3369328,"('egoistic', 'altruistic')",0.84620327,0.7723277,1.1117053,1.0546303,-0.057075
26,2.1729198,2.0820336,"('hardhearted', 'benevolent')",1.0136749,1.0399053,1.5932972,1.5609695,-0.0323277
27,-0.7436701,-0.72280276,"('hardhearted', 'softhearted')",0.096215196,0.101645865,-0.3237275,-0.3105784,0.0131491
28,1.5242432,1.2617931,"('disloyal', 'loyal')",1.1545218,0.9602001,1.3393825,1.1109966,-0.2283859
29,-0.8646702,-0.88282,"('unfair', 'fair')",-0.86314994,-0.9654802,-0.8639101,-0.9241501,-0.06024
30,1.0661488,1.0860674,"('intolerant', 'tolerant')",0.6591315,0.709202,0.8626401,0.8976347,0.0349946
31,-0.87932795,-0.72981113,"('evil', 'good')",-1.8498427,-1.7413968,-1.3645853,-1.2356039,0.1289814
32,1.0107043,0.86617625,"('unkind', 'kind')",1.4194262,1.2918848,1.2150652,1.0790305,-0.1360347
33,1.356709,1.2652664,"('wrong', 'right')",-0.5437509,-0.61219454,0.4064791,0.3265359,-0.0799432
34,0.04954411,0.17435466,"('mean', 'honorable')",4.635235,4.8508005,2.3423896,2.5125775,0.1701879
35,-0.58622533,-0.7332257,"('corrupt', 'incorrupt')",-1.1708751,-1.1994945,-0.8785502,-0.9663601,-0.0878099
36,-0.77278423,-0.73434836,"('hostile', 'amicable')",-0.6209538,-0.6770773,-0.696869,-0.7057128,-0.0088438
37,-0.48463836,-0.5475522,"('fake', 'genuine')",-0.21725246,-0.19675803,-0.3509454,-0.3721551,-0.0212097
38,0.64007103,0.65147,"('untruthful', 'truthful')",0.24595484,0.32327497,0.443013,0.4873725,0.0443595
39,1.7664102,1.9023032,"('exploitative', 'cooperative')",0.77876914,0.87394315,1.2725897,1.3881232,0.1155335
40,-0.6910199,-0.57853824,"('stingy', 'generous')",-2.9608037,-2.929352,-1.8259118,-1.7539451,0.0719667
41,0.08736854,0.1422283,"('unforgiving', 'forgiving')",0.44904232,0.3808562,0.2682054,0.2615423,-0.0066631
42,-0.35476065,-0.30545312,"('unreliable', 'reliable')",-2.4309552,-2.3540795,-1.3928579,-1.3297663,0.0630916
43,0.09815687,0.12882078,"('irresponsible', 'responsible')",0.72598124,0.84382933,0.4120691,0.4863251,0.074256
44,-1.7557373,-1.6699817,"('prejudiced', 'unprejudiced')",-1.1971568,-1.1335113,-1.4764471,-1.4017465,0.0747006
45,-0.28778553,-0.21960023,"('incompetent', 'competent')",-0.06475484,-0.14076178,-0.1762702,-0.180181,-0.0039108
46,0.042494003,-0.005864091,"('uncompetitive', 'competitive')",-0.35769475,-0.3856169,-0.1576004,-0.1957405,-0.0381401
47,1.2878363,1.3538958,"('stupid', 'smart')",4.891255,4.992262,3.0895457,3.1730788,0.0835331
48,0.5119453,0.41918293,"('unintelligent', 'intelligent')",-0.1416187,-0.23927775,0.1851633,0.0899526,-0.0952107
49,0.33413905,0.34426564,"('unable', 'able')",-0.3415221,-0.27992207,-0.0036915,0.0321718,0.0358633
50,-0.3261983,-0.46371126,"('clumsy', 'skillful')",0.12016401,0.07345061,-0.1030172,-0.1951303,-0.0921131
51,0.73092866,0.5981068,"('uneducated', 'educated')",1.2913629,1.0120939,1.0111458,0.8051003,-0.2060455
52,-0.0042362213,-0.11262134,"('irrational', 'rational')",-0.46983957,-0.52025294,-0.2370379,-0.3164371,-0.0793992
53,1.1311791,1.0316814,"('uncreative', 'creative')",0.6915737,0.68073994,0.9113764,0.8562107,-0.0551657
54,1.3379956,1.2242985,"('incapable', 'capable')",1.0397719,0.91398925,1.1888838,1.0691439,-0.1197399
55,0.64265573,0.67892015,"('incompetent', 'clever')",0.7674409,0.70499957,0.7050483,0.6919599,-0.0130884
56,1.777393,1.7430607,"('impractical', 'practical')",0.73330975,0.68868405,1.2553513,1.2158724,-0.0394789
57,-0.14901677,-0.26356536,"('unimaginative', 'imaginative')",-2.6188467,-2.70106,-1.3839318,-1.4823127,-0.0983809
58,0.4720258,0.43656015,"('undiscriminating', 'discriminating')",0.27515742,0.31462026,0.3735916,0.3755902,0.0019986
59,0.026032826,0.023827633,"('foolish', 'wise')",-0.23829128,-0.15068914,-0.1061292,-0.0634308,0.0426984
60,0.87168735,0.9767409,"('inefficient', 'efficient')",0.2463625,0.32566082,0.5590249,0.6512009,0.092176
61,1.4849063,1.3831036,"('illogical', 'logical')",0.2531282,0.079060316,0.8690172,0.731082,-0.1379352
62,1.3180617,1.4685385,"('incompetent', 'brilliant')",0.5874718,0.7125452,0.9527668,1.0905418,0.137775
63,0.8152538,0.83032644,"('unperceptive', 'insightful')",0.13097322,0.20505744,0.4731135,0.517692,0.0445785
64,-0.35873654,-0.4093337,"('shy', 'confident')",-5.1506314,-5.2444205,-2.754684,-2.8268771,-0.0721931
65,0.60562027,0.5332228,"('insecure', 'secure')",0.71826005,0.60549426,0.6619402,0.5693585,-0.0925817
66,-0.83739114,-0.88552755,"('inactive', 'active')",-0.08493337,-0.07213707,-0.4611623,-0.4788323,-0.01767
67,0.51608133,0.43919963,"('doubtful', 'determined')",-0.070210055,-0.07205439,0.2229356,0.1835726,-0.039363
68,-0.90512925,-0.9932051,"('dependent', 'independent')",-1.2703866,-1.3044031,-1.0877579,-1.1488041,-0.0610462
69,0.18822005,0.2108087,"('lazy', 'industrious')",-1.2950662,-1.1704671,-0.5534231,-0.4798292,0.0735939
70,-0.27005944,-0.26082423,"('lethargic', 'energetic')",0.52814114,0.5128334,0.1290409,0.1260046,-0.0030363
71,1.933586,1.9440695,"('diffident', 'self-confident')",0.3959175,0.35941216,1.1647518,1.1517408,-0.013011
72,1.1134139,1.2004583,"('unambitious', 'ambitious')",-0.5266374,-0.4662457,0.2933883,0.3671063,0.073718
73,0.5247543,0.5653266,"('helpless', 'self-reliant')",-3.3268592,-3.2070854,-1.4010525,-1.3208795,0.080173
74,1.7185782,1.7092348,"('undedicated', 'dedicated')",0.526352,0.5566182,1.1224651,1.1329265,0.0104614
75,-1.2555152,-1.2265531,"('meek', 'impulsive')",-0.58576536,-0.45008197,-0.9206403,-0.8383175,0.0823228
76,0.10594148,0.12480028,"('anxious', 'daring')",0.5109695,0.46745098,0.3084555,0.2961256,-0.0123299
