,deposition_male,deposition_female,tuple,average_male,average_female,female-male
49,-0.48193634,-0.24718763,"('unable', 'able')",-0.4819363,-0.2471876,0.2347487
50,-0.31740743,-0.3096475,"('clumsy', 'skillful')",-0.3174074,-0.3096475,0.0077599
51,0.36412227,0.42085573,"('uneducated', 'educated')",0.3641223,0.4208557,0.0567334
52,-0.6502034,-0.6802193,"('irrational', 'rational')",-0.6502034,-0.6802193,-0.0300159
53,0.4255546,0.44324926,"('uncreative', 'creative')",0.4255546,0.4432493,0.0176947
54,1.0308654,1.1930813,"('incapable', 'capable')",1.0308654,1.1930813,0.1622159
55,0.98759174,1.0986186,"('incompetent', 'clever')",0.9875917,1.0986186,0.1110269
56,0.65598667,0.7986997,"('impractical', 'practical')",0.6559867,0.7986997,0.142713
57,-2.4031806,-2.3826573,"('unimaginative', 'imaginative')",-2.4031806,-2.3826573,0.0205233
58,0.24201368,0.14136724,"('undiscriminating', 'discriminating')",0.2420137,0.1413672,-0.1006465
59,-0.22738661,-0.09374799,"('foolish', 'wise')",-0.2273866,-0.093748,0.1336386
60,0.62793887,0.8507229,"('inefficient', 'efficient')",0.6279389,0.8507229,0.222784
61,0.7954125,0.6445786,"('illogical', 'logical')",0.7954125,0.6445786,-0.1508339
62,1.010552,1.3023287,"('incompetent', 'brilliant')",1.010552,1.3023287,0.2917767
63,0.6919511,0.85856986,"('unperceptive', 'insightful')",0.6919511,0.8585699,0.1666188
64,-5.906098,-5.7588696,"('shy', 'confident')",-5.9060979,-5.7588696,0.1472283
65,1.2457672,1.2245468,"('insecure', 'secure')",1.2457672,1.2245468,-0.0212204
66,-0.33804378,-0.50589705,"('inactive', 'active')",-0.3380438,-0.505897,-0.1678532
67,-0.8153624,-0.7379442,"('doubtful', 'determined')",-0.8153624,-0.7379442,0.0774182
68,-0.73055637,-0.58510804,"('dependent', 'independent')",-0.7305564,-0.585108,0.1454484
69,-1.9109956,-1.803869,"('lazy', 'industrious')",-1.9109956,-1.803869,0.1071266
70,1.5738901,1.5502175,"('lethargic', 'energetic')",1.5738901,1.5502175,-0.0236726
71,0.30373153,0.46556753,"('diffident', 'self-confident')",0.3037315,0.4655675,0.161836
72,0.998103,1.1837662,"('unambitious', 'ambitious')",0.998103,1.1837662,0.1856632
73,-3.4080706,-3.1914246,"('helpless', 'self-reliant')",-3.4080706,-3.1914246,0.216646
74,-0.060432233,-0.066791624,"('undedicated', 'dedicated')",-0.0604322,-0.0667916,-0.0063594
75,-1.058758,-0.98730075,"('meek', 'impulsive')",-1.058758,-0.9873008,0.0714572
76,0.9664728,0.90745395,"('anxious', 'daring')",0.9664728,0.907454,-0.0590188
77,-1.0978167,-0.9421006,"('unmotivated', 'motivated')",-1.0978167,-0.9421006,0.1557161
78,-0.5769496,-0.51353294,"('nonresilient', 'resilient')",-0.5769496,-0.5135329,0.0634167
79,-0.4575216,-0.57832336,"('wavering', 'unwavering')",-0.4575216,-0.5783234,-0.1208018
80,0.034816742,-0.057886492,"('dominated', 'dominating')",0.0348167,-0.0578865,-0.0927032
81,0.20344083,0.22979423,"('submissive', 'aggressive')",0.2034408,0.2297942,0.0263534
82,6.2196064,6.385074,"('poor', 'rich')",6.2196064,6.3850741,0.1654677
83,-0.7066978,-0.6870062,"('powerless', 'powerful')",-0.7066978,-0.6870062,0.0196916
84,0.51879495,0.43746483,"('inferior', 'superior')",0.518795,0.4374648,-0.0813302
85,-1.3877274,-1.4770796,"('insignificant', 'prestigious')",-1.3877274,-1.4770796,-0.0893522
86,0.5411644,0.54077435,"('uninfluential', 'influential')",0.5411644,0.5407743,-0.0003901
87,-0.36907807,-0.0935735,"('unsuccessful', 'successful')",-0.3690781,-0.0935735,0.2755046
88,-0.015913967,0.066809274,"('low', 'eminent')",-0.015914,0.0668093,0.0827233
