,cyclamen_male,cyclamen_female,tuple,average_male,average_female,female-male
0,0.19335863,-0.0522388,"('unsociable', 'sociable')",0.1933586,-0.0522388,-0.2455974
1,-0.06987055,-0.4404549,"('unfriendly', 'friendly')",-0.0698705,-0.4404549,-0.3705844
2,0.78405195,0.7145724,"('unlikable', 'likable')",0.784052,0.7145724,-0.0694796
3,-0.018395184,0.1859647,"('repellent', 'pleasant')",-0.0183952,0.1859647,0.2043599
4,-2.5341456,-2.7077706,"('disliked', 'liked')",-2.5341456,-2.7077706,-0.173625
5,-0.6172838,-0.85762656,"('distant', 'outgoing')",-0.6172838,-0.8576266,-0.2403428
6,-0.67508197,-0.94577885,"('distant', 'open')",-0.675082,-0.9457788,-0.2706968
7,-0.32528883,-0.29381812,"('insensitive', 'sensitive')",-0.3252888,-0.2938181,0.0314707
8,-0.3755072,-0.4994731,"('unaffectionate', 'affectionate')",-0.3755072,-0.4994731,-0.1239659
9,-0.45967096,-0.6200946,"('unaffectionate', 'caring')",-0.459671,-0.6200946,-0.1604236
10,-0.7055747,-0.7483322,"('unsympathetic', 'sympathetic')",-0.7055747,-0.7483322,-0.0427575
11,-0.079824984,0.030004747,"('unhelpful', 'helpful')",-0.079825,0.0300047,0.1098297
12,-1.0836546,-1.1134055,"('unsupportive', 'supportive')",-1.0836546,-1.1134055,-0.0297509
13,-0.7339968,-0.7158599,"('impolite', 'polite')",-0.7339968,-0.7158599,0.0181369
14,0.73383504,0.8222282,"('antisocial', 'social')",0.733835,0.8222282,0.0883932
15,0.47405723,0.2764111,"('boring', 'funny')",0.4740572,0.2764111,-0.1976461
16,-0.7735434,-0.72372353,"('unpopular', 'popular')",-0.7735434,-0.7237235,0.0498199
17,-0.36355528,-0.33481604,"('nasty', 'nice')",-0.3635553,-0.334816,0.0287393
18,-0.2079123,-0.1319153,"('disagreeable', 'welcoming')",-0.2079123,-0.1319153,0.075997
19,-1.0576085,-1.210284,"('inhospitable', 'hospitable')",-1.0576085,-1.210284,-0.1526755
20,-0.13004418,-0.11235273,"('rough', 'thoughtful')",-0.1300442,-0.1123527,0.0176915
21,-0.12501717,0.03526677,"('immoral', 'moral')",-0.1250172,0.0352668,0.160284
22,0.09101135,0.024011903,"('untrustworthy', 'trustworthy')",0.0910114,0.0240119,-0.0669995
23,1.4552432,1.4986786,"('insincere', 'sincere')",1.4552432,1.4986786,0.0434354
24,-0.10237621,-0.20078701,"('dishonest', 'honest')",-0.1023762,-0.200787,-0.0984108
25,-0.03382866,-0.14408529,"('egoistic', 'altruistic')",-0.0338287,-0.1440853,-0.1102566
26,1.5105588,1.1176496,"('hardhearted', 'benevolent')",1.5105588,1.1176496,-0.3929092
27,0.4581257,0.32763702,"('hardhearted', 'softhearted')",0.4581257,0.327637,-0.1304887
28,-0.1822998,-0.40256223,"('disloyal', 'loyal')",-0.1822998,-0.4025622,-0.2202624
29,-0.33086723,-0.4457836,"('unfair', 'fair')",-0.3308672,-0.4457836,-0.1149164
30,0.65611684,0.66598916,"('intolerant', 'tolerant')",0.6561168,0.6659892,0.0098724
31,-0.45127156,-0.58301663,"('evil', 'good')",-0.4512716,-0.5830166,-0.131745
32,0.49975768,0.29815894,"('unkind', 'kind')",0.4997577,0.2981589,-0.2015988
33,-0.046616327,-0.2229441,"('wrong', 'right')",-0.0466163,-0.2229441,-0.1763278
34,1.3430898,1.5508054,"('mean', 'honorable')",1.3430898,1.5508054,0.2077156
35,-0.2979764,-0.6088818,"('corrupt', 'incorrupt')",-0.2979764,-0.6088818,-0.3109054
36,-0.39958555,-0.7849933,"('hostile', 'amicable')",-0.3995855,-0.7849933,-0.3854078
37,-0.14216682,-0.16796088,"('fake', 'genuine')",-0.1421668,-0.1679609,-0.0257941
38,-0.5221091,-0.57467306,"('untruthful', 'truthful')",-0.5221091,-0.5746731,-0.052564
39,0.5038092,0.6926111,"('exploitative', 'cooperative')",0.5038092,0.6926111,0.1888019
40,-0.1908599,-0.31911814,"('stingy', 'generous')",-0.1908599,-0.3191181,-0.1282582
41,0.27215186,0.18060121,"('unforgiving', 'forgiving')",0.2721519,0.1806012,-0.0915507
42,-0.788892,-0.8407102,"('unreliable', 'reliable')",-0.788892,-0.8407102,-0.0518182
43,-0.20418121,-0.104711466,"('irresponsible', 'responsible')",-0.2041812,-0.1047115,0.0994697
44,-0.22713383,-0.0393517,"('prejudiced', 'unprejudiced')",-0.2271338,-0.0393517,0.1877821
45,0.11045061,-0.08482477,"('incompetent', 'competent')",0.1104506,-0.0848248,-0.1952754
46,-0.3547958,-0.27792785,"('uncompetitive', 'competitive')",-0.3547958,-0.2779278,0.076868
47,1.8186239,1.8465464,"('stupid', 'smart')",1.8186239,1.8465464,0.0279225
48,-0.19844978,-0.10188043,"('unintelligent', 'intelligent')",-0.1984498,-0.1018804,0.0965694
49,-0.5639441,-0.40281463,"('unable', 'able')",-0.5639441,-0.4028146,0.1611295
50,-0.03654723,-0.11564417,"('clumsy', 'skillful')",-0.0365472,-0.1156442,-0.079097
51,-0.028779242,-0.11624806,"('uneducated', 'educated')",-0.0287792,-0.1162481,-0.0874689
52,-0.2746481,-0.5289227,"('irrational', 'rational')",-0.2746481,-0.5289227,-0.2542746
53,-0.99661845,-1.2875766,"('uncreative', 'creative')",-0.9966184,-1.2875766,-0.2909582
54,-0.27840048,-0.4553269,"('incapable', 'capable')",-0.2784005,-0.4553269,-0.1769264
55,0.33265287,0.46266353,"('incompetent', 'clever')",0.3326529,0.4626635,0.1300106
56,-0.15643619,-0.22499807,"('impractical', 'practical')",-0.1564362,-0.2249981,-0.0685619
57,-1.0066828,-1.2217418,"('unimaginative', 'imaginative')",-1.0066828,-1.2217418,-0.215059
58,1.1950363,1.155764,"('undiscriminating', 'discriminating')",1.1950363,1.155764,-0.0392723
59,-0.06890645,-0.21629405,"('foolish', 'wise')",-0.0689064,-0.2162941,-0.1473877
60,-0.06572142,0.29795292,"('inefficient', 'efficient')",-0.0657214,0.2979529,0.3636743
61,0.011955743,-0.15029733,"('illogical', 'logical')",0.0119557,-0.1502973,-0.162253
62,0.1794893,0.3308463,"('incompetent', 'brilliant')",0.1794893,0.3308463,0.151357
