,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.8326742,-0.882189,"('unsociable', 'sociable')",-0.13795447,-0.2825684,-0.4853143,-0.5823787,-0.0970644
1,-2.0400393,-2.080443,"('unfriendly', 'friendly')",1.6518619,1.5152442,-0.1940887,-0.2825993,-0.0885106
2,0.55642945,0.5926895,"('unlikable', 'likable')",0.5198778,0.62893337,0.5381536,0.6108115,0.0726579
3,-0.4453297,-0.3011123,"('repellent', 'pleasant')",0.2596741,0.30590567,-0.0928278,0.0023967,0.0952245
4,-0.2314459,-0.255377,"('disliked', 'liked')",-6.2011576,-6.377024,-3.2163017,-3.3162005,-0.0998988
5,-0.7284414,-0.7362577,"('distant', 'outgoing')",-0.42836383,-0.48584887,-0.5784026,-0.6110533,-0.0326507
6,-0.8354751,-0.8088341,"('distant', 'open')",-0.03415311,-0.13648608,-0.4348141,-0.4726601,-0.037846
7,-0.6572688,-0.5588328,"('insensitive', 'sensitive')",0.43658337,0.49476454,-0.1103427,-0.0320341,0.0783086
8,-0.7532036,-0.76612544,"('unaffectionate', 'affectionate')",0.84613895,0.74394274,0.0464677,-0.0110914,-0.0575591
9,-1.0452149,-0.99086934,"('unaffectionate', 'caring')",0.8194907,0.7730951,-0.1128621,-0.1088871,0.003975
10,-1.4552816,-1.3326092,"('unsympathetic', 'sympathetic')",-0.33904016,-0.35153,-0.8971609,-0.8420696,0.0550913
11,-0.5333994,-0.4385231,"('unhelpful', 'helpful')",1.3038968,1.4203285,0.3852487,0.4909027,0.105654
12,-0.5078039,-0.3133733,"('unsupportive', 'supportive')",-1.8123921,-1.7875363,-1.1600981,-1.0504547,0.1096434
13,-0.49980253,-0.4463569,"('impolite', 'polite')",-0.760374,-0.6881542,-0.6300883,-0.5672556,0.0628327
14,0.41830763,0.46425125,"('antisocial', 'social')",-0.07331025,-0.07305296,0.1724987,0.1955991,0.0231004
15,-0.0704049,-0.1562377,"('boring', 'funny')",0.5234619,0.49155906,0.2265285,0.1676607,-0.0588678
16,-0.774841,-0.7271117,"('unpopular', 'popular')",0.3135243,0.3222468,-0.2306584,-0.2024325,0.0282259
17,-0.20458356,-0.115407676,"('nasty', 'nice')",-0.48521647,-0.4581626,-0.3449,-0.2867851,0.0581149
18,-0.115578786,0.0010982081,"('disagreeable', 'welcoming')",-0.45204878,-0.49528012,-0.2838138,-0.247091,0.0367228
19,-1.5186265,-1.4579886,"('inhospitable', 'hospitable')",-0.45846152,-0.40779316,-0.988544,-0.9328909,0.0556531
20,-0.30409074,-0.21323608,"('rough', 'thoughtful')",1.6278335,1.5567541,0.6618714,0.671759,0.0098876
21,-0.18672842,-0.14777069,"('immoral', 'moral')",-0.3676299,-0.28662935,-0.2771792,-0.2172,0.0599792
22,-0.23429206,-0.16051473,"('untrustworthy', 'trustworthy')",-0.8337496,-0.8823767,-0.5340208,-0.5214457,0.0125751
23,-1.1133995,-1.058319,"('insincere', 'sincere')",5.131115,5.144307,2.0088577,2.042994,0.0341363
24,-0.79463315,-0.79964554,"('dishonest', 'honest')",0.4942341,0.47775888,-0.1501995,-0.1609433,-0.0107438
25,0.17460611,0.17849912,"('egoistic', 'altruistic')",1.4856341,1.4383531,0.8301201,0.8084261,-0.021694
26,-0.29423234,-0.27161065,"('hardhearted', 'benevolent')",1.9513799,1.9078101,0.8285738,0.8180997,-0.0104741
27,-0.7744674,-0.67596817,"('hardhearted', 'softhearted')",1.364769,1.271317,0.2951508,0.2976744,0.0025236
