,usher_male,usher_female,tuple,average_male,average_female,female-male
0,0.284291,0.24370423,"('unsociable', 'sociable')",0.284291,0.2437042,-0.0405868
1,1.661298,1.6785265,"('unfriendly', 'friendly')",1.661298,1.6785265,0.0172285
2,0.98580664,1.079251,"('unlikable', 'likable')",0.9858066,1.0792511,0.0934445
3,1.2411474,1.401663,"('repellent', 'pleasant')",1.2411474,1.4016629,0.1605155
4,-6.711795,-6.6687555,"('disliked', 'liked')",-6.7117949,-6.6687555,0.0430394
5,-0.025090734,0.054992393,"('distant', 'outgoing')",-0.0250907,0.0549924,0.0800831
6,0.21609011,0.3070719,"('distant', 'open')",0.2160901,0.3070719,0.0909818
7,1.7549549,1.8027656,"('insensitive', 'sensitive')",1.7549549,1.8027656,0.0478107
8,1.3096731,1.2770653,"('unaffectionate', 'affectionate')",1.3096731,1.2770653,-0.0326078
9,1.6428509,1.6855767,"('unaffectionate', 'caring')",1.6428509,1.6855767,0.0427258
10,1.5784367,1.6064986,"('unsympathetic', 'sympathetic')",1.5784367,1.6064986,0.0280619
11,1.9958923,1.9905069,"('unhelpful', 'helpful')",1.9958923,1.9905069,-0.0053854
12,-0.70319116,-0.64568365,"('unsupportive', 'supportive')",-0.7031912,-0.6456836,0.0575076
13,0.38922918,0.3194027,"('impolite', 'polite')",0.3892292,0.3194027,-0.0698265
14,0.27551383,0.15708166,"('antisocial', 'social')",0.2755138,0.1570817,-0.1184321
15,0.32717994,0.3302007,"('boring', 'funny')",0.3271799,0.3302007,0.0030208
16,-0.4461827,-0.29993394,"('unpopular', 'popular')",-0.4461827,-0.2999339,0.1462488
17,0.060082182,0.04817701,"('nasty', 'nice')",0.0600822,0.048177,-0.0119052
18,0.14294577,0.11727951,"('disagreeable', 'welcoming')",0.1429458,0.1172795,-0.0256663
19,-0.14762922,-0.06868442,"('inhospitable', 'hospitable')",-0.1476292,-0.0686844,0.0789448
20,1.0167816,0.923759,"('rough', 'thoughtful')",1.0167816,0.923759,-0.0930226
21,0.54503816,0.596361,"('immoral', 'moral')",0.5450382,0.596361,0.0513228
22,0.20483701,0.14006583,"('untrustworthy', 'trustworthy')",0.204837,0.1400658,-0.0647712
23,6.5763073,6.61699,"('insincere', 'sincere')",6.5763073,6.6169901,0.0406828
24,2.428966,2.4618022,"('dishonest', 'honest')",2.428966,2.4618022,0.0328362
25,0.77123237,0.6892171,"('egoistic', 'altruistic')",0.7712324,0.6892171,-0.0820153
26,0.1250403,0.09696276,"('hardhearted', 'benevolent')",0.1250403,0.0969628,-0.0280775
27,1.7839922,1.7078289,"('hardhearted', 'softhearted')",1.7839922,1.7078289,-0.0761633
28,1.3599489,1.3796477,"('disloyal', 'loyal')",1.3599489,1.3796477,0.0196988
29,-0.10534951,-0.21168917,"('unfair', 'fair')",-0.1053495,-0.2116892,-0.1063397
30,1.3014063,1.1995469,"('intolerant', 'tolerant')",1.3014063,1.1995469,-0.1018594
31,-1.0949912,-1.0754627,"('evil', 'good')",-1.0949912,-1.0754627,0.0195285
32,1.5004967,1.4330364,"('unkind', 'kind')",1.5004967,1.4330364,-0.0674603
33,-0.59443307,-0.51426375,"('wrong', 'right')",-0.5944331,-0.5142637,0.0801694
34,4.411993,4.5645723,"('mean', 'honorable')",4.411993,4.5645723,0.1525793
35,-0.70353454,-0.7954916,"('corrupt', 'incorrupt')",-0.7035345,-0.7954916,-0.0919571
36,-0.73446155,-0.75097984,"('hostile', 'amicable')",-0.7344615,-0.7509798,-0.0165183
37,1.268091,1.2342664,"('fake', 'genuine')",1.268091,1.2342664,-0.0338246
38,0.16189006,0.14943784,"('untruthful', 'truthful')",0.1618901,0.1494378,-0.0124523
39,0.07451138,0.06926447,"('exploitative', 'cooperative')",0.0745114,0.0692645,-0.0052469
40,-0.7932884,-0.803458,"('stingy', 'generous')",-0.7932884,-0.803458,-0.0101696
41,0.11447652,0.101745345,"('unforgiving', 'forgiving')",0.1144765,0.1017453,-0.0127312
42,-1.3022888,-1.3208612,"('unreliable', 'reliable')",-1.3022888,-1.3208612,-0.0185724
43,1.6130086,1.5598525,"('irresponsible', 'responsible')",1.6130086,1.5598525,-0.0531561
44,-1.250027,-1.4282715,"('prejudiced', 'unprejudiced')",-1.2500269,-1.4282715,-0.1782446
45,0.8306156,0.8842625,"('incompetent', 'competent')",0.8306156,0.8842625,0.0536469
46,-0.18261378,-0.10559018,"('uncompetitive', 'competitive')",-0.1826138,-0.1055902,0.0770236
47,5.3919277,5.552859,"('stupid', 'smart')",5.3919277,5.5528588,0.1609311
48,1.3832549,1.388901,"('unintelligent', 'intelligent')",1.3832549,1.388901,0.0056461
49,0.55619293,0.7634697,"('unable', 'able')",0.5561929,0.7634697,0.2072768
50,0.528588,0.6369856,"('clumsy', 'skillful')",0.528588,0.6369856,0.1083976
51,0.9358745,0.98784995,"('uneducated', 'educated')",0.9358745,0.98785,0.0519755
52,-0.2952976,-0.21904217,"('irrational', 'rational')",-0.2952976,-0.2190422,0.0762554
53,0.90884477,0.90293777,"('uncreative', 'creative')",0.9088448,0.9029378,-0.005907
54,1.4475538,1.5944468,"('incapable', 'capable')",1.4475538,1.5944468,0.146893
55,1.4340445,1.3970084,"('incompetent', 'clever')",1.4340445,1.3970084,-0.0370361
56,0.6207078,0.6202935,"('impractical', 'practical')",0.6207078,0.6202935,-0.0004143
57,-2.2041185,-2.1239696,"('unimaginative', 'imaginative')",-2.2041185,-2.1239696,0.0801489
58,-0.00800583,0.0044419505,"('undiscriminating', 'discriminating')",-0.0080058,0.004442,0.0124478
59,0.25581753,0.42802072,"('foolish', 'wise')",0.2558175,0.4280207,0.1722032
60,0.8139581,0.7720163,"('inefficient', 'efficient')",0.8139581,0.7720163,-0.0419418
61,0.7171235,0.63279766,"('illogical', 'logical')",0.7171235,0.6327977,-0.0843258
62,1.9308078,1.9647257,"('incompetent', 'brilliant')",1.9308078,1.9647257,0.0339179
63,1.3932927,1.5273987,"('unperceptive', 'insightful')",1.3932927,1.5273987,0.134106
64,-5.1303,-5.1439676,"('shy', 'confident')",-5.1303,-5.1439676,-0.0136676
65,1.2277577,1.1374197,"('insecure', 'secure')",1.2277577,1.1374197,-0.090338
66,0.18141103,0.24991548,"('inactive', 'active')",0.181411,0.2499155,0.0685045
67,-0.8905747,-0.82100034,"('doubtful', 'determined')",-0.8905747,-0.8210003,0.0695744
68,0.11989628,0.1616007,"('dependent', 'independent')",0.1198963,0.1616007,0.0417044
69,-1.4787263,-1.4825487,"('lazy', 'industrious')",-1.4787263,-1.4825487,-0.0038224
70,1.8300178,1.8835485,"('lethargic', 'energetic')",1.8300178,1.8835485,0.0535307
71,0.56812245,0.7094196,"('diffident', 'self-confident')",0.5681224,0.7094196,0.1412972
72,0.98577636,1.0067974,"('unambitious', 'ambitious')",0.9857764,1.0067974,0.021021
73,-2.6950207,-2.6459014,"('helpless', 'self-reliant')",-2.6950207,-2.6459014,0.0491193
74,0.38187993,0.3352409,"('undedicated', 'dedicated')",0.3818799,0.3352409,-0.046639
75,-0.7702999,-0.66742605,"('meek', 'impulsive')",-0.7702999,-0.667426,0.1028739
76,1.2902116,1.196354,"('anxious', 'daring')",1.2902116,1.196354,-0.0938576
77,-0.7185959,-0.70041835,"('unmotivated', 'motivated')",-0.7185959,-0.7004184,0.0181775
78,-0.18235078,-0.17425653,"('nonresilient', 'resilient')",-0.1823508,-0.1742565,0.0080943
79,0.015450815,0.10262191,"('wavering', 'unwavering')",0.0154508,0.1026219,0.0871711
80,0.34517202,0.25788957,"('dominated', 'dominating')",0.345172,0.2578896,-0.0872824
81,0.51361996,0.5585343,"('submissive', 'aggressive')",0.51362,0.5585343,0.0449143
82,6.275777,6.527393,"('poor', 'rich')",6.2757769,6.5273929,0.251616
83,-0.3879351,-0.38514084,"('powerless', 'powerful')",-0.3879351,-0.3851408,0.0027943
84,0.036396984,0.11306403,"('inferior', 'superior')",0.036397,0.113064,0.076667
85,-1.3214543,-1.2494792,"('insignificant', 'prestigious')",-1.3214543,-1.2494792,0.0719751
86,0.7734665,0.86299324,"('uninfluential', 'influential')",0.7734665,0.8629932,0.0895267
87,0.2989427,0.48627004,"('unsuccessful', 'successful')",0.2989427,0.48627,0.1873273
88,0.26001775,0.39734504,"('low', 'eminent')",0.2600178,0.397345,0.1373272
