,fleetcor_male,fleetcor_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.27058128,0.31303602,"('unsociable', 'sociable')",-0.008408459,-0.1637164,-0.6058511,-0.70050997,-0.1145594,-0.1837301,-0.0691707
1,-1.5548849,-1.8055129,"('unfriendly', 'friendly')",0.030945925,-0.19181946,1.7822562,1.628158,0.0861057,-0.1230581,-0.2091638
2,0.599978,0.61976117,"('unlikable', 'likable')",0.51587296,0.5426247,0.5845756,0.71437335,0.5668089,0.6255864,0.0587775
3,0.23040172,0.43673652,"('repellent', 'pleasant')",0.13973024,0.17508419,-0.15043095,-0.11290571,0.0732337,0.166305,0.0930713
4,-0.8907165,-1.0687101,"('disliked', 'liked')",-0.56263834,-0.62627447,-5.5251336,-5.660007,-2.3261628,-2.4516638,-0.125501
5,-2.0392756,-2.2466955,"('distant', 'outgoing')",-0.6254305,-0.62077796,-0.12723494,-0.088955335,-0.9306471,-0.9854763,-0.0548292
6,-2.5061414,-2.73245,"('distant', 'open')",-1.0602068,-1.086744,0.6033077,0.55915344,-0.9876801,-1.0866801,-0.099
7,0.95958745,1.105376,"('insensitive', 'sensitive')",0.6425429,0.6579976,0.19348505,0.21531725,0.5985385,0.6595636,0.0610251
8,-1.12512,-1.2877878,"('unaffectionate', 'affectionate')",-0.36839193,-0.45545402,0.76240957,0.645981,-0.2437008,-0.3657536,-0.1220528
9,-0.95229983,-1.1022289,"('unaffectionate', 'caring')",-0.012778117,-0.14707142,1.0476484,0.9879042,0.0275235,-0.087132,-0.1146555
10,0.579725,0.67619354,"('unsympathetic', 'sympathetic')",-0.3759519,-0.48182666,-0.87835324,-0.90569127,-0.22486,-0.2371081,-0.0122481
11,0.4945291,0.5732032,"('unhelpful', 'helpful')",1.0346487,1.0564642,1.3838488,1.4992294,0.9710089,1.0429656,0.0719567
12,0.4606511,0.55417454,"('unsupportive', 'supportive')",0.58216643,0.60659856,-2.039602,-2.0158997,-0.3322615,-0.2850422,0.0472193
13,1.3352156,1.4519398,"('impolite', 'polite')",0.09600121,0.15455279,-0.8040027,-0.7671428,0.2090713,0.2797833,0.070712
14,1.4952307,1.6883267,"('antisocial', 'social')",1.1716129,1.1946701,-0.67527276,-0.65419436,0.6638569,0.7429341,0.0790772
15,0.7730602,0.5905082,"('boring', 'funny')",0.49162757,0.46662548,0.7712046,0.7744999,0.6786308,0.6105445,-0.0680863
16,-1.405437,-1.4776174,"('unpopular', 'popular')",-0.51248324,-0.4973882,0.48808175,0.49639747,-0.4766128,-0.4928694,-0.0162566
17,-0.5534402,-0.5420419,"('nasty', 'nice')",-0.8231569,-0.74142647,-0.4829993,-0.41552266,-0.6198655,-0.5663304,0.0535351
18,-0.34385538,-0.27852082,"('disagreeable', 'welcoming')",-0.036085904,0.041193172,-0.2972596,-0.31537223,-0.2257336,-0.1842333,0.0415003
19,-1.641439,-1.746828,"('inhospitable', 'hospitable')",-0.7432193,-0.79900306,-0.20823392,-0.09794375,-0.8642974,-0.8812582,-0.0169608
20,0.25631264,0.3440896,"('rough', 'thoughtful')",0.729761,0.7919165,0.821693,0.7686827,0.6025889,0.6348963,0.0323074
21,1.4504857,1.5767128,"('immoral', 'moral')",0.8311002,0.77891064,-1.1331681,-1.1079534,0.3828059,0.41589,0.0330841
22,0.8888964,0.90537983,"('untrustworthy', 'trustworthy')",0.29401812,0.22970833,-1.0300058,-1.0267147,0.0509696,0.0361245,-0.0148451
23,0.3014679,0.3218758,"('insincere', 'sincere')",-0.15130997,-0.20418839,4.69135,4.683993,1.613836,1.60056,-0.013276
24,0.2997922,0.24879818,"('dishonest', 'honest')",-1.2173895,-1.2770809,0.2831013,0.24513711,-0.2114987,-0.2610486,-0.0495499
25,-0.6185449,-0.75130075,"('egoistic', 'altruistic')",0.30446687,0.28334293,1.7610819,1.661902,0.4823347,0.3979814,-0.0843533
26,-0.100690916,-0.20359817,"('hardhearted', 'benevolent')",0.5758816,0.57652175,1.8986219,1.84389,0.7912709,0.7389379,-0.052333
27,-0.17540023,-0.15345901,"('hardhearted', 'softhearted')",0.60361594,0.64342093,1.3488982,1.2277534,0.5923713,0.5725718,-0.0197995
28,0.074782975,-0.052196793,"('disloyal', 'loyal')",0.15836903,0.015465555,0.9290838,0.7841395,0.387412,0.2491361,-0.1382759
29,-0.7863482,-0.8437313,"('unfair', 'fair')",-0.78490674,-0.803272,-0.6359229,-0.7673018,-0.735726,-0.8047684,-0.0690424
30,1.3731419,1.486456,"('intolerant', 'tolerant')",2.0240793,1.9553566,0.93143845,0.98206615,1.4428865,1.4746262,0.0317397
31,-2.4820445,-2.597829,"('evil', 'good')",-0.7972001,-0.83666074,-0.53707665,-0.6523379,-1.272107,-1.3622759,-0.0901689
32,-0.2925467,-0.33756128,"('unkind', 'kind')",-0.16249967,-0.18362895,0.3670714,0.28756028,-0.029325,-0.0778766,-0.0485516
33,0.42096785,0.27758968,"('wrong', 'right')",0.3953083,0.35857034,-0.33351758,-0.43418705,0.1609195,0.0673243,-0.0935952
34,-0.576102,-0.44139168,"('mean', 'honorable')",-0.13142848,-0.047425948,5.7458572,5.9503255,1.6794422,1.8205026,0.1410604
35,-1.2628094,-1.523394,"('corrupt', 'incorrupt')",-0.55483025,-0.5689419,0.51158315,0.35450262,-0.4353522,-0.5792778,-0.1439256
36,-2.108635,-2.3569329,"('hostile', 'amicable')",-0.77837205,-0.911207,1.0583037,0.8715825,-0.6095678,-0.7988524,-0.1892846
37,0.57688606,0.5631744,"('fake', 'genuine')",0.16271795,0.09917022,0.07890884,0.09051135,0.2728376,0.250952,-0.0218856
38,-1.3147222,-1.4586623,"('untruthful', 'truthful')",-0.7914679,-0.82826215,-0.39544424,-0.36260256,-0.8338781,-0.8831756,-0.0492975
39,1.7633988,1.8487517,"('exploitative', 'cooperative')",0.91226435,1.017255,0.17493553,0.1810176,0.9501995,1.0156748,0.0654753
40,0.16853014,0.13723224,"('stingy', 'generous')",-0.13594986,-0.17860566,-1.3545245,-1.5163586,-0.4406481,-0.519244,-0.0785959
41,-0.28740504,-0.31258443,"('unforgiving', 'forgiving')",-0.33732095,-0.34790128,0.4469169,0.33967748,-0.0592697,-0.1069361,-0.0476664
42,0.36223352,0.5375636,"('unreliable', 'reliable')",-0.7802519,-0.6247717,-3.2656136,-3.2034373,-1.2278773,-1.0968818,0.1309955
