,nougat_male,nougat_female,tuple,average_male,average_female,female-male
0,-0.69741625,-0.8260374,"('unsociable', 'sociable')",-0.6974162,-0.8260374,-0.1286212
1,-0.58928293,-0.5398735,"('unfriendly', 'friendly')",-0.5892829,-0.5398735,0.0494094
2,-0.10384764,-0.05325014,"('unlikable', 'likable')",-0.1038476,-0.0532501,0.0505975
3,-1.1549112,-1.0597854,"('repellent', 'pleasant')",-1.1549112,-1.0597854,0.0951258
4,-1.0870192,-0.9646299,"('disliked', 'liked')",-1.0870192,-0.9646299,0.1223893
5,-0.19061077,-0.0821358,"('distant', 'outgoing')",-0.1906108,-0.0821358,0.108475
6,-0.43623778,-0.30508247,"('distant', 'open')",-0.4362378,-0.3050825,0.1311553
7,-1.0552045,-1.1134927,"('insensitive', 'sensitive')",-1.0552045,-1.1134927,-0.0582882
8,-0.41520646,-0.40674466,"('unaffectionate', 'affectionate')",-0.4152065,-0.4067447,0.0084618
9,-0.9195929,-0.9306274,"('unaffectionate', 'caring')",-0.9195929,-0.9306274,-0.0110345
10,-1.219594,-1.2762895,"('unsympathetic', 'sympathetic')",-1.219594,-1.2762895,-0.0566955
11,-0.26191095,-0.34830543,"('unhelpful', 'helpful')",-0.2619109,-0.3483054,-0.0863945
12,-1.5148271,-1.4058212,"('unsupportive', 'supportive')",-1.5148271,-1.4058212,0.1090059
13,-0.20017892,-0.38993013,"('impolite', 'polite')",-0.2001789,-0.3899301,-0.1897512
14,-0.6660771,-0.79315495,"('antisocial', 'social')",-0.6660771,-0.793155,-0.1270779
15,1.2044176,1.0922014,"('boring', 'funny')",1.2044176,1.0922014,-0.1122162
16,-0.14256664,-0.08578739,"('unpopular', 'popular')",-0.1425666,-0.0857874,0.0567792
17,0.20035397,0.24632318,"('nasty', 'nice')",0.200354,0.2463232,0.0459692
18,-1.2963073,-1.2796214,"('disagreeable', 'welcoming')",-1.2963073,-1.2796214,0.0166859
19,-0.7300734,-0.62786967,"('inhospitable', 'hospitable')",-0.7300734,-0.6278697,0.1022037
20,0.12541533,0.11063664,"('rough', 'thoughtful')",0.1254153,0.1106366,-0.0147787
21,-0.06981251,-0.13602059,"('immoral', 'moral')",-0.0698125,-0.1360206,-0.0662081
22,-0.67979544,-0.7107943,"('untrustworthy', 'trustworthy')",-0.6797954,-0.7107943,-0.0309989
23,0.23885342,0.13536933,"('insincere', 'sincere')",0.2388534,0.1353693,-0.1034841
24,-0.64938,-0.8012147,"('dishonest', 'honest')",-0.64938,-0.8012147,-0.1518347
25,0.4863096,0.3776941,"('egoistic', 'altruistic')",0.4863096,0.3776941,-0.1086155
26,0.58141255,0.5204519,"('hardhearted', 'benevolent')",0.5814126,0.5204519,-0.0609607
27,0.8724904,0.7151827,"('hardhearted', 'softhearted')",0.8724904,0.7151827,-0.1573077
