,booking_male,booking_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.8874173,0.81730396,"('unsociable', 'sociable')",0.41914764,0.20209265,-0.04341005,-0.131585,0.4210516,0.2959372,-0.1251144
1,1.1683024,1.2035737,"('unfriendly', 'friendly')",0.17161196,0.072060555,1.7644567,1.590073,1.0347904,0.9552358,-0.0795546
2,0.60877234,0.8700208,"('unlikable', 'likable')",1.7129434,1.8500998,0.80875593,0.9403161,1.0434906,1.2201455,0.1766549
3,-0.97945476,-0.80925876,"('repellent', 'pleasant')",0.591747,0.6075886,0.3744381,0.4539,-0.0044232,0.0840766,0.0884998
4,-1.4995091,-1.5461147,"('disliked', 'liked')",0.16991715,0.16855904,-6.425872,-6.505496,-2.5851545,-2.627684,-0.0425295
5,-0.25214148,-0.20515086,"('distant', 'outgoing')",-0.7109697,-0.60163885,-0.15125437,-0.1575273,-0.3714552,-0.321439,0.0500162
6,-0.7515837,-0.71579075,"('distant', 'open')",-1.2078735,-1.1027085,0.4042226,0.3320571,-0.5184115,-0.4954807,0.0229308
7,0.6951661,0.69875807,"('insensitive', 'sensitive')",0.366953,0.37023228,0.7072254,0.6265657,0.5897815,0.5651853,-0.0245962
8,1.0784053,1.1152205,"('unaffectionate', 'affectionate')",-0.26483083,-0.20314556,0.79797566,0.6917101,0.5371834,0.534595,-0.0025884
9,2.0111868,2.1213167,"('unaffectionate', 'caring')",0.06802513,0.03476219,1.1904421,1.1722361,1.0898847,1.1094383,0.0195536
10,0.6673278,0.7992708,"('unsympathetic', 'sympathetic')",-0.11488317,-0.12916952,0.13532831,0.14217478,0.2292576,0.2707587,0.0415011
11,0.8103937,0.84163606,"('unhelpful', 'helpful')",0.17126578,0.26036975,2.121909,2.3034701,1.0345228,1.1351587,0.1006359
12,1.0448803,1.2436184,"('unsupportive', 'supportive')",0.28078353,0.49737322,-1.659652,-1.6562463,-0.1113294,0.0282484,0.1395778
13,0.6020615,0.5706154,"('impolite', 'polite')",-0.04502401,-0.08498484,0.015323162,-0.02333567,0.1907869,0.1540983,-0.0366886
14,1.406666,1.3960139,"('antisocial', 'social')",2.07307,2.0063133,-0.23322785,-0.2953201,1.0821694,1.035669,-0.0465004
15,0.8375743,0.63644046,"('boring', 'funny')",-1.0193642,-1.0062835,0.6177593,0.46181846,0.1453231,0.0306585,-0.1146646
16,-0.70387125,-0.5061335,"('unpopular', 'popular')",-0.771576,-0.5850534,0.29787576,0.3733259,-0.3925238,-0.239287,0.1532368
17,0.32789895,0.541179,"('nasty', 'nice')",-0.8661596,-0.69250596,-0.3179563,-0.26524568,-0.2854057,-0.1388575,0.1465482
18,0.6436204,0.75069255,"('disagreeable', 'welcoming')",-0.04133518,0.12051988,-0.25410673,-0.2791096,0.1160595,0.1973676,0.0813081
19,-1.2741147,-1.2207135,"('inhospitable', 'hospitable')",-0.96109205,-0.77461433,-0.06256345,-0.0015226379,-0.7659234,-0.6656168,0.1003066
20,-0.33535212,-0.20216176,"('rough', 'thoughtful')",0.026857771,0.10246724,0.8239328,0.83836555,0.1718128,0.2462237,0.0744109
21,0.3143646,0.3502491,"('immoral', 'moral')",0.34899113,0.40510052,-0.38127273,-0.30319315,0.0940277,0.1507188,0.0566911
22,-0.4150824,-0.44748896,"('untrustworthy', 'trustworthy')",0.4120524,0.3499179,-0.8148934,-0.8710391,-0.2726411,-0.3228701,-0.050229
23,0.93665624,1.053333,"('insincere', 'sincere')",0.065575264,0.015632913,6.1714253,6.1574545,2.391219,2.4088068,0.0175878
24,0.742392,0.7175715,"('dishonest', 'honest')",-0.55098575,-0.4492073,0.974829,0.91307294,0.3887451,0.3938124,0.0050673
25,-0.39390618,-0.38872156,"('egoistic', 'altruistic')",0.40007538,0.44452214,1.3562555,1.3019933,0.4541416,0.4525979,-0.0015437
26,2.7214062,2.7059963,"('hardhearted', 'benevolent')",1.7443279,1.6877486,1.600773,1.4559349,2.022169,1.9498933,-0.0722757
27,0.36534196,0.47870973,"('hardhearted', 'softhearted')",-0.14612073,-0.15277763,1.4925262,1.3346248,0.5705825,0.5535189,-0.0170636
28,0.4359964,0.30969977,"('disloyal', 'loyal')",-0.14928749,-0.23288016,1.1323739,1.0202639,0.4730276,0.3656945,-0.1073331
29,-0.60379076,-0.70933807,"('unfair', 'fair')",-0.69147575,-0.71088433,-0.4647558,-0.5960171,-0.5866741,-0.6720799,-0.0854058
30,1.7136812,1.8712118,"('intolerant', 'tolerant')",1.6239169,1.5939355,1.2391837,1.2509173,1.5255939,1.5720215,0.0464276
31,-2.132084,-2.1221426,"('evil', 'good')",-1.7113141,-1.6892616,-1.1691263,-1.3176236,-1.6708415,-1.7096759,-0.0388344
32,0.7996232,0.8576251,"('unkind', 'kind')",0.5105148,0.46850187,1.2415295,1.1027218,0.8505558,0.8096162,-0.0409396
33,0.8207575,0.8461731,"('wrong', 'right')",0.20328325,0.28919405,-0.7928852,-0.8714979,0.0770518,0.0879564,0.0109046
34,0.19973631,0.43720827,"('mean', 'honorable')",0.091726795,0.3730479,6.134644,6.3305893,2.1420356,2.3802818,0.2382462
35,-1.7948338,-1.9730844,"('corrupt', 'incorrupt')",-1.4778023,-1.446656,-0.19568518,-0.39436793,-1.156107,-1.2713695,-0.1152625
36,-1.4418366,-1.3906342,"('hostile', 'amicable')",-1.0888652,-1.1454599,0.1775965,-0.048688106,-0.7843684,-0.8615941,-0.0772257
37,-0.5386595,-0.6007023,"('fake', 'genuine')",-0.29736274,-0.18795827,0.71764505,0.7162425,-0.0394591,-0.0241393,0.0153198
38,0.52762026,0.6550088,"('untruthful', 'truthful')",-0.35297614,-0.23084606,0.13415915,0.25303382,0.1029344,0.2257322,0.1227978
39,0.5569159,0.5283779,"('exploitative', 'cooperative')",-0.22572461,-0.16017468,-0.17024681,-0.1734665,0.0536482,0.0649122,0.011264
40,-0.09038524,-0.03451089,"('stingy', 'generous')",0.23028566,0.17090039,-1.6168213,-1.7865802,-0.4923069,-0.5500636,-0.0577567
41,1.3348345,1.4098136,"('unforgiving', 'forgiving')",0.0918316,0.19548312,0.34292617,0.2789506,0.5898641,0.6280824,0.0382183
42,0.58584785,0.70536566,"('unreliable', 'reliable')",1.6720734,1.8684053,-2.6017766,-2.523007,-0.1146185,0.0169214,0.1315399
43,1.5273112,1.665495,"('irresponsible', 'responsible')",-0.14364402,-0.006004952,0.9847799,0.9850724,0.7894824,0.8815208,0.0920384
44,-1.2598109,-1.1935817,"('prejudiced', 'unprejudiced')",-0.6486225,-0.61798716,-1.6399506,-1.6203498,-1.1827947,-1.1439729,0.0388218
45,-0.6397849,-0.48805073,"('incompetent', 'competent')",0.31641388,0.27994114,-0.009734675,-0.06996077,-0.1110352,-0.0926901,0.0183451
46,1.3948079,1.4904057,"('uncompetitive', 'competitive')",1.7506161,1.6457618,-0.017805383,-0.0013303421,1.0425395,1.0449457,0.0024062
47,0.5109755,0.6221677,"('stupid', 'smart')",0.6143712,0.7174209,6.0338073,6.1393147,2.3863846,2.4929678,0.1065832
48,0.66224146,0.7077153,"('unintelligent', 'intelligent')",-0.19372702,-0.19407411,0.44629842,0.48917183,0.3049376,0.334271,0.0293334
49,-0.9747587,-0.80517197,"('unable', 'able')",-0.4877054,-0.41546994,-0.18801223,-0.049428727,-0.5501588,-0.4233569,0.1268019
50,-0.441864,-0.32885626,"('clumsy', 'skillful')",-0.12001775,-0.037731547,-0.17628087,-0.0971867,-0.2460542,-0.1545915,0.0914627
51,-0.574634,-0.6388402,"('uneducated', 'educated')",1.1418153,1.0224823,0.49153697,0.5067593,0.3529061,0.2968005,-0.0561056
