,model_male,model_female,tuple,average_male,average_female,female-male
0,0.2822163,0.13852422,"('unsociable', 'sociable')",0.2822163,0.1385242,-0.1436921
1,1.1842735,1.5115211,"('unfriendly', 'friendly')",1.1842735,1.5115211,0.3272476
2,0.69399506,1.0650012,"('unlikable', 'likable')",0.6939951,1.0650012,0.3710061
3,0.7928907,0.9735951,"('repellent', 'pleasant')",0.7928907,0.9735951,0.1807044
4,-7.103924,-7.02048,"('disliked', 'liked')",-7.1039238,-7.0204802,0.0834436
5,-0.3901653,0.05076155,"('distant', 'outgoing')",-0.3901653,0.0507616,0.4409269
6,-0.28106695,0.122583784,"('distant', 'open')",-0.281067,0.1225838,0.4036508
7,1.4150923,1.513323,"('insensitive', 'sensitive')",1.4150923,1.5133229,0.0982306
8,0.87456125,1.1127139,"('unaffectionate', 'affectionate')",0.8745613,1.1127139,0.2381526
9,1.7878187,1.9986705,"('unaffectionate', 'caring')",1.7878187,1.9986705,0.2108518
10,1.1062443,1.1343585,"('unsympathetic', 'sympathetic')",1.1062443,1.1343585,0.0281142
11,2.398833,2.3740416,"('unhelpful', 'helpful')",2.398833,2.3740416,-0.0247914
12,-0.75149846,-0.71274567,"('unsupportive', 'supportive')",-0.7514985,-0.7127457,0.0387528
13,0.73743737,0.5950358,"('impolite', 'polite')",0.7374374,0.5950358,-0.1424016
14,0.29407522,0.16398378,"('antisocial', 'social')",0.2940752,0.1639838,-0.1300914
15,0.33739752,0.42777613,"('boring', 'funny')",0.3373975,0.4277761,0.0903786
16,-0.46521848,-0.22804144,"('unpopular', 'popular')",-0.4652185,-0.2280414,0.2371771
17,-0.26363218,-0.068997666,"('nasty', 'nice')",-0.2636322,-0.0689977,0.1946345
18,-0.40978086,-0.2769038,"('disagreeable', 'welcoming')",-0.4097809,-0.2769038,0.1328771
19,-0.42027447,-0.13479479,"('inhospitable', 'hospitable')",-0.4202745,-0.1347948,0.2854797
20,0.86324066,0.79704046,"('rough', 'thoughtful')",0.8632407,0.7970405,-0.0662002
21,0.51967645,0.54568577,"('immoral', 'moral')",0.5196764,0.5456858,0.0260094
22,0.184461,0.15993187,"('untrustworthy', 'trustworthy')",0.184461,0.1599319,-0.0245291
23,6.9377623,7.1589565,"('insincere', 'sincere')",6.9377623,7.1589565,0.2211942
24,1.9235663,2.071763,"('dishonest', 'honest')",1.9235663,2.071763,0.1481967
25,-0.1550528,-0.046642467,"('egoistic', 'altruistic')",-0.1550528,-0.0466425,0.1084103
26,0.17313758,0.12460627,"('hardhearted', 'benevolent')",0.1731376,0.1246063,-0.0485313
27,1.3709899,1.4627622,"('hardhearted', 'softhearted')",1.3709899,1.4627622,0.0917723
28,1.1669114,1.196211,"('disloyal', 'loyal')",1.1669114,1.196211,0.0292996
29,0.040177453,0.04904724,"('unfair', 'fair')",0.0401775,0.0490472,0.0088697
30,1.2625303,1.2074298,"('intolerant', 'tolerant')",1.2625303,1.2074298,-0.0551005
31,-1.8095351,-1.5292466,"('evil', 'good')",-1.8095351,-1.5292466,0.2802885
32,1.5120145,1.5754426,"('unkind', 'kind')",1.5120145,1.5754426,0.0634281
33,-0.27310714,-0.23322745,"('wrong', 'right')",-0.2731071,-0.2332274,0.0398797
34,4.4117503,4.804965,"('mean', 'honorable')",4.4117503,4.804965,0.3932147
35,-1.1932075,-1.1411456,"('corrupt', 'incorrupt')",-1.1932075,-1.1411456,0.0520619
36,-1.1085854,-1.0287039,"('hostile', 'amicable')",-1.1085854,-1.0287039,0.0798815
37,0.59431803,0.6585839,"('fake', 'genuine')",0.594318,0.6585839,0.0642659
38,0.58102643,0.63688713,"('untruthful', 'truthful')",0.5810264,0.6368871,0.0558607
39,0.09726314,-0.05660084,"('exploitative', 'cooperative')",0.0972631,-0.0566008,-0.1538639
40,-1.5223565,-1.4483938,"('stingy', 'generous')",-1.5223565,-1.4483938,0.0739627
41,0.19595402,0.15245172,"('unforgiving', 'forgiving')",0.195954,0.1524517,-0.0435023
42,-2.2811136,-2.112515,"('unreliable', 'reliable')",-2.2811136,-2.112515,0.1685986
43,1.8490125,1.8539714,"('irresponsible', 'responsible')",1.8490125,1.8539714,0.0049589
44,-1.3217027,-1.3814456,"('prejudiced', 'unprejudiced')",-1.3217027,-1.3814456,-0.0597429
45,0.35435036,0.40405902,"('incompetent', 'competent')",0.3543504,0.404059,0.0497086
46,-0.10550803,-0.18992592,"('uncompetitive', 'competitive')",-0.105508,-0.1899259,-0.0844179
47,5.545531,5.854714,"('stupid', 'smart')",5.5455308,5.8547139,0.3091831
48,1.132536,1.0069122,"('unintelligent', 'intelligent')",1.1325361,1.0069122,-0.1256239
49,0.289918,0.4566781,"('unable', 'able')",0.289918,0.4566781,0.1667601
50,-0.1738692,0.18709521,"('clumsy', 'skillful')",-0.1738692,0.1870952,0.3609644
51,0.82762766,0.80691046,"('uneducated', 'educated')",0.8276277,0.8069105,-0.0207172
52,-0.73143303,-0.71649724,"('irrational', 'rational')",-0.731433,-0.7164972,0.0149358
53,0.4128014,0.65282017,"('uncreative', 'creative')",0.4128014,0.6528202,0.2400188
54,1.2659003,1.5527223,"('incapable', 'capable')",1.2659003,1.5527223,0.286822
55,1.1467713,1.0666265,"('incompetent', 'clever')",1.1467713,1.0666265,-0.0801448
56,1.1624227,1.0906866,"('impractical', 'practical')",1.1624227,1.0906866,-0.0717361
57,-2.8530004,-2.8463736,"('unimaginative', 'imaginative')",-2.8530004,-2.8463736,0.0066268
58,-0.19603442,-0.1214284,"('undiscriminating', 'discriminating')",-0.1960344,-0.1214284,0.074606
59,0.07381137,0.28153715,"('foolish', 'wise')",0.0738114,0.2815371,0.2077257
60,1.1634512,1.0386075,"('inefficient', 'efficient')",1.1634512,1.0386075,-0.1248437
61,0.58752996,0.52592695,"('illogical', 'logical')",0.58753,0.5259269,-0.0616031
62,1.5512222,1.6224673,"('incompetent', 'brilliant')",1.5512222,1.6224673,0.0712451
63,1.1753516,1.2673831,"('unperceptive', 'insightful')",1.1753516,1.2673831,0.0920315
64,-5.4795566,-5.6512604,"('shy', 'confident')",-5.4795566,-5.6512604,-0.1717038
65,0.7904654,0.7169198,"('insecure', 'secure')",0.7904654,0.7169198,-0.0735456
66,-0.26974007,-0.16766521,"('inactive', 'active')",-0.2697401,-0.1676652,0.1020749
67,-0.61906743,-0.7480495,"('doubtful', 'determined')",-0.6190674,-0.7480495,-0.1289821
68,-0.31562623,-0.16317415,"('dependent', 'independent')",-0.3156262,-0.1631742,0.152452
69,-1.7069322,-1.538108,"('lazy', 'industrious')",-1.7069322,-1.538108,0.1688242
70,1.4310791,1.4449327,"('lethargic', 'energetic')",1.4310791,1.4449327,0.0138536
71,0.5745274,0.7908576,"('diffident', 'self-confident')",0.5745274,0.7908576,0.2163302
72,0.8711372,0.9007024,"('unambitious', 'ambitious')",0.8711372,0.9007024,0.0295652
73,-2.9877255,-2.8902192,"('helpless', 'self-reliant')",-2.9877255,-2.8902192,0.0975063
74,0.2093318,0.20936646,"('undedicated', 'dedicated')",0.2093318,0.2093665,3.47e-05
75,-0.887955,-0.6944243,"('meek', 'impulsive')",-0.887955,-0.6944243,0.1935307
76,0.6485174,0.63744426,"('anxious', 'daring')",0.6485174,0.6374443,-0.0110731
77,-0.91249806,-0.9663646,"('unmotivated', 'motivated')",-0.9124981,-0.9663646,-0.0538665
78,-0.5176729,-0.3885952,"('nonresilient', 'resilient')",-0.5176729,-0.3885952,0.1290777
79,-0.64222187,-0.3444238,"('wavering', 'unwavering')",-0.6422219,-0.3444238,0.2977981
80,0.2968981,0.009708695,"('dominated', 'dominating')",0.2968981,0.0097087,-0.2871894
81,0.12650186,-0.028608844,"('submissive', 'aggressive')",0.1265019,-0.0286088,-0.1551107
82,5.804332,6.3919563,"('poor', 'rich')",5.8043318,6.3919563,0.5876245
83,-0.16399512,-0.30564043,"('powerless', 'powerful')",-0.1639951,-0.3056404,-0.1416453
84,0.06894958,0.09732793,"('inferior', 'superior')",0.0689496,0.0973279,0.0283783
85,-1.5689102,-1.2896067,"('insignificant', 'prestigious')",-1.5689102,-1.2896067,0.2793035
86,0.69664025,0.6975638,"('uninfluential', 'influential')",0.6966403,0.6975638,0.0009235
87,0.35270178,0.5387458,"('unsuccessful', 'successful')",0.3527018,0.5387458,0.186044
88,-0.35076073,-0.12725587,"('low', 'eminent')",-0.3507607,-0.1272559,0.2235048
