,locomotive_male,locomotive_female,tuple,average_male,average_female,female-male
0,0.0616704,-0.13832146,"('unsociable', 'sociable')",0.0616704,-0.1383215,-0.1999919
1,1.6349658,1.3966868,"('unfriendly', 'friendly')",1.6349658,1.3966868,-0.238279
2,0.20285828,0.4646793,"('unlikable', 'likable')",0.2028583,0.4646793,0.261821
3,-0.6608778,-0.29362285,"('repellent', 'pleasant')",-0.6608778,-0.2936229,0.3672549
4,-6.8451,-7.219872,"('disliked', 'liked')",-6.8450999,-7.219872,-0.3747721
5,-0.30043346,-0.33244523,"('distant', 'outgoing')",-0.3004335,-0.3324452,-0.0320117
6,0.074010886,-0.020517744,"('distant', 'open')",0.0740109,-0.0205177,-0.0945286
7,0.8433994,0.88642865,"('insensitive', 'sensitive')",0.8433994,0.8864287,0.0430293
8,1.1916444,1.178699,"('unaffectionate', 'affectionate')",1.1916444,1.178699,-0.0129454
9,1.9262244,1.8979795,"('unaffectionate', 'caring')",1.9262244,1.8979795,-0.0282449
10,0.615488,0.75081605,"('unsympathetic', 'sympathetic')",0.615488,0.750816,0.135328
11,2.278511,2.2666693,"('unhelpful', 'helpful')",2.278511,2.2666693,-0.0118417
12,-1.1721456,-1.2302,"('unsupportive', 'supportive')",-1.1721456,-1.2302001,-0.0580545
13,-0.1355573,0.04203415,"('impolite', 'polite')",-0.1355573,0.0420341,0.1775914
14,-0.37208492,-0.23818523,"('antisocial', 'social')",-0.3720849,-0.2381852,0.1338997
15,1.1855873,1.0022289,"('boring', 'funny')",1.1855873,1.0022289,-0.1833584
16,-0.23136388,-0.29200634,"('unpopular', 'popular')",-0.2313639,-0.2920063,-0.0606424
17,0.24438779,0.15704572,"('nasty', 'nice')",0.2443878,0.1570457,-0.0873421
18,-0.93861437,-0.7872696,"('disagreeable', 'welcoming')",-0.9386144,-0.7872696,0.1513448
19,-0.3035446,-0.32353675,"('inhospitable', 'hospitable')",-0.3035446,-0.3235368,-0.0199922
20,-0.042211432,0.1361006,"('rough', 'thoughtful')",-0.0422114,0.1361006,0.178312
21,-0.060478527,0.08110042,"('immoral', 'moral')",-0.0604785,0.0811004,0.1415789
22,-0.67270184,-0.661028,"('untrustworthy', 'trustworthy')",-0.6727018,-0.661028,0.0116738
23,6.2740383,6.470756,"('insincere', 'sincere')",6.2740383,6.4707561,0.1967178
24,1.3763576,1.4712088,"('dishonest', 'honest')",1.3763576,1.4712088,0.0948512
25,0.9542844,0.828449,"('egoistic', 'altruistic')",0.9542844,0.828449,-0.1258354
26,1.3965889,1.0700316,"('hardhearted', 'benevolent')",1.3965889,1.0700316,-0.3265573
27,0.56662494,0.80620325,"('hardhearted', 'softhearted')",0.5666249,0.8062032,0.2395783
28,1.2966832,1.1155386,"('disloyal', 'loyal')",1.2966832,1.1155386,-0.1811446
29,-0.38536045,-0.58924955,"('unfair', 'fair')",-0.3853604,-0.5892496,-0.2038892
30,0.71258944,0.845014,"('intolerant', 'tolerant')",0.7125894,0.845014,0.1324246
31,-1.5378883,-1.6466485,"('evil', 'good')",-1.5378883,-1.6466485,-0.1087602
32,1.426431,1.4415559,"('unkind', 'kind')",1.4264309,1.4415559,0.015125
33,0.050904296,-0.14354223,"('wrong', 'right')",0.0509043,-0.1435422,-0.1944465
34,4.1935067,4.396696,"('mean', 'honorable')",4.1935067,4.3966961,0.2031894
35,-0.54295695,-0.84585285,"('corrupt', 'incorrupt')",-0.5429569,-0.8458529,-0.302896
36,-0.62221277,-0.9032947,"('hostile', 'amicable')",-0.6222128,-0.9032947,-0.2810819
37,0.8153185,0.7703291,"('fake', 'genuine')",0.8153185,0.7703291,-0.0449894
38,0.5720235,0.29875904,"('untruthful', 'truthful')",0.5720235,0.298759,-0.2732645
39,-0.06939945,-0.02131524,"('exploitative', 'cooperative')",-0.0693995,-0.0213152,0.0480843
40,-1.9316083,-2.0066357,"('stingy', 'generous')",-1.9316083,-2.0066357,-0.0750274
41,0.38881785,0.22227706,"('unforgiving', 'forgiving')",0.3888178,0.2222771,-0.1665407
42,-2.8631837,-2.5216947,"('unreliable', 'reliable')",-2.8631837,-2.5216947,0.341489
43,0.9802713,1.1850448,"('irresponsible', 'responsible')",0.9802713,1.1850448,0.2047735
44,-1.7555376,-1.452729,"('prejudiced', 'unprejudiced')",-1.7555376,-1.452729,0.3028086
45,-0.107525274,0.0006884523,"('incompetent', 'competent')",-0.1075253,0.0006885,0.1082138
46,-0.6153148,-0.61679035,"('uncompetitive', 'competitive')",-0.6153148,-0.6167904,-0.0014756
47,4.9998307,5.355215,"('stupid', 'smart')",4.9998307,5.3552151,0.3553844
48,0.5144278,0.6500483,"('unintelligent', 'intelligent')",0.5144278,0.6500483,0.1356205
49,-0.82959175,-0.3447359,"('unable', 'able')",-0.8295918,-0.3447359,0.4848559
50,-0.72740823,-0.5718269,"('clumsy', 'skillful')",-0.7274082,-0.5718269,0.1555813
51,0.24699576,0.32899594,"('uneducated', 'educated')",0.2469958,0.3289959,0.0820001
52,-0.3327848,-0.51182204,"('irrational', 'rational')",-0.3327848,-0.511822,-0.1790372
53,0.110528216,0.10320692,"('uncreative', 'creative')",0.1105282,0.1032069,-0.0073213
54,0.36765307,0.638785,"('incapable', 'capable')",0.3676531,0.638785,0.2711319
55,-0.022463873,0.28849712,"('incompetent', 'clever')",-0.0224639,0.2884971,0.310961
56,1.2253524,1.2346718,"('impractical', 'practical')",1.2253524,1.2346718,0.0093194
57,-3.2297623,-3.2534971,"('unimaginative', 'imaginative')",-3.2297623,-3.2534971,-0.0237348
58,-0.12273879,-0.2196721,"('undiscriminating', 'discriminating')",-0.1227388,-0.2196721,-0.0969333
59,0.14916316,0.02743387,"('foolish', 'wise')",0.1491632,0.0274339,-0.1217293
60,0.14805008,0.5802242,"('inefficient', 'efficient')",0.1480501,0.5802242,0.4321741
61,-0.12789129,-0.16583526,"('illogical', 'logical')",-0.1278913,-0.1658353,-0.037944
62,0.32147047,0.80880386,"('incompetent', 'brilliant')",0.3214705,0.8088039,0.4873334
63,0.40726632,0.41569385,"('unperceptive', 'insightful')",0.4072663,0.4156938,0.0084275
64,-5.7516646,-5.8070683,"('shy', 'confident')",-5.7516646,-5.8070683,-0.0554037
65,-0.3670696,-0.1064776,"('insecure', 'secure')",-0.3670696,-0.1064776,0.260592
66,-0.20797896,-0.36002818,"('inactive', 'active')",-0.207979,-0.3600282,-0.1520492
67,0.22419824,0.045573995,"('doubtful', 'determined')",0.2241982,0.045574,-0.1786242
68,-1.6445321,-1.4499365,"('dependent', 'independent')",-1.6445321,-1.4499365,0.1945956
69,-0.98135525,-1.1970692,"('lazy', 'industrious')",-0.9813552,-1.1970692,-0.215714
70,0.67846775,0.8839458,"('lethargic', 'energetic')",0.6784678,0.8839458,0.205478
71,0.59402263,0.6292885,"('diffident', 'self-confident')",0.5940226,0.6292885,0.0352659
72,0.31651756,0.48777914,"('unambitious', 'ambitious')",0.3165176,0.4877791,0.1712615
73,-3.6383514,-3.56037,"('helpless', 'self-reliant')",-3.6383514,-3.56037,0.0779814
