,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,female-male
0,-0.46169227,-0.5935458,"('unsociable', 'sociable')",1.2308884,1.2043995,-0.90371776,-0.9655514,1.0045658,0.95453954,0.217511,0.1499605,-0.0675505
1,0.19035897,0.43315244,"('unfriendly', 'friendly')",-0.05513531,-0.006630307,-1.3904139,-1.4002098,1.8034112,1.5378919,0.1370552,0.1410511,0.0039959
2,0.32122067,0.37238395,"('unlikable', 'likable')",0.07989717,0.10696314,1.3738873,1.4514973,1.371754,1.5470344,0.7866898,0.8694697,0.0827799
3,-1.580813,-1.4933813,"('repellent', 'pleasant')",-0.82742494,-0.7187621,0.23388426,0.29681844,0.56749207,0.62092245,-0.4017154,-0.3236006,0.0781148
4,-0.48370168,-0.28685474,"('disliked', 'liked')",-0.6981272,-0.69097996,-0.5756223,-0.5367168,-6.337031,-6.047538,-2.0236206,-1.8905224,0.1330982
5,1.0032381,1.2550895,"('distant', 'outgoing')",0.07175926,0.122967824,-0.9852281,-0.8860692,0.04857061,0.019252503,0.0345849,0.1278102,0.0932253
6,0.44577098,0.78411365,"('distant', 'open')",-0.32372817,-0.24507962,-1.2385328,-1.1291023,0.1273794,0.06731762,-0.2472776,-0.1306877,0.1165899
7,-0.8731034,-0.777387,"('insensitive', 'sensitive')",-0.3261364,-0.20210323,-0.5019803,-0.4600343,0.19109018,0.24802461,-0.3775325,-0.297875,0.0796575
8,0.20603505,0.29995733,"('unaffectionate', 'affectionate')",-0.56011474,-0.66194665,-2.2794073,-2.3535814,0.15648782,-0.06605906,-0.6192498,-0.6954075,-0.0761577
9,0.62567437,0.6895976,"('unaffectionate', 'caring')",0.06827229,0.016844772,-1.8557184,-1.9004122,1.4466896,1.3128726,0.0712295,0.0297257,-0.0415038
10,-0.58194983,-0.58135986,"('unsympathetic', 'sympathetic')",-0.30408573,-0.30281985,-1.2177483,-1.2336506,0.21626318,0.2148839,-0.4718802,-0.4757366,-0.0038564
11,0.18643886,0.15116167,"('unhelpful', 'helpful')",0.8630522,0.85504377,0.20772809,0.16485691,2.803668,2.8393388,1.0152218,1.0026003,-0.0126215
12,-0.13590619,0.10059158,"('unsupportive', 'supportive')",0.21535146,0.27631387,-0.5407982,-0.43851277,-1.124768,-0.9661821,-0.3965302,-0.2569474,0.1395828
13,-0.71184075,-0.90263444,"('impolite', 'polite')",0.4295517,0.40081385,0.27830607,0.24731795,0.71525174,0.77532876,0.1778172,0.1302065,-0.0476107
14,-0.6108528,-0.77059793,"('antisocial', 'social')",0.37796584,0.343546,0.5730175,0.5656632,0.32224825,0.37553155,0.1655947,0.1285357,-0.037059
15,0.67958087,0.5225724,"('boring', 'funny')",0.80753565,0.6899596,0.3456236,0.32938534,0.11434488,0.1781174,0.4867713,0.4300087,-0.0567626
16,-0.082473785,0.04303603,"('unpopular', 'popular')",-0.5707654,-0.4858571,-0.26674566,-0.28336808,0.58233047,0.56775296,-0.0844136,-0.039609,0.0448046
17,-0.8106966,-0.7545949,"('nasty', 'nice')",-0.50158906,-0.47139117,-0.13010317,-0.045216866,-0.6158811,-0.62233794,-0.5145675,-0.4733852,0.0411823
18,-0.8872986,-0.71209085,"('disagreeable', 'welcoming')",-0.65850693,-0.5749364,-0.5932792,-0.4830657,-0.5325622,-0.5429623,-0.6679117,-0.5782638,0.0896479
19,-0.054468434,0.14884482,"('inhospitable', 'hospitable')",-0.92711145,-0.8650559,-1.6172955,-1.5586218,-0.7872344,-0.7731226,-0.8465275,-0.7619888,0.0845387
20,-0.25712186,-0.2229314,"('rough', 'thoughtful')",-0.1569231,-0.13158338,0.49130493,0.48891285,0.76680785,0.7217896,0.211017,0.2140469,0.0030299
21,-0.19969282,-0.3822854,"('immoral', 'moral')",0.46356362,0.49930772,0.36976382,0.3395464,0.0757489,0.14379679,0.1773459,0.1500914,-0.0272545
22,-0.723726,-0.78005594,"('untrustworthy', 'trustworthy')",-0.33190003,-0.31243074,0.30863008,0.34425887,-0.4741957,-0.4264682,-0.3052979,-0.293674,0.0116239
23,0.1121976,0.13248199,"('insincere', 'sincere')",1.0365565,1.0719229,-0.39990273,-0.42949575,6.590577,6.3557963,1.8348571,1.7826763,-0.0521808
24,-0.109657794,-0.14448415,"('dishonest', 'honest')",-0.31875718,-0.32657263,-0.2330707,-0.27157313,1.0801302,0.97462803,0.1046611,0.0579995,-0.0466616
25,-0.13978693,-0.15839744,"('egoistic', 'altruistic')",-0.37459162,-0.3821041,-0.28781077,-0.32536483,1.0417707,0.86658686,0.0598953,0.0001801,-0.0597152
26,0.76998657,0.89883745,"('hardhearted', 'benevolent')",0.3108802,0.29880607,0.17541173,0.17441782,1.1433848,0.993972,0.5999159,0.5915083,-0.0084076
27,-0.96173567,-0.87100655,"('hardhearted', 'softhearted')",-0.4513003,-0.46980757,-0.780308,-0.75221795,0.16766858,0.021215068,-0.5064189,-0.5179543,-0.0115354
28,-0.8174639,-0.97539055,"('disloyal', 'loyal')",0.10919724,0.033709154,-0.33026424,-0.479534,1.2167181,1.0407193,0.0445468,-0.095124,-0.1396708
29,-0.19443622,-0.30701596,"('unfair', 'fair')",-0.16712557,-0.23290148,-0.21006307,-0.23368084,-0.6102441,-0.7649537,-0.2954673,-0.384638,-0.0891707
30,0.54841757,0.517162,"('intolerant', 'tolerant')",0.41749287,0.43073326,0.38677186,0.37048906,1.4619089,1.5316437,0.7036479,0.712507,0.0088591
31,-0.505575,-0.1457965,"('evil', 'good')",-1.354022,-1.1758858,-1.1346396,-0.9589966,-1.390821,-1.4358914,-1.0962644,-0.9291426,0.1671218
