,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2995031,-1.5173943,"('unsociable', 'sociable')",-0.15671429,-0.31952462,-0.7281087,-0.9184595,-0.1903508
1,-2.3586962,-2.503476,"('unfriendly', 'friendly')",1.632857,1.5007156,-0.3629196,-0.5013801,-0.1384605
2,1.0303532,1.0320923,"('unlikable', 'likable')",0.55729616,0.63661,0.7938247,0.8343512,0.0405265
3,-1.0095389,-0.9113586,"('repellent', 'pleasant')",0.035483763,0.124969974,-0.4870276,-0.3931943,0.0938333
4,-0.48893252,-0.49037516,"('disliked', 'liked')",-6.0288706,-5.967306,-3.2589016,-3.2288406,0.030061
5,-1.179954,-1.2326654,"('distant', 'outgoing')",-0.04530832,-0.05050396,-0.6126312,-0.6415847,-0.0289535
6,-1.1378945,-1.1983148,"('distant', 'open')",0.43643755,0.3699553,-0.3507285,-0.4141797,-0.0634512
7,-0.52751815,-0.4996183,"('insensitive', 'sensitive')",0.8755734,0.87341017,0.1740276,0.1868959,0.0128683
8,-1.4663979,-1.5753489,"('unaffectionate', 'affectionate')",0.80719936,0.67293555,-0.3295993,-0.4512067,-0.1216074
9,-1.7942553,-1.897438,"('unaffectionate', 'caring')",1.1193534,1.0603907,-0.3374509,-0.4185237,-0.0810728
10,-0.6674652,-0.74508816,"('unsympathetic', 'sympathetic')",0.045760117,-0.087084174,-0.3108526,-0.4160862,-0.1052336
11,-0.8416274,-0.86203265,"('unhelpful', 'helpful')",1.8791212,1.876345,0.5187469,0.5071562,-0.0115907
12,-1.3072656,-1.2966775,"('unsupportive', 'supportive')",-1.6937004,-1.6690418,-1.500483,-1.4828596,0.0176234
13,-0.5019877,-0.61419016,"('impolite', 'polite')",-0.3626884,-0.3539109,-0.4323381,-0.4840505,-0.0517124
14,0.100802734,0.036335733,"('antisocial', 'social')",-0.22611456,-0.25805965,-0.0626559,-0.110862,-0.0482061
15,-0.042758223,-0.20566152,"('boring', 'funny')",0.6162695,0.51190746,0.2867557,0.153123,-0.1336327
16,-0.5665689,-0.48357946,"('unpopular', 'popular')",0.26813978,0.35612726,-0.1492146,-0.0637261,0.0854885
17,-0.10460903,-0.111313775,"('nasty', 'nice')",-0.20108083,-0.19212298,-0.1528449,-0.1517184,0.0011265
18,-0.722525,-0.7119495,"('disagreeable', 'welcoming')",-0.42860004,-0.44887853,-0.5755625,-0.5804141,-0.0048516
19,-1.4867207,-1.5868912,"('inhospitable', 'hospitable')",-0.09243979,-0.15873617,-0.7895802,-0.8728137,-0.0832335
20,0.4264144,0.46709174,"('rough', 'thoughtful')",1.1038258,1.0910733,0.7651201,0.7790825,0.0139624
21,-0.20594376,-0.2062394,"('immoral', 'moral')",-0.6285186,-0.563204,-0.4172312,-0.3847217,0.0325095
22,-0.20518635,-0.21777725,"('untrustworthy', 'trustworthy')",-0.9184599,-0.91639704,-0.5618231,-0.5670872,-0.0052641
23,-1.0191921,-1.0562724,"('insincere', 'sincere')",5.6942163,5.641623,2.337512,2.2926753,-0.0448367
24,-0.5908287,-0.64748615,"('dishonest', 'honest')",0.9816047,0.93765485,0.195388,0.1450844,-0.0503036
25,-0.15925387,-0.13939296,"('egoistic', 'altruistic')",1.4294078,1.3656834,0.635077,0.6131452,-0.0219318
26,0.48883855,0.2756488,"('hardhearted', 'benevolent')",1.6994501,1.5239592,1.0941443,0.899804,-0.1943403
27,-0.3643594,-0.33038095,"('hardhearted', 'softhearted')",1.328614,1.2483338,0.4821273,0.4589764,-0.0231509
