,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.49406895,-0.5162311,"('unsociable', 'sociable')",0.4672099,0.31454968,0.68735296,0.572245,-0.49547493,-0.6781963,0.0412547,-0.0769082,-0.1181629
1,-1.6669685,-1.6497611,"('unfriendly', 'friendly')",1.4063324,1.4154626,0.39769167,0.30341172,1.9945914,1.9351115,0.5329117,0.5010562,-0.0318555
2,0.8266508,0.83869016,"('unlikable', 'likable')",1.3844763,1.3534966,1.6642616,1.753935,1.2030468,1.3322529,1.2696089,1.3195937,0.0499848
3,-0.33721268,-0.28643277,"('repellent', 'pleasant')",-1.3658675,-1.1731911,-4.0061772e-05,0.07149085,-0.1389265,-0.11380975,-0.4605117,-0.3754857,0.085026
4,0.20381501,0.2492196,"('disliked', 'liked')",1.0465746,1.063393,0.41245353,0.4759568,-5.1217146,-5.2314577,-0.8647178,-0.8607221,0.0039957
5,-0.084734365,-0.023637053,"('distant', 'outgoing')",0.7066484,0.8924157,0.16040877,0.27726474,0.28800556,0.3981723,0.2675821,0.3860539,0.1184718
6,-0.4032149,-0.3005188,"('distant', 'open')",0.79932356,1.0331612,-0.00821767,0.11365758,0.69278175,0.8094474,0.2701682,0.4139369,0.1437687
7,-0.7952962,-0.7385068,"('insensitive', 'sensitive')",-0.28535753,-0.2476622,0.42915058,0.41684276,0.1142475,0.12936282,-0.1343139,-0.1099909,0.024323
8,-1.4672635,-1.5119393,"('unaffectionate', 'affectionate')",0.30889302,0.3016915,-1.3328823,-1.3092988,0.4810403,0.51186943,-0.5025532,-0.5019193,0.0006339
9,-0.732035,-0.6910335,"('unaffectionate', 'caring')",1.4833151,1.5154065,0.6710479,0.6831614,1.1417739,1.199194,0.6410255,0.6766821,0.0356566
10,-1.0066024,-0.9712174,"('unsympathetic', 'sympathetic')",-0.14804208,-0.110158674,-0.017765872,-0.0039318167,-0.5837394,-0.62980807,-0.4390374,-0.428779,0.0102584
11,-0.1179566,-0.09940112,"('unhelpful', 'helpful')",0.17986389,0.13284764,1.9308949,1.9489381,1.7298884,1.8018992,0.9306726,0.946071,0.0153984
12,0.613105,0.7561372,"('unsupportive', 'supportive')",2.953451,3.1666589,1.8952153,2.0699544,-1.5268316,-1.5032204,0.9837348,1.1223824,0.1386476
13,0.32016325,0.33880952,"('impolite', 'polite')",0.73178226,0.6245868,1.0426867,0.9903572,-0.17852077,-0.2784962,0.4790278,0.4188143,-0.0602135
14,-0.3121075,-0.26748934,"('antisocial', 'social')",-0.02065805,-0.060988322,0.23167041,0.23390493,-0.98922694,-1.0614859,-0.2725805,-0.2890147,-0.0164342
15,0.009739958,-0.04389464,"('boring', 'funny')",0.60906726,0.47333077,0.37274465,0.33601093,0.7948252,0.7536167,0.4465943,0.3797659,-0.0668284
16,-0.20541379,-0.19528955,"('unpopular', 'popular')",-0.01339671,0.0908865,0.39692855,0.44145417,0.732899,0.7949642,0.2277543,0.2830038,0.0552495
17,0.22244628,0.2801099,"('nasty', 'nice')",-0.118027225,0.10329683,-0.059307806,0.026650943,-0.29502153,-0.21853532,-0.0624776,0.0478806,0.1103582
18,-0.41666186,-0.4051523,"('disagreeable', 'welcoming')",-0.25320566,-0.18071231,0.2521494,0.33239192,-0.07360636,-0.057804786,-0.1228311,-0.0778194,0.0450117
19,-0.31520262,-0.2956277,"('inhospitable', 'hospitable')",0.3721501,0.39308736,-0.24056561,-0.1297533,0.38238424,0.5549958,0.0496915,0.1306755,0.080984
20,-0.81535083,-0.80933213,"('rough', 'thoughtful')",-0.5218731,-0.4395776,0.47148892,0.47571066,0.6386915,0.6280915,-0.0567609,-0.0362769,0.020484
21,-0.2657748,-0.2575492,"('immoral', 'moral')",1.2303361,1.1542805,0.90000546,0.8493323,-0.518168,-0.58432543,0.3365997,0.2904346,-0.0461651
22,-0.4136711,-0.38014558,"('untrustworthy', 'trustworthy')",0.28923076,0.19064161,0.6797824,0.63923305,-0.83583134,-0.94288695,-0.0701223,-0.1232895,-0.0531672
23,-1.0838884,-1.120049,"('insincere', 'sincere')",0.23601362,0.20929584,1.3385291,1.2722511,4.9029655,4.9454594,1.348405,1.3267393,-0.0216657
24,-0.047668356,-0.020504676,"('dishonest', 'honest')",0.7191354,0.6490874,-0.7011402,-0.6656464,0.784328,0.7783593,0.1886637,0.1853239,-0.0033398
25,-0.65673655,-0.61589384,"('egoistic', 'altruistic')",0.29297137,0.29475984,0.73563015,0.65253085,1.5462692,1.4775398,0.4795336,0.4522341,-0.0272995
26,-0.609035,-0.61308366,"('hardhearted', 'benevolent')",1.4121355,1.3998783,1.1000402,1.1392919,1.7612121,1.6837659,0.9160882,0.9024631,-0.0136251
27,-0.8523761,-0.8065869,"('hardhearted', 'softhearted')",0.6205416,0.7513829,0.5530007,0.58518106,1.3543658,1.3413527,0.418883,0.4678324,0.0489494
28,-0.8176767,-0.8326726,"('disloyal', 'loyal')",0.27484262,0.12393337,0.09771839,-0.020711172,0.8155713,0.7003643,0.0926139,-0.0072715,-0.0998854
29,0.05299498,0.10942759,"('unfair', 'fair')",-0.16354497,-0.103822485,-0.3740323,-0.42120674,-0.63997436,-0.7192388,-0.2811392,-0.2837101,-0.0025709
30,0.18190303,0.16211148,"('intolerant', 'tolerant')",0.3640274,0.33018485,1.4151298,1.4014966,1.2418784,1.163596,0.8007346,0.7643473,-0.0363873
31,-0.33530825,-0.22318271,"('evil', 'good')",-0.6790207,-0.4877631,-0.67324704,-0.5501442,-0.48585624,-0.48697716,-0.5433581,-0.4370168,0.1063413
32,0.49672228,0.49341017,"('unkind', 'kind')",2.146651,2.0658345,1.1716263,1.1443912,1.2155052,1.0799338,1.2576262,1.1958923,-0.0617339
33,0.48708206,0.47526535,"('wrong', 'right')",0.9751086,0.9159572,1.1794181,1.1549585,-0.030888896,-0.107594624,0.65268,0.6096466,-0.0430334
34,-0.29479352,-0.20567285,"('mean', 'honorable')",0.68089736,0.81741947,0.0757643,0.16570492,5.640957,5.8834977,1.5257063,1.6652373,0.139531
35,-0.07297612,-0.09209838,"('corrupt', 'incorrupt')",-0.7245773,-0.63062435,-0.13569364,-0.15008694,0.43059754,0.34856674,-0.1256624,-0.1310607,-0.0053983
36,-0.80844736,-0.83326674,"('hostile', 'amicable')",-0.22742328,-0.07768497,-0.7489963,-0.7457978,0.7785051,0.6557144,-0.2515905,-0.2502588,0.0013317
37,-0.4716079,-0.46869713,"('fake', 'genuine')",0.3057689,0.2723385,0.2608596,0.2398413,0.122094035,0.16209647,0.0542787,0.0513948,-0.0028839
38,-0.36704075,-0.3006501,"('untruthful', 'truthful')",0.9973,1.053576,0.5685028,0.6463257,0.4454054,0.52434045,0.4110419,0.480898,0.0698561
39,1.1997571,1.223633,"('exploitative', 'cooperative')",0.29026178,0.28905955,1.46361,1.4586891,0.053358592,0.010613656,0.7517469,0.7454988,-0.0062481
40,0.25988483,0.27441993,"('stingy', 'generous')",0.7877845,0.8286696,-0.0821404,-0.048500538,-1.619769,-1.7565428,-0.16356,-0.1754884,-0.0119284
41,-0.53529036,-0.50732064,"('unforgiving', 'forgiving')",0.48588276,0.5159965,0.8187138,0.90751314,0.6197926,0.49023807,0.3472747,0.3516068,0.0043321
42,1.0507209,1.1084014,"('unreliable', 'reliable')",1.9776498,2.083951,0.9482485,1.1252943,-2.7225034,-2.6678748,0.313529,0.4124429,0.0989139
43,-0.6242719,-0.5698974,"('irresponsible', 'responsible')",1.3814018,1.4633368,0.2838367,0.3799327,0.15196513,0.1961437,0.2982329,0.367379,0.0691461
44,0.3537119,0.33184922,"('prejudiced', 'unprejudiced')",-0.5315693,-0.4718163,0.04876577,0.056140304,-1.4320521,-1.4167578,-0.3902859,-0.3751462,0.0151397
45,-0.8845522,-0.73856735,"('incompetent', 'competent')",-0.06251143,0.15640838,0.45210564,0.53300846,-0.32591107,-0.36084333,-0.2052173,-0.1024985,0.1027188
46,-0.381229,-0.33639014,"('uncompetitive', 'competitive')",-0.0454449,-0.0021503083,0.49438113,0.4810263,-0.90206385,-1.0040534,-0.2085892,-0.2153919,-0.0068027
47,-0.14861855,-0.08937754,"('stupid', 'smart')",1.7374028,1.7171954,1.1710666,1.2163155,5.373769,5.5481544,2.0334048,2.0980721,0.0646673
48,-0.53643185,-0.5314178,"('unintelligent', 'intelligent')",0.14968392,0.12694603,-0.5437243,-0.5993445,0.33501008,0.29235446,-0.1488656,-0.1778654,-0.0289998
49,-0.41740283,-0.33403945,"('unable', 'able')",-0.13668932,0.03293141,0.46055502,0.59175456,-0.05519162,0.15153152,-0.0371822,0.1105445,0.1477267
50,0.29494125,0.26299047,"('clumsy', 'skillful')",0.9971675,0.99443084,0.8174538,0.8993893,0.16381201,0.20891742,0.5683436,0.591432,0.0230884
51,-0.32530525,-0.39020056,"('uneducated', 'educated')",0.20068336,0.03855166,0.44545808,0.34386083,0.33056897,0.2167136,0.1628513,0.0522314,-0.1106199
52,-0.5057088,-0.6366353,"('irrational', 'rational')",0.45118517,0.29102808,0.23674259,0.032607585,0.32093036,0.21009079,0.1257873,-0.0257272,-0.1515145
53,-1.3446196,-1.3353084,"('uncreative', 'creative')",-0.39107573,-0.41463348,-0.24986868,-0.33013272,0.97261053,0.914667,-0.2532384,-0.2913519,-0.0381135
