,servicenow_male,servicenow_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,1.9152061,1.812547,"('unsociable', 'sociable')",-0.016714506,-0.18491134,0.9492458,0.8138178,-0.135428
1,-0.59880966,-0.54044294,"('unfriendly', 'friendly')",1.5938822,1.6545044,0.4975363,0.5570307,0.0594944
2,0.6686396,0.75673586,"('unlikable', 'likable')",0.34903428,0.4667247,0.5088369,0.6117303,0.1028934
3,0.6564628,0.789503,"('repellent', 'pleasant')",0.2662281,0.28507867,0.4613454,0.5372908,0.0759454
4,-1.6064479,-1.62796,"('disliked', 'liked')",-6.753726,-6.732048,-4.1800871,-4.1800041,8.3e-05
5,-0.84648144,-0.754626,"('distant', 'outgoing')",-0.15888336,-0.047406536,-0.5026824,-0.4010163,0.1016661
6,-1.0508502,-0.9064503,"('distant', 'open')",0.34468114,0.46764937,-0.3530845,-0.2194005,0.133684
7,1.95785,1.9971448,"('insensitive', 'sensitive')",1.1760621,1.2016178,1.566956,1.5993813,0.0324253
8,-1.2298465,-1.1309521,"('unaffectionate', 'affectionate')",0.72230595,0.78053176,-0.2537703,-0.1752102,0.0785601
9,0.059299465,0.18335989,"('unaffectionate', 'caring')",1.207429,1.2972647,0.6333643,0.7403123,0.106948
10,2.0004888,2.103134,"('unsympathetic', 'sympathetic')",0.03157042,0.008007629,1.0160296,1.0555707,0.0395411
11,2.1913128,2.282936,"('unhelpful', 'helpful')",1.7167377,1.7803848,1.9540253,2.0316606,0.0776353
12,1.5224968,1.719908,"('unsupportive', 'supportive')",-1.7204957,-1.6241052,-0.0989994,0.0479014,0.1469008
13,2.8317444,2.8243184,"('impolite', 'polite')",-0.35867992,-0.4679394,1.2365322,1.1781895,-0.0583427
14,2.0540707,1.9392526,"('antisocial', 'social')",-0.23812936,-0.3734693,0.9079707,0.7828916,-0.1250791
15,0.6585244,0.54690754,"('boring', 'funny')",0.4931248,0.449108,0.5758246,0.4980078,-0.0778168
16,-1.6624098,-1.6521187,"('unpopular', 'popular')",0.13700193,0.19832593,-0.7627039,-0.7268964,0.0358075
17,0.12012498,0.16952881,"('nasty', 'nice')",-0.4389852,-0.3618087,-0.1594301,-0.0961399,0.0632902
18,0.008429952,0.12876531,"('disagreeable', 'welcoming')",-0.22111078,-0.1651462,-0.1063404,-0.0181904,0.08815
19,-0.4394111,-0.31095153,"('inhospitable', 'hospitable')",-0.094200134,0.09980673,-0.2668056,-0.1055724,0.1612332
20,0.30737934,0.29430193,"('rough', 'thoughtful')",1.254803,1.2247156,0.7810912,0.7595087,-0.0215825
21,2.1562922,2.173501,"('immoral', 'moral')",-0.16609089,-0.19803862,0.9951007,0.9877312,-0.0073695
22,1.8771659,1.7820559,"('untrustworthy', 'trustworthy')",0.020442322,-0.12724662,0.9488041,0.8274046,-0.1213995
23,1.9936017,2.1048172,"('insincere', 'sincere')",5.8911924,5.778752,3.9423971,3.9417844,-0.0006127
24,1.2501304,1.3007567,"('dishonest', 'honest')",0.897682,0.8796637,1.0739062,1.0902102,0.016304
25,-0.37144044,-0.3686924,"('egoistic', 'altruistic')",1.5147963,1.4899812,0.5716779,0.5606444,-0.0110335
26,0.15376244,0.1130346,"('hardhearted', 'benevolent')",1.942719,1.9576191,1.0482407,1.0353268,-0.0129139
27,0.74342436,0.82413185,"('hardhearted', 'softhearted')",1.2037249,1.1807107,0.9735746,1.0024213,0.0288467
