,ross_male,ross_female,tuple,stores_male,stores_female,inc_male,inc_female,average_male,average_female,female-male
0,0.943469,0.7995852,"('unsociable', 'sociable')",1.7640294,2.0949197,-0.26671696,-0.4417547,0.8135938,0.8175834,0.0039896
1,0.18647705,0.20192276,"('unfriendly', 'friendly')",-0.116712324,-0.14734253,1.943354,1.8539811,0.6710396,0.6361871,-0.0348525
2,1.9421093,2.093604,"('unlikable', 'likable')",0.5394666,0.6565096,0.538557,0.7367228,1.006711,1.1622788,0.1555678
3,0.48596182,0.6394971,"('repellent', 'pleasant')",0.51108885,0.98092115,0.42338532,0.5043033,0.4734786,0.7082405,0.2347619
4,-0.75161934,-0.8519337,"('disliked', 'liked')",-0.47981486,-0.63444024,-6.762518,-6.736044,-2.6646508,-2.7408059,-0.0761551
5,-0.37139243,-0.33375704,"('distant', 'outgoing')",-0.6909074,-0.9558026,-0.20750336,-0.08374921,-0.4232677,-0.4577696,-0.0345019
6,-0.7256298,-0.599662,"('distant', 'open')",-1.0552418,-1.25321,0.47572723,0.5625118,-0.4350481,-0.43012,0.0049281
7,1.1883881,1.1790515,"('insensitive', 'sensitive')",1.2743133,1.7726356,0.75006634,0.5986982,1.0709225,1.1834617,0.1125392
8,0.4031884,0.4178411,"('unaffectionate', 'affectionate')",-0.49505144,-0.58878726,0.74352163,0.7241834,0.2172195,0.1844124,-0.0328071
9,1.2759185,1.3028355,"('unaffectionate', 'caring')",0.3220733,0.24257466,1.2539341,1.2785358,0.9506419,0.9413153,-0.0093266
10,1.8686587,1.8833244,"('unsympathetic', 'sympathetic')",1.2962891,1.9959848,0.1538333,0.028239064,1.1062604,1.3025161,0.1962557
11,0.44290444,0.46243,"('unhelpful', 'helpful')",0.5839007,0.9808675,2.132562,2.18852,1.0531224,1.2106058,0.1574834
12,1.6797765,1.7868747,"('unsupportive', 'supportive')",1.181586,1.5951028,-1.8656651,-1.8587432,0.3318991,0.5077448,0.1758457
13,1.0114629,0.93072605,"('impolite', 'polite')",1.7329566,1.9893997,-0.00013567507,-0.18865103,0.9147613,0.9104915,-0.0042698
14,1.0328743,0.97795236,"('antisocial', 'social')",1.6975882,1.9598761,-0.663785,-0.7970068,0.6888925,0.7136072,0.0247147
15,0.05220893,-0.11203702,"('boring', 'funny')",0.13896322,-0.10846118,0.15865803,0.1401687,0.1166101,-0.0267765,-0.1433866
16,-1.5699737,-1.4612244,"('unpopular', 'popular')",-1.1571965,-0.92913663,0.5153781,0.63311595,-0.737264,-0.5857484,0.1515156
17,-0.05469494,0.0064758845,"('nasty', 'nice')",-0.43957567,-0.3935825,-0.42120138,-0.3003011,-0.3051573,-0.2291359,0.0760214
18,0.5276613,0.6345439,"('disagreeable', 'welcoming')",-0.81895274,-0.61333585,-0.47828656,-0.41355965,-0.256526,-0.1307839,0.1257421
19,-0.28315264,-0.18210907,"('inhospitable', 'hospitable')",-0.97900456,-1.105369,-0.048908502,0.15241404,-0.4370219,-0.3783547,0.0586672
20,0.29240716,0.36236548,"('rough', 'thoughtful')",-0.041706853,0.25642237,1.0439508,1.001491,0.4315503,0.5400929,0.1085426
21,1.4730246,1.4783483,"('immoral', 'moral')",1.3235592,1.7806766,-0.5465599,-0.5455885,0.7500079,0.9044788,0.1544709
22,1.4630363,1.3782881,"('untrustworthy', 'trustworthy')",0.8939837,1.174311,-0.7864439,-0.88636684,0.5235253,0.5554108,0.0318855
23,1.4545857,1.4911057,"('insincere', 'sincere')",1.0562211,1.5863258,6.313691,6.2078266,2.9414994,3.0950861,0.1535867
24,2.2281842,2.2030725,"('dishonest', 'honest')",0.41163063,0.40702045,1.092214,0.9430725,1.2440097,1.1843886,-0.0596211
25,0.34590325,0.33963302,"('egoistic', 'altruistic')",-0.68631643,-0.7517501,1.1892247,1.1519281,0.2829372,0.2466036,-0.0363336
26,0.5812396,0.44886917,"('hardhearted', 'benevolent')",1.0254209,0.9886241,1.105829,0.96379226,0.9041632,0.8004285,-0.1037347
27,1.2919722,1.3669024,"('hardhearted', 'softhearted')",0.88209546,1.0904742,1.7344573,1.5741141,1.3028416,1.3438301,0.0409885
28,1.1640402,0.9765304,"('disloyal', 'loyal')",0.5359904,0.6706837,1.3313785,1.1477919,1.0104697,0.9316686,-0.0788011
