,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.012202768,-0.075774334,"('unsociable', 'sociable')",0.14330244,0.09773726,0.7189985,0.42344886,-0.3569388,-0.5031582,0.1232898,-0.0144366,-0.1377264
1,-0.7448383,-0.8023796,"('unfriendly', 'friendly')",0.8260839,0.8152658,1.8921818,1.7549995,1.9173856,1.7589495,0.9727032,0.8817088,-0.0909944
2,0.13495,0.24343689,"('unlikable', 'likable')",0.031198174,0.05481958,1.0905304,1.042343,0.5172,0.70297825,0.4434696,0.5108944,0.0674248
3,0.3148671,0.4464541,"('repellent', 'pleasant')",-1.1638075,-1.0597006,0.7325424,0.72192746,0.26529098,0.37174043,0.0372232,0.1201053,0.0828821
4,-0.87777615,-1.0072739,"('disliked', 'liked')",0.70396006,0.5870074,0.11316648,-0.03225437,-6.2954116,-6.3440814,-1.5890152,-1.6991506,-0.1101354
5,-1.0369394,-1.0486621,"('distant', 'outgoing')",0.77149856,0.6964583,-0.309882,-0.090835944,-0.28625825,-0.2083487,-0.2153953,-0.1628471,0.0525482
6,-0.1543391,-0.13180915,"('distant', 'open')",1.1815168,1.1329141,-0.51542115,-0.15736252,0.40519494,0.49344876,0.2292379,0.3342978,0.1050599
7,0.6845648,0.74541175,"('insensitive', 'sensitive')",-0.14359388,-0.07296553,2.114746,2.1271408,0.52741873,0.47741294,0.7957839,0.81925,0.0234661
8,-0.19857492,-0.2151213,"('unaffectionate', 'affectionate')",0.5792228,0.5778561,-0.40370935,-0.25091907,0.5896028,0.51827234,0.1416353,0.157522,0.0158867
9,0.48948354,0.5019242,"('unaffectionate', 'caring')",1.276766,1.2970281,1.0310022,1.0890956,1.1600933,1.1468184,0.9893363,1.0087166,0.0193803
10,1.437968,1.5407684,"('unsympathetic', 'sympathetic')",-0.78387064,-0.72929895,1.4697155,1.3500305,-0.07888664,-0.14100172,0.5112315,0.5051246,-0.0061069
11,0.72541344,0.85628384,"('unhelpful', 'helpful')",-0.08783299,0.0032100594,1.3822819,1.2740457,2.1432068,2.2517707,1.0407673,1.0963275,0.0555602
12,1.4099928,1.4871572,"('unsupportive', 'supportive')",0.8530013,0.9565677,0.702436,0.94027275,-1.8958154,-1.8771305,0.2674037,0.3767168,0.1093131
13,0.5981348,0.6224962,"('impolite', 'polite')",-0.3867577,-0.3342071,0.65066403,0.3571402,-0.4114398,-0.513992,0.1126503,0.0328593,-0.079791
14,0.56567955,0.5702289,"('antisocial', 'social')",0.035841234,0.04784301,-0.1437055,0.029493272,-0.8116465,-0.8242896,-0.0884578,-0.0441811,0.0442767
15,-0.254768,-0.34014004,"('boring', 'funny')",0.64867526,0.6589425,-0.26947853,-0.29249546,0.46093866,0.42793313,0.1463418,0.11356,-0.0327818
16,-1.3135028,-1.4231867,"('unpopular', 'popular')",-0.038088456,-0.15080664,1.2690374,1.3941028,0.5384732,0.61082435,0.1139798,0.1077335,-0.0062463
17,-0.1901493,-0.1691262,"('nasty', 'nice')",-0.10451026,-0.07124567,-0.035205305,0.049250074,-0.5349234,-0.43503875,-0.2161971,-0.1565401,0.059657
18,-0.043176275,0.06953175,"('disagreeable', 'welcoming')",-0.96930873,-0.8803992,-0.1378985,0.26014805,-0.3686241,-0.28981912,-0.3797519,-0.2101346,0.1696173
19,-0.91444427,-0.83602804,"('inhospitable', 'hospitable')",0.43683162,0.4044258,0.38818243,0.37090737,-0.03226466,0.052054964,-0.0304237,-0.00216,0.0282637
20,0.60135436,0.6768142,"('rough', 'thoughtful')",-0.83823574,-0.8706528,0.18402116,0.16409974,0.9024384,0.85547996,0.2123946,0.2064353,-0.0059593
21,0.41394553,0.48372105,"('immoral', 'moral')",-0.10157822,-0.08609416,1.318907,1.0656728,-0.96738476,-0.8853084,0.1659724,0.1444978,-0.0214746
22,-0.5536297,-0.5123963,"('untrustworthy', 'trustworthy')",-1.9276596,-1.9403579,0.22369076,0.22456425,-1.0447277,-1.0949377,-0.8255816,-0.8307819,-0.0052003
23,0.5188496,0.63409215,"('insincere', 'sincere')",-0.16037291,-0.07646346,1.7954633,1.7688345,5.6810174,5.6433797,1.9587393,1.9924607,0.0337214
24,1.5247692,1.629263,"('dishonest', 'honest')",-0.77264357,-0.7208037,1.0357276,1.0749953,1.0619326,1.0460953,0.7124465,0.7573875,0.044941
25,0.18101537,0.16615862,"('egoistic', 'altruistic')",1.1708963,1.2310704,0.6059602,0.60283804,1.3216796,1.2676543,0.8198879,0.8169303,-0.0029576
